Delay [ns]	StS norm
3.588000e+01	7.665994e+07
3.598000e+01	7.000372e+07
3.603000e+01	6.833006e+07
3.605500e+01	1.236872e+08
3.608000e+01	7.375318e+07
3.610500e+01	5.952105e+07
3.613000e+01	8.878695e+07
3.615500e+01	6.917726e+07
3.618000e+01	3.050856e+07
3.620500e+01	6.926341e+07
3.623000e+01	7.851817e+07
3.628000e+01	9.278000e+07
3.638000e+01	7.847420e+07
3.648000e+01	9.345807e+07
3.653000e+01	5.848617e+07
3.683000e+01	1.007029e+08
3.713000e+01	8.324611e+07
3.743000e+01	4.106263e+07
3.773000e+01	8.987315e+07
3.778000e+01	6.152820e+07
3.788000e+01	9.639444e+07
3.798000e+01	1.081092e+08
3.803000e+01	6.320518e+07
3.805500e+01	8.352575e+07
3.808000e+01	1.473219e+08
3.810500e+01	5.890994e+07
3.813000e+01	9.847611e+07
3.815500e+01	1.734584e+07
3.818000e+01	8.896167e+07
3.820500e+01	1.093872e+08
3.823000e+01	4.573503e+07
3.828000e+01	6.788840e+07
3.838000e+01	7.069436e+07
3.848000e+01	8.116402e+07
3.853000e+01	7.342403e+07
3.883000e+01	8.845182e+07
3.913000e+01	1.104491e+08
3.943000e+01	5.707353e+07
3.973000e+01	7.509089e+07
3.978000e+01	6.304501e+07
3.988000e+01	5.201500e+07
3.998000e+01	8.420443e+07
4.003000e+01	3.726526e+07
4.005500e+01	6.250286e+07
4.008000e+01	4.604936e+07
4.010500e+01	6.444106e+07
4.013000e+01	6.627494e+07
4.015500e+01	1.307776e+08
4.018000e+01	7.623810e+07
4.020500e+01	4.600929e+07
4.023000e+01	6.588716e+07
4.028000e+01	7.248937e+07
4.038000e+01	3.933354e+07
4.048000e+01	9.857077e+07
4.053000e+01	9.165184e+07
4.083000e+01	7.593278e+07
4.113000e+01	9.121578e+07
4.143000e+01	9.037309e+07
4.173000e+01	1.004611e+08
4.178000e+01	8.168659e+07
4.188000e+01	9.514139e+07
4.198000e+01	6.554126e+07
4.203000e+01	1.070386e+08
4.205500e+01	7.576195e+07
4.208000e+01	9.213687e+07
4.210500e+01	7.657015e+07
4.213000e+01	8.678634e+07
4.215500e+01	6.376280e+07
4.218000e+01	9.329234e+07
4.220500e+01	6.235749e+07
4.223000e+01	8.284374e+07
4.228000e+01	5.489358e+07
4.238000e+01	7.791633e+07
4.248000e+01	8.546567e+07
4.253000e+01	1.088714e+08
4.283000e+01	4.282703e+07
4.313000e+01	7.915988e+07
4.343000e+01	4.995461e+07
4.373000e+01	8.149829e+07
4.378000e+01	1.155385e+08
4.388000e+01	4.276126e+07
4.398000e+01	8.547211e+07
4.403000e+01	9.313948e+07
4.405500e+01	9.730687e+07
4.408000e+01	2.297687e+07
4.410500e+01	8.209122e+07
4.413000e+01	7.772971e+07
4.415500e+01	4.040148e+06
4.418000e+01	7.375631e+07
4.420500e+01	7.900004e+07
4.423000e+01	7.385926e+07
4.428000e+01	8.124082e+07
4.438000e+01	6.676181e+07
4.448000e+01	3.916974e+07
4.453000e+01	1.043822e+08
4.483000e+01	5.397408e+07
4.513000e+01	7.008111e+07
4.543000e+01	8.007760e+07
4.573000e+01	8.142659e+07
4.578000e+01	6.582857e+07
4.588000e+01	5.842294e+07
4.598000e+01	8.323881e+07
4.603000e+01	7.819486e+07
4.605500e+01	6.776196e+07
4.608000e+01	9.229675e+07
4.610500e+01	1.090672e+08
4.613000e+01	5.082403e+07
4.615500e+01	9.936486e+07
4.618000e+01	6.504844e+07
4.620500e+01	8.473990e+07
4.623000e+01	3.197781e+07
4.628000e+01	8.442208e+07
4.638000e+01	4.956102e+07
4.648000e+01	4.020230e+07
4.653000e+01	8.571541e+07
4.683000e+01	8.514833e+07
4.713000e+01	9.024317e+07
4.743000e+01	8.671091e+07
4.773000e+01	4.671302e+07
4.778000e+01	7.855164e+07
4.788000e+01	7.443962e+07
4.798000e+01	5.495122e+07
4.803000e+01	9.971588e+07
4.805500e+01	6.866084e+07
4.808000e+01	7.833989e+07
4.810500e+01	3.317474e+07
4.813000e+01	7.691036e+07
4.815500e+01	7.321162e+07
4.818000e+01	6.825895e+07
4.820500e+01	5.593187e+07
4.823000e+01	5.545203e+07
4.828000e+01	6.268797e+07
4.838000e+01	6.150838e+07
4.848000e+01	5.407459e+07
4.853000e+01	6.024754e+07
4.883000e+01	7.068840e+07
4.913000e+01	4.342406e+07
4.943000e+01	7.094643e+07
4.973000e+01	5.775370e+07
4.978000e+01	4.621791e+07
4.988000e+01	9.164926e+07
4.998000e+01	8.848218e+07
5.003000e+01	6.439739e+07
5.005500e+01	6.763261e+07
5.008000e+01	4.321679e+07
5.010500e+01	7.592517e+07
5.013000e+01	7.869265e+07
5.015500e+01	5.246475e+07
5.018000e+01	2.889752e+07
5.020500e+01	5.644964e+07
5.023000e+01	3.992269e+07
5.028000e+01	4.448506e+07
5.038000e+01	7.121526e+07
5.048000e+01	4.622075e+07
5.053000e+01	6.948278e+07
5.083000e+01	6.235999e+07
5.113000e+01	8.290313e+07
5.143000e+01	3.803333e+07
5.173000e+01	8.954692e+07
5.178000e+01	4.171643e+07
5.188000e+01	6.300309e+07
5.198000e+01	8.537384e+07
5.203000e+01	3.249913e+07
5.205500e+01	7.754306e+07
5.208000e+01	6.984586e+07
5.210500e+01	7.603883e+07
5.213000e+01	6.213383e+07
5.215500e+01	9.485525e+07
5.218000e+01	5.964959e+07
5.220500e+01	8.879521e+07
5.223000e+01	6.974812e+07
5.228000e+01	4.667635e+06
5.238000e+01	5.588638e+07
5.248000e+01	5.919949e+07
5.253000e+01	6.857543e+07
5.283000e+01	3.137681e+07
5.313000e+01	6.547529e+07
5.343000e+01	3.256543e+07
5.373000e+01	6.200944e+07
5.378000e+01	7.937647e+07
5.388000e+01	6.247517e+07
5.398000e+01	8.970086e+07
5.403000e+01	1.114564e+08
5.405500e+01	4.545834e+07
5.408000e+01	8.469916e+07
5.410500e+01	5.162892e+07
5.413000e+01	7.370589e+07
5.415500e+01	5.634788e+07
5.418000e+01	7.109045e+07
5.420500e+01	7.635663e+07
5.423000e+01	4.427179e+07
5.428000e+01	6.079704e+07
5.438000e+01	1.095084e+08
5.448000e+01	5.736985e+07
5.453000e+01	4.769701e+07
5.483000e+01	5.338627e+07
5.513000e+01	8.505983e+07
5.543000e+01	4.343757e+07
5.573000e+01	8.732404e+07
5.578000e+01	5.179453e+07
5.588000e+01	5.025883e+07
5.598000e+01	6.424125e+07
5.603000e+01	9.699518e+07
5.605500e+01	9.048482e+07
5.608000e+01	3.672317e+07
5.610500e+01	3.629712e+07
5.613000e+01	6.978858e+07
5.615500e+01	3.287726e+07
5.618000e+01	6.725073e+07
5.620500e+01	7.427356e+07
5.623000e+01	5.485743e+07
5.628000e+01	4.175167e+07
5.638000e+01	4.813447e+07
5.648000e+01	3.683763e+07
5.653000e+01	8.840075e+07
5.683000e+01	5.726957e+07
5.713000e+01	4.033147e+07
5.743000e+01	8.133938e+07
5.773000e+01	3.992469e+07
5.778000e+01	1.146245e+08
5.788000e+01	6.150916e+07
5.798000e+01	7.058694e+07
5.803000e+01	7.930639e+07
5.805500e+01	1.026460e+08
5.808000e+01	5.396547e+07
5.810500e+01	9.956246e+07
5.813000e+01	7.266219e+07
5.815500e+01	9.153368e+07
5.818000e+01	6.541014e+07
5.820500e+01	7.649422e+07
5.823000e+01	6.038501e+07
5.828000e+01	8.453482e+07
5.838000e+01	6.354020e+07
5.848000e+01	8.227924e+07
5.853000e+01	3.995161e+07
5.883000e+01	6.938584e+07
5.913000e+01	7.125719e+07
5.943000e+01	6.319452e+07
5.973000e+01	6.177807e+07
5.978000e+01	5.172875e+07
5.988000e+01	4.187276e+07
5.998000e+01	4.550401e+07
6.003000e+01	3.275373e+07
6.005500e+01	7.254267e+07
6.008000e+01	4.506907e+07
6.010500e+01	7.146254e+07
6.013000e+01	7.241246e+07
6.015500e+01	6.561278e+07
6.018000e+01	6.246342e+07
6.020500e+01	8.418752e+07
6.023000e+01	9.728856e+07
6.028000e+01	1.241193e+07
6.038000e+01	5.862223e+07
6.048000e+01	3.578806e+07
6.053000e+01	5.197802e+07
6.083000e+01	5.945796e+07
6.113000e+01	5.297821e+07
6.143000e+01	3.767918e+07
6.173000e+01	5.134890e+07
6.178000e+01	1.157843e+08
6.188000e+01	7.047756e+07
6.198000e+01	4.805780e+07
6.203000e+01	5.687509e+07
6.205500e+01	2.848300e+07
6.208000e+01	8.107331e+07
6.210500e+01	6.122652e+07
6.213000e+01	3.771248e+07
6.215500e+01	7.276145e+07
6.218000e+01	4.788824e+07
6.220500e+01	1.089068e+08
6.223000e+01	7.894869e+07
6.228000e+01	5.331992e+07
6.238000e+01	3.912095e+07
6.248000e+01	6.051830e+07
6.253000e+01	3.893647e+07
6.283000e+01	5.187587e+07
6.313000e+01	6.116597e+07
6.343000e+01	7.052408e+07
6.373000e+01	5.757457e+07
6.378000e+01	9.019394e+07
6.388000e+01	5.876573e+07
6.398000e+01	4.492363e+07
6.403000e+01	7.888855e+07
6.405500e+01	5.621654e+07
6.408000e+01	8.565783e+07
6.410500e+01	7.882668e+07
6.413000e+01	6.403897e+07
6.415500e+01	1.467147e+07
6.418000e+01	3.762199e+07
6.420500e+01	5.614834e+07
6.423000e+01	4.676903e+07
6.428000e+01	6.533451e+07
6.438000e+01	4.839765e+07
6.448000e+01	6.660613e+07
6.453000e+01	3.747178e+07
6.483000e+01	4.125218e+07
6.513000e+01	7.227066e+07
6.543000e+01	8.393330e+07
6.573000e+01	6.508373e+07
6.578000e+01	1.174351e+08
6.588000e+01	4.147219e+07
6.598000e+01	5.914782e+07
6.603000e+01	5.178602e+07
6.605500e+01	7.683814e+07
6.608000e+01	4.203851e+07
6.610500e+01	5.405079e+07
6.613000e+01	6.536671e+07
6.615500e+01	1.044193e+08
6.618000e+01	7.601366e+07
6.620500e+01	4.434606e+07
6.623000e+01	4.827952e+07
6.628000e+01	9.492573e+07
6.638000e+01	4.375118e+07
6.648000e+01	7.999411e+07
6.653000e+01	4.336423e+07
6.683000e+01	6.147530e+07
6.713000e+01	8.307940e+07
6.743000e+01	7.057628e+07
6.773000e+01	7.676978e+07
6.778000e+01	5.452682e+07
6.788000e+01	7.093230e+07
6.798000e+01	3.032581e+07
6.803000e+01	4.480500e+07
6.805500e+01	7.596370e+07
6.808000e+01	5.618826e+07
6.810500e+01	6.396447e+07
6.813000e+01	5.558510e+07
6.815500e+01	2.809218e+07
6.818000e+01	5.503795e+07
6.820500e+01	4.229594e+07
6.823000e+01	8.129250e+07
6.828000e+01	2.355113e+07
6.838000e+01	8.798265e+07
6.848000e+01	6.777419e+07
6.853000e+01	7.642084e+07
6.883000e+01	1.063799e+08
6.913000e+01	1.890443e+07
6.943000e+01	8.930069e+07
6.973000e+01	4.647373e+07
6.978000e+01	5.576174e+07
6.988000e+01	3.584990e+07
6.998000e+01	6.920853e+07
7.003000e+01	5.785987e+07
7.005500e+01	4.667513e+07
7.008000e+01	9.778648e+07
7.010500e+01	3.736019e+07
7.013000e+01	5.084880e+07
7.015500e+01	1.785006e+07
7.018000e+01	8.655557e+07
7.020500e+01	2.356055e+07
7.023000e+01	8.013718e+07
7.028000e+01	7.095740e+07
7.038000e+01	5.158438e+07
7.048000e+01	4.140815e+07
7.053000e+01	1.023532e+08
7.083000e+01	3.663867e+07
7.113000e+01	6.300367e+07
7.143000e+01	1.347901e+08
7.173000e+01	7.779174e+07
7.178000e+01	6.189432e+07
7.188000e+01	5.652823e+07
7.198000e+01	3.881756e+07
7.203000e+01	6.043424e+07
7.205500e+01	1.735961e+07
7.208000e+01	7.367526e+07
7.210500e+01	2.584031e+07
7.213000e+01	5.337611e+07
7.215500e+01	5.444428e+07
7.218000e+01	5.658210e+07
7.220500e+01	2.993847e+07
7.223000e+01	6.521750e+07
7.228000e+01	7.669380e+07
7.238000e+01	5.240603e+07
7.248000e+01	2.793813e+07
7.253000e+01	2.611090e+07
7.283000e+01	9.831700e+07
7.313000e+01	3.564518e+07
7.343000e+01	5.782234e+07
7.373000e+01	5.808077e+07
7.378000e+01	3.032478e+07
7.388000e+01	6.655628e+07
7.398000e+01	6.675914e+07
7.403000e+01	5.411161e+07
7.405500e+01	3.548440e+07
7.408000e+01	3.864506e+07
7.410500e+01	6.663072e+07
7.413000e+01	2.033191e+07
7.415500e+01	4.081835e+07
7.418000e+01	8.481728e+07
7.420500e+01	6.490530e+07
7.423000e+01	4.632298e+07
7.428000e+01	7.327039e+07
7.438000e+01	3.979246e+07
7.448000e+01	8.147805e+07
7.453000e+01	9.095288e+07
7.483000e+01	5.197128e+07
7.513000e+01	5.087059e+07
7.543000e+01	6.311558e+07
7.573000e+01	5.471396e+07
7.578000e+01	3.941196e+07
7.588000e+01	4.627189e+07
7.598000e+01	8.787879e+07
7.603000e+01	1.209303e+07
7.605500e+01	6.384928e+07
7.608000e+01	6.450177e+07
7.610500e+01	6.248390e+07
7.613000e+01	5.141688e+07
7.615500e+01	5.765679e+07
7.618000e+01	5.009854e+07
7.620500e+01	1.030497e+08
7.623000e+01	5.470544e+07
7.628000e+01	4.405200e+07
7.638000e+01	4.719689e+07
7.648000e+01	5.613236e+07
7.653000e+01	7.998613e+07
7.683000e+01	5.874629e+07
7.713000e+01	3.596740e+07
7.743000e+01	5.386560e+07
7.773000e+01	3.995175e+07
7.778000e+01	6.479491e+07
7.788000e+01	4.737743e+07
7.798000e+01	6.647548e+07
7.803000e+01	1.754782e+07
7.805500e+01	6.101745e+07
7.808000e+01	4.896191e+07
7.810500e+01	6.786180e+07
7.813000e+01	5.720350e+07
7.815500e+01	3.282758e+07
7.818000e+01	5.836349e+07
7.820500e+01	3.271135e+07
7.823000e+01	5.209911e+07
7.828000e+01	6.150916e+07
7.838000e+01	1.029794e+08
7.848000e+01	7.596997e+07
7.853000e+01	3.921017e+07
7.883000e+01	6.524905e+07
7.913000e+01	4.958200e+07
7.943000e+01	3.559356e+07
7.973000e+01	8.213774e+07
7.978000e+01	3.468674e+07
7.988000e+01	5.056596e+07
7.998000e+01	7.685738e+07
8.003000e+01	4.107256e+07
8.005500e+01	5.167152e+07
8.008000e+01	5.989113e+07
8.010500e+01	6.546619e+07
8.013000e+01	6.203794e+07
8.015500e+01	6.713430e+07
8.018000e+01	6.017630e+07
8.020500e+01	3.849636e+07
8.023000e+01	6.824569e+07
8.028000e+01	6.617656e+07
8.038000e+01	6.813592e+07
8.048000e+01	3.221629e+07
8.053000e+01	8.665500e+07
8.083000e+01	1.075183e+07
8.113000e+01	4.371050e+07
8.143000e+01	5.030682e+07
8.173000e+01	2.965035e+07
8.178000e+01	4.194546e+07
8.188000e+01	7.164843e+07
8.198000e+01	9.246716e+07
8.203000e+01	3.315234e+07
8.205500e+01	8.472951e+07
8.208000e+01	6.043858e+07
8.210500e+01	7.754652e+07
8.213000e+01	7.679793e+07
8.215500e+01	7.803062e+07
8.218000e+01	3.455941e+07
8.220500e+01	6.562969e+07
8.223000e+01	6.052810e+07
8.228000e+01	7.253001e+07
8.238000e+01	3.547218e+07
8.248000e+01	5.215515e+07
8.253000e+01	9.576963e+07
8.283000e+01	8.533154e+07
8.313000e+01	5.502691e+07
8.343000e+01	5.456201e+07
8.373000e+01	7.357666e+07
8.378000e+01	6.831989e+07
8.388000e+01	3.647983e+07
8.398000e+01	6.278689e+07
8.403000e+01	2.946098e+07
8.405500e+01	5.219603e+07
8.408000e+01	5.894360e+07
8.410500e+01	1.319400e+07
8.413000e+01	3.898153e+07
8.415500e+01	6.937628e+07
8.418000e+01	4.128117e+07
8.420500e+01	7.895783e+07
8.423000e+01	6.092843e+07
8.428000e+01	3.902749e+07
8.438000e+01	9.087734e+07
8.448000e+01	6.254521e+07
8.453000e+01	4.248818e+07
8.483000e+01	3.651001e+07
8.513000e+01	6.124835e+07
8.543000e+01	6.189861e+07
8.573000e+01	6.159615e+07
8.578000e+01	5.257174e+07
8.588000e+01	7.576811e+07
8.598000e+01	7.476441e+07
8.603000e+01	2.630732e+07
8.605500e+01	2.650040e+07
8.608000e+01	6.394940e+07
8.610500e+01	4.744247e+07
8.613000e+01	6.365816e+07
8.615500e+01	6.174564e+07
8.618000e+01	7.959505e+07
8.620500e+01	5.628478e+07
8.623000e+01	7.551244e+06
8.628000e+01	4.573112e+07
8.638000e+01	6.072494e+07
8.648000e+01	4.365224e+07
8.653000e+01	9.191351e+07
8.683000e+01	-1.587739e+06
8.713000e+01	5.196284e+07
8.743000e+01	8.397446e+07
8.773000e+01	5.518228e+07
8.778000e+01	4.809464e+07
8.788000e+01	5.727387e+07
8.798000e+01	4.507032e+07
8.803000e+01	5.177652e+07
8.805500e+01	1.555568e+07
8.808000e+01	6.052793e+07
8.810500e+01	6.899988e+07
8.813000e+01	7.459031e+07
8.815500e+01	4.715302e+07
8.818000e+01	5.572742e+07
8.820500e+01	6.337619e+07
8.823000e+01	7.839543e+06
8.828000e+01	3.553900e+07
8.838000e+01	7.748735e+07
8.848000e+01	5.382629e+07
8.853000e+01	6.298201e+07
8.883000e+01	8.375370e+07
8.913000e+01	8.136099e+07
8.943000e+01	4.823178e+07
8.973000e+01	7.360985e+07
8.978000e+01	4.156872e+07
8.988000e+01	4.385369e+07
8.998000e+01	4.279652e+07
9.003000e+01	7.891562e+07
9.005500e+01	6.776424e+07
9.008000e+01	4.262938e+07
9.010500e+01	5.153019e+07
9.013000e+01	6.560199e+07
9.015500e+01	1.370084e+07
9.018000e+01	6.333685e+07
9.020500e+01	9.088628e+07
9.023000e+01	2.199644e+07
9.028000e+01	7.396698e+07
9.038000e+01	4.491568e+07
9.048000e+01	2.481286e+07
9.053000e+01	4.442283e+07
9.083000e+01	3.338345e+07
9.113000e+01	7.683998e+07
9.143000e+01	5.253387e+07
9.173000e+01	6.042239e+07
9.178000e+01	5.176219e+07
9.188000e+01	5.466479e+07
9.198000e+01	5.527238e+07
9.203000e+01	3.885312e+07
9.205500e+01	2.386695e+07
9.208000e+01	7.022577e+07
9.210500e+01	9.059100e+07
9.213000e+01	6.770268e+07
9.215500e+01	4.354219e+07
9.218000e+01	5.005990e+07
9.220500e+01	5.810216e+07
9.223000e+01	7.017216e+07
9.228000e+01	8.953970e+07
9.238000e+01	5.626727e+07
9.248000e+01	2.919986e+07
9.253000e+01	3.992338e+07
9.283000e+01	4.437385e+07
9.313000e+01	5.840499e+07
9.343000e+01	5.269515e+07
9.373000e+01	3.989912e+07
9.378000e+01	3.749015e+07
9.388000e+01	3.912786e+07
9.398000e+01	5.043769e+07
9.403000e+01	4.124139e+07
9.405500e+01	6.489780e+07
9.408000e+01	5.410670e+07
9.410500e+01	3.651764e+07
9.413000e+01	4.343145e+07
9.415500e+01	3.963476e+07
9.418000e+01	6.047544e+07
9.420500e+01	5.500028e+07
9.423000e+01	3.973372e+07
9.428000e+01	2.717428e+07
9.438000e+01	2.004526e+07
9.448000e+01	3.067499e+07
9.453000e+01	2.193696e+07
9.483000e+01	5.483198e+07
9.513000e+01	5.960568e+07
9.543000e+01	4.405052e+07
9.573000e+01	4.728606e+07
9.578000e+01	5.296092e+07
9.588000e+01	5.587053e+07
9.598000e+01	2.144026e+07
9.603000e+01	6.145466e+07
9.605500e+01	2.455022e+07
9.608000e+01	7.272875e+07
9.610500e+01	4.254196e+07
9.613000e+01	8.247611e+07
9.615500e+01	4.032156e+07
9.618000e+01	4.951962e+07
9.620500e+01	4.629671e+07
9.623000e+01	4.529477e+07
9.628000e+01	1.541209e+07
9.638000e+01	5.768967e+07
9.648000e+01	3.496250e+07
9.653000e+01	8.185318e+07
9.683000e+01	3.838139e+07
9.713000e+01	3.634129e+07
9.743000e+01	4.508151e+07
9.773000e+01	5.008021e+07
9.778000e+01	4.785460e+07
9.788000e+01	6.433187e+07
9.798000e+01	3.138803e+07
9.803000e+01	7.367027e+07
9.805500e+01	5.461067e+07
9.808000e+01	7.711620e+07
9.810500e+01	9.217797e+07
9.813000e+01	8.691943e+07
9.815500e+01	3.421849e+07
9.818000e+01	6.398022e+07
9.820500e+01	4.212441e+07
9.823000e+01	3.118609e+07
9.828000e+01	6.692789e+07
9.838000e+01	6.976261e+07
9.848000e+01	7.813720e+07
9.853000e+01	4.558270e+07
9.883000e+01	7.193950e+07
9.913000e+01	6.680220e+07
9.943000e+01	7.152065e+07
9.973000e+01	4.475293e+07
9.978000e+01	1.422735e+07
9.988000e+01	5.400666e+07
9.998000e+01	4.718673e+07
1.000300e+02	1.355548e+07
1.000550e+02	3.493362e+07
1.000800e+02	4.059177e+07
1.001050e+02	2.108223e+07
1.001300e+02	1.106207e+07
1.001550e+02	3.817360e+07
1.001800e+02	5.541810e+07
1.002050e+02	3.786319e+07
1.002300e+02	6.100478e+07
1.002800e+02	2.671966e+07
1.003800e+02	5.009848e+07
1.004800e+02	4.480302e+07
1.005300e+02	4.325891e+07
1.008300e+02	2.421985e+07
1.011300e+02	3.732423e+07
1.014300e+02	3.721331e+07
1.017300e+02	4.045959e+07
1.017800e+02	7.262197e+07
1.018800e+02	4.571894e+07
1.019800e+02	1.315726e+07
1.020300e+02	1.524768e+07
1.020550e+02	5.857812e+07
1.020800e+02	4.970320e+07
1.021050e+02	1.341531e+07
1.021300e+02	4.962552e+07
1.021550e+02	4.884260e+07
1.021800e+02	5.278003e+07
1.022050e+02	4.032740e+07
1.022300e+02	3.358381e+07
1.022800e+02	4.937732e+07
1.023800e+02	3.591453e+07
1.024800e+02	7.811028e+07
1.025300e+02	5.869784e+07
1.028300e+02	7.886185e+07
1.031300e+02	6.130281e+07
1.034300e+02	4.208280e+07
1.037300e+02	5.184606e+07
1.037800e+02	3.406780e+07
1.038800e+02	7.076412e+07
1.039800e+02	2.028113e+07
1.040300e+02	8.419975e+07
1.040550e+02	4.435483e+07
1.040800e+02	5.560374e+07
1.041050e+02	4.638075e+07
1.041300e+02	7.668132e+07
1.041550e+02	6.532955e+07
1.041800e+02	2.562565e+07
1.042050e+02	5.932822e+07
1.042300e+02	4.652527e+07
1.042800e+02	7.058924e+07
1.043800e+02	3.128775e+07
1.044800e+02	5.782091e+07
1.045300e+02	2.642508e+07
1.048300e+02	6.573365e+07
1.051300e+02	7.271547e+07
1.054300e+02	8.389703e+07
1.057300e+02	7.714773e+07
1.057800e+02	7.359726e+07
1.058800e+02	5.676025e+07
1.059800e+02	5.385508e+07
1.060300e+02	6.464827e+07
1.060550e+02	5.805550e+07
1.060800e+02	5.014372e+07
1.061050e+02	4.061347e+07
1.061300e+02	6.783508e+07
1.061550e+02	4.094319e+07
1.061800e+02	1.477338e+07
1.062050e+02	6.484334e+07
1.062300e+02	7.623118e+07
1.062800e+02	7.722714e+07
1.063800e+02	8.561498e+07
1.064800e+02	6.360199e+07
1.065300e+02	4.522931e+07
1.068300e+02	7.694230e+07
1.071300e+02	3.899558e+07
1.074300e+02	7.603169e+07
1.077300e+02	4.947498e+06
1.077800e+02	1.332365e+07
1.078800e+02	2.873514e+07
1.079800e+02	6.262746e+07
1.080300e+02	5.806323e+07
1.080550e+02	3.380338e+07
1.080800e+02	4.813689e+07
1.081050e+02	2.999390e+07
1.081300e+02	4.962522e+07
1.081550e+02	5.897229e+07
1.081800e+02	5.888201e+07
1.082050e+02	5.648947e+07
1.082300e+02	3.223998e+07
1.082800e+02	6.063861e+07
1.083800e+02	2.884222e+07
1.084800e+02	7.557714e+07
1.085300e+02	6.529893e+07
1.088300e+02	7.458719e+07
1.091300e+02	4.071180e+07
1.094300e+02	3.284635e+07
1.097300e+02	8.172600e+07
1.097800e+02	5.207017e+07
1.098800e+02	6.095534e+07
1.099800e+02	2.965877e+07
1.100300e+02	4.684717e+07
1.100550e+02	1.823917e+07
1.100800e+02	4.313285e+07
1.101050e+02	3.431288e+07
1.101300e+02	3.225021e+07
1.101550e+02	7.396905e+07
1.101800e+02	1.672703e+07
1.102050e+02	2.773893e+07
1.102300e+02	7.135519e+07
1.102800e+02	4.832890e+07
1.103800e+02	2.632413e+06
1.104800e+02	2.626846e+07
1.105300e+02	7.538660e+07
1.108300e+02	5.512181e+07
1.111300e+02	6.854471e+07
1.114300e+02	4.028831e+07
1.117300e+02	6.556711e+07
1.117800e+02	1.857474e+06
1.118800e+02	2.829147e+07
1.119800e+02	2.449419e+07
1.120300e+02	2.242985e+07
1.120550e+02	5.014193e+07
1.120800e+02	3.771174e+07
1.121050e+02	5.984574e+07
1.121300e+02	5.991200e+05
1.121550e+02	2.702190e+07
1.121800e+02	7.185406e+07
1.122050e+02	7.262921e+07
1.122300e+02	5.094318e+07
1.122800e+02	7.476796e+07
1.123800e+02	6.041860e+07
1.124800e+02	4.153478e+07
1.125300e+02	2.564826e+07
1.128300e+02	5.387500e+07
1.131300e+02	5.878884e+07
1.134300e+02	6.624980e+07
1.137300e+02	9.412248e+07
1.137800e+02	5.067316e+07
1.138800e+02	5.610705e+07
1.139800e+02	3.079064e+07
1.140300e+02	4.317463e+07
1.140550e+02	4.765414e+07
1.140800e+02	1.948429e+07
1.141050e+02	4.990087e+07
1.141300e+02	3.204018e+07
1.141550e+02	1.932436e+07
1.141800e+02	4.276525e+07
1.142050e+02	5.908780e+07
1.142300e+02	3.627765e+07
1.142800e+02	3.607823e+07
1.143800e+02	4.379931e+07
1.144800e+02	5.331298e+07
1.145300e+02	6.193817e+07
1.148300e+02	5.806654e+07
1.151300e+02	4.874690e+07
1.154300e+02	1.796119e+07
1.157300e+02	1.474824e+07
1.157800e+02	5.569287e+07
1.158800e+02	2.936512e+07
1.159800e+02	4.104793e+07
1.160300e+02	4.352350e+07
1.160550e+02	5.925974e+07
1.160800e+02	8.198850e+07
1.161050e+02	3.275551e+07
1.161300e+02	-2.576530e+06
1.161550e+02	3.321310e+07
1.161800e+02	6.289899e+07
1.162050e+02	4.006658e+07
1.162300e+02	5.098151e+07
1.162800e+02	5.022657e+07
1.163800e+02	2.433712e+07
1.164800e+02	3.813603e+07
1.165300e+02	4.473083e+07
1.168300e+02	5.237688e+07
1.171300e+02	6.033743e+07
1.174300e+02	2.791016e+07
1.177300e+02	6.307578e+07
1.177800e+02	1.822288e+07
1.178800e+02	3.848247e+07
1.179800e+02	6.122442e+07
1.180300e+02	4.830575e+07
1.180550e+02	3.033525e+07
1.180800e+02	4.862165e+07
1.181050e+02	4.297200e+07
1.181300e+02	5.553503e+07
1.181550e+02	4.429434e+07
1.181800e+02	4.522758e+07
1.182050e+02	3.779067e+07
1.182300e+02	7.178552e+07
1.182800e+02	5.345258e+07
1.183800e+02	8.048358e+07
1.184800e+02	4.557459e+07
1.185300e+02	-7.665721e+06
1.188300e+02	3.043756e+07
1.191300e+02	4.361736e+07
1.194300e+02	4.329319e+07
1.197300e+02	4.797588e+07
1.197800e+02	7.242921e+07
1.198800e+02	6.135523e+07
1.199800e+02	8.994061e+07
1.200300e+02	5.812885e+07
1.200550e+02	4.330775e+07
1.200800e+02	2.286022e+07
1.201050e+02	9.852533e+07
1.201300e+02	-8.496010e+06
1.201550e+02	6.020675e+07
1.201800e+02	7.423016e+07
1.202050e+02	2.585817e+07
1.202300e+02	6.324347e+07
1.202800e+02	3.054187e+07
1.203800e+02	3.834443e+07
1.204800e+02	4.293177e+07
1.205300e+02	8.729632e+07
1.208300e+02	4.776573e+06
1.211300e+02	3.778990e+07
1.214300e+02	6.373016e+07
1.217300e+02	4.552430e+07
1.217800e+02	6.288194e+07
1.218800e+02	3.465488e+07
1.219800e+02	3.778241e+07
1.220300e+02	8.040509e+07
1.220550e+02	5.571653e+07
1.220800e+02	5.233577e+07
1.221050e+02	5.792980e+07
1.221300e+02	2.850075e+07
1.221550e+02	4.883323e+07
1.221800e+02	6.590459e+07
1.222050e+02	6.477948e+07
1.222300e+02	2.883076e+07
1.222800e+02	-2.654330e+06
1.223800e+02	1.692570e+07
