Delay [ns]	StS norm
1.224800e+02	5.470448e+07
1.225300e+02	3.214082e+07
1.228300e+02	3.562247e+07
1.231300e+02	2.173137e+07
1.234300e+02	5.920387e+07
1.237300e+02	4.595861e+07
1.237800e+02	6.478860e+07
1.238800e+02	5.023268e+07
1.239800e+02	4.864547e+07
1.240300e+02	4.375721e+07
1.240550e+02	5.037730e+07
1.240800e+02	6.433623e+07
1.241050e+02	3.661593e+07
1.241300e+02	2.445516e+07
1.241550e+02	6.861237e+07
1.241800e+02	3.214322e+07
1.242050e+02	5.496280e+07
1.242300e+02	8.358748e+06
1.242800e+02	5.325055e+07
1.243800e+02	5.089390e+07
1.244800e+02	3.668024e+07
1.245300e+02	4.878095e+07
1.248300e+02	2.922034e+07
1.251300e+02	5.322374e+07
1.254300e+02	2.494934e+07
1.257300e+02	4.783146e+07
1.257800e+02	8.477702e+07
1.258800e+02	8.651684e+06
1.259800e+02	2.169865e+07
1.260300e+02	1.671173e+07
1.260550e+02	3.608417e+07
1.260800e+02	5.343145e+07
1.261050e+02	2.666471e+07
1.261300e+02	7.744005e+07
1.261550e+02	2.182231e+07
1.261800e+02	5.095914e+07
1.262050e+02	5.638431e+07
1.262300e+02	3.826866e+07
1.262800e+02	3.501430e+07
1.263800e+02	6.874952e+07
1.264800e+02	5.974591e+07
1.265300e+02	3.043432e+07
1.268300e+02	5.734571e+07
1.271300e+02	3.993784e+07
1.274300e+02	3.741855e+07
1.277300e+02	4.330352e+07
1.277800e+02	2.688461e+07
1.278800e+02	2.687874e+07
1.279800e+02	2.852700e+07
1.280300e+02	8.537605e+07
1.280550e+02	2.157062e+07
1.280800e+02	6.516298e+06
1.281050e+02	1.058642e+08
1.281300e+02	3.715020e+07
1.281550e+02	3.669539e+07
1.281800e+02	5.372641e+07
1.282050e+02	6.427606e+07
1.282300e+02	6.068364e+07
1.282800e+02	5.042656e+07
1.283800e+02	1.163127e+07
1.284800e+02	7.055142e+07
1.285300e+02	2.704885e+07
1.288300e+02	5.162217e+07
1.291300e+02	4.280023e+07
1.294300e+02	7.306194e+06
1.297300e+02	3.109853e+07
1.297800e+02	3.772237e+07
1.298800e+02	4.132722e+07
1.299800e+02	5.087337e+07
1.300300e+02	3.171836e+07
1.300550e+02	6.383678e+07
1.300800e+02	5.154562e+07
1.301050e+02	4.793666e+07
1.301300e+02	5.060157e+07
1.301550e+02	2.412331e+07
1.301800e+02	3.333755e+07
1.302050e+02	7.769254e+07
1.302300e+02	3.080892e+07
1.302800e+02	2.791996e+07
1.303800e+02	3.219103e+07
1.304800e+02	5.511888e+07
1.305300e+02	3.822076e+07
1.308300e+02	3.960124e+07
1.311300e+02	5.393204e+07
1.314300e+02	3.282853e+07
1.317300e+02	4.817179e+07
1.317800e+02	1.376367e+07
1.318800e+02	4.582892e+07
1.319800e+02	4.086868e+07
1.320300e+02	1.222857e+07
1.320550e+02	2.786196e+07
1.320800e+02	7.619731e+07
1.321050e+02	4.506616e+07
1.321300e+02	7.602962e+07
1.321550e+02	5.768619e+07
1.321800e+02	5.316248e+07
1.322050e+02	6.576206e+07
1.322300e+02	5.249795e+07
1.322800e+02	1.485387e+07
1.323800e+02	7.490277e+07
1.324800e+02	7.387344e+07
1.325300e+02	3.779690e+07
1.328300e+02	5.058267e+07
1.331300e+02	2.218722e+07
1.334300e+02	1.925419e+07
1.337300e+02	3.425443e+07
1.337800e+02	3.678368e+07
1.338800e+02	5.194743e+07
1.339800e+02	8.020377e+07
1.340300e+02	5.201064e+07
1.340550e+02	8.202217e+06
1.340800e+02	4.690537e+07
1.341050e+02	1.242686e+07
1.341300e+02	4.771135e+06
1.341550e+02	1.280723e+07
1.341800e+02	4.560158e+07
1.342050e+02	3.809937e+07
1.342300e+02	3.642672e+07
1.342800e+02	3.766093e+07
1.343800e+02	8.032037e+07
1.344800e+02	1.032252e+06
1.345300e+02	4.946850e+07
1.348300e+02	4.851588e+07
1.351300e+02	2.113706e+07
1.354300e+02	4.474243e+07
1.357300e+02	5.135635e+07
1.357800e+02	1.868216e+07
1.358800e+02	4.471302e+07
1.359800e+02	4.588217e+07
1.360300e+02	5.058250e+07
1.360550e+02	1.803455e+07
1.360800e+02	8.511992e+07
1.361050e+02	5.578863e+07
1.361300e+02	5.396264e+07
1.361550e+02	6.033380e+07
1.361800e+02	3.452762e+07
1.362050e+02	4.309700e+07
1.362300e+02	2.668067e+07
1.362800e+02	2.624807e+07
1.363800e+02	7.239686e+07
1.364800e+02	4.054647e+07
1.365300e+02	5.082193e+07
1.368300e+02	3.015399e+07
1.371300e+02	3.488948e+07
1.374300e+02	6.613351e+07
1.377300e+02	1.157406e+08
1.377800e+02	2.730622e+07
1.378800e+02	2.341742e+07
1.379800e+02	7.247171e+07
1.380300e+02	1.730307e+07
1.380550e+02	1.962679e+07
1.380800e+02	5.244050e+07
1.381050e+02	3.914961e+07
1.381300e+02	7.365821e+07
1.381550e+02	5.591598e+07
1.381800e+02	2.944626e+07
1.382050e+02	7.710775e+07
1.382300e+02	3.856496e+07
1.382800e+02	5.257330e+07
1.383800e+02	4.263093e+07
1.384800e+02	4.796898e+07
1.385300e+02	3.818020e+07
1.388300e+02	4.581954e+07
1.391300e+02	5.495242e+07
1.394300e+02	7.248772e+07
1.397300e+02	7.298266e+07
1.397800e+02	5.197718e+07
1.398800e+02	4.480572e+07
1.399800e+02	3.401250e+07
1.400300e+02	2.206693e+07
1.400550e+02	7.591930e+07
1.400800e+02	9.724751e+07
1.401050e+02	5.119160e+07
1.401300e+02	7.662517e+07
1.401550e+02	4.285542e+07
1.401800e+02	3.928003e+07
1.402050e+02	7.497500e+07
1.402300e+02	3.978279e+07
1.402800e+02	1.887631e+07
1.403800e+02	3.128700e+07
1.404800e+02	5.132329e+07
1.405300e+02	2.624428e+07
1.408300e+02	4.587607e+07
1.411300e+02	5.236430e+07
1.414300e+02	4.560380e+07
1.417300e+02	7.673585e+07
1.417800e+02	2.224935e+07
1.418800e+02	8.690389e+07
1.419800e+02	5.396576e+07
1.420300e+02	5.339699e+07
1.420550e+02	3.591226e+07
1.420800e+02	5.253261e+07
1.421050e+02	7.245374e+07
1.421300e+02	5.413692e+07
1.421550e+02	5.356246e+07
1.421800e+02	4.368116e+07
1.422050e+02	2.292748e+07
1.422300e+02	8.723768e+07
1.422800e+02	3.123118e+07
1.423800e+02	2.755008e+07
1.424800e+02	4.572042e+07
1.425300e+02	4.646470e+07
1.428300e+02	2.878590e+07
1.431300e+02	5.066212e+07
1.434300e+02	4.625275e+07
1.437300e+02	3.576815e+07
1.437800e+02	5.097041e+07
1.438800e+02	4.676028e+07
1.439800e+02	3.046354e+06
1.440300e+02	3.284687e+07
1.440550e+02	3.442130e+07
1.440800e+02	3.339583e+07
1.441050e+02	3.642213e+07
1.441300e+02	6.469762e+07
1.441550e+02	7.713253e+07
1.441800e+02	2.026425e+07
1.442050e+02	2.619466e+07
1.442300e+02	3.527412e+07
1.442800e+02	1.927338e+07
1.443800e+02	5.605994e+07
1.444800e+02	7.474217e+07
1.445300e+02	3.303758e+07
1.448300e+02	2.334449e+07
1.451300e+02	1.790233e+07
1.454300e+02	1.502523e+07
1.457300e+02	2.938234e+07
1.457800e+02	5.125425e+06
1.458800e+02	5.434744e+07
1.459800e+02	6.679408e+07
1.460300e+02	4.457372e+07
1.460550e+02	2.235408e+07
1.460800e+02	3.623958e+07
1.461050e+02	1.929652e+07
1.461300e+02	5.642812e+07
1.461550e+02	6.477104e+07
1.461800e+02	7.731170e+07
1.462050e+02	4.409757e+07
1.462300e+02	5.593764e+07
1.462800e+02	4.059355e+07
1.463800e+02	7.110347e+07
1.464800e+02	6.142915e+07
1.465300e+02	3.586723e+07
1.468300e+02	6.295007e+07
1.471300e+02	3.899444e+07
1.474300e+02	7.186263e+07
1.477300e+02	5.716028e+06
1.477800e+02	6.267925e+07
1.478800e+02	9.667213e+07
1.479800e+02	8.460791e+07
1.480300e+02	3.619734e+07
1.480550e+02	3.946106e+07
1.480800e+02	4.606786e+07
1.481050e+02	1.043368e+08
1.481300e+02	5.480705e+06
1.481550e+02	1.482166e+07
1.481800e+02	5.234936e+07
1.482050e+02	1.371443e+07
1.482300e+02	3.182288e+07
1.482800e+02	2.648187e+07
1.483800e+02	6.550995e+07
1.484800e+02	6.960848e+07
1.485300e+02	2.942025e+07
1.488300e+02	4.991779e+07
1.491300e+02	6.108186e+07
1.494300e+02	8.153673e+07
1.497300e+02	-1.342102e+06
1.497800e+02	5.398561e+07
1.498800e+02	1.864336e+07
1.499800e+02	3.224591e+07
1.500300e+02	3.842956e+07
1.500550e+02	8.621430e+07
1.500800e+02	7.081292e+07
1.501050e+02	5.426668e+07
1.501300e+02	4.381331e+07
1.501550e+02	-4.765475e+06
1.501800e+02	4.411974e+07
1.502050e+02	4.757883e+07
1.502300e+02	5.741999e+07
1.502800e+02	4.064533e+07
1.503800e+02	4.108702e+07
1.504800e+02	1.596943e+07
1.505300e+02	5.407636e+07
1.508300e+02	4.874112e+07
1.511300e+02	4.820436e+07
1.514300e+02	2.402591e+07
1.517300e+02	2.861389e+07
1.517800e+02	3.858442e+07
1.518800e+02	1.236782e+07
1.519800e+02	1.041167e+06
1.520300e+02	8.694342e+07
1.520550e+02	5.861999e+07
1.520800e+02	5.504629e+07
1.521050e+02	5.079107e+07
1.521300e+02	2.852223e+07
1.521550e+02	5.340706e+07
1.521800e+02	5.206217e+07
1.522050e+02	5.271550e+07
1.522300e+02	1.404912e+07
1.522800e+02	5.961585e+07
1.523800e+02	5.508117e+07
1.524800e+02	1.928770e+07
1.525300e+02	6.204362e+07
1.528300e+02	3.890691e+07
1.531300e+02	1.360239e+07
1.534300e+02	7.411880e+07
1.537300e+02	7.564519e+07
1.537800e+02	9.089078e+06
1.538800e+02	6.849562e+07
1.539800e+02	5.621484e+07
1.540300e+02	2.024340e+07
1.540550e+02	7.911698e+07
1.540800e+02	2.349534e+07
1.541050e+02	3.357425e+07
1.541300e+02	5.411437e+07
1.541550e+02	6.556164e+07
1.541800e+02	2.670724e+07
1.542050e+02	8.125876e+07
1.542300e+02	4.369087e+07
1.542800e+02	2.323631e+07
1.543800e+02	4.753860e+07
1.544800e+02	6.156114e+07
1.545300e+02	8.281989e+07
1.548300e+02	6.070159e+07
1.551300e+02	4.377426e+07
1.554300e+02	5.890466e+07
1.557300e+02	3.096578e+07
1.557800e+02	-2.606855e+06
1.558800e+02	2.411788e+07
1.559800e+02	2.004275e+07
1.560300e+02	3.993113e+07
1.560550e+02	4.681000e+07
1.560800e+02	6.610748e+07
1.561050e+02	5.453189e+07
1.561300e+02	2.295946e+07
1.561550e+02	1.482301e+07
1.561800e+02	5.227844e+07
1.562050e+02	5.581944e+07
1.562300e+02	3.853146e+07
1.562800e+02	5.090685e+07
1.563800e+02	3.879454e+07
1.564800e+02	4.007992e+07
1.565300e+02	4.781107e+07
1.568300e+02	5.325605e+07
1.571300e+02	5.342245e+07
1.574300e+02	7.261148e+07
1.577300e+02	3.504555e+07
1.577800e+02	3.015016e+07
1.578800e+02	6.208061e+07
1.579800e+02	5.099628e+07
1.580300e+02	3.707455e+07
1.580550e+02	2.874836e+07
1.580800e+02	3.878791e+07
1.581050e+02	4.686679e+07
1.581300e+02	1.920369e+07
1.581550e+02	4.021053e+07
1.581800e+02	4.929799e+07
1.582050e+02	4.849884e+07
1.582300e+02	6.050554e+07
1.582800e+02	3.655263e+07
1.583800e+02	2.011580e+07
1.584800e+02	6.188723e+07
1.585300e+02	1.590500e+07
1.588300e+02	5.111894e+07
1.591300e+02	4.555255e+07
1.594300e+02	8.486971e+07
1.597300e+02	6.230487e+07
1.597800e+02	5.369468e+07
1.598800e+02	3.577239e+07
1.599800e+02	6.747980e+07
1.600300e+02	2.045267e+07
1.600550e+02	1.114519e+07
1.600800e+02	6.438341e+07
1.601050e+02	1.893300e+07
1.601300e+02	3.286409e+07
1.601550e+02	5.348754e+07
1.601800e+02	6.547001e+07
1.602050e+02	3.816411e+07
1.602300e+02	4.616354e+07
1.602800e+02	3.903803e+07
1.603800e+02	3.117512e+07
1.604800e+02	7.441454e+07
1.605300e+02	3.946564e+07
1.608300e+02	6.403210e+07
1.611300e+02	2.793942e+07
1.614300e+02	5.179234e+07
1.617300e+02	8.413299e+07
1.617800e+02	4.925966e+07
1.618800e+02	3.108934e+07
1.619800e+02	5.234050e+05
1.620300e+02	7.897186e+07
1.620550e+02	2.233462e+07
1.620800e+02	6.814706e+07
1.621050e+02	5.503970e+07
1.621300e+02	5.893568e+07
1.621550e+02	2.448961e+07
1.621800e+02	1.580752e+07
1.622050e+02	1.515718e+07
1.622300e+02	6.828190e+07
1.622800e+02	1.911950e+07
1.623800e+02	3.641056e+07
1.624800e+02	1.092085e+07
1.625300e+02	4.545564e+07
1.628300e+02	3.738716e+07
1.631300e+02	2.426492e+07
1.634300e+02	6.091523e+07
1.637300e+02	6.492350e+07
1.637800e+02	1.515580e+07
1.638800e+02	1.184564e+07
1.639800e+02	5.763206e+07
1.640300e+02	4.673855e+06
1.640550e+02	9.497422e+07
1.640800e+02	5.927317e+06
1.641050e+02	2.488696e+07
1.641300e+02	5.081687e+07
1.641550e+02	3.579146e+07
1.641800e+02	7.441892e+06
1.642050e+02	4.231444e+07
1.642300e+02	7.592156e+07
1.642800e+02	5.732409e+07
1.643800e+02	1.323047e+07
1.644800e+02	2.462399e+07
1.645300e+02	2.560287e+07
1.648300e+02	-1.348117e+06
1.651300e+02	5.189967e+07
1.654300e+02	3.102692e+07
1.657300e+02	5.415674e+07
1.657800e+02	5.507342e+07
1.658800e+02	6.635524e+07
1.659800e+02	2.464239e+07
1.660300e+02	5.354317e+07
1.660550e+02	1.749902e+06
1.660800e+02	3.145941e+07
1.661050e+02	3.078224e+07
1.661300e+02	5.756547e+07
1.661550e+02	3.722534e+07
1.661800e+02	5.633299e+07
1.662050e+02	2.100809e+07
1.662300e+02	5.167644e+07
1.662800e+02	3.627418e+07
1.663800e+02	1.445498e+07
1.664800e+02	3.666220e+07
1.665300e+02	6.004783e+07
1.668300e+02	5.025157e+07
1.671300e+02	4.694569e+07
1.674300e+02	4.485490e+07
1.677300e+02	2.484472e+07
1.677800e+02	5.215128e+07
1.678800e+02	3.142734e+07
1.679800e+02	4.748671e+07
1.680300e+02	5.541935e+07
1.680550e+02	4.068496e+07
1.680800e+02	4.701196e+07
1.681050e+02	1.139689e+08
1.681300e+02	4.167915e+06
1.681550e+02	8.021216e+07
1.681800e+02	7.935545e+07
1.682050e+02	1.580685e+07
1.682300e+02	2.788471e+07
1.682800e+02	6.674353e+07
1.683800e+02	5.536628e+07
1.684800e+02	7.718414e+07
1.685300e+02	7.259519e+07
1.688300e+02	5.211871e+07
1.691300e+02	6.887439e+06
1.694300e+02	4.893206e+07
1.697300e+02	1.935447e+07
1.697800e+02	3.493444e+07
1.698800e+02	5.721807e+06
1.699800e+02	3.591416e+07
1.700300e+02	5.613531e+07
1.700550e+02	2.336000e+07
1.700800e+02	4.348276e+07
1.701050e+02	6.708497e+07
1.701300e+02	8.457344e+07
1.701550e+02	5.030634e+07
1.701800e+02	2.281343e+07
1.702050e+02	2.254481e+07
1.702300e+02	5.623546e+07
1.702800e+02	1.817263e+07
1.703800e+02	3.300404e+07
1.704800e+02	4.973754e+07
1.705300e+02	4.176484e+07
1.708300e+02	3.674543e+07
1.711300e+02	1.671133e+07
1.714300e+02	3.168161e+07
1.717300e+02	4.838524e+07
1.717800e+02	2.378663e+07
1.718800e+02	5.267525e+07
1.719800e+02	3.096613e+07
1.720300e+02	3.535812e+07
1.720550e+02	3.438661e+07
1.720800e+02	5.640020e+07
1.721050e+02	5.388558e+07
1.721300e+02	3.572652e+07
1.721550e+02	7.373204e+07
1.721800e+02	6.706571e+07
1.722050e+02	2.606827e+07
1.722300e+02	4.719794e+07
1.722800e+02	7.739979e+07
1.723800e+02	2.198657e+07
1.724800e+02	5.017339e+07
1.725300e+02	4.147249e+07
1.728300e+02	5.752060e+07
1.731300e+02	3.526960e+07
1.734300e+02	1.751244e+07
1.737300e+02	2.907751e+07
1.737800e+02	2.807904e+07
1.738800e+02	4.375506e+07
1.739800e+02	5.937544e+07
1.740300e+02	2.122165e+07
1.740550e+02	5.410975e+07
1.740800e+02	5.647095e+07
1.741050e+02	2.622163e+07
1.741300e+02	3.177425e+07
1.741550e+02	2.431915e+07
1.741800e+02	2.574521e+07
1.742050e+02	6.965200e+07
1.742300e+02	6.119816e+07
1.742800e+02	3.509219e+07
1.743800e+02	3.377112e+07
1.744800e+02	1.267012e+07
1.745300e+02	7.096206e+07
1.748300e+02	3.543568e+07
1.751300e+02	3.624485e+07
1.754300e+02	5.484292e+07
1.757300e+02	-2.802480e+06
1.757800e+02	-3.322831e+06
1.758800e+02	4.324908e+07
1.759800e+02	2.701753e+07
1.760300e+02	5.402465e+07
1.760550e+02	9.896268e+06
1.760800e+02	1.119574e+07
1.761050e+02	3.246684e+07
1.761300e+02	2.435079e+07
1.761550e+02	3.211096e+07
1.761800e+02	3.647839e+07
1.762050e+02	4.325746e+07
1.762300e+02	4.037188e+07
1.762800e+02	4.312704e+07
1.763800e+02	2.841301e+07
1.764800e+02	6.105647e+07
1.765300e+02	1.831427e+06
1.768300e+02	4.474104e+07
1.771300e+02	2.524009e+07
1.774300e+02	2.539772e+07
1.777300e+02	1.381721e+07
1.777800e+02	2.753050e+07
1.778800e+02	2.561650e+07
1.779800e+02	2.726808e+07
1.780300e+02	3.393551e+07
1.780550e+02	2.143536e+07
1.780800e+02	6.049423e+07
1.781050e+02	5.831073e+07
1.781300e+02	2.772327e+07
1.781550e+02	2.469049e+07
1.781800e+02	3.563299e+07
1.782050e+02	1.701490e+07
1.782300e+02	2.557369e+07
1.782800e+02	2.584939e+07
1.783800e+02	4.323382e+07
1.784800e+02	4.536869e+07
1.785300e+02	5.610528e+07
1.788300e+02	1.867505e+07
1.791300e+02	4.311864e+07
1.794300e+02	3.934792e+07
1.797300e+02	3.530012e+07
1.797800e+02	1.096272e+07
1.798800e+02	5.037275e+07
1.799800e+02	1.018499e+07
1.800300e+02	3.764275e+07
1.800550e+02	6.886054e+07
1.800800e+02	4.331857e+07
1.801050e+02	9.737165e+06
1.801300e+02	2.514184e+07
1.801550e+02	4.478531e+07
1.801800e+02	4.942777e+07
1.802050e+02	5.345360e+07
1.802300e+02	4.892319e+07
1.802800e+02	3.367832e+07
1.803800e+02	3.610018e+07
1.804800e+02	3.641354e+07
1.805300e+02	5.758118e+06
1.808300e+02	3.351494e+07
1.811300e+02	1.169313e+07
1.814300e+02	1.264797e+07
1.817300e+02	6.034333e+07
1.817800e+02	1.392234e+07
1.818800e+02	8.456222e+07
1.819800e+02	1.776065e+07
1.820300e+02	5.863948e+07
1.820550e+02	5.445687e+06
1.820800e+02	2.173026e+07
1.821050e+02	7.919004e+07
1.821300e+02	3.275492e+07
1.821550e+02	3.922178e+07
1.821800e+02	6.205695e+07
1.822050e+02	4.626574e+07
1.822300e+02	7.132020e+07
1.822800e+02	2.631338e+07
1.823800e+02	6.945526e+07
1.824800e+02	5.772105e+07
1.825300e+02	7.868866e+07
1.828300e+02	3.244161e+07
1.831300e+02	4.222904e+07
1.834300e+02	7.807591e+07
1.837300e+02	7.838223e+07
1.837800e+02	2.952788e+07
1.838800e+02	3.132266e+07
1.839800e+02	2.434687e+07
1.840300e+02	1.803079e+07
1.840550e+02	8.795310e+07
1.840800e+02	7.199459e+07
1.841050e+02	2.490784e+07
1.841300e+02	5.888294e+07
1.841550e+02	5.451522e+07
1.841800e+02	1.894127e+07
1.842050e+02	5.232648e+07
1.842300e+02	2.190447e+07
1.842800e+02	6.117150e+07
1.843800e+02	-8.534702e+05
1.844800e+02	2.059325e+07
1.845300e+02	1.582333e+07
1.848300e+02	5.445738e+07
1.851300e+02	4.455545e+07
1.854300e+02	4.421780e+07
1.857300e+02	-3.405210e+06
1.857800e+02	1.637034e+07
1.858800e+02	1.472158e+07
1.859800e+02	4.117334e+07
1.860300e+02	6.787336e+07
1.860550e+02	5.321613e+06
1.860800e+02	1.542633e+07
1.861050e+02	5.635240e+07
1.861300e+02	1.328958e+07
1.861550e+02	2.255376e+07
1.861800e+02	2.723111e+07
1.862050e+02	4.278882e+07
1.862300e+02	3.904694e+07
1.862800e+02	3.713435e+07
1.863800e+02	2.170775e+07
1.864800e+02	3.510530e+07
1.865300e+02	3.960778e+07
1.868300e+02	1.210981e+06
1.871300e+02	2.364199e+07
1.874300e+02	2.097501e+07
1.877300e+02	3.470628e+07
1.877800e+02	5.279683e+07
1.878800e+02	4.013221e+07
1.879800e+02	2.276426e+07
1.880300e+02	1.861646e+07
1.880550e+02	5.084526e+07
1.880800e+02	5.646050e+07
1.881050e+02	3.593096e+07
1.881300e+02	6.943035e+06
1.881550e+02	3.936777e+07
1.881800e+02	1.470998e+07
1.882050e+02	1.384893e+07
1.882300e+02	6.443156e+07
1.882800e+02	3.381816e+07
1.883800e+02	5.084824e+07
1.884800e+02	3.928734e+07
1.885300e+02	6.727977e+07
1.888300e+02	4.128074e+07
1.891300e+02	3.402594e+07
1.894300e+02	4.093057e+07
1.897300e+02	3.801968e+07
1.897800e+02	2.598404e+07
1.898800e+02	4.960755e+07
1.899800e+02	3.581174e+07
1.900300e+02	7.293121e+07
1.900550e+02	5.028758e+06
1.900800e+02	4.525228e+07
1.901050e+02	7.096204e+06
1.901300e+02	3.813003e+07
1.901550e+02	4.567164e+07
1.901800e+02	9.196496e+06
1.902050e+02	4.103841e+07
1.902300e+02	4.597640e+07
1.902800e+02	6.620526e+07
1.903800e+02	8.746973e+06
1.904800e+02	1.619168e+07
1.905300e+02	3.913815e+07
1.908300e+02	3.709054e+07
1.911300e+02	3.649550e+07
1.914300e+02	6.395975e+07
1.917300e+02	-7.951683e+05
1.917800e+02	6.475957e+07
1.918800e+02	4.247506e+07
1.919800e+02	6.058619e+07
1.920300e+02	3.745303e+07
1.920550e+02	4.402998e+07
1.920800e+02	6.186088e+07
1.921050e+02	4.593315e+06
1.921300e+02	1.842247e+07
1.921550e+02	2.656013e+07
1.921800e+02	4.666185e+07
1.922050e+02	1.807341e+07
1.922300e+02	4.512310e+07
1.922800e+02	5.404234e+07
1.923800e+02	2.761259e+07
1.924800e+02	3.228796e+07
1.925300e+02	8.116684e+07
1.928300e+02	4.568701e+06
1.931300e+02	2.348342e+07
1.934300e+02	2.731716e+07
1.937300e+02	4.479168e+07
1.937800e+02	3.874669e+07
1.938800e+02	8.267996e+07
1.939800e+02	3.045263e+07
1.940300e+02	5.063746e+07
1.940550e+02	3.277830e+07
1.940800e+02	4.672875e+07
1.941050e+02	4.144448e+07
1.941300e+02	4.231408e+07
1.941550e+02	4.075832e+07
1.941800e+02	5.950948e+07
1.942050e+02	3.111140e+07
1.942300e+02	7.668236e+07
1.942800e+02	3.915411e+07
1.943800e+02	7.887514e+07
1.944800e+02	5.186368e+07
1.945300e+02	6.614296e+07
1.948300e+02	3.463779e+07
1.951300e+02	5.280688e+07
1.954300e+02	5.443779e+07
1.957300e+02	7.698411e+07
1.957800e+02	-7.298317e+06
1.958800e+02	3.790458e+07
1.959800e+02	3.148593e+07
1.960300e+02	3.189500e+07
1.960550e+02	1.216835e+07
1.960800e+02	2.104339e+07
1.961050e+02	3.747986e+07
1.961300e+02	4.616901e+07
1.961550e+02	5.706103e+07
1.961800e+02	9.095830e+06
1.962050e+02	4.405587e+07
1.962300e+02	5.476269e+07
1.962800e+02	1.255388e+07
1.963800e+02	4.348268e+07
1.964800e+02	5.351132e+07
1.965300e+02	3.861472e+07
1.968300e+02	1.709228e+06
1.971300e+02	2.589315e+07
1.974300e+02	3.465472e+07
1.977300e+02	1.764176e+07
1.977800e+02	4.929860e+07
1.978800e+02	3.079195e+07
1.979800e+02	7.032387e+07
1.980300e+02	3.531865e+07
1.980550e+02	3.753020e+07
1.980800e+02	3.957841e+07
1.981050e+02	4.068498e+07
1.981300e+02	6.000901e+07
1.981550e+02	6.094825e+07
1.981800e+02	-1.256663e+06
1.982050e+02	4.408681e+07
1.982300e+02	3.215448e+07
1.982800e+02	5.500407e+07
1.983800e+02	6.606504e+07
1.984800e+02	3.585262e+07
1.985300e+02	3.955813e+07
1.988300e+02	2.059252e+07
1.991300e+02	4.080571e+07
1.994300e+02	5.959778e+07
1.997300e+02	4.006130e+07
1.997800e+02	1.735175e+07
1.998800e+02	2.921870e+07
1.999800e+02	4.969197e+07
2.000300e+02	-8.725050e+05
2.000550e+02	1.679210e+07
2.000800e+02	4.443661e+07
2.001050e+02	7.511208e+07
2.001300e+02	2.117026e+07
2.001550e+02	2.167321e+07
2.001800e+02	1.822888e+07
2.002050e+02	2.759166e+07
2.002300e+02	4.252767e+07
2.002800e+02	1.184782e+07
2.003800e+02	5.107028e+07
2.004800e+02	2.052645e+07
2.005300e+02	-8.533033e+05
2.008300e+02	2.019656e+07
2.011300e+02	4.688593e+07
2.014300e+02	4.349802e+07
2.017300e+02	1.938127e+07
2.017800e+02	2.435295e+06
2.018800e+02	6.050148e+07
2.019800e+02	3.584958e+07
2.020300e+02	2.459627e+07
2.020550e+02	2.668206e+07
2.020800e+02	1.924789e+07
2.021050e+02	4.924455e+07
2.021300e+02	5.033136e+07
2.021550e+02	1.410854e+07
2.021800e+02	6.748656e+07
2.022050e+02	4.977474e+07
2.022300e+02	1.057858e+07
2.022800e+02	3.040609e+07
2.023800e+02	1.272235e+07
2.024800e+02	1.827048e+07
2.025300e+02	3.609344e+07
2.028300e+02	3.899578e+07
2.031300e+02	3.026629e+07
2.034300e+02	4.728330e+07
2.037300e+02	1.999724e+07
2.037800e+02	4.280147e+07
2.038800e+02	2.110164e+07
2.039800e+02	-2.547216e+07
2.040300e+02	4.566914e+07
2.040550e+02	2.805890e+07
2.040800e+02	3.759872e+07
2.041050e+02	-2.738028e+06
2.041300e+02	3.849190e+07
2.041550e+02	2.055624e+07
2.041800e+02	3.861326e+07
2.042050e+02	4.228400e+07
2.042300e+02	4.885700e+07
2.042800e+02	6.805212e+07
2.043800e+02	8.171453e+07
2.044800e+02	1.920262e+07
2.045300e+02	6.746377e+07
2.048300e+02	5.440132e+07
2.051300e+02	3.423919e+07
2.054300e+02	1.339317e+07
2.057300e+02	7.397293e+07
2.057800e+02	2.519277e+07
2.058800e+02	1.327012e+07
2.059800e+02	1.539334e+07
2.060300e+02	6.466814e+06
2.060550e+02	4.199177e+07
2.060800e+02	5.356062e+07
2.061050e+02	3.747655e+07
2.061300e+02	1.648865e+07
2.061550e+02	3.876505e+07
2.061800e+02	2.375556e+07
2.062050e+02	5.522184e+06
2.062300e+02	5.574427e+07
2.062800e+02	2.627177e+07
2.063800e+02	3.960830e+07
2.064800e+02	3.752760e+06
2.065300e+02	7.451700e+07
2.068300e+02	2.272773e+07
2.071300e+02	3.110623e+07
2.074300e+02	3.023722e+07
2.077300e+02	1.603229e+06
2.077800e+02	6.644666e+07
2.078800e+02	5.396898e+07
2.079800e+02	3.744166e+07
2.080300e+02	5.715957e+07
2.080550e+02	1.972349e+07
2.080800e+02	5.518416e+07
2.081050e+02	3.653746e+07
2.081300e+02	3.092724e+07
2.081550e+02	4.028187e+07
2.081800e+02	3.573058e+07
2.082050e+02	4.342564e+07
2.082300e+02	5.246380e+07
2.082800e+02	1.126612e+07
2.083800e+02	3.907712e+07
2.084800e+02	1.528930e+07
2.085300e+02	4.069426e+07
2.088300e+02	2.652899e+07
2.091300e+02	4.093882e+07
2.094300e+02	2.860976e+07
2.097300e+02	3.434693e+07
2.097800e+02	5.237268e+07
2.098800e+02	3.265833e+07
2.099800e+02	1.886472e+07
2.100300e+02	3.692890e+07
2.100550e+02	2.060698e+07
2.100800e+02	4.578646e+07
2.101050e+02	6.521728e+07
