# Delay[ns]	Avg Transient	0190 Delay[ns]	0190 Transient	0191 Delay[ns]	0191 Transient	0192 Delay[ns]	0192 Transient	0193 Delay[ns]	0193 Transient	0214 Delay[ns]	0214 Transient	0215 Delay[ns]	0215 Transient	0262 Delay[ns]	0262 Transient	0263 Delay[ns]	0263 Transient	0264 Delay[ns]	0264 Transient
1.501500e+02	1.854009e-03	1.241500e+02	1.513973e-02	1.361500e+02	-1.169145e-02	1.361500e+02	5.310892e-03	1.181500e+02	1.495364e-02	1.321500e+02	-1.421220e-03	1.441500e+02	-1.260633e-03	1.421500e+02	5.834571e-03	1.321500e+02	-3.092717e-03	1.301500e+02	-5.954034e-03
1.521500e+02	4.746717e-03	1.261500e+02	6.058230e-03	1.381500e+02	1.313942e-02	1.381500e+02	1.794704e-03	1.201500e+02	1.331253e-02	1.341500e+02	1.143857e-03	1.461500e+02	1.743145e-02	1.441500e+02	-3.583639e-03	1.361500e+02	2.858835e-02	1.321500e+02	-6.983709e-03
1.541500e+02	5.908977e-03	1.301500e+02	1.000838e-02	1.401500e+02	1.516722e-02	1.401500e+02	1.259220e-02	1.241500e+02	1.520642e-02	1.361500e+02	-1.517290e-04	1.481500e+02	3.395384e-03	1.461500e+02	7.384585e-03	1.381500e+02	7.122442e-03	1.341500e+02	3.325566e-03
1.561500e+02	6.990961e-03	1.321500e+02	-2.305589e-03	1.421500e+02	1.000149e-03	1.421500e+02	9.728892e-04	1.261500e+02	-4.167866e-03	1.381500e+02	2.455251e-03	1.501500e+02	9.662144e-03	1.481500e+02	-6.353061e-03	1.401500e+02	3.099896e-03	1.361500e+02	8.719987e-03
1.581500e+02	6.122363e-03	1.341500e+02	8.588430e-03	1.441500e+02	-1.998513e-03	1.441500e+02	-3.803275e-03	1.281500e+02	1.510566e-02	1.401500e+02	3.764305e-03	1.521500e+02	2.718624e-03	1.501500e+02	2.152980e-02	1.421500e+02	4.437684e-03	1.381500e+02	5.007040e-03
1.601500e+02	6.841080e-03	1.361500e+02	1.721693e-03	1.461500e+02	2.243899e-03	1.461500e+02	9.641924e-03	1.301500e+02	4.652058e-03	1.421500e+02	-4.139958e-03	1.541500e+02	7.373492e-03	1.521500e+02	6.921052e-03	1.441500e+02	1.230633e-02	1.401500e+02	-1.083364e-04
1.621500e+02	7.401151e-03	1.381500e+02	1.114302e-02	1.481500e+02	-6.547404e-04	1.481500e+02	-5.706212e-03	1.341500e+02	-3.671346e-03	1.441500e+02	1.240155e-02	1.561500e+02	6.982366e-03	1.541500e+02	3.826329e-03	1.461500e+02	3.737857e-03	1.421500e+02	3.048941e-03
1.641500e+02	4.928588e-03	1.401500e+02	1.640326e-03	1.501500e+02	-8.259432e-03	1.501500e+02	6.260102e-03	1.361500e+02	7.178200e-03	1.461500e+02	8.469324e-03	1.581500e+02	4.102836e-03	1.561500e+02	1.063298e-02	1.481500e+02	9.543041e-03	1.441500e+02	1.569395e-02
1.661500e+02	4.604963e-03	1.421500e+02	2.302616e-02	1.521500e+02	9.085932e-03	1.521500e+02	-1.018718e-03	1.381500e+02	1.775339e-02	1.501500e+02	9.924411e-04	1.601500e+02	1.539022e-02	1.581500e+02	1.425819e-02	1.501500e+02	-1.272752e-02	1.461500e+02	-7.646966e-03
1.681500e+02	5.923103e-03	1.441500e+02	8.384758e-04	1.541500e+02	-7.831076e-03	1.541500e+02	5.956860e-03	1.401500e+02	1.671423e-02	1.521500e+02	1.018027e-02	1.641500e+02	9.232859e-03	1.601500e+02	-2.585500e-03	1.541500e+02	9.434797e-03	1.481500e+02	-8.344918e-03
1.701500e+02	2.139052e-03	1.461500e+02	1.474966e-02	1.561500e+02	3.397711e-03	1.561500e+02	1.039848e-02	1.421500e+02	1.412167e-02	1.561500e+02	1.421295e-02	1.661500e+02	2.989183e-03	1.621500e+02	4.810016e-03	1.561500e+02	-3.715240e-03	1.501500e+02	-7.718465e-03
1.721500e+02	6.358004e-03	1.481500e+02	-2.597539e-03	1.581500e+02	1.740419e-02	1.581500e+02	-5.376872e-03	1.441500e+02	1.147837e-02	1.601500e+02	-9.967229e-03	1.681500e+02	2.757280e-03	1.641500e+02	-1.922604e-03	1.581500e+02	5.958745e-03	1.521500e+02	-2.425703e-03
1.761500e+02	2.540232e-03	1.501500e+02	1.002848e-02	1.621500e+02	6.203509e-03	1.621500e+02	6.387840e-03	1.461500e+02	1.815941e-02	1.621500e+02	1.683238e-03	1.701500e+02	3.998199e-03	1.661500e+02	8.086929e-03	1.601500e+02	1.765101e-02	1.541500e+02	1.792419e-02
1.781500e+02	4.809067e-03	1.521500e+02	8.840252e-03	1.641500e+02	9.759515e-03	1.641500e+02	5.881515e-03	1.481500e+02	1.223975e-03	1.641500e+02	1.067395e-02	1.721500e+02	1.463915e-02	1.681500e+02	5.308901e-03	1.621500e+02	1.083478e-02	1.561500e+02	1.226434e-02
1.801500e+02	6.563600e-03	1.541500e+02	1.271193e-02	1.661500e+02	1.723378e-03	1.661500e+02	4.543723e-03	1.501500e+02	-3.081460e-03	1.661500e+02	1.367942e-02	1.741500e+02	2.786938e-03	1.701500e+02	7.852066e-03	1.641500e+02	8.576043e-03	1.581500e+02	6.415916e-03
1.821500e+02	6.607892e-03	1.561500e+02	3.670048e-03	1.681500e+02	-5.348755e-03	1.681500e+02	5.543345e-03	1.521500e+02	1.244750e-02	1.681500e+02	-4.444036e-03	1.761500e+02	-1.229249e-02	1.721500e+02	1.311102e-02	1.661500e+02	-4.377778e-03	1.601500e+02	1.649764e-02
1.841500e+02	4.622857e-03	1.581500e+02	-1.641450e-03	1.701500e+02	8.381752e-03	1.701500e+02	-4.827107e-03	1.541500e+02	2.633760e-03	1.701500e+02	1.340766e-02	1.781500e+02	-2.827793e-03	1.741500e+02	1.200651e-02	1.681500e+02	3.442681e-04	1.621500e+02	9.277402e-03
1.861500e+02	3.571599e-05	1.601500e+02	8.352332e-03	1.721500e+02	1.249924e-02	1.721500e+02	9.097961e-04	1.561500e+02	5.075003e-03	1.721500e+02	1.059252e-02	1.801500e+02	1.350062e-02	1.761500e+02	1.803563e-03	1.701500e+02	-2.213796e-03	1.641500e+02	-3.040126e-03
1.881500e+02	4.633084e-03	1.621500e+02	1.407789e-02	1.741500e+02	8.416681e-04	1.741500e+02	-6.645806e-03	1.581500e+02	1.123330e-02	1.741500e+02	-5.880021e-03	1.821500e+02	1.481121e-02	1.801500e+02	2.682128e-03	1.721500e+02	-1.926523e-03	1.661500e+02	-9.423441e-04
1.901500e+02	-1.068430e-03	1.641500e+02	1.447017e-03	1.761500e+02	-2.426560e-03	1.781500e+02	1.690109e-02	1.601500e+02	4.322835e-03	1.761500e+02	-5.028999e-03	1.861500e+02	-2.065867e-03	1.821500e+02	8.513661e-03	1.761500e+02	1.380534e-02	1.681500e+02	1.837200e-02
1.921500e+02	8.098418e-03	1.661500e+02	1.053496e-02	1.801500e+02	7.695519e-03	1.801500e+02	-3.146591e-03	1.621500e+02	8.440065e-03	1.781500e+02	6.186848e-03	1.881500e+02	1.165886e-02	1.841500e+02	1.360681e-02	1.781500e+02	4.308135e-03	1.701500e+02	-3.214910e-03
1.941500e+02	4.345366e-03	1.681500e+02	1.328084e-02	1.821500e+02	-3.460412e-03	1.821500e+02	1.742624e-03	1.641500e+02	3.749119e-03	1.801500e+02	1.313408e-03	1.901500e+02	8.419711e-03	1.861500e+02	6.421717e-03	1.801500e+02	1.523670e-02	1.721500e+02	-8.484509e-03
1.961500e+02	2.802809e-03	1.701500e+02	-7.300025e-03	1.841500e+02	3.682347e-03	1.841500e+02	1.407919e-02	1.661500e+02	5.207193e-03	1.821500e+02	9.598501e-03	1.921500e+02	7.486874e-03	1.881500e+02	4.592390e-03	1.841500e+02	-1.761934e-02	1.741500e+02	9.751370e-03
1.981500e+02	4.019149e-03	1.741500e+02	1.084470e-02	1.861500e+02	4.150683e-03	1.861500e+02	-3.526112e-03	1.681500e+02	1.749408e-02	1.841500e+02	1.589191e-03	1.941500e+02	4.277576e-03	1.901500e+02	1.965994e-02	1.861500e+02	-3.124817e-03	1.761500e+02	1.695077e-02
2.001500e+02	1.312660e-03	1.761500e+02	1.935270e-03	1.881500e+02	8.712777e-04	1.881500e+02	1.024071e-02	1.701500e+02	3.167632e-03	1.881500e+02	2.086897e-03	1.961500e+02	1.337178e-03	1.921500e+02	2.429599e-03	1.881500e+02	-1.217947e-03	1.781500e+02	1.453818e-02
2.021500e+02	-1.349110e-04	1.781500e+02	-6.806630e-03	1.901500e+02	-8.068074e-03	1.901500e+02	2.843518e-04	1.721500e+02	6.573281e-03	1.901500e+02	-1.046871e-02	1.981500e+02	6.609196e-03	1.941500e+02	8.034088e-03	1.901500e+02	-1.051048e-02	1.801500e+02	9.659923e-03
2.041500e+02	3.678648e-03	1.801500e+02	-3.128726e-03	1.921500e+02	1.497401e-02	1.941500e+02	-1.380122e-03	1.741500e+02	1.167472e-03	1.941500e+02	-1.499179e-03	2.001500e+02	1.332328e-02	1.961500e+02	1.312797e-02	1.921500e+02	5.268431e-03	1.821500e+02	1.489388e-02
2.061500e+02	3.002468e-03	1.821500e+02	2.584107e-03	1.961500e+02	-7.635758e-03	1.961500e+02	4.057221e-03	1.761500e+02	4.685092e-03	1.961500e+02	-1.238065e-03	2.021500e+02	1.065861e-02	1.981500e+02	1.201287e-02	1.941500e+02	1.370666e-02	1.841500e+02	-2.194144e-03
2.081500e+02	-4.817780e-04	1.841500e+02	1.807435e-02	1.981500e+02	-1.217703e-02	1.981500e+02	-1.618990e-04	1.781500e+02	7.958605e-03	1.981500e+02	-2.411589e-03	2.041500e+02	1.111700e-02	2.021500e+02	-4.079475e-03	1.961500e+02	1.182523e-02	1.861500e+02	-9.973074e-03
2.101500e+02	-2.169713e-03	1.861500e+02	5.110022e-03	2.021500e+02	-1.871135e-03	2.001500e+02	-7.415540e-03	1.801500e+02	1.525942e-02	2.001500e+02	1.028211e-02	2.061500e+02	3.691530e-03	2.041500e+02	5.639634e-03	2.001500e+02	4.645098e-04	1.881500e+02	2.027628e-02
2.121500e+02	-5.668296e-03	1.881500e+02	-2.893763e-03	2.041500e+02	8.157782e-03	2.021500e+02	3.958346e-03	1.821500e+02	6.831562e-03	2.021500e+02	-5.445069e-03	2.081500e+02	2.408614e-03	2.061500e+02	1.858562e-03	2.021500e+02	5.990725e-03	1.901500e+02	-1.215105e-04
2.141500e+02	1.821354e-03	1.901500e+02	-9.284881e-03	2.081500e+02	-1.032371e-04	2.041500e+02	5.173533e-05	1.841500e+02	9.020326e-03	2.041500e+02	8.296925e-03	2.101500e+02	-3.733458e-03	2.081500e+02	-2.679001e-03	2.041500e+02	2.275276e-03	1.921500e+02	3.107118e-02
2.161500e+02	3.032904e-03	1.921500e+02	-1.127978e-02	2.101500e+02	2.549156e-03	2.061500e+02	9.433566e-04	1.861500e+02	1.110657e-03	2.061500e+02	7.964824e-03	2.121500e+02	-9.995257e-03	2.101500e+02	1.583303e-03	2.061500e+02	-9.876427e-04	1.941500e+02	2.773244e-02
2.181500e+02	-1.950782e-03	1.941500e+02	-1.250227e-02	2.121500e+02	-1.025010e-02	2.081500e+02	-2.334162e-03	1.881500e+02	-3.916941e-03	2.081500e+02	-1.792022e-03	2.141500e+02	1.274179e-02	2.121500e+02	-2.356211e-03	2.081500e+02	-6.966285e-03	1.961500e+02	3.887802e-03
2.201500e+02	3.111625e-03	1.961500e+02	7.222043e-03	2.141500e+02	1.506256e-02	2.101500e+02	5.559173e-03	1.901500e+02	4.737735e-04	2.101500e+02	-3.410491e-03	2.181500e+02	-1.332991e-02	2.141500e+02	1.002156e-02	2.121500e+02	-3.873618e-03	1.981500e+02	7.892017e-03
2.221500e+02	3.167867e-03	1.981500e+02	7.175595e-03	2.161500e+02	9.242272e-03	2.121500e+02	-9.224109e-03	1.921500e+02	4.934167e-04	2.121500e+02	-1.735382e-03	2.201500e+02	1.454430e-02	2.161500e+02	1.136114e-02	2.141500e+02	-6.776410e-03	2.001500e+02	6.332937e-03
2.241500e+02	1.544071e-04	2.001500e+02	4.402458e-03	2.181500e+02	4.502962e-03	2.141500e+02	-4.435012e-03	1.941500e+02	3.064172e-03	2.141500e+02	5.507651e-03	2.221500e+02	6.860716e-03	2.181500e+02	3.342298e-03	2.161500e+02	4.666615e-03	2.021500e+02	-1.677906e-03
2.261500e+02	2.510943e-03	2.041500e+02	2.845925e-05	2.201500e+02	4.541145e-03	2.161500e+02	-7.567975e-04	1.961500e+02	-7.358336e-03	2.161500e+02	-1.205704e-02	2.241500e+02	3.915591e-03	2.201500e+02	2.494559e-03	2.181500e+02	-8.067481e-03	2.041500e+02	-4.210646e-03
2.281500e+02	-2.611076e-04	2.061500e+02	-2.385561e-03	2.221500e+02	1.184615e-03	2.181500e+02	8.061502e-03	1.981500e+02	9.654509e-03	2.181500e+02	-4.377474e-03	2.261500e+02	5.937590e-03	2.221500e+02	-4.581781e-03	2.201500e+02	6.268243e-03	2.061500e+02	6.833739e-03
2.301500e+02	5.320021e-03	2.081500e+02	3.281792e-03	2.241500e+02	8.910961e-03	2.221500e+02	-1.845208e-03	2.001500e+02	-2.120482e-03	2.201500e+02	-4.557356e-03	2.281500e+02	-1.505451e-02	2.241500e+02	6.864674e-03	2.221500e+02	5.870332e-04	2.081500e+02	3.279833e-03
2.321500e+02	1.044181e-03	2.101500e+02	-3.425463e-03	2.261500e+02	-3.975389e-03	2.241500e+02	-2.129813e-03	2.021500e+02	-3.776611e-03	2.221500e+02	3.688348e-04	2.301500e+02	1.058586e-02	2.261500e+02	-2.070363e-03	2.241500e+02	1.126868e-04	2.101500e+02	-1.249195e-02
2.341500e+02	3.452860e-04	2.121500e+02	1.735478e-03	2.281500e+02	-2.690053e-03	2.281500e+02	2.285804e-03	2.041500e+02	1.751661e-03	2.261500e+02	3.097555e-03	2.321500e+02	-7.015869e-03	2.281500e+02	-6.611415e-03	2.261500e+02	-9.536828e-04	2.121500e+02	-1.046271e-02
2.361500e+02	-3.761734e-04	2.141500e+02	-1.219700e-02	2.301500e+02	3.356174e-03	2.301500e+02	2.527873e-05	2.061500e+02	8.046012e-03	2.301500e+02	3.387338e-04	2.341500e+02	2.387558e-03	2.301500e+02	1.250058e-02	2.281500e+02	5.390683e-03	2.141500e+02	-9.164195e-03
2.381500e+02	3.644494e-03	2.161500e+02	1.238606e-02	2.321500e+02	1.030587e-02	2.321500e+02	6.083444e-03	2.081500e+02	5.684657e-04	2.321500e+02	6.821055e-04	2.361500e+02	3.902266e-03	2.341500e+02	-1.378775e-03	2.301500e+02	-1.505753e-02	2.161500e+02	-3.249225e-03
2.401500e+02	4.259959e-03	2.201500e+02	3.609487e-03	2.341500e+02	-1.250446e-03	2.341500e+02	-3.593482e-03	2.101500e+02	-2.015290e-03	2.341500e+02	1.812126e-03	2.381500e+02	-7.474624e-03	2.361500e+02	1.305443e-02	2.321500e+02	1.066990e-02	2.181500e+02	-6.001550e-03
2.421500e+02	7.193507e-03	2.221500e+02	1.441124e-02	2.361500e+02	-1.076833e-02	2.361500e+02	4.382440e-03	2.121500e+02	-4.852755e-03	2.361500e+02	1.711748e-03	2.401500e+02	1.491503e-02	2.381500e+02	1.714993e-02	2.341500e+02	2.926329e-03	2.201500e+02	-3.054541e-03
2.441500e+02	1.463514e-03	2.241500e+02	-1.687063e-03	2.381500e+02	3.422037e-03	2.381500e+02	-6.094926e-03	2.141500e+02	5.631238e-03	2.381500e+02	2.990161e-03	2.421500e+02	1.061192e-02	2.401500e+02	-1.306532e-02	2.381500e+02	2.589582e-04	2.221500e+02	9.767765e-03
2.461500e+02	-2.848689e-03	2.281500e+02	1.221579e-02	2.421500e+02	8.016932e-03	2.401500e+02	6.429443e-03	2.161500e+02	9.019635e-04	2.401500e+02	-1.277278e-03	2.441500e+02	4.685763e-03	2.421500e+02	9.468770e-03	2.401500e+02	4.524777e-03	2.241500e+02	-2.990641e-03
2.481500e+02	4.831448e-03	2.321500e+02	-1.437906e-03	2.441500e+02	4.740149e-03	2.421500e+02	2.996175e-03	2.181500e+02	-4.892565e-04	2.421500e+02	1.120272e-02	2.461500e+02	-8.782724e-03	2.441500e+02	1.236864e-02	2.421500e+02	1.884946e-03	2.261500e+02	1.163162e-02
2.501500e+02	2.269646e-03	2.361500e+02	-1.914638e-03	2.461500e+02	-7.425368e-03	2.441500e+02	-1.066717e-02	2.201500e+02	-7.218454e-04	2.441500e+02	-2.206197e-03	2.481500e+02	6.306995e-03	2.461500e+02	1.752722e-03	2.461500e+02	-9.514693e-03	2.281500e+02	-7.785687e-03
2.521500e+02	-3.148266e-04	2.381500e+02	5.380427e-03	2.501500e+02	2.411136e-03	2.461500e+02	-8.523307e-03	2.241500e+02	-1.512658e-02	2.461500e+02	1.763358e-03	2.501500e+02	1.973977e-02	2.481500e+02	3.546668e-03	2.481500e+02	7.531337e-03	2.321500e+02	-8.487989e-03
2.541500e+02	2.350380e-03	2.401500e+02	8.061667e-03	2.541500e+02	4.875936e-03	2.481500e+02	2.365026e-04	2.261500e+02	2.127383e-03	2.481500e+02	7.188424e-03	2.521500e+02	-9.544877e-03	2.501500e+02	-6.462040e-03	2.501500e+02	8.045085e-03	2.361500e+02	-1.499428e-02
2.561500e+02	2.489573e-03	2.421500e+02	-5.043631e-04	2.581500e+02	4.384010e-03	2.521500e+02	1.322450e-02	2.281500e+02	2.911947e-03	2.501500e+02	-2.270460e-03	2.561500e+02	-4.081912e-03	2.521500e+02	4.981737e-04	2.521500e+02	1.606843e-03	2.381500e+02	1.218548e-02
2.581500e+02	6.590260e-03	2.441500e+02	-4.864767e-03	2.601500e+02	-8.579613e-04	2.541500e+02	1.394929e-03	2.301500e+02	1.828373e-02	2.521500e+02	8.979131e-04	2.581500e+02	9.926011e-03	2.541500e+02	5.166341e-03	2.541500e+02	-2.815963e-03	2.401500e+02	1.043981e-02
2.601500e+02	2.926333e-03	2.461500e+02	-1.162131e-02	2.621500e+02	-3.450886e-03	2.561500e+02	1.168720e-02	2.321500e+02	-6.446386e-04	2.561500e+02	-3.913275e-03	2.601500e+02	8.017301e-03	2.561500e+02	1.282506e-03	2.561500e+02	8.565067e-03	2.421500e+02	2.848176e-02
2.621500e+02	2.973325e-03	2.481500e+02	7.935859e-03	2.641500e+02	-1.353578e-03	2.581500e+02	2.926756e-03	2.341500e+02	4.300552e-03	2.581500e+02	8.938229e-03	2.641500e+02	1.545781e-02	2.581500e+02	1.541378e-02	2.581500e+02	2.282340e-02	2.441500e+02	4.781929e-03
2.641500e+02	6.892543e-03	2.501500e+02	-4.166399e-03	2.661500e+02	-2.155813e-02	2.601500e+02	-8.889808e-03	2.361500e+02	-5.424803e-03	2.601500e+02	8.638000e-03	2.661500e+02	4.364909e-04	2.601500e+02	-2.917106e-03	2.601500e+02	1.738985e-03	2.461500e+02	1.236032e-02
2.661500e+02	3.411550e-03	2.521500e+02	-3.409570e-03	2.681500e+02	-4.388122e-03	2.621500e+02	-3.162691e-03	2.381500e+02	4.983004e-03	2.621500e+02	-2.667727e-03	2.681500e+02	5.803908e-03	2.621500e+02	6.285929e-03	2.621500e+02	5.124072e-03	2.481500e+02	1.339363e-02
2.681500e+02	2.740826e-03	2.541500e+02	1.472474e-02	2.721500e+02	1.241552e-02	2.661500e+02	1.120336e-02	2.401500e+02	4.099157e-03	2.641500e+02	5.004585e-03	2.701500e+02	-4.049281e-03	2.641500e+02	1.544010e-02	2.641500e+02	1.216238e-02	2.501500e+02	6.989971e-05
2.701500e+02	6.313683e-04	2.581500e+02	-6.554951e-04	2.741500e+02	-3.913658e-03	2.681500e+02	8.243556e-03	2.421500e+02	-7.417301e-03	2.661500e+02	9.901538e-03	2.721500e+02	-6.651946e-03	2.661500e+02	3.802640e-03	2.661500e+02	-3.810718e-03	2.541500e+02	-1.300876e-02
2.741500e+02	9.048859e-04	2.601500e+02	2.616724e-03	2.761500e+02	2.097059e-03	2.701500e+02	2.992936e-04	2.441500e+02	1.621553e-03	2.681500e+02	4.070492e-03	2.761500e+02	4.157529e-03	2.681500e+02	1.975567e-02	2.681500e+02	4.789662e-03	2.561500e+02	1.656952e-02
2.761500e+02	3.387943e-04	2.621500e+02	8.213849e-03	2.781500e+02	-2.539920e-03	2.721500e+02	-6.299635e-03	2.461500e+02	4.352797e-03	2.701500e+02	-7.181274e-03	2.781500e+02	-1.070304e-02	2.701500e+02	-7.370092e-03	2.701500e+02	1.009588e-02	2.581500e+02	-1.781047e-02
2.781500e+02	2.388195e-03	2.641500e+02	-1.973033e-03	2.801500e+02	-1.669952e-02	2.741500e+02	5.756168e-03	2.481500e+02	2.167570e-03	2.721500e+02	-6.330769e-03	2.821500e+02	-4.198109e-03	2.721500e+02	1.139409e-02	2.721500e+02	-1.492091e-02	2.601500e+02	9.716267e-03
2.801500e+02	-2.945479e-04	2.661500e+02	1.481579e-02	2.821500e+02	8.832343e-03	2.761500e+02	4.854577e-04	2.501500e+02	9.125384e-03	2.741500e+02	9.746772e-03	2.841500e+02	1.234917e-02	2.741500e+02	5.105641e-03	2.761500e+02	-6.619231e-03	2.621500e+02	-6.928001e-03
2.821500e+02	8.384285e-04	2.681500e+02	2.305843e-03	2.841500e+02	6.787930e-03	2.781500e+02	3.202602e-03	2.541500e+02	7.927268e-03	2.761500e+02	-1.239625e-02	2.861500e+02	1.054596e-02	2.761500e+02	7.365851e-05	2.781500e+02	4.241364e-03	2.641500e+02	7.168964e-03
2.841500e+02	1.922418e-03	2.701500e+02	-1.194187e-02	2.861500e+02	-9.197905e-03	2.801500e+02	-1.431215e-02	2.561500e+02	-2.910505e-03	2.781500e+02	-3.992738e-03	2.901500e+02	1.386833e-02	2.781500e+02	9.184303e-03	2.801500e+02	4.044990e-03	2.661500e+02	1.922944e-03
2.861500e+02	2.857342e-03	2.721500e+02	1.808331e-03	2.881500e+02	-1.482541e-02	2.821500e+02	-8.449238e-03	2.581500e+02	1.336612e-02	2.801500e+02	-9.676992e-04	2.921500e+02	-3.838955e-03	2.801500e+02	-2.850249e-04	2.821500e+02	4.892236e-03	2.681500e+02	-3.247766e-03
2.881500e+02	-4.736109e-03	2.741500e+02	7.864917e-03	2.901500e+02	-8.269218e-04	2.841500e+02	8.028752e-04	2.621500e+02	1.892409e-02	2.821500e+02	-5.375195e-03	2.941500e+02	4.526788e-03	2.821500e+02	-6.976168e-03	2.841500e+02	-4.396176e-03	2.701500e+02	1.613141e-02
2.901500e+02	2.015413e-03	2.761500e+02	-1.281900e-03	2.921500e+02	1.732987e-03	2.861500e+02	-4.709849e-03	2.641500e+02	2.497330e-03	2.841500e+02	-5.222915e-04	   nan	   nan	2.861500e+02	1.314207e-02	2.861500e+02	-3.203521e-04	2.721500e+02	1.507448e-02
2.921500e+02	-3.408180e-04	2.781500e+02	7.260233e-03	2.941500e+02	4.943336e-03	2.881500e+02	2.044398e-03	2.661500e+02	1.399004e-02	2.861500e+02	1.252131e-02	   nan	   nan	2.881500e+02	-1.815861e-02	   nan	   nan	2.741500e+02	-1.511333e-02
2.941500e+02	1.109420e-03	2.801500e+02	4.564350e-03	   nan	   nan	2.901500e+02	8.597202e-03	2.681500e+02	-1.266581e-02	2.881500e+02	-4.268804e-03	   nan	   nan	   nan	   nan	   nan	   nan	2.761500e+02	8.641162e-03
2.961500e+02	3.498648e-03	2.821500e+02	1.935135e-03	   nan	   nan	2.941500e+02	7.895679e-03	2.701500e+02	2.273190e-04	2.901500e+02	-3.149301e-03	   nan	   nan	   nan	   nan	   nan	   nan	2.781500e+02	2.019782e-02
2.981500e+02	-6.212711e-03	2.841500e+02	-2.265260e-03	   nan	   nan	   nan	   nan	2.721500e+02	-7.829161e-03	2.921500e+02	7.300084e-03	   nan	   nan	   nan	   nan	   nan	   nan	2.821500e+02	2.539521e-02
3.001500e+02	5.483716e-03	2.861500e+02	-9.600306e-03	   nan	   nan	   nan	   nan	2.761500e+02	7.891665e-03	2.961500e+02	3.498648e-03	   nan	   nan	   nan	   nan	   nan	   nan	2.841500e+02	-2.805433e-03
3.021500e+02	5.483716e-03	2.881500e+02	-8.943906e-03	   nan	   nan	   nan	   nan	2.781500e+02	-5.356873e-03	2.981500e+02	-6.212711e-03	   nan	   nan	   nan	   nan	   nan	   nan	2.861500e+02	1.245262e-02
3.041500e+02	5.483716e-03	2.921500e+02	1.872773e-03	   nan	   nan	   nan	   nan	2.801500e+02	7.856323e-03	3.001500e+02	5.483716e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
3.061500e+02	5.483716e-03	2.941500e+02	-6.408029e-03	   nan	   nan	   nan	   nan	2.821500e+02	-8.510354e-03	3.021500e+02	5.483716e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.841500e+02	7.072168e-03	3.041500e+02	5.483716e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.861500e+02	8.825352e-04	3.061500e+02	5.483716e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.881500e+02	1.050805e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.901500e+02	-8.078567e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.921500e+02	-8.608804e-04	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.941500e+02	-1.742820e-03	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan
