# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
-4.185000e+01	9.350591e-03	-4.185000e+01	3.164770e-02	-4.185000e+01	-2.280607e-02	-4.185000e+01	3.898456e-02	-4.185000e+01	1.732096e-02	-4.185000e+01	-1.839419e-02	-3.185000e+01	-1.444012e-02	-3.185000e+01	9.964114e-03	-3.185000e+01	-2.336130e-02
-3.785000e+01	-1.807894e-02	-3.785000e+01	-2.269821e-02	-3.785000e+01	-5.286306e-02	-3.785000e+01	1.868186e-02	-3.985000e+01	-4.064156e-02	-3.785000e+01	-1.931520e-02	-2.985000e+01	-8.347792e-03	-2.985000e+01	-5.227137e-03	-2.985000e+01	-3.948862e-04
-3.385000e+01	1.612245e-02	-3.385000e+01	3.472106e-02	-3.385000e+01	2.220846e-02	-3.585000e+01	-2.346922e-02	-3.785000e+01	-1.420010e-02	-3.585000e+01	2.881981e-02	-2.785000e+01	1.345320e-02	-2.785000e+01	-3.423379e-02	-2.585000e+01	3.889893e-02
-3.185000e+01	-7.757345e-03	-3.185000e+01	-3.338996e-02	-3.185000e+01	2.140986e-02	-3.385000e+01	1.734397e-02	-3.385000e+01	-1.964519e-02	-3.385000e+01	2.598394e-02	-2.385000e+01	1.495396e-02	-2.385000e+01	-6.650337e-02	-2.385000e+01	3.290669e-02
-2.985000e+01	-1.790880e-02	-2.985000e+01	-5.469682e-02	-2.985000e+01	-6.321626e-02	-3.185000e+01	-3.125977e-02	-3.185000e+01	-8.120680e-03	-3.185000e+01	1.713910e-02	-2.185000e+01	2.012666e-02	-1.985000e+01	6.268891e-03	-2.185000e+01	-2.846149e-02
-2.785000e+01	-8.241159e-03	-2.585000e+01	-9.889951e-03	-2.785000e+01	3.482076e-02	-2.785000e+01	5.704722e-03	-2.985000e+01	-3.296884e-02	-2.985000e+01	1.266996e-02	-1.985000e+01	2.413124e-02	-1.785000e+01	3.710277e-02	-1.785000e+01	2.330326e-02
-2.385000e+01	-1.201432e-02	-2.185000e+01	7.246604e-03	-2.385000e+01	-2.008615e-02	-2.585000e+01	5.032989e-02	-2.785000e+01	7.304801e-03	-2.785000e+01	-1.297442e-02	-1.785000e+01	6.143231e-03	-1.585000e+01	-4.424350e-02	-1.585000e+01	-4.576457e-03
-2.185000e+01	-1.217622e-02	-1.785000e+01	4.353836e-02	-2.185000e+01	-4.933727e-02	-2.385000e+01	-4.445598e-03	-2.585000e+01	-2.650828e-02	-2.585000e+01	-3.709131e-02	-1.585000e+01	8.848216e-03	-1.185000e+01	-1.852058e-02	-1.385000e+01	-1.690224e-02
-1.985000e+01	1.384750e-02	-1.585000e+01	4.093672e-03	-1.985000e+01	-4.981840e-02	-2.185000e+01	-7.395372e-02	-2.385000e+01	1.868432e-02	-2.185000e+01	-1.739654e-02	-1.385000e+01	-3.985555e-02	-9.850000e+00	1.682403e-02	-1.185000e+01	-1.418976e-02
-1.585000e+01	-3.767633e-03	-1.385000e+01	9.094984e-03	-1.785000e+01	-3.541985e-02	-1.985000e+01	2.018777e-02	-2.185000e+01	2.659070e-02	-1.785000e+01	-2.373852e-02	-9.850000e+00	-1.461725e-02	-7.850000e+00	-2.922835e-03	-9.850000e+00	1.704431e-02
-1.185000e+01	-5.193264e-03	-1.185000e+01	3.243733e-02	-1.585000e+01	-1.756869e-02	-1.585000e+01	-2.909036e-02	-1.985000e+01	5.772548e-02	-1.585000e+01	2.607870e-02	-5.850000e+00	1.953172e-02	-5.850000e+00	-1.980457e-02	-7.850000e+00	1.620759e-02
-9.850000e+00	4.097548e-03	-9.850000e+00	-1.620255e-02	-1.385000e+01	-1.615087e-02	-1.385000e+01	2.963978e-02	-1.585000e+01	2.631736e-02	-1.385000e+01	5.400044e-03	-3.850000e+00	4.671731e-03	-3.850000e+00	1.499678e-02	-5.850000e+00	4.178728e-02
-7.850000e+00	4.627921e-03	-7.850000e+00	-4.632216e-02	-1.185000e+01	2.228767e-02	-1.185000e+01	-2.750890e-03	-1.385000e+01	2.546962e-02	-9.850000e+00	-1.133501e-02	-1.850000e+00	3.196562e-02	-1.850000e+00	-1.289493e-02	-3.850000e+00	1.070613e-02
-5.850000e+00	6.440293e-03	-5.850000e+00	-1.578137e-02	-9.850000e+00	5.347747e-02	-9.850000e+00	1.647246e-02	-1.185000e+01	2.312518e-02	-7.850000e+00	2.415358e-02	1.500000e-01	-3.032192e-03	1.500000e-01	-2.222622e-02	-1.850000e+00	-3.937837e-02
-3.850000e+00	2.414580e-02	-3.850000e+00	1.207221e-02	-7.850000e+00	2.043441e-02	-7.850000e+00	2.072720e-02	-9.850000e+00	-2.888307e-02	-5.850000e+00	5.224472e-02	2.150000e+00	-1.148371e-02	2.150000e+00	-2.812694e-02	1.500000e-01	6.158413e-02
-1.850000e+00	-1.035607e-02	-1.850000e+00	-3.760706e-02	-5.850000e+00	-1.822917e-02	-5.850000e+00	-1.289007e-03	-7.850000e+00	8.490122e-03	-1.850000e+00	-6.194069e-03	4.150000e+00	-1.521545e-02	4.150000e+00	-3.157964e-02	4.150000e+00	6.496925e-02
1.500000e-01	2.596307e-02	1.500000e-01	7.812565e-02	-1.850000e+00	-1.733561e-03	-3.850000e+00	1.224266e-02	-5.850000e+00	-6.937261e-03	1.500000e-01	2.403137e-02	6.150000e+00	3.144444e-02	6.150000e+00	1.306846e-04	8.150000e+00	2.754888e-02
2.150000e+00	5.897447e-03	4.150000e+00	1.674048e-02	1.500000e-01	3.737910e-02	-1.850000e+00	-2.389384e-02	-3.850000e+00	-1.001690e-02	2.150000e+00	4.369933e-02	8.150000e+00	4.002174e-02	8.150000e+00	-2.699632e-03	1.015000e+01	1.361319e-02
4.150000e+00	-6.354635e-03	6.150000e+00	7.174341e-02	2.150000e+00	1.925630e-03	1.500000e-01	-1.344289e-02	-1.850000e+00	6.887660e-03	4.150000e+00	-3.204905e-02	1.015000e+01	3.340042e-02	1.015000e+01	7.150142e-03	1.415000e+01	-2.393504e-02
8.150000e+00	2.123781e-02	8.150000e+00	5.036618e-02	6.150000e+00	-1.398861e-03	2.150000e+00	1.987467e-03	1.500000e-01	4.528564e-02	6.150000e+00	1.802193e-02	1.215000e+01	-8.503672e-04	1.215000e+01	-9.644226e-03	1.615000e+01	-1.195083e-02
1.015000e+01	2.057386e-02	1.215000e+01	3.838340e-03	8.150000e+00	-3.037622e-02	4.150000e+00	-1.668230e-02	2.150000e+00	1.849667e-02	8.150000e+00	4.632703e-02	1.615000e+01	2.164783e-02	1.415000e+01	-3.419176e-02	1.815000e+01	1.533846e-02
1.415000e+01	-9.339969e-03	1.615000e+01	2.599834e-02	1.215000e+01	1.504336e-02	6.150000e+00	5.608176e-02	6.150000e+00	4.788908e-02	1.015000e+01	-1.364528e-02	1.815000e+01	1.795426e-02	1.615000e+01	-7.372479e-02	2.015000e+01	1.621157e-02
1.615000e+01	-3.586022e-03	1.815000e+01	1.255177e-02	1.415000e+01	-1.502025e-02	8.150000e+00	4.563413e-02	8.150000e+00	-6.919637e-03	1.215000e+01	7.694553e-02	2.015000e+01	-2.036944e-02	1.815000e+01	-3.889505e-03	2.215000e+01	1.380566e-02
1.815000e+01	8.433791e-03	2.015000e+01	2.672718e-02	1.615000e+01	1.214131e-02	1.015000e+01	5.031471e-02	1.015000e+01	3.452609e-02	1.615000e+01	-2.689257e-02	2.415000e+01	-1.718348e-03	2.015000e+01	-1.650095e-03	2.415000e+01	1.769427e-02
2.215000e+01	7.719323e-03	2.415000e+01	2.505382e-02	1.815000e+01	-2.158409e-03	1.415000e+01	-5.695546e-03	1.415000e+01	-4.313730e-02	1.815000e+01	5.832005e-02	2.615000e+01	3.311447e-02	2.415000e+01	1.543358e-03	2.615000e+01	4.289447e-02
2.415000e+01	6.179927e-03	2.615000e+01	9.952684e-02	2.015000e+01	-7.165384e-03	1.615000e+01	6.062003e-02	1.615000e+01	-3.652750e-02	2.015000e+01	6.923421e-02	2.815000e+01	9.691827e-03	2.615000e+01	2.494235e-03	2.815000e+01	4.728806e-02
2.615000e+01	2.649654e-02	2.815000e+01	4.324678e-02	2.215000e+01	8.374256e-04	1.815000e+01	-2.091907e-02	1.815000e+01	-9.727227e-03	2.215000e+01	2.781652e-02	3.215000e+01	-3.005425e-02	2.815000e+01	1.535014e-03	3.015000e+01	4.034984e-02
2.815000e+01	1.614884e-02	3.015000e+01	3.777779e-02	2.415000e+01	-5.687262e-03	2.015000e+01	-1.541209e-02	2.015000e+01	1.730847e-02	2.615000e+01	3.195918e-02	3.615000e+01	1.066526e-02	3.015000e+01	1.121386e-02	3.215000e+01	-2.364653e-02
3.015000e+01	3.039894e-02	3.215000e+01	3.252687e-02	2.615000e+01	2.243950e-02	2.215000e+01	-1.841438e-03	2.215000e+01	-4.696593e-02	2.815000e+01	1.162244e-02	3.815000e+01	2.382584e-02	3.215000e+01	-4.131366e-02	3.415000e+01	3.070063e-02
3.215000e+01	4.002393e-04	3.415000e+01	1.014715e-02	2.815000e+01	2.975554e-02	2.615000e+01	-1.657915e-02	2.415000e+01	2.086973e-02	3.215000e+01	-1.749932e-02	4.015000e+01	3.701411e-02	3.415000e+01	-5.863285e-03	3.615000e+01	5.879510e-03
3.415000e+01	3.877563e-03	3.615000e+01	4.141661e-02	3.015000e+01	3.572164e-02	2.815000e+01	-8.116233e-03	2.615000e+01	-3.877267e-03	3.415000e+01	2.437146e-02	4.215000e+01	-7.393439e-03	3.615000e+01	-7.669989e-03	3.815000e+01	6.663791e-02
3.615000e+01	9.411160e-03	3.815000e+01	5.923755e-02	3.215000e+01	2.669745e-02	3.015000e+01	3.083308e-02	2.815000e+01	-5.832742e-03	3.815000e+01	-2.652159e-02	4.415000e+01	4.187542e-02	3.815000e+01	-8.060707e-03	4.015000e+01	2.553248e-02
3.815000e+01	1.847696e-02	4.015000e+01	1.000490e-02	3.415000e+01	-3.178088e-02	3.215000e+01	1.329934e-02	3.215000e+01	4.319201e-02	4.015000e+01	2.812802e-02	4.815000e+01	4.424801e-03	4.015000e+01	-1.926633e-02	4.215000e+01	5.214821e-02
4.015000e+01	1.373899e-02	4.215000e+01	4.670559e-02	3.615000e+01	-8.351923e-03	3.415000e+01	-6.843697e-03	3.415000e+01	-8.483961e-04	4.215000e+01	-7.808255e-03	5.015000e+01	-3.780728e-03	4.215000e+01	1.294453e-02	4.415000e+01	-2.459186e-02
4.415000e+01	8.335334e-04	4.615000e+01	3.369932e-03	3.815000e+01	2.197949e-02	3.615000e+01	2.052337e-02	3.615000e+01	-1.350875e-02	4.415000e+01	-2.281654e-02	5.215000e+01	1.747755e-02	4.415000e+01	4.180812e-02	4.615000e+01	-2.109447e-02
4.615000e+01	3.971202e-03	4.815000e+01	1.717855e-02	4.015000e+01	-1.796489e-02	3.815000e+01	-2.593222e-03	3.815000e+01	1.331039e-02	4.615000e+01	-2.970113e-02	5.415000e+01	4.340739e-03	4.615000e+01	2.378082e-03	5.015000e+01	2.732393e-02
5.015000e+01	-3.328483e-05	5.015000e+01	9.511342e-03	4.215000e+01	-1.307962e-02	4.015000e+01	-9.129203e-04	4.015000e+01	4.737652e-02	4.815000e+01	5.645905e-03	5.815000e+01	2.946427e-02	4.815000e+01	-3.762745e-02	5.215000e+01	3.112893e-02
