# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
-4.185000e+01	-3.417556e-03	-3.985000e+01	-4.152920e-02	-4.185000e+01	-2.180992e-02	-3.985000e+01	-4.795127e-02	-4.185000e+01	1.815674e-03	-4.185000e+01	-1.718487e-02	-3.185000e+01	-1.444012e-02	-3.185000e+01	1.564135e-02	-3.185000e+01	-1.996850e-02
-3.785000e+01	-7.364217e-03	-3.585000e+01	2.972486e-02	-3.785000e+01	-3.775668e-03	-3.585000e+01	-3.753084e-02	-3.985000e+01	-2.412314e-02	-3.785000e+01	-2.513761e-02	-2.985000e+01	-8.347792e-03	-2.985000e+01	-1.589920e-02	-2.985000e+01	-1.445704e-02
-3.385000e+01	1.317294e-02	-3.185000e+01	-1.886760e-02	-3.585000e+01	-2.636120e-02	-3.185000e+01	-2.158196e-02	-3.785000e+01	-2.218763e-02	-3.385000e+01	2.657318e-02	-2.785000e+01	2.681587e-03	-2.785000e+01	-1.010960e-02	-2.585000e+01	1.221533e-02
-2.985000e+01	-1.894914e-02	-2.985000e+01	-3.796216e-02	-3.385000e+01	9.347357e-03	-2.785000e+01	-1.157985e-02	-3.385000e+01	-1.485656e-02	-3.185000e+01	7.588526e-03	-2.585000e+01	-3.299078e-03	-2.585000e+01	-1.363028e-02	-2.385000e+01	4.696011e-03
-2.785000e+01	-9.076921e-03	-2.785000e+01	-5.911351e-03	-3.185000e+01	-1.040080e-02	-2.585000e+01	1.461615e-02	-3.185000e+01	-2.078924e-02	-2.985000e+01	3.361470e-03	-2.385000e+01	-1.782919e-02	-2.385000e+01	-1.200111e-02	-2.185000e+01	-1.585255e-02
-2.385000e+01	-1.622612e-02	-2.385000e+01	-2.553059e-02	-2.985000e+01	-6.693734e-02	-2.385000e+01	-9.008062e-03	-2.985000e+01	-2.026239e-02	-2.785000e+01	-1.961347e-02	-2.185000e+01	-9.102254e-03	-2.185000e+01	1.302768e-03	-1.985000e+01	-9.930165e-03
-1.985000e+01	4.266118e-03	-1.985000e+01	4.297917e-02	-2.585000e+01	-2.033931e-02	-2.185000e+01	-5.264995e-02	-2.785000e+01	6.219655e-03	-2.585000e+01	-3.709131e-02	-1.985000e+01	5.833313e-03	-1.985000e+01	-1.516445e-03	-1.785000e+01	2.607024e-04
-1.585000e+01	-1.037558e-02	-1.785000e+01	2.453377e-02	-2.385000e+01	-2.376733e-02	-1.985000e+01	-4.466610e-03	-2.585000e+01	-2.455251e-02	-2.385000e+01	-5.185016e-02	-1.785000e+01	9.773147e-03	-1.785000e+01	1.142203e-02	-1.585000e+01	6.338918e-03
-1.185000e+01	-8.445287e-03	-1.585000e+01	1.761291e-02	-2.185000e+01	-4.035740e-02	-1.785000e+01	-2.834297e-02	-2.385000e+01	5.481443e-03	-1.985000e+01	6.282546e-03	-1.585000e+01	-1.487371e-02	-1.385000e+01	3.538121e-03	-1.385000e+01	-6.148459e-03
-7.850000e+00	2.912090e-03	-1.185000e+01	7.091550e-03	-1.985000e+01	-4.179201e-02	-1.585000e+01	-3.797464e-02	-2.185000e+01	1.857764e-02	-1.585000e+01	2.936173e-03	-1.185000e+01	-3.339853e-02	-1.185000e+01	-1.852058e-02	-1.185000e+01	-1.418976e-02
-3.850000e+00	1.795070e-02	-9.850000e+00	1.468132e-03	-1.585000e+01	-8.655904e-03	-1.185000e+01	-1.639736e-02	-1.985000e+01	3.673914e-02	-1.185000e+01	-1.218873e-02	-7.850000e+00	1.338797e-02	-9.850000e+00	-6.833307e-03	-9.850000e+00	-3.715804e-03
-1.850000e+00	-1.473838e-03	-7.850000e+00	-5.277724e-02	-1.185000e+01	2.403576e-03	-9.850000e+00	5.010886e-03	-1.585000e+01	4.794715e-03	-9.850000e+00	-1.842941e-02	-5.850000e+00	1.799292e-02	-7.850000e+00	-6.224504e-03	-7.850000e+00	1.620759e-02
1.500000e-01	1.869383e-02	-5.850000e+00	-1.006951e-02	-9.850000e+00	2.767824e-02	-7.850000e+00	3.019037e-02	-1.385000e+01	-2.216257e-03	-7.850000e+00	2.054099e-02	-3.850000e+00	-1.150789e-02	-5.850000e+00	5.595472e-04	-5.850000e+00	2.831873e-02
4.150000e+00	2.370098e-03	-3.850000e+00	1.021955e-02	-7.850000e+00	1.204830e-02	-3.850000e+00	2.393389e-02	-1.185000e+01	1.763755e-02	-5.850000e+00	5.046618e-02	-1.850000e+00	1.053222e-02	-3.850000e+00	9.332069e-03	-3.850000e+00	7.072157e-03
8.150000e+00	1.583424e-02	1.500000e-01	6.139770e-02	-5.850000e+00	-1.764802e-02	-1.850000e+00	-2.389384e-02	-9.850000e+00	-6.904236e-03	-3.850000e+00	6.401206e-02	1.500000e-01	1.035766e-02	-1.850000e+00	-4.127401e-04	-1.850000e+00	-1.100385e-02
1.215000e+01	6.755743e-03	2.150000e+00	1.264560e-02	-3.850000e+00	5.041101e-02	1.500000e-01	-1.344289e-02	-7.850000e+00	-1.007676e-02	-1.850000e+00	6.318720e-03	2.150000e+00	-1.148371e-02	1.500000e-01	-1.297372e-02	1.500000e-01	3.348238e-02
1.415000e+01	2.880366e-03	4.150000e+00	2.249493e-02	1.500000e-01	3.823764e-02	2.150000e+00	-1.359369e-02	-5.850000e+00	5.654311e-03	1.500000e-01	2.082863e-02	4.150000e+00	2.557620e-03	2.150000e+00	-2.145976e-02	2.150000e+00	1.098624e-02
1.615000e+01	5.168317e-03	8.150000e+00	3.159187e-02	2.150000e+00	1.829717e-02	4.150000e+00	3.122126e-03	-3.850000e+00	-9.867213e-03	2.150000e+00	2.481624e-02	6.150000e+00	5.606829e-03	4.150000e+00	-3.157964e-02	4.150000e+00	3.944416e-02
1.815000e+01	1.238508e-02	1.015000e+01	2.999845e-02	4.150000e+00	-1.437182e-02	6.150000e+00	4.331533e-02	-1.850000e+00	2.272489e-02	6.150000e+00	2.797905e-02	8.150000e+00	2.658836e-02	8.150000e+00	4.794142e-03	8.150000e+00	3.343334e-02
2.215000e+01	3.675861e-03	1.215000e+01	-9.723958e-03	8.150000e+00	-1.908473e-02	8.150000e+00	2.344239e-02	1.500000e-01	1.166327e-02	1.015000e+01	-1.364528e-02	1.015000e+01	-9.258646e-03	1.015000e+01	1.056058e-02	1.015000e+01	1.379031e-02
2.415000e+01	1.183125e-02	1.615000e+01	3.399508e-02	1.015000e+01	-4.216481e-03	1.015000e+01	4.152288e-02	2.150000e+00	8.175540e-03	1.215000e+01	5.091103e-02	1.215000e+01	-3.126603e-02	1.215000e+01	2.473692e-03	1.215000e+01	9.980187e-03
2.815000e+01	1.425517e-02	2.015000e+01	2.042986e-02	1.415000e+01	1.281648e-02	1.215000e+01	-2.048795e-02	4.150000e+00	3.889029e-03	1.415000e+01	-2.938940e-03	1.415000e+01	4.176144e-02	1.415000e+01	-1.275133e-02	1.415000e+01	-1.077152e-02
3.015000e+01	2.833166e-02	2.215000e+01	2.662471e-02	1.615000e+01	1.891475e-02	1.415000e+01	-9.236082e-04	6.150000e+00	3.862975e-02	1.615000e+01	-2.068747e-02	1.815000e+01	7.285035e-03	1.615000e+01	-3.035873e-02	1.615000e+01	9.828728e-03
3.215000e+01	2.010933e-03	2.415000e+01	3.600048e-02	1.815000e+01	1.072090e-02	1.615000e+01	3.857652e-02	8.150000e+00	-6.778097e-03	1.815000e+01	4.671870e-02	2.215000e+01	2.150262e-02	1.815000e+01	1.750070e-04	1.815000e+01	5.041240e-03
3.615000e+01	8.525949e-03	2.815000e+01	4.148895e-02	2.015000e+01	-6.639005e-03	2.015000e+01	-1.337926e-02	1.215000e+01	3.711561e-02	2.015000e+01	4.967884e-02	2.615000e+01	1.734988e-02	2.215000e+01	-3.928229e-03	2.015000e+01	8.213306e-03
3.815000e+01	1.372306e-02	3.015000e+01	2.531487e-02	2.215000e+01	-4.573040e-04	2.215000e+01	-1.000332e-02	1.415000e+01	-1.040569e-02	2.215000e+01	2.781652e-02	2.815000e+01	-3.471228e-03	2.415000e+01	4.485616e-03	2.215000e+01	-1.196125e-02
4.015000e+01	5.067702e-03	3.215000e+01	3.252687e-02	2.415000e+01	3.074041e-03	2.615000e+01	-2.839247e-02	1.815000e+01	1.451835e-02	2.415000e+01	4.616218e-03	3.015000e+01	7.100419e-03	2.615000e+01	7.505443e-03	2.415000e+01	4.315883e-02
4.215000e+01	1.277337e-02	3.415000e+01	1.345693e-02	2.615000e+01	2.698083e-02	2.815000e+01	-3.447525e-03	2.215000e+01	-2.018686e-02	2.815000e+01	1.226881e-02	3.215000e+01	-2.646210e-02	2.815000e+01	-1.161703e-02	2.615000e+01	4.550450e-02
4.415000e+01	1.130428e-03	3.615000e+01	4.251084e-02	2.815000e+01	3.785723e-02	3.015000e+01	3.196445e-02	2.415000e+01	2.086973e-02	3.015000e+01	4.143737e-02	3.415000e+01	-6.262789e-03	3.015000e+01	1.578262e-02	3.015000e+01	4.310738e-02
4.615000e+01	4.001808e-03	3.815000e+01	4.142355e-02	3.015000e+01	3.560750e-02	3.415000e+01	2.131747e-03	2.815000e+01	-8.191339e-03	3.215000e+01	-5.624958e-03	3.615000e+01	1.971541e-02	3.215000e+01	-4.564437e-02	3.415000e+01	3.004492e-02
4.815000e+01	5.457445e-03	4.015000e+01	1.028700e-02	3.215000e+01	1.978542e-02	3.615000e+01	-9.472603e-03	3.015000e+01	2.633866e-02	3.415000e+01	2.035960e-02	3.815000e+01	-5.411978e-04	3.415000e+01	-9.640912e-03	3.815000e+01	6.953556e-02
5.015000e+01	6.533369e-03	4.215000e+01	4.670559e-02	3.415000e+01	-1.896929e-02	3.815000e+01	-2.223683e-02	3.215000e+01	3.946171e-02	3.815000e+01	-2.550278e-03	4.015000e+01	1.707858e-03	3.615000e+01	-7.669989e-03	4.215000e+01	2.757489e-03
5.215000e+01	6.148804e-03	4.415000e+01	3.418786e-03	3.615000e+01	-8.410661e-04	4.015000e+01	2.771479e-03	3.415000e+01	6.065439e-03	4.015000e+01	1.563844e-02	4.415000e+01	2.645117e-02	4.015000e+01	-1.926633e-02	4.415000e+01	-1.315711e-02
5.415000e+01	5.251076e-03	4.615000e+01	3.369932e-03	3.815000e+01	2.197949e-02	4.215000e+01	3.656109e-03	3.615000e+01	-1.350875e-02	4.215000e+01	8.118068e-03	4.615000e+01	1.090194e-02	4.215000e+01	1.085256e-02	4.615000e+01	-2.151690e-02
5.615000e+01	1.287258e-02	5.015000e+01	9.511342e-03	4.215000e+01	4.945261e-03	4.615000e+01	2.655199e-02	3.815000e+01	1.331039e-02	4.415000e+01	1.177349e-03	4.815000e+01	-5.621428e-03	4.415000e+01	1.815650e-02	4.815000e+01	-1.702689e-03
5.815000e+01	2.058966e-02	5.215000e+01	2.317341e-02	4.615000e+01	1.452373e-02	4.815000e+01	-8.178968e-04	4.015000e+01	4.903160e-02	4.615000e+01	-1.171399e-02	5.015000e+01	-6.987248e-03	4.615000e+01	9.586854e-03	5.215000e+01	3.112893e-02
6.215000e+01	1.065921e-02	5.415000e+01	1.427810e-02	5.015000e+01	-5.709500e-03	5.015000e+01	2.293418e-03	4.415000e+01	1.306034e-03	4.815000e+01	1.625820e-02	5.215000e+01	-7.490884e-04	4.815000e+01	2.402052e-03	5.415000e+01	-1.465624e-02
6.415000e+01	1.588550e-02	5.615000e+01	2.969569e-02	5.215000e+01	-1.729139e-02	5.215000e+01	-6.303297e-05	4.815000e+01	-8.497056e-03	5.015000e+01	3.863485e-02	5.415000e+01	2.730735e-03	5.015000e+01	-1.373360e-02	5.615000e+01	2.502382e-03
6.615000e+01	-7.041358e-04	5.815000e+01	4.631443e-02	5.415000e+01	3.489476e-02	5.415000e+01	-9.283587e-03	5.015000e+01	-1.734212e-02	5.215000e+01	2.425068e-02	5.615000e+01	2.864895e-02	5.215000e+01	-1.681714e-02	5.815000e+01	7.826551e-03
6.815000e+01	2.338607e-02	6.015000e+01	-1.451201e-02	5.615000e+01	-9.793642e-03	5.615000e+01	2.429957e-02	5.215000e+01	5.558067e-03	5.415000e+01	3.884469e-02	5.815000e+01	6.895608e-03	5.415000e+01	-2.090932e-02	6.015000e+01	-1.759237e-02
7.015000e+01	1.443576e-02	6.215000e+01	1.116687e-02	5.815000e+01	-2.634362e-03	5.815000e+01	3.865425e-02	5.415000e+01	-3.890525e-03	5.615000e+01	1.644315e-02	6.015000e+01	-5.608553e-03	5.615000e+01	1.945487e-04	6.215000e+01	-3.898764e-03
7.215000e+01	1.074388e-02	6.415000e+01	4.783337e-02	6.015000e+01	-4.490643e-03	6.015000e+01	-1.696699e-03	5.815000e+01	5.001800e-02	5.815000e+01	-2.413691e-02	6.215000e+01	1.626671e-02	5.815000e+01	4.177970e-02	6.615000e+01	4.779116e-03
7.415000e+01	-1.304955e-02	6.615000e+01	-9.417635e-03	6.215000e+01	-2.306895e-03	6.215000e+01	4.051850e-02	6.015000e+01	-1.538372e-02	6.015000e+01	6.926320e-02	6.415000e+01	3.648712e-02	6.015000e+01	-8.591285e-03	6.815000e+01	2.902662e-02
7.615000e+01	1.229961e-02	6.815000e+01	1.782803e-02	6.415000e+01	1.077545e-02	6.415000e+01	1.107183e-02	6.215000e+01	-2.595868e-02	6.215000e+01	2.988155e-02	6.615000e+01	2.083326e-02	6.215000e+01	1.960442e-02	7.015000e+01	6.933370e-03
7.815000e+01	3.309022e-04	7.015000e+01	-7.558212e-04	6.615000e+01	-3.776947e-02	6.615000e+01	-1.671241e-02	6.415000e+01	4.648174e-03	6.415000e+01	5.998572e-02	7.015000e+01	1.394257e-02	6.415000e+01	-1.443823e-02	7.215000e+01	1.840927e-02
8.015000e+01	4.439061e-03	7.215000e+01	4.136779e-04	6.815000e+01	7.828301e-03	6.815000e+01	2.053100e-02	6.615000e+01	2.605519e-02	6.615000e+01	4.018622e-03	7.215000e+01	-1.100310e-02	6.815000e+01	2.921793e-02	7.415000e+01	2.337127e-02
8.215000e+01	6.291426e-03	7.415000e+01	1.407148e-02	7.015000e+01	1.038986e-02	7.015000e+01	5.183871e-02	6.815000e+01	3.154722e-02	6.815000e+01	4.179052e-02	7.415000e+01	-1.132053e-02	7.015000e+01	-1.526084e-02	7.615000e+01	3.552936e-03
8.415000e+01	-2.453619e-03	7.615000e+01	4.597010e-03	7.215000e+01	-8.887819e-03	7.215000e+01	-9.522778e-03	7.015000e+01	3.850387e-02	7.015000e+01	9.894367e-03	7.615000e+01	1.571960e-02	7.215000e+01	1.591249e-02	7.815000e+01	-8.473537e-03
8.615000e+01	1.665814e-02	7.815000e+01	1.966562e-02	7.615000e+01	8.420688e-04	7.415000e+01	4.134091e-03	7.215000e+01	1.431445e-02	7.215000e+01	6.631488e-02	8.015000e+01	3.941404e-02	7.415000e+01	-1.035934e-02	8.215000e+01	-4.778729e-04
8.815000e+01	1.012661e-02	8.015000e+01	1.570914e-02	7.815000e+01	-9.217311e-03	7.615000e+01	6.553825e-02	7.415000e+01	-3.170780e-02	7.415000e+01	-5.413116e-02	8.215000e+01	2.119330e-02	7.615000e+01	-2.337814e-02	8.415000e+01	-2.276479e-02
9.215000e+01	2.001026e-02	8.215000e+01	1.701682e-02	8.015000e+01	-2.721465e-02	8.015000e+01	-6.677267e-04	7.815000e+01	3.557366e-03	7.815000e+01	1.919739e-03	8.415000e+01	7.349504e-04	8.015000e+01	-3.340371e-02	8.615000e+01	1.496373e-02
