# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
-4.185000e+01	5.142486e-03	-4.185000e+01	2.617412e-02	-4.185000e+01	-2.565616e-02	-4.185000e+01	3.297402e-02	-4.185000e+01	9.034223e-03	-3.985000e+01	-3.618505e-02	-3.185000e+01	-1.138063e-02	-3.185000e+01	2.039249e-02	-2.985000e+01	-8.101794e-03
-3.785000e+01	-5.732606e-03	-3.785000e+01	-2.103123e-02	-3.785000e+01	-1.857228e-02	-3.785000e+01	3.023589e-02	-3.985000e+01	-5.736995e-04	-3.585000e+01	1.788127e-02	-2.985000e+01	-7.499989e-03	-2.985000e+01	-1.433303e-02	-2.785000e+01	-4.384108e-02
-3.385000e+01	1.553396e-02	-3.385000e+01	3.794987e-02	-3.585000e+01	-2.594249e-02	-3.585000e+01	-1.347995e-02	-3.785000e+01	-9.865213e-03	-3.385000e+01	3.015480e-02	-2.785000e+01	1.455644e-02	-2.785000e+01	-9.397961e-03	-2.385000e+01	1.592453e-02
-2.985000e+01	-1.001995e-02	-3.185000e+01	-2.239983e-02	-3.385000e+01	1.467085e-02	-3.385000e+01	1.774332e-02	-3.385000e+01	-2.284907e-02	-3.185000e+01	1.728759e-02	-2.585000e+01	6.970189e-04	-2.585000e+01	3.315016e-02	-2.185000e+01	-1.414545e-02
-2.785000e+01	-1.007809e-04	-2.985000e+01	-4.094003e-02	-3.185000e+01	4.587000e-03	-3.185000e+01	-2.131713e-02	-3.185000e+01	-1.374882e-02	-2.985000e+01	1.409839e-02	-2.385000e+01	6.987987e-04	-2.185000e+01	2.367382e-02	-1.985000e+01	-1.729069e-02
-2.385000e+01	-1.226935e-02	-2.585000e+01	-5.001591e-03	-2.985000e+01	-2.366923e-02	-2.985000e+01	1.920661e-02	-2.985000e+01	-1.892055e-02	-2.785000e+01	-1.330254e-02	-2.185000e+01	1.260928e-02	-1.985000e+01	6.787696e-03	-1.785000e+01	1.555282e-02
-1.985000e+01	1.218304e-02	-2.185000e+01	1.087186e-02	-2.785000e+01	3.060779e-02	-2.785000e+01	1.801965e-02	-2.785000e+01	1.297173e-02	-2.585000e+01	-2.550640e-02	-1.985000e+01	2.760578e-02	-1.785000e+01	2.201160e-02	-1.385000e+01	-4.506966e-03
-1.785000e+01	1.043265e-03	-1.985000e+01	4.355215e-02	-2.585000e+01	-2.462906e-02	-2.585000e+01	2.241308e-02	-2.585000e+01	-2.614496e-02	-2.385000e+01	-5.918681e-02	-1.785000e+01	9.311054e-03	-1.585000e+01	-5.217876e-02	-1.185000e+01	-6.386524e-03
-1.585000e+01	-5.251978e-03	-1.785000e+01	4.005957e-02	-2.385000e+01	-1.892101e-02	-2.385000e+01	-3.996693e-03	-2.385000e+01	2.291915e-02	-1.985000e+01	2.273969e-02	-1.585000e+01	-8.914862e-03	-1.185000e+01	-4.769103e-03	-9.850000e+00	9.863246e-03
-1.185000e+01	-2.402442e-03	-1.385000e+01	-3.449225e-03	-2.185000e+01	-3.831227e-02	-2.185000e+01	-5.918952e-02	-2.185000e+01	2.972549e-02	-1.585000e+01	2.628483e-02	-1.185000e+01	-3.415346e-02	-9.850000e+00	1.683246e-02	-7.850000e+00	1.782797e-02
-7.850000e+00	1.083088e-02	-1.185000e+01	1.685109e-02	-1.785000e+01	-3.058601e-02	-1.785000e+01	-9.139855e-03	-1.985000e+01	4.977351e-02	-1.185000e+01	-2.209748e-02	-7.850000e+00	6.641661e-03	-7.850000e+00	1.645433e-03	-5.850000e+00	3.107948e-02
-5.850000e+00	1.154730e-02	-9.850000e+00	-1.367563e-03	-1.385000e+01	7.032186e-03	-1.585000e+01	-2.736768e-02	-1.585000e+01	1.821512e-02	-9.850000e+00	-1.573494e-02	-5.850000e+00	2.030604e-02	-5.850000e+00	-1.067015e-02	-3.850000e+00	1.024192e-02
-3.850000e+00	2.221883e-02	-7.850000e+00	-2.179434e-02	-1.185000e+01	1.559371e-02	-1.385000e+01	2.397937e-02	-1.385000e+01	1.648032e-03	-5.850000e+00	4.085088e-02	-3.850000e+00	-1.220303e-06	-3.850000e+00	1.157767e-02	-1.850000e+00	-3.495001e-02
1.500000e-01	2.376447e-02	-5.850000e+00	-1.203133e-02	-9.850000e+00	2.792677e-02	-9.850000e+00	8.500183e-03	-1.185000e+01	1.853381e-02	-3.850000e+00	5.952992e-02	-1.850000e+00	2.557292e-02	-1.850000e+00	-5.744381e-04	1.500000e-01	3.843533e-02
2.150000e+00	8.654446e-03	-3.850000e+00	9.045173e-03	-7.850000e+00	2.117117e-02	-7.850000e+00	3.197145e-02	-9.850000e+00	2.724350e-03	-1.850000e+00	6.387887e-03	1.500000e-01	1.606637e-02	1.500000e-01	-2.073728e-02	2.150000e+00	2.273930e-02
4.150000e+00	3.843590e-04	-1.850000e+00	-2.097603e-02	-5.850000e+00	9.857461e-03	-5.850000e+00	6.956526e-03	-7.850000e+00	7.735685e-03	2.150000e+00	2.992036e-02	2.150000e+00	-8.004059e-03	2.150000e+00	-2.293027e-02	6.150000e+00	2.381404e-02
6.150000e+00	3.153322e-02	1.500000e-01	6.380501e-02	-3.850000e+00	6.188533e-02	-3.850000e+00	1.622126e-02	-5.850000e+00	6.029472e-03	6.150000e+00	2.438551e-02	4.150000e+00	2.821982e-03	4.150000e+00	-2.047206e-02	8.150000e+00	3.518409e-02
8.150000e+00	2.203929e-02	4.150000e+00	2.085425e-02	-1.850000e+00	3.515872e-03	-1.850000e+00	-2.094283e-02	-3.850000e+00	9.250609e-03	8.150000e+00	3.931472e-02	6.150000e+00	2.290545e-02	6.150000e+00	7.927987e-03	1.015000e+01	2.252293e-02
1.015000e+01	2.009803e-02	6.150000e+00	6.344612e-02	1.500000e-01	3.301743e-02	1.500000e-01	-4.961341e-03	-1.850000e+00	1.265574e-02	1.015000e+01	-1.212216e-02	8.150000e+00	4.309633e-02	8.150000e+00	4.304568e-03	1.415000e+01	-9.716347e-03
1.215000e+01	1.424704e-02	8.150000e+00	4.690323e-02	4.150000e+00	-3.139406e-02	2.150000e+00	2.973713e-04	1.500000e-01	4.398087e-02	1.415000e+01	1.270679e-02	1.015000e+01	1.277670e-02	1.015000e+01	8.844664e-03	1.615000e+01	9.984460e-03
