# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
-4.185000e+01	7.321638e-03	-4.185000e+01	2.372610e-02	-4.185000e+01	-2.274874e-02	-4.185000e+01	3.898456e-02	-4.185000e+01	1.321345e-02	-4.185000e+01	-1.656718e-02	-3.185000e+01	-7.184122e-03	-3.185000e+01	9.964114e-03	-2.985000e+01	3.069500e-03
-3.785000e+01	-1.372905e-02	-3.785000e+01	-2.269821e-02	-3.785000e+01	-3.764829e-02	-3.785000e+01	2.180022e-02	-3.985000e+01	-2.730501e-02	-3.785000e+01	-1.931520e-02	-2.985000e+01	-6.739445e-03	-2.985000e+01	-1.167153e-02	-2.785000e+01	-5.052218e-02
-3.385000e+01	1.499841e-02	-3.385000e+01	3.762533e-02	-3.585000e+01	-2.437275e-02	-3.585000e+01	-2.346922e-02	-3.785000e+01	-1.078378e-02	-3.585000e+01	2.109392e-02	-2.785000e+01	1.191217e-02	-2.785000e+01	-2.150414e-02	-2.385000e+01	2.647257e-02
-2.985000e+01	-1.526079e-02	-3.185000e+01	-2.774821e-02	-3.385000e+01	1.900917e-02	-3.385000e+01	1.409407e-02	-3.385000e+01	-2.190498e-02	-3.385000e+01	2.616847e-02	-2.385000e+01	1.092734e-02	-2.385000e+01	-5.296489e-02	-2.185000e+01	-1.626555e-02
-2.785000e+01	-3.561792e-03	-2.985000e+01	-4.495266e-02	-3.185000e+01	1.517551e-02	-3.185000e+01	-2.465918e-02	-3.185000e+01	-1.007220e-02	-3.185000e+01	1.462546e-02	-2.185000e+01	1.743436e-02	-1.985000e+01	1.026421e-02	-1.985000e+01	-1.709815e-02
-2.585000e+01	-1.208198e-03	-2.585000e+01	-9.889951e-03	-2.985000e+01	-5.702641e-02	-2.985000e+01	8.248213e-03	-2.985000e+01	-2.626471e-02	-2.985000e+01	1.325077e-02	-1.985000e+01	2.533863e-02	-1.785000e+01	3.054198e-02	-1.785000e+01	2.050750e-02
-2.185000e+01	-7.935691e-03	-2.185000e+01	8.733373e-03	-2.585000e+01	-3.003457e-02	-2.785000e+01	1.478672e-02	-2.785000e+01	1.020587e-02	-2.785000e+01	-1.181597e-02	-1.785000e+01	6.143231e-03	-1.585000e+01	-4.627267e-02	-1.585000e+01	-3.259333e-03
-1.985000e+01	1.339978e-02	-1.785000e+01	3.335267e-02	-2.385000e+01	-1.848715e-02	-2.585000e+01	3.937845e-02	-2.585000e+01	-2.586513e-02	-2.585000e+01	-2.764409e-02	-1.585000e+01	3.373128e-03	-1.385000e+01	1.078588e-02	-1.385000e+01	-9.421657e-03
-1.785000e+01	-1.325141e-03	-1.585000e+01	1.282966e-02	-2.185000e+01	-4.656547e-02	-2.385000e+01	-4.235337e-03	-2.385000e+01	2.295917e-02	-2.185000e+01	-1.944127e-02	-1.385000e+01	-3.985555e-02	-9.850000e+00	1.591400e-02	-1.185000e+01	-1.145661e-02
-1.385000e+01	1.594113e-03	-1.385000e+01	4.276488e-03	-1.985000e+01	-4.738536e-02	-2.185000e+01	-6.663157e-02	-2.185000e+01	3.594275e-02	-1.785000e+01	-1.980777e-02	-9.850000e+00	-8.374864e-03	-7.850000e+00	9.382913e-04	-9.850000e+00	1.481267e-02
