# Delay[ns]	Avg Transient	0148 Delay[ns]	0148 Transient	0149 Delay[ns]	0149 Transient	0150 Delay[ns]	0150 Transient	0151 Delay[ns]	0151 Transient	0152 Delay[ns]	0152 Transient	0216 Delay[ns]	0216 Transient	0217 Delay[ns]	0217 Transient	0218 Delay[ns]	0218 Transient
-4.185000e+01	-2.866384e-05	-4.185000e+01	-6.078877e-05	-4.185000e+01	-1.193497e-04	-4.185000e+01	9.435332e-05	-4.185000e+01	1.529570e-05	-4.185000e+01	-7.282972e-05	-3.185000e+01	-1.655883e-05	-3.185000e+01	8.582342e-05	-3.185000e+01	-6.192220e-05
-3.985000e+01	1.520876e-05	-3.985000e+01	-1.383542e-04	-3.985000e+01	2.847485e-04	-3.985000e+01	-1.532102e-04	-3.985000e+01	2.271171e-05	-3.985000e+01	6.014794e-05	-2.985000e+01	4.568176e-06	-2.985000e+01	-6.572789e-05	-2.985000e+01	6.902809e-06
-3.785000e+01	3.365899e-05	-3.785000e+01	2.935361e-05	-3.785000e+01	1.206538e-04	-3.785000e+01	1.033384e-04	-3.785000e+01	-8.089512e-05	-3.785000e+01	-4.155737e-06	-2.785000e+01	2.194461e-05	-2.785000e+01	-3.995887e-05	-2.785000e+01	-1.885698e-04
-3.585000e+01	-2.485759e-05	-3.585000e+01	7.377421e-05	-3.585000e+01	-3.116856e-05	-3.585000e+01	-7.714113e-05	-3.585000e+01	-9.684258e-05	-3.585000e+01	7.090112e-06	-2.585000e+01	1.142657e-05	-2.585000e+01	-5.090679e-05	-2.585000e+01	-9.219107e-05
-3.385000e+01	6.926346e-05	-3.385000e+01	1.360684e-04	-3.385000e+01	3.996417e-05	-3.385000e+01	5.811678e-05	-3.385000e+01	-5.682933e-05	-3.385000e+01	1.689973e-04	-2.385000e+01	-2.018875e-05	-2.385000e+01	-6.936455e-05	-2.385000e+01	1.102299e-04
-3.185000e+01	-7.842052e-06	-3.185000e+01	6.447125e-05	-3.185000e+01	-5.021493e-05	-3.185000e+01	-9.163793e-05	-3.185000e+01	-4.878047e-05	-3.185000e+01	5.608328e-05	-2.185000e+01	-3.666864e-05	-2.185000e+01	1.052090e-05	-2.185000e+01	-6.115936e-05
-2.985000e+01	-3.439951e-05	-2.985000e+01	-1.822489e-04	-2.985000e+01	-1.199083e-04	-2.985000e+01	9.954377e-05	-2.985000e+01	-4.335272e-05	-2.985000e+01	2.502701e-05	-1.985000e+01	9.531902e-05	-1.985000e+01	-2.903832e-05	-1.985000e+01	-1.187473e-04
-2.785000e+01	3.574637e-06	-2.785000e+01	1.474509e-04	-2.785000e+01	4.060231e-06	-2.785000e+01	7.073452e-05	-2.785000e+01	9.766746e-05	-2.785000e+01	-8.473196e-05	-1.785000e+01	3.702961e-05	-1.785000e+01	4.955196e-05	-1.785000e+01	1.601666e-05
-2.585000e+01	-6.617584e-05	-2.585000e+01	-1.193763e-04	-2.585000e+01	-9.245368e-05	-2.585000e+01	-1.995004e-05	-2.585000e+01	-7.154903e-05	-2.585000e+01	-9.440635e-05	-1.585000e+01	1.248515e-05	-1.585000e+01	-1.552100e-04	-1.585000e+01	8.330640e-05
-2.385000e+01	-5.614348e-05	-2.385000e+01	-1.107484e-04	-2.385000e+01	-1.099295e-04	-2.385000e+01	-8.842969e-06	-2.385000e+01	-1.769413e-05	-2.385000e+01	-2.226094e-04	-1.385000e+01	4.541091e-05	-1.385000e+01	1.223760e-05	-1.385000e+01	-1.208408e-05
-2.185000e+01	-5.060114e-05	-2.185000e+01	2.102779e-05	-2.185000e+01	-1.481616e-04	-2.185000e+01	-2.118379e-04	-2.185000e+01	9.139709e-05	-2.185000e+01	-6.992739e-05	-1.185000e+01	-1.342202e-04	-1.185000e+01	5.291041e-05	-1.185000e+01	5.359544e-05
-1.985000e+01	2.326713e-05	-1.985000e+01	1.161592e-04	-1.985000e+01	-2.033452e-04	-1.985000e+01	3.841732e-05	-1.985000e+01	2.192921e-04	-1.985000e+01	6.808022e-05	-9.850000e+00	4.401953e-05	-9.850000e+00	5.604820e-05	-9.850000e+00	4.067882e-05
-1.785000e+01	-1.028733e-05	-1.785000e+01	8.013391e-05	-1.785000e+01	-8.939328e-05	-1.785000e+01	-2.114529e-05	-1.785000e+01	-7.260251e-05	-1.785000e+01	-8.188970e-05	-7.850000e+00	2.721519e-05	-7.850000e+00	1.622085e-05	-7.850000e+00	1.152391e-04
-1.585000e+01	-2.515969e-06	-1.585000e+01	7.386598e-05	-1.585000e+01	-3.145737e-05	-1.585000e+01	-4.889796e-05	-1.585000e+01	3.000228e-05	-1.585000e+01	1.577780e-05	-5.850000e+00	1.055164e-04	-5.850000e+00	-6.856691e-05	-5.850000e+00	1.272573e-04
-1.385000e+01	1.449856e-05	-1.385000e+01	-7.132509e-05	-1.385000e+01	7.802063e-05	-1.385000e+01	-7.347254e-06	-1.385000e+01	1.028284e-04	-1.385000e+01	-3.175263e-05	-3.850000e+00	-5.050655e-05	-3.850000e+00	4.365028e-05	-3.850000e+00	1.496457e-05
-1.185000e+01	5.022906e-06	-1.185000e+01	9.149143e-05	-1.185000e+01	3.002723e-05	-1.185000e+01	-7.069861e-05	-1.185000e+01	5.818097e-05	-1.185000e+01	-4.110344e-05	-1.850000e+00	6.671462e-05	-1.850000e+00	-2.023059e-05	-1.850000e+00	-5.638598e-05
-9.850000e+00	2.640546e-05	-9.850000e+00	-6.170304e-06	-9.850000e+00	1.088598e-04	-9.850000e+00	5.003762e-05	-9.850000e+00	-2.785248e-05	-9.850000e+00	-5.437749e-05	1.500000e-01	7.342655e-05	1.500000e-01	-8.142753e-05	1.500000e-01	1.390988e-04
-7.850000e+00	4.802758e-05	-7.850000e+00	4.634006e-05	-7.850000e+00	7.207267e-05	-7.850000e+00	9.533654e-05	-7.850000e+00	-5.542074e-05	-7.850000e+00	6.721700e-05	2.150000e+00	2.970312e-05	2.150000e+00	-8.404958e-05	2.150000e+00	3.802175e-05
-5.850000e+00	5.644575e-05	-5.850000e+00	-4.626057e-05	-5.850000e+00	1.092838e-04	-5.850000e+00	1.633289e-04	-5.850000e+00	-3.841459e-05	-5.850000e+00	9.942168e-05	4.150000e+00	4.242617e-05	4.150000e+00	-4.522553e-05	4.150000e+00	2.025089e-04
-3.850000e+00	6.301305e-05	-3.850000e+00	6.242521e-05	-3.850000e+00	2.012860e-04	-3.850000e+00	-1.815494e-05	-3.850000e+00	3.493031e-05	-3.850000e+00	2.155096e-04	6.150000e+00	7.090287e-05	6.150000e+00	1.005676e-04	6.150000e+00	8.381779e-05
-1.850000e+00	1.026408e-05	-1.850000e+00	2.600222e-05	-1.850000e+00	7.222859e-05	-1.850000e+00	-6.368936e-05	-1.850000e+00	1.627583e-04	-1.850000e+00	-1.052852e-04	8.150000e+00	1.105252e-04	8.150000e+00	-7.185110e-05	8.150000e+00	1.280552e-04
1.500000e-01	8.769419e-05	1.500000e-01	2.794480e-04	1.500000e-01	1.274785e-04	1.500000e-01	2.645118e-05	1.500000e-01	8.244750e-05	1.500000e-01	5.463051e-05	1.015000e+01	3.483478e-05	1.015000e+01	2.573748e-05	1.015000e+01	5.355933e-05
2.150000e+00	4.274679e-05	2.150000e+00	7.944739e-05	2.150000e+00	8.685419e-05	2.150000e+00	-1.467914e-05	2.150000e+00	6.242065e-05	2.150000e+00	1.442559e-04	1.215000e+01	-1.020185e-04	1.215000e+01	-2.363849e-05	1.215000e+01	5.673349e-05
4.150000e+00	3.603957e-05	4.150000e+00	1.139682e-04	4.150000e+00	-6.053728e-05	4.150000e+00	-2.159149e-05	4.150000e+00	7.982183e-05	4.150000e+00	-2.305427e-05	1.415000e+01	1.544858e-04	1.415000e+01	-5.225087e-05	1.415000e+01	-4.132779e-05
6.150000e+00	1.191180e-04	6.150000e+00	3.205664e-04	6.150000e+00	9.567125e-06	6.150000e+00	1.529335e-04	6.150000e+00	1.468645e-04	6.150000e+00	6.772458e-05	1.615000e+01	8.045861e-05	1.615000e+01	-1.155895e-04	1.615000e+01	3.755617e-05
