# Delay[ns]	Avg Transient	0195 Delay[ns]	0195 Transient	0196 Delay[ns]	0196 Transient	0197 Delay[ns]	0197 Transient	0198 Delay[ns]	0198 Transient	0199 Delay[ns]	0199 Transient	0201 Delay[ns]	0201 Transient	0202 Delay[ns]	0202 Transient
-2.185000e+01	-3.632509e-07	-2.185000e+01	-2.536089e-05	-2.185000e+01	4.094633e-05	-2.185000e+01	4.794465e-05	-9.850000e+00	4.063618e-05	-9.850000e+00	-9.046721e-06	-9.850000e+00	-3.052557e-05	-9.850000e+00	3.244956e-05
-1.985000e+01	6.321203e-06	-1.985000e+01	1.603064e-05	-1.985000e+01	-1.601187e-05	-1.985000e+01	-3.421179e-06	-7.850000e+00	-4.503666e-06	-7.850000e+00	-1.415457e-04	-7.850000e+00	9.886840e-05	-7.850000e+00	-1.650999e-05
-1.785000e+01	-3.090269e-06	-1.785000e+01	-7.992029e-05	-1.785000e+01	-3.498499e-05	-1.785000e+01	-3.697996e-06	-5.850000e+00	3.243032e-05	-5.850000e+00	7.306392e-05	-5.850000e+00	1.511502e-05	-5.850000e+00	-2.494131e-06
-1.585000e+01	2.251651e-05	-1.585000e+01	-2.566041e-06	-1.585000e+01	1.084214e-05	-1.585000e+01	2.532073e-05	-3.850000e+00	7.069519e-05	-3.850000e+00	2.049350e-05	-3.850000e+00	-2.706477e-05	-3.850000e+00	-5.075677e-06
-1.385000e+01	1.961033e-05	-1.385000e+01	1.448558e-05	-1.385000e+01	-7.403513e-06	-1.385000e+01	1.333010e-04	-1.850000e+00	-4.909213e-05	-1.850000e+00	9.938539e-06	-1.850000e+00	6.533189e-06	-1.850000e+00	2.925550e-05
-1.185000e+01	-2.318690e-05	-1.185000e+01	-1.548786e-05	-1.185000e+01	-5.185247e-05	-1.185000e+01	-8.787297e-05	1.500000e-01	5.254179e-04	1.500000e-01	2.936950e-04	1.500000e-01	4.765911e-04	1.500000e-01	5.542490e-04
-9.850000e+00	1.828884e-05	-9.850000e+00	5.124778e-06	-9.850000e+00	7.167315e-05	-9.850000e+00	1.771052e-05	2.150000e+00	3.206548e-04	2.150000e+00	2.447819e-04	2.150000e+00	3.551173e-04	2.150000e+00	2.548274e-04
-7.850000e+00	-1.830592e-05	-7.850000e+00	-6.257749e-05	-7.850000e+00	-8.226965e-06	-7.850000e+00	6.353976e-06	4.150000e+00	1.626006e-04	4.150000e+00	3.092299e-04	4.150000e+00	1.889271e-04	4.150000e+00	2.752533e-04
-5.850000e+00	-3.134146e-06	-5.850000e+00	-3.769049e-05	-5.850000e+00	-4.132980e-05	-5.850000e+00	-6.103387e-05	6.150000e+00	2.496679e-04	6.150000e+00	2.125851e-04	6.150000e+00	1.109058e-04	6.150000e+00	1.934124e-04
-3.850000e+00	1.171796e-05	-3.850000e+00	-9.099266e-07	-3.850000e+00	1.278316e-05	-3.850000e+00	1.110427e-05	8.150000e+00	1.550289e-04	8.150000e+00	2.500933e-04	8.150000e+00	1.676680e-04	8.150000e+00	2.014929e-04
-1.850000e+00	5.052083e-06	-1.850000e+00	8.917891e-06	-1.850000e+00	1.223333e-05	-1.850000e+00	1.757826e-05	1.015000e+01	8.806623e-05	1.015000e+01	8.558531e-05	1.015000e+01	1.398730e-04	1.015000e+01	1.793761e-04
1.500000e-01	4.747819e-04	1.500000e-01	4.763791e-04	1.500000e-01	5.867863e-04	1.500000e-01	4.103552e-04	1.215000e+01	1.155366e-04	1.215000e+01	1.959896e-04	1.215000e+01	1.688514e-04	1.215000e+01	1.839847e-04
2.150000e+00	2.940956e-04	2.150000e+00	2.580718e-04	2.150000e+00	2.738007e-04	2.150000e+00	3.514152e-04	1.415000e+01	1.711189e-04	1.415000e+01	1.477876e-04	1.415000e+01	2.911142e-05	1.415000e+01	5.891975e-05
4.150000e+00	2.238632e-04	4.150000e+00	2.087401e-04	4.150000e+00	2.660448e-04	4.150000e+00	1.562468e-04	1.615000e+01	1.413028e-04	1.615000e+01	1.734536e-04	1.615000e+01	8.824850e-05	1.615000e+01	1.220504e-04
6.150000e+00	2.339259e-04	6.150000e+00	2.669134e-04	6.150000e+00	2.502490e-04	6.150000e+00	3.537478e-04	1.815000e+01	7.349388e-05	1.815000e+01	1.004601e-04	1.815000e+01	8.521548e-05	1.815000e+01	2.175287e-04
8.150000e+00	2.073331e-04	8.150000e+00	2.114095e-04	8.150000e+00	1.836560e-04	8.150000e+00	2.819830e-04	2.015000e+01	1.583027e-04	2.015000e+01	8.639721e-05	2.015000e+01	9.801032e-05	2.015000e+01	4.264238e-05
1.015000e+01	1.464850e-04	1.015000e+01	1.376278e-04	1.015000e+01	1.670797e-04	1.015000e+01	2.277866e-04	2.215000e+01	1.312018e-04	2.215000e+01	1.538818e-04	2.215000e+01	1.020111e-04	2.215000e+01	2.081255e-04
1.215000e+01	1.493952e-04	1.215000e+01	1.131903e-04	1.215000e+01	1.245226e-04	1.215000e+01	1.436908e-04	2.415000e+01	1.553044e-04	2.415000e+01	3.921065e-05	2.415000e+01	1.354111e-04	2.415000e+01	3.721086e-05
1.415000e+01	1.197482e-04	1.415000e+01	1.105912e-04	1.415000e+01	1.416682e-04	1.415000e+01	1.790402e-04	2.615000e+01	9.391714e-05	2.615000e+01	1.571971e-04	2.615000e+01	4.491005e-05	2.615000e+01	1.101455e-04
1.615000e+01	1.115901e-04	1.615000e+01	7.700925e-05	1.615000e+01	9.681043e-05	1.615000e+01	8.225572e-05	2.815000e+01	1.142914e-04	2.815000e+01	1.153281e-04	2.815000e+01	1.316740e-04	2.815000e+01	1.117023e-04
1.815000e+01	1.324204e-04	1.815000e+01	1.329078e-04	1.815000e+01	9.951031e-05	1.815000e+01	2.178263e-04	3.015000e+01	1.927085e-04	3.015000e+01	1.624780e-04	3.015000e+01	6.070601e-05	3.015000e+01	1.888373e-05
2.015000e+01	1.164811e-04	2.015000e+01	1.446299e-04	2.015000e+01	1.259840e-04	2.015000e+01	1.594014e-04	3.215000e+01	3.839059e-05	3.215000e+01	5.367403e-05	3.215000e+01	1.012027e-04	3.215000e+01	7.649908e-05
2.215000e+01	1.425265e-04	2.215000e+01	1.268143e-04	2.215000e+01	1.250271e-04	2.215000e+01	1.506241e-04	3.415000e+01	5.471110e-05	3.415000e+01	4.742810e-05	3.415000e+01	9.754254e-05	3.415000e+01	-2.959179e-06
2.415000e+01	1.043445e-04	2.415000e+01	1.702802e-04	2.415000e+01	5.083036e-05	2.415000e+01	1.421641e-04	3.615000e+01	1.044402e-04	3.615000e+01	1.474154e-04	3.615000e+01	1.147520e-04	3.615000e+01	1.890582e-05
2.615000e+01	1.270109e-04	2.615000e+01	1.661256e-04	2.615000e+01	1.683169e-04	2.615000e+01	1.484642e-04	3.815000e+01	3.457246e-05	3.815000e+01	9.469800e-05	3.815000e+01	6.611674e-05	3.815000e+01	1.261206e-04
2.815000e+01	1.164183e-04	2.815000e+01	4.998446e-05	2.815000e+01	1.019976e-04	2.815000e+01	1.899504e-04	4.015000e+01	5.629735e-05	4.015000e+01	3.169923e-05	4.015000e+01	1.132686e-04	4.015000e+01	8.320665e-05
3.015000e+01	1.103535e-04	3.015000e+01	1.011211e-04	3.015000e+01	8.097621e-05	3.015000e+01	1.556012e-04	4.215000e+01	1.489612e-04	4.215000e+01	1.611751e-04	4.215000e+01	3.978289e-05	4.215000e+01	1.095261e-04
3.215000e+01	9.249311e-05	3.215000e+01	5.560847e-05	3.215000e+01	1.806899e-04	3.215000e+01	1.413870e-04	4.415000e+01	9.307494e-05	4.415000e+01	1.204710e-04	4.415000e+01	4.294585e-05	4.415000e+01	5.586828e-05
3.415000e+01	7.297639e-05	3.415000e+01	1.170582e-04	3.415000e+01	5.560460e-05	3.415000e+01	1.414494e-04	4.615000e+01	7.407766e-05	4.615000e+01	2.333729e-05	4.615000e+01	1.209641e-04	4.615000e+01	8.460099e-05
3.615000e+01	9.435741e-05	3.615000e+01	1.432558e-04	3.615000e+01	8.281423e-05	3.615000e+01	4.891841e-05	4.815000e+01	1.680993e-04	4.815000e+01	1.362583e-04	4.815000e+01	1.594236e-05	4.815000e+01	1.310320e-04
3.815000e+01	9.693129e-05	3.815000e+01	1.784477e-04	3.815000e+01	1.419251e-04	3.815000e+01	3.663854e-05	5.015000e+01	6.997676e-05	5.015000e+01	1.884421e-04	5.015000e+01	8.936506e-05	5.015000e+01	2.007156e-05
4.015000e+01	7.992725e-05	4.015000e+01	1.453544e-04	4.015000e+01	8.720730e-05	4.015000e+01	4.245727e-05	5.215000e+01	1.114076e-04	5.215000e+01	1.289351e-04	5.215000e+01	4.715469e-05	5.215000e+01	1.616847e-04
4.215000e+01	1.133839e-04	4.215000e+01	5.106451e-05	4.215000e+01	1.535276e-04	4.215000e+01	1.296496e-04	5.415000e+01	8.354490e-05	5.415000e+01	4.594367e-05	5.415000e+01	6.049569e-05	5.415000e+01	5.965109e-05
4.415000e+01	9.993106e-05	4.415000e+01	1.360585e-04	4.415000e+01	1.246014e-04	4.415000e+01	1.264974e-04	5.615000e+01	4.846337e-05	5.615000e+01	1.301646e-04	5.615000e+01	9.038753e-05	5.615000e+01	-2.564316e-05
4.615000e+01	8.521584e-05	4.615000e+01	1.028400e-04	4.615000e+01	1.157213e-04	4.615000e+01	7.496952e-05	5.815000e+01	1.117738e-04	5.815000e+01	6.309540e-05	5.815000e+01	8.011058e-05	5.815000e+01	1.669767e-04
4.815000e+01	1.296982e-04	4.815000e+01	1.876432e-04	4.815000e+01	8.293670e-05	4.815000e+01	1.859755e-04	6.015000e+01	2.038809e-04	6.015000e+01	6.323296e-05	6.015000e+01	1.082794e-04	6.015000e+01	7.804325e-05
5.015000e+01	7.782424e-05	5.015000e+01	2.710305e-05	5.015000e+01	1.135436e-04	5.015000e+01	3.626754e-05	6.215000e+01	1.410960e-04	6.215000e+01	1.190245e-04	6.215000e+01	4.299771e-05	6.215000e+01	1.245089e-04
5.215000e+01	1.143858e-04	5.215000e+01	1.255294e-04	5.215000e+01	1.359227e-04	5.215000e+01	9.006666e-05	6.415000e+01	1.504663e-04	6.415000e+01	6.758821e-05	6.415000e+01	1.528262e-05	6.415000e+01	5.435975e-05
5.415000e+01	7.088340e-05	5.415000e+01	9.417536e-05	5.415000e+01	1.007218e-04	5.415000e+01	5.165132e-05	6.615000e+01	8.569087e-05	6.615000e+01	1.344189e-04	6.615000e+01	8.080418e-05	6.615000e+01	4.408690e-05
5.615000e+01	7.543233e-05	5.615000e+01	1.121047e-04	5.615000e+01	5.072592e-05	5.615000e+01	1.218233e-04	6.815000e+01	8.677613e-05	6.815000e+01	8.698095e-05	6.815000e+01	-4.699000e-05	6.815000e+01	7.585427e-05
5.815000e+01	1.076106e-04	5.815000e+01	1.152244e-04	5.815000e+01	9.721329e-05	5.815000e+01	1.188797e-04	7.015000e+01	1.223250e-04	7.015000e+01	5.506073e-05	7.015000e+01	4.635345e-05	7.015000e+01	3.358514e-05
6.015000e+01	1.079547e-04	6.015000e+01	1.679887e-04	6.015000e+01	4.783774e-05	6.015000e+01	8.642019e-05	7.215000e+01	7.964279e-05	7.215000e+01	1.016495e-04	7.215000e+01	7.507362e-05	7.215000e+01	1.340623e-05
6.215000e+01	9.900564e-05	6.215000e+01	2.554963e-05	6.215000e+01	8.615757e-05	6.215000e+01	1.537051e-04	7.415000e+01	8.143118e-05	7.415000e+01	1.313796e-04	7.415000e+01	4.226397e-05	7.415000e+01	3.992318e-05
6.415000e+01	8.857174e-05	6.415000e+01	1.391179e-04	6.415000e+01	1.253379e-04	6.415000e+01	6.784948e-05	7.615000e+01	7.403006e-05	7.615000e+01	1.218851e-04	7.615000e+01	3.660249e-05	7.615000e+01	1.300224e-04
6.615000e+01	1.013053e-04	6.615000e+01	1.101473e-04	6.615000e+01	8.100515e-05	6.615000e+01	1.729841e-04	7.815000e+01	2.147353e-05	7.815000e+01	6.118916e-05	7.815000e+01	3.952265e-05	7.815000e+01	1.149524e-04
6.815000e+01	8.026815e-05	6.815000e+01	4.373608e-05	6.815000e+01	1.217865e-04	6.815000e+01	1.937331e-04	8.015000e+01	8.561275e-05	8.015000e+01	1.572656e-05	8.015000e+01	7.178183e-05	8.015000e+01	6.234920e-05
7.015000e+01	8.022328e-05	7.015000e+01	9.915921e-05	7.015000e+01	1.024204e-04	7.015000e+01	1.026591e-04	8.215000e+01	1.126943e-04	8.215000e+01	1.094968e-04	8.215000e+01	-4.195784e-06	8.215000e+01	9.844341e-07
7.215000e+01	6.963681e-05	7.215000e+01	7.509599e-05	7.215000e+01	6.791321e-05	7.215000e+01	7.467626e-05	8.415000e+01	1.181442e-04	8.415000e+01	8.261214e-05	8.415000e+01	-5.721250e-06	8.415000e+01	1.299380e-05
7.415000e+01	9.284760e-05	7.415000e+01	1.312277e-04	7.415000e+01	1.325903e-04	7.415000e+01	9.111723e-05	8.615000e+01	1.421217e-04	8.615000e+01	4.641446e-05	8.615000e+01	7.219758e-05	8.615000e+01	9.014991e-06
7.615000e+01	8.718548e-05	7.615000e+01	4.887009e-05	7.615000e+01	9.968351e-05	7.615000e+01	9.920476e-05	8.815000e+01	3.376095e-05	8.815000e+01	2.828620e-05	8.815000e+01	2.474049e-05	8.815000e+01	2.017511e-05
7.815000e+01	3.891280e-05	7.815000e+01	3.842221e-05	7.815000e+01	1.693101e-05	7.815000e+01	-2.010133e-05	9.015000e+01	8.194260e-05	9.015000e+01	8.643921e-06	9.015000e+01	7.437762e-05	9.015000e+01	3.198271e-05
8.015000e+01	6.470964e-05	8.015000e+01	3.048550e-06	8.015000e+01	1.495952e-04	8.015000e+01	6.485340e-05	9.215000e+01	1.489575e-04	9.215000e+01	-8.648138e-05	9.215000e+01	1.060581e-04	9.215000e+01	3.449203e-05
8.215000e+01	5.521007e-05	8.215000e+01	2.269262e-05	8.215000e+01	1.110982e-04	8.215000e+01	3.369985e-05	9.415000e+01	1.247219e-04	9.415000e+01	6.630299e-05	9.415000e+01	3.516352e-05	9.415000e+01	-5.278898e-05
8.415000e+01	6.466180e-05	8.415000e+01	5.040643e-05	8.415000e+01	1.291793e-04	8.415000e+01	6.501806e-05	9.615000e+01	1.066638e-04	9.615000e+01	1.278151e-05	9.615000e+01	2.852776e-05	9.615000e+01	3.396949e-05
8.615000e+01	8.688357e-05	8.615000e+01	8.490735e-05	8.615000e+01	6.964090e-05	8.615000e+01	1.838880e-04	9.815000e+01	4.530125e-05	9.815000e+01	6.577312e-05	9.815000e+01	-2.172225e-05	9.815000e+01	1.878128e-05
8.815000e+01	6.109235e-05	8.815000e+01	1.360700e-04	8.815000e+01	8.165069e-05	8.815000e+01	1.029630e-04	1.001500e+02	9.148401e-05	1.001500e+02	7.686890e-05	1.001500e+02	7.348256e-06	1.001500e+02	1.077691e-04
9.015000e+01	6.731559e-05	9.015000e+01	1.316551e-04	9.015000e+01	6.636103e-05	9.015000e+01	7.624611e-05	1.021500e+02	9.896112e-05	1.021500e+02	1.216929e-04	1.021500e+02	4.409640e-05	1.021500e+02	-4.805680e-05
9.215000e+01	5.298621e-05	9.215000e+01	9.823467e-05	9.215000e+01	-7.446033e-06	9.215000e+01	7.708856e-05	1.041500e+02	7.190438e-05	1.041500e+02	8.918274e-05	1.041500e+02	5.873056e-05	1.041500e+02	1.217968e-04
9.415000e+01	5.317401e-05	9.415000e+01	1.369060e-04	9.415000e+01	-7.435879e-06	9.415000e+01	6.934857e-05	1.061500e+02	3.159836e-05	1.061500e+02	1.832928e-05	1.061500e+02	5.133480e-05	1.061500e+02	8.557520e-06
9.615000e+01	5.285196e-05	9.615000e+01	3.566036e-05	9.615000e+01	6.898072e-05	9.615000e+01	8.338005e-05	1.081500e+02	1.085300e-04	1.081500e+02	1.413092e-04	1.081500e+02	6.534228e-05	1.081500e+02	5.005738e-05
9.815000e+01	3.444931e-05	9.815000e+01	9.162105e-06	9.815000e+01	8.373252e-05	9.815000e+01	4.011714e-05	1.101500e+02	1.292918e-04	1.101500e+02	6.096236e-05	1.101500e+02	2.838644e-05	1.101500e+02	1.036329e-05
1.001500e+02	7.550915e-05	1.001500e+02	5.292319e-05	1.001500e+02	9.484457e-05	1.001500e+02	9.732610e-05	1.121500e+02	5.430125e-05	1.121500e+02	1.078486e-04	1.121500e+02	-1.818152e-05	1.121500e+02	1.072265e-04
1.021500e+02	5.586627e-05	1.021500e+02	3.750727e-05	1.021500e+02	7.598962e-05	1.021500e+02	6.087340e-05	1.141500e+02	1.597632e-04	1.141500e+02	1.547081e-04	1.141500e+02	1.346041e-05	1.141500e+02	1.393623e-05
1.041500e+02	8.349497e-05	1.041500e+02	1.285150e-04	1.041500e+02	1.235197e-04	1.041500e+02	-9.184405e-06	1.161500e+02	2.038062e-04	1.161500e+02	9.812529e-05	1.161500e+02	8.072849e-05	1.161500e+02	5.732040e-05
1.061500e+02	4.282071e-05	1.061500e+02	9.332229e-05	1.061500e+02	-2.956207e-05	1.061500e+02	1.261648e-04	1.181500e+02	1.255264e-04	1.181500e+02	7.897603e-05	1.181500e+02	1.907915e-04	1.181500e+02	7.864340e-05
1.081500e+02	1.113821e-04	1.081500e+02	1.130852e-04	1.081500e+02	1.806935e-04	1.081500e+02	1.206575e-04	1.201500e+02	2.043660e-05	1.201500e+02	2.040125e-04	1.201500e+02	5.376020e-05	1.201500e+02	6.974191e-05
1.101500e+02	8.406089e-05	1.101500e+02	1.580850e-04	1.101500e+02	9.273848e-05	1.101500e+02	1.085988e-04	1.221500e+02	7.857375e-05	1.221500e+02	1.001271e-04	1.221500e+02	6.140670e-05	1.221500e+02	1.245237e-05
1.121500e+02	6.053296e-05	1.121500e+02	4.533335e-05	1.121500e+02	6.914053e-05	1.121500e+02	5.806197e-05	1.241500e+02	5.323387e-05	1.241500e+02	8.780299e-05	1.241500e+02	8.747392e-06	1.241500e+02	1.351450e-05
1.141500e+02	7.401877e-05	1.141500e+02	1.225101e-04	1.141500e+02	-2.615787e-06	1.141500e+02	5.636921e-05	1.261500e+02	1.159847e-04	1.261500e+02	5.631786e-05	1.261500e+02	8.378422e-06	1.261500e+02	3.616508e-05
1.161500e+02	1.047112e-04	1.161500e+02	9.510053e-05	1.161500e+02	9.868602e-05	1.161500e+02	9.921124e-05	1.281500e+02	7.973663e-05	1.281500e+02	3.346961e-05	1.281500e+02	4.732631e-05	1.281500e+02	4.072741e-05
1.181500e+02	1.263841e-04	1.181500e+02	1.362416e-04	1.181500e+02	9.972025e-05	1.181500e+02	1.747897e-04	1.301500e+02	1.887138e-04	1.301500e+02	1.040903e-04	1.301500e+02	1.197069e-05	1.301500e+02	2.143950e-05
1.201500e+02	8.543602e-05	1.201500e+02	9.506255e-05	1.201500e+02	7.829280e-05	1.201500e+02	7.674560e-05	1.321500e+02	9.907670e-05	1.321500e+02	1.786780e-04	1.321500e+02	1.931289e-05	1.321500e+02	3.194194e-06
1.221500e+02	6.731408e-05	1.221500e+02	1.457768e-04	1.221500e+02	3.100644e-05	1.221500e+02	4.185545e-05	1.341500e+02	8.214919e-05	1.341500e+02	8.198805e-05	1.341500e+02	2.056858e-04	1.341500e+02	8.587025e-05
1.241500e+02	4.798441e-05	1.241500e+02	1.877838e-05	1.241500e+02	8.524259e-05	1.241500e+02	6.857114e-05	1.361500e+02	9.667686e-05	1.361500e+02	1.284148e-04	1.361500e+02	4.818000e-05	1.361500e+02	4.745231e-05
1.261500e+02	6.459557e-05	1.261500e+02	8.867429e-05	1.261500e+02	-9.173093e-07	1.261500e+02	1.475660e-04	1.381500e+02	3.922419e-05	1.381500e+02	5.148484e-05	1.381500e+02	5.437924e-05	1.381500e+02	-4.889109e-06
1.281500e+02	7.014736e-05	1.281500e+02	1.142865e-04	1.281500e+02	6.943481e-05	1.281500e+02	1.060502e-04	1.401500e+02	9.888335e-05	1.401500e+02	7.308178e-05	1.401500e+02	3.559407e-05	1.401500e+02	6.892328e-05
1.301500e+02	5.600053e-05	1.301500e+02	1.272065e-05	1.301500e+02	9.567388e-05	1.301500e+02	-4.260515e-05	1.421500e+02	3.254158e-05	1.421500e+02	4.797935e-05	1.421500e+02	2.588224e-05	1.421500e+02	5.635853e-05
1.321500e+02	8.413788e-05	1.321500e+02	1.795185e-04	1.321500e+02	5.165676e-05	1.321500e+02	5.752804e-05	1.441500e+02	1.462930e-04	1.441500e+02	3.333175e-05	1.441500e+02	1.007179e-04	1.441500e+02	5.169185e-05
1.341500e+02	9.880088e-05	1.341500e+02	1.087021e-04	1.341500e+02	6.089267e-05	1.341500e+02	6.631803e-05	1.461500e+02	6.241756e-05	1.461500e+02	6.374458e-05	1.461500e+02	3.958047e-05	1.461500e+02	4.825753e-05
1.361500e+02	8.006117e-05	1.361500e+02	7.197552e-05	1.361500e+02	6.776536e-05	1.361500e+02	9.996328e-05	1.481500e+02	8.607218e-05	1.481500e+02	1.362992e-04	1.481500e+02	9.954965e-05	1.481500e+02	-3.200379e-05
1.381500e+02	5.640146e-05	1.381500e+02	7.977438e-05	1.381500e+02	1.188485e-04	1.381500e+02	5.598818e-05	1.501500e+02	5.363462e-05	1.501500e+02	4.465668e-05	1.501500e+02	3.451060e-05	1.501500e+02	5.345254e-05
1.401500e+02	5.733666e-05	1.401500e+02	6.888020e-05	1.401500e+02	6.651261e-05	1.401500e+02	-1.051870e-05	1.521500e+02	2.904123e-05	1.521500e+02	3.873005e-05	1.521500e+02	7.456895e-05	1.521500e+02	2.760356e-05
1.421500e+02	3.389538e-05	1.421500e+02	3.227770e-05	1.421500e+02	2.319141e-05	1.421500e+02	1.903684e-05	1.541500e+02	-3.342633e-05	1.541500e+02	7.714719e-05	1.541500e+02	2.061100e-05	1.541500e+02	-1.877747e-05
1.441500e+02	8.046239e-05	1.441500e+02	8.705737e-05	1.441500e+02	1.091472e-04	1.441500e+02	3.499766e-05	1.561500e+02	3.834876e-05	1.561500e+02	1.208820e-05	1.561500e+02	4.660264e-05	1.561500e+02	4.949627e-05
1.461500e+02	6.029419e-05	1.461500e+02	3.573772e-05	1.461500e+02	3.905687e-05	1.461500e+02	1.332646e-04	1.581500e+02	6.816476e-05	1.581500e+02	8.893176e-05	1.581500e+02	-2.681588e-06	1.581500e+02	1.111903e-05
1.481500e+02	6.988927e-05	1.481500e+02	3.067788e-05	1.481500e+02	7.833946e-05	1.481500e+02	9.029026e-05	1.601500e+02	1.907856e-04	1.601500e+02	4.543150e-05	1.601500e+02	1.631229e-05	1.601500e+02	3.176852e-05
1.501500e+02	5.662811e-05	1.501500e+02	1.169592e-04	1.501500e+02	4.343894e-05	1.501500e+02	4.974420e-05	1.621500e+02	1.202325e-04	1.621500e+02	6.527774e-05	1.621500e+02	-2.719824e-05	1.621500e+02	6.503467e-05
1.521500e+02	4.331927e-05	1.521500e+02	3.124638e-06	1.521500e+02	4.943898e-05	1.521500e+02	8.072750e-05	1.641500e+02	7.553370e-05	1.641500e+02	8.347649e-05	1.641500e+02	3.453221e-05	1.641500e+02	-1.033915e-05
1.541500e+02	2.334978e-05	1.541500e+02	4.540655e-05	1.541500e+02	-1.007653e-05	1.541500e+02	8.256409e-05	1.661500e+02	1.179644e-04	1.661500e+02	4.472798e-05	1.661500e+02	2.507907e-05	1.661500e+02	6.411187e-05
1.561500e+02	4.353381e-05	1.561500e+02	5.275566e-05	1.561500e+02	8.724635e-05	1.561500e+02	1.819878e-05	1.681500e+02	3.257851e-05	1.681500e+02	2.264853e-05	1.681500e+02	5.668717e-06	1.681500e+02	5.007134e-05
1.581500e+02	5.301783e-05	1.581500e+02	7.996160e-05	1.581500e+02	7.017325e-05	1.581500e+02	5.545604e-05	1.701500e+02	-3.287644e-06	1.701500e+02	6.889969e-05	1.701500e+02	4.250479e-05	1.701500e+02	7.968540e-05
1.601500e+02	7.618955e-05	1.601500e+02	8.872406e-05	1.601500e+02	9.192429e-05	1.601500e+02	6.838057e-05	1.721500e+02	4.892628e-05	1.721500e+02	5.930052e-05	1.721500e+02	2.176578e-05	1.721500e+02	8.398222e-05
1.621500e+02	4.733702e-05	1.621500e+02	2.589411e-05	1.621500e+02	2.474322e-05	1.621500e+02	5.737522e-05	1.741500e+02	9.975025e-05	1.741500e+02	3.764623e-05	1.741500e+02	2.913242e-05	1.741500e+02	-6.183150e-08
1.641500e+02	5.368578e-05	1.641500e+02	6.292187e-05	1.641500e+02	5.230218e-05	1.641500e+02	7.737313e-05	1.761500e+02	1.615907e-04	1.761500e+02	1.634987e-05	1.761500e+02	5.134412e-05	1.761500e+02	-1.424900e-05
