# Delay[ns]	Avg Transient	0195 Delay[ns]	0195 Transient	0196 Delay[ns]	0196 Transient	0197 Delay[ns]	0197 Transient	0198 Delay[ns]	0198 Transient	0199 Delay[ns]	0199 Transient	0201 Delay[ns]	0201 Transient	0202 Delay[ns]	0202 Transient
-2.385000e+01	1.075525e-02	-2.385000e+01	-1.213342e-02	-2.385000e+01	3.592609e-02	-2.385000e+01	1.283389e-02	-1.185000e+01	-2.491786e-02	-1.185000e+01	-1.503719e-02	-1.185000e+01	3.683399e-02	-1.185000e+01	2.783453e-02
-2.185000e+01	6.732906e-03	-2.185000e+01	-2.299553e-03	-2.185000e+01	3.941144e-04	-2.185000e+01	8.936903e-02	-9.850000e+00	3.980054e-02	-9.850000e+00	1.844881e-02	-9.850000e+00	-3.190551e-02	-9.850000e+00	-1.513669e-02
-1.985000e+01	7.623209e-03	-1.985000e+01	2.966391e-02	-1.985000e+01	3.513569e-02	-1.985000e+01	7.212754e-03	-7.850000e+00	1.447886e-03	-7.850000e+00	1.364705e-02	-7.850000e+00	2.180667e-02	-7.850000e+00	8.877705e-03
-1.785000e+01	-2.779829e-03	-1.785000e+01	4.147396e-03	-1.785000e+01	-6.315351e-03	-1.785000e+01	1.622494e-02	-5.850000e+00	-1.028633e-02	-5.850000e+00	5.319052e-02	-5.850000e+00	5.064279e-02	-5.850000e+00	-6.529808e-03
-1.585000e+01	1.033370e-02	-1.585000e+01	3.276493e-04	-1.585000e+01	5.194263e-02	-1.585000e+01	-1.128285e-02	-3.850000e+00	3.088798e-02	-3.850000e+00	-2.065064e-02	-3.850000e+00	-1.679652e-02	-3.850000e+00	-1.434371e-02
-1.385000e+01	-7.022671e-03	-1.385000e+01	-2.717035e-02	-1.385000e+01	-4.721440e-03	-1.385000e+01	2.225829e-02	-1.850000e+00	3.530552e-03	-1.850000e+00	-3.018662e-02	-1.850000e+00	-2.074918e-02	-1.850000e+00	1.434187e-02
-1.185000e+01	-1.262314e-03	-1.185000e+01	-3.574294e-03	-1.185000e+01	6.131535e-03	-1.185000e+01	-3.610690e-02	1.500000e-01	-5.387988e-02	1.500000e-01	-1.210699e-02	1.500000e-01	-6.896038e-02	1.500000e-01	-7.790039e-02
-9.850000e+00	9.944314e-03	-9.850000e+00	2.776632e-02	-9.850000e+00	3.494858e-02	-9.850000e+00	-4.311855e-03	2.150000e+00	-4.427177e-02	2.150000e+00	-5.227583e-02	2.150000e+00	-8.149139e-02	2.150000e+00	-3.317123e-02
-7.850000e+00	-3.118743e-03	-7.850000e+00	-3.584188e-02	-7.850000e+00	-2.684994e-02	-7.850000e+00	-4.918693e-03	4.150000e+00	-3.573923e-02	4.150000e+00	-8.989971e-02	4.150000e+00	-8.922697e-02	4.150000e+00	-5.110192e-02
-5.850000e+00	3.635609e-03	-5.850000e+00	3.108826e-02	-5.850000e+00	-3.114718e-02	-5.850000e+00	-6.150899e-02	6.150000e+00	-7.035002e-03	6.150000e+00	1.155575e-02	6.150000e+00	4.281973e-03	6.150000e+00	-9.699335e-03
-3.850000e+00	-1.601394e-03	-3.850000e+00	9.439729e-03	-3.850000e+00	1.146633e-02	-3.850000e+00	-1.121293e-02	8.150000e+00	-1.563139e-02	8.150000e+00	1.735339e-02	8.150000e+00	-4.971355e-02	8.150000e+00	-3.649071e-02
-1.850000e+00	-5.983350e-03	-1.850000e+00	-3.165579e-02	-1.850000e+00	6.211501e-03	-1.850000e+00	1.662422e-02	1.015000e+01	-3.354669e-02	1.015000e+01	-5.353674e-02	1.015000e+01	-7.924587e-03	1.015000e+01	1.665198e-02
1.500000e-01	-5.536525e-02	1.500000e-01	-5.108578e-02	1.500000e-01	-4.995998e-02	1.500000e-01	-7.366338e-02	1.215000e+01	-2.514831e-03	1.215000e+01	-3.310929e-02	1.215000e+01	-7.172547e-02	1.215000e+01	-5.141764e-02
2.150000e+00	-6.076059e-02	2.150000e+00	-4.079235e-02	2.150000e+00	-1.174288e-01	2.150000e+00	-5.589276e-02	1.415000e+01	-4.192432e-02	1.415000e+01	-1.825982e-02	1.415000e+01	-7.643089e-02	1.415000e+01	-6.930279e-02
4.150000e+00	-5.903772e-02	4.150000e+00	-8.096200e-02	4.150000e+00	-2.980064e-02	4.150000e+00	-3.653359e-02	1.615000e+01	-4.370961e-02	1.615000e+01	-1.845503e-02	1.615000e+01	-1.367078e-03	1.615000e+01	-3.554368e-02
6.150000e+00	-1.763604e-02	6.150000e+00	-3.318810e-02	6.150000e+00	-1.925466e-02	6.150000e+00	-7.011293e-02	1.815000e+01	-1.054858e-02	1.815000e+01	1.258006e-02	1.815000e+01	-5.470823e-02	1.815000e+01	3.719437e-02
8.150000e+00	-2.539464e-02	8.150000e+00	-3.284049e-02	8.150000e+00	-3.415885e-02	8.150000e+00	-2.628088e-02	2.015000e+01	-3.890632e-02	2.015000e+01	2.082384e-02	2.015000e+01	-6.546845e-02	2.015000e+01	-4.922926e-03
1.015000e+01	-1.948418e-02	1.015000e+01	-3.066517e-02	1.015000e+01	-1.508624e-02	1.015000e+01	-1.228184e-02	2.215000e+01	-3.752004e-02	2.215000e+01	-7.369422e-02	2.215000e+01	-9.422035e-02	2.215000e+01	4.621897e-02
1.215000e+01	-3.548662e-02	1.215000e+01	-2.230904e-02	1.215000e+01	-1.429086e-02	1.215000e+01	-5.303919e-02	2.415000e+01	3.150837e-02	2.415000e+01	-8.737896e-02	2.415000e+01	-5.338449e-02	2.415000e+01	-5.846138e-02
1.415000e+01	-2.880755e-02	1.415000e+01	8.122372e-03	1.415000e+01	-1.100575e-02	1.415000e+01	7.148372e-03	2.615000e+01	2.402517e-02	2.615000e+01	-1.002816e-02	2.615000e+01	-6.634868e-02	2.615000e+01	8.982525e-03
1.615000e+01	-3.053176e-02	1.615000e+01	-2.430153e-02	1.615000e+01	-4.679208e-02	1.615000e+01	-4.355331e-02	2.815000e+01	-1.504389e-02	2.815000e+01	-8.985696e-02	2.815000e+01	-3.342976e-02	2.815000e+01	1.797481e-02
1.815000e+01	-2.102106e-02	1.815000e+01	-1.284143e-02	1.815000e+01	-9.982567e-02	1.815000e+01	-1.899795e-02	3.015000e+01	-1.611545e-02	3.015000e+01	1.783859e-02	3.015000e+01	-2.748905e-02	3.015000e+01	-1.442090e-02
2.015000e+01	-2.012388e-02	2.015000e+01	-6.775189e-03	2.015000e+01	-1.027388e-02	2.015000e+01	-3.534427e-02	3.215000e+01	3.443395e-04	3.215000e+01	1.234559e-02	3.215000e+01	-1.360530e-02	3.215000e+01	-3.633491e-02
2.215000e+01	-1.935111e-02	2.215000e+01	-3.225763e-02	2.215000e+01	4.689243e-02	2.215000e+01	9.123038e-03	3.415000e+01	3.381182e-03	3.415000e+01	-2.625756e-02	3.415000e+01	-6.841375e-03	3.415000e+01	-6.304382e-02
2.415000e+01	-2.745111e-02	2.415000e+01	-1.277961e-02	2.415000e+01	-1.062768e-03	2.415000e+01	-1.059895e-02	3.615000e+01	-1.364729e-03	3.615000e+01	-1.177135e-02	3.615000e+01	-1.332496e-02	3.615000e+01	-2.957153e-02
2.615000e+01	-2.250030e-02	2.615000e+01	-5.980260e-02	2.615000e+01	-5.129275e-02	2.615000e+01	-3.037607e-03	3.815000e+01	-2.615959e-02	3.815000e+01	9.083269e-03	3.815000e+01	-2.800586e-02	3.815000e+01	4.860408e-03
2.815000e+01	-1.864965e-02	2.815000e+01	1.592951e-02	2.815000e+01	-2.819495e-02	2.815000e+01	2.073697e-03	4.015000e+01	-3.483834e-02	4.015000e+01	-3.516047e-03	4.015000e+01	-4.031839e-02	4.015000e+01	-5.883710e-03
3.015000e+01	-2.587834e-02	3.015000e+01	-6.714828e-02	3.015000e+01	-2.759319e-02	3.015000e+01	-4.622011e-02	4.215000e+01	2.863716e-02	4.215000e+01	5.319666e-02	4.215000e+01	-5.544710e-03	4.215000e+01	8.575793e-03
3.215000e+01	-1.160915e-02	3.215000e+01	-1.220939e-02	3.215000e+01	9.253816e-03	3.215000e+01	-4.105818e-02	4.415000e+01	-3.158377e-02	4.415000e+01	4.808765e-02	4.415000e+01	-6.742115e-03	4.415000e+01	2.520361e-03
3.415000e+01	-2.020701e-02	3.415000e+01	-2.608553e-02	3.415000e+01	2.197655e-02	3.415000e+01	-4.457851e-02	4.615000e+01	3.496529e-03	4.615000e+01	4.101471e-03	4.615000e+01	-1.484196e-02	4.615000e+01	-1.260664e-02
3.615000e+01	-6.677783e-03	3.615000e+01	5.787030e-02	3.615000e+01	-6.861430e-03	3.615000e+01	-4.172078e-02	4.815000e+01	3.651772e-02	4.815000e+01	-3.568992e-02	4.815000e+01	-4.561414e-02	4.815000e+01	2.613378e-02
3.815000e+01	-1.516549e-02	3.815000e+01	2.486278e-02	3.815000e+01	-2.479081e-02	3.815000e+01	-6.600863e-02	5.015000e+01	-3.167566e-03	5.015000e+01	2.720794e-02	5.015000e+01	-4.842288e-02	5.015000e+01	-5.318156e-02
4.015000e+01	-2.200113e-02	4.015000e+01	1.480504e-02	4.015000e+01	-3.675548e-02	4.015000e+01	-4.750100e-02	5.215000e+01	-2.057689e-02	5.215000e+01	4.219470e-02	5.215000e+01	-4.046579e-02	5.215000e+01	8.344555e-03
4.215000e+01	3.104711e-03	4.215000e+01	-3.364979e-02	4.215000e+01	-3.090833e-03	4.215000e+01	-2.639131e-02	5.415000e+01	4.281829e-02	5.415000e+01	-5.093854e-02	5.415000e+01	-2.923997e-02	5.415000e+01	1.094066e-02
4.415000e+01	-8.001665e-03	4.415000e+01	-4.404822e-03	4.415000e+01	-3.988449e-04	4.415000e+01	-6.349012e-02	5.615000e+01	-4.265950e-02	5.615000e+01	1.304873e-02	5.615000e+01	1.283457e-02	5.615000e+01	5.512283e-03
4.615000e+01	-9.933541e-03	4.615000e+01	-3.976893e-02	4.615000e+01	-4.435254e-02	4.615000e+01	3.443728e-02	5.815000e+01	-1.943295e-02	5.815000e+01	-2.750227e-02	5.815000e+01	-7.062375e-02	5.815000e+01	1.396032e-03
4.815000e+01	-2.523991e-02	4.815000e+01	-3.832856e-02	4.815000e+01	-9.127826e-02	4.815000e+01	-2.841998e-02	6.015000e+01	3.451666e-02	6.015000e+01	-1.592518e-02	6.015000e+01	-5.228877e-03	6.015000e+01	-2.709869e-02
5.015000e+01	-4.116401e-03	5.015000e+01	-7.172451e-03	5.015000e+01	3.679610e-02	5.015000e+01	1.912560e-02	6.215000e+01	3.380039e-02	6.215000e+01	-4.181213e-02	6.215000e+01	1.536990e-02	6.215000e+01	-2.764816e-03
5.215000e+01	-7.493751e-03	5.215000e+01	-1.273307e-02	5.215000e+01	-1.346435e-03	5.215000e+01	-2.787332e-02	6.415000e+01	4.037233e-02	6.415000e+01	6.265325e-03	6.415000e+01	-5.869954e-02	6.415000e+01	-3.176657e-02
5.415000e+01	-1.062341e-02	5.415000e+01	-3.477743e-02	5.415000e+01	-1.230460e-02	5.415000e+01	-8.622498e-04	6.615000e+01	-5.193816e-02	6.615000e+01	1.949587e-02	6.615000e+01	-1.916831e-02	6.615000e+01	-1.275571e-02
5.615000e+01	-2.648656e-03	5.615000e+01	1.005207e-02	5.615000e+01	5.208789e-03	5.615000e+01	-2.253754e-02	6.815000e+01	6.867988e-03	6.815000e+01	-5.775934e-02	6.815000e+01	-5.352359e-02	6.815000e+01	-4.918749e-03
5.815000e+01	-1.195451e-02	5.815000e+01	-4.248683e-03	5.815000e+01	3.541010e-02	5.815000e+01	1.319929e-03	7.015000e+01	-1.580421e-03	7.015000e+01	-3.066942e-02	7.015000e+01	-8.211807e-02	7.015000e+01	-3.126868e-02
6.015000e+01	-7.894275e-03	6.015000e+01	-4.985431e-02	6.015000e+01	-1.328403e-02	6.015000e+01	2.161451e-02	7.215000e+01	-5.102395e-02	7.215000e+01	-6.618591e-02	7.215000e+01	-3.080602e-02	7.215000e+01	-2.896476e-03
6.215000e+01	-3.058519e-03	6.215000e+01	-5.621395e-03	6.215000e+01	1.137160e-02	6.215000e+01	-3.175318e-02	7.415000e+01	2.144162e-02	7.415000e+01	-6.115660e-03	7.415000e+01	-3.971300e-02	7.415000e+01	1.130868e-02
6.415000e+01	-8.317240e-03	6.415000e+01	-3.164866e-02	6.415000e+01	9.358454e-04	6.415000e+01	1.632059e-02	7.615000e+01	-3.420753e-03	7.615000e+01	-1.843680e-02	7.615000e+01	1.084586e-02	7.615000e+01	-3.261551e-02
6.615000e+01	-7.632258e-03	6.615000e+01	1.490016e-02	6.615000e+01	3.054235e-03	6.615000e+01	-7.013898e-03	7.815000e+01	2.204964e-02	7.815000e+01	8.835973e-03	7.815000e+01	-6.691574e-02	7.815000e+01	2.241914e-02
6.815000e+01	-1.560319e-02	6.815000e+01	-2.364521e-02	6.815000e+01	-5.350262e-04	6.815000e+01	2.429163e-02	8.015000e+01	3.229396e-02	8.015000e+01	-4.232887e-02	8.015000e+01	-6.843891e-02	8.015000e+01	-8.021857e-03
7.015000e+01	-1.904494e-02	7.015000e+01	-6.675750e-03	7.015000e+01	-1.900088e-02	7.015000e+01	3.799866e-02	8.215000e+01	3.580864e-02	8.215000e+01	2.988469e-02	8.215000e+01	-6.989233e-02	8.215000e+01	1.217324e-02
7.215000e+01	-2.465688e-02	7.215000e+01	-1.685447e-02	7.215000e+01	-1.884805e-02	7.215000e+01	1.401669e-02	8.415000e+01	-1.530674e-02	8.415000e+01	-2.208184e-02	8.415000e+01	3.783493e-03	8.415000e+01	2.840143e-02
7.415000e+01	-5.943188e-03	7.415000e+01	2.975095e-02	7.415000e+01	-2.134581e-02	7.415000e+01	-3.692911e-02	8.615000e+01	-5.516676e-03	8.615000e+01	-2.817653e-02	8.615000e+01	-3.707189e-02	8.615000e+01	1.345411e-02
7.615000e+01	-6.479111e-03	7.615000e+01	-6.308035e-02	7.615000e+01	3.725995e-02	7.615000e+01	2.409383e-02	8.815000e+01	-3.976966e-02	8.815000e+01	-4.502427e-02	8.815000e+01	-4.727892e-02	8.815000e+01	6.918467e-03
7.815000e+01	-8.988478e-03	7.815000e+01	-1.294108e-02	7.815000e+01	-3.411332e-03	7.815000e+01	-3.295594e-02	9.015000e+01	-1.902817e-03	9.015000e+01	2.903938e-03	9.015000e+01	-3.731595e-03	9.015000e+01	3.766867e-03
8.015000e+01	-1.270060e-02	8.015000e+01	-4.208404e-02	8.015000e+01	2.546290e-02	8.015000e+01	1.421261e-02	9.215000e+01	4.298489e-02	9.215000e+01	-9.912135e-02	9.215000e+01	3.605170e-02	9.215000e+01	-7.132638e-03
8.215000e+01	-1.000170e-02	8.215000e+01	-1.676053e-04	8.215000e+01	3.045083e-02	8.215000e+01	-1.082694e-01	9.415000e+01	-5.055028e-02	9.415000e+01	-2.665461e-02	9.415000e+01	2.588902e-02	9.415000e+01	-5.684615e-02
8.415000e+01	-3.632576e-05	8.415000e+01	4.491950e-02	8.415000e+01	-4.918005e-02	8.415000e+01	9.209930e-03	9.615000e+01	-2.038893e-02	9.615000e+01	4.928759e-02	9.615000e+01	3.964927e-02	9.615000e+01	1.496896e-03
8.615000e+01	4.788535e-03	8.615000e+01	3.677784e-02	8.615000e+01	4.095940e-02	8.615000e+01	1.309350e-02	9.815000e+01	-1.983649e-02	9.815000e+01	-1.854018e-02	9.815000e+01	-1.447992e-02	9.815000e+01	-4.608644e-02
8.815000e+01	-2.484720e-02	8.815000e+01	-5.933082e-03	8.815000e+01	-3.261910e-02	8.815000e+01	-1.022383e-02	1.001500e+02	-4.406081e-03	1.001500e+02	-2.958210e-02	1.001500e+02	-1.172139e-01	1.001500e+02	-1.461577e-02
9.015000e+01	-2.220430e-02	9.015000e+01	-4.141782e-02	9.015000e+01	-5.045196e-02	9.015000e+01	-6.459670e-02	1.021500e+02	-1.650970e-02	1.021500e+02	1.488094e-02	1.021500e+02	1.168335e-02	1.021500e+02	7.900004e-04
9.215000e+01	-1.095654e-02	9.215000e+01	-5.914365e-03	9.215000e+01	-4.896294e-02	9.215000e+01	5.398891e-03	1.041500e+02	1.761820e-02	1.041500e+02	-2.288146e-02	1.041500e+02	-4.304701e-02	1.041500e+02	-1.363084e-04
9.415000e+01	-1.747631e-02	9.415000e+01	3.424312e-02	9.415000e+01	-5.407844e-02	9.415000e+01	5.663185e-03	1.061500e+02	-1.857144e-02	1.061500e+02	-4.195112e-02	1.061500e+02	-9.981425e-03	1.061500e+02	-5.697632e-02
9.615000e+01	7.158283e-03	9.615000e+01	-1.315265e-02	9.615000e+01	1.763253e-02	9.615000e+01	-2.441671e-02	1.081500e+02	-2.674502e-03	1.081500e+02	6.605765e-03	1.081500e+02	-2.460703e-02	1.081500e+02	-5.277531e-02
9.815000e+01	-1.341740e-02	9.815000e+01	2.432665e-02	9.815000e+01	-9.104059e-03	9.815000e+01	-1.020137e-02	1.101500e+02	3.854300e-02	1.101500e+02	2.581729e-02	1.101500e+02	-2.288305e-02	1.101500e+02	7.813566e-03
1.001500e+02	-2.707904e-02	1.001500e+02	-1.052338e-02	1.001500e+02	1.880896e-03	1.001500e+02	-1.509300e-02	1.121500e+02	-5.753869e-02	1.121500e+02	-1.781928e-02	1.121500e+02	-8.375082e-02	1.121500e+02	3.886118e-02
1.021500e+02	-7.509865e-03	1.021500e+02	-1.294321e-03	1.021500e+02	-4.241939e-02	1.021500e+02	-1.969993e-02	1.141500e+02	3.786136e-02	1.141500e+02	1.409445e-02	1.141500e+02	-7.370245e-02	1.141500e+02	-1.729955e-02
1.041500e+02	-1.512626e-02	1.041500e+02	-1.423467e-02	1.041500e+02	-1.690590e-02	1.041500e+02	-2.629666e-02	1.161500e+02	7.472940e-02	1.161500e+02	-1.159233e-02	1.161500e+02	1.070442e-02	1.161500e+02	-4.575670e-02
1.061500e+02	-2.554600e-02	1.061500e+02	2.632695e-03	1.061500e+02	-3.320962e-02	1.061500e+02	-2.076476e-02	1.181500e+02	6.041002e-02	1.181500e+02	-2.966495e-02	1.181500e+02	1.058941e-02	1.181500e+02	6.017681e-02
1.081500e+02	-6.392016e-03	1.081500e+02	2.714552e-03	1.081500e+02	2.328245e-02	1.081500e+02	2.709967e-03	1.201500e+02	-1.877353e-02	1.201500e+02	3.744089e-03	1.201500e+02	-6.430784e-02	1.201500e+02	-2.670064e-02
1.101500e+02	-4.996095e-03	1.101500e+02	-5.412823e-02	1.101500e+02	-6.533043e-02	1.101500e+02	3.519518e-02	1.221500e+02	7.252429e-06	1.221500e+02	-2.969481e-02	1.221500e+02	-7.369400e-02	1.221500e+02	1.570286e-02
1.121500e+02	-1.913886e-02	1.121500e+02	-9.769747e-03	1.121500e+02	4.172087e-02	1.121500e+02	-4.567556e-02	1.241500e+02	1.352332e-02	1.241500e+02	-2.244444e-02	1.241500e+02	-1.851024e-02	1.241500e+02	-2.183421e-02
1.141500e+02	-9.954341e-03	1.141500e+02	-3.291559e-03	1.141500e+02	-3.983992e-02	1.141500e+02	1.249728e-02	1.261500e+02	-3.582054e-02	1.261500e+02	9.916078e-03	1.261500e+02	-4.008711e-02	1.261500e+02	-4.668599e-02
1.161500e+02	7.793025e-03	1.161500e+02	3.722864e-03	1.161500e+02	-9.939063e-03	1.161500e+02	3.268259e-02	1.281500e+02	-6.984094e-03	1.281500e+02	2.879154e-02	1.281500e+02	-9.717758e-02	1.281500e+02	-9.115024e-03
1.181500e+02	2.238414e-02	1.181500e+02	3.957251e-02	1.181500e+02	1.775345e-02	1.181500e+02	-2.148230e-03	1.301500e+02	-2.329082e-02	1.301500e+02	-1.570878e-04	1.301500e+02	-2.768579e-02	1.301500e+02	-7.349875e-02
1.201500e+02	-2.663937e-02	1.201500e+02	-1.746721e-02	1.201500e+02	-4.181588e-02	1.201500e+02	-2.115454e-02	1.321500e+02	-1.751819e-02	1.321500e+02	-1.960118e-02	1.321500e+02	-1.436127e-02	1.321500e+02	1.861910e-02
1.221500e+02	-1.781105e-02	1.221500e+02	-3.622390e-02	1.221500e+02	3.743863e-02	1.221500e+02	-3.821338e-02	1.341500e+02	-3.611749e-02	1.341500e+02	-9.478046e-03	1.341500e+02	-1.353280e-02	1.341500e+02	4.023762e-02
1.241500e+02	-1.613877e-02	1.241500e+02	-1.897909e-02	1.241500e+02	-1.673884e-02	1.241500e+02	-2.798787e-02	1.361500e+02	6.961138e-03	1.361500e+02	1.040529e-02	1.361500e+02	-2.218657e-02	1.361500e+02	9.690800e-03
1.261500e+02	-2.648075e-02	1.261500e+02	-5.848903e-02	1.261500e+02	-2.323823e-02	1.261500e+02	9.039587e-03	1.381500e+02	7.809916e-03	1.381500e+02	5.796648e-02	1.381500e+02	1.980248e-03	1.381500e+02	-3.415480e-02
1.281500e+02	-1.645545e-02	1.281500e+02	2.331849e-02	1.281500e+02	-3.614551e-03	1.281500e+02	-5.040696e-02	1.401500e+02	-3.501610e-02	1.401500e+02	1.197651e-02	1.401500e+02	1.151533e-02	1.401500e+02	-2.057740e-02
1.301500e+02	-2.871470e-02	1.301500e+02	-1.371897e-03	1.301500e+02	-1.458376e-02	1.301500e+02	-6.041483e-02	1.421500e+02	1.008227e-03	1.421500e+02	-3.855119e-02	1.421500e+02	-7.054799e-02	1.421500e+02	-6.611614e-03
1.321500e+02	-9.654586e-03	1.321500e+02	9.809899e-04	1.321500e+02	-1.992150e-02	1.321500e+02	-1.578005e-02	1.441500e+02	-2.695430e-02	1.441500e+02	3.161230e-02	1.441500e+02	-3.539936e-02	1.441500e+02	-1.525077e-02
1.341500e+02	3.677955e-03	1.341500e+02	4.294759e-02	1.341500e+02	-9.297820e-03	1.341500e+02	1.098663e-02	1.461500e+02	6.935516e-03	1.461500e+02	-1.681761e-02	1.461500e+02	-3.004931e-02	1.461500e+02	1.005405e-02
1.361500e+02	-6.704545e-03	1.361500e+02	6.954850e-03	1.361500e+02	-2.484527e-02	1.361500e+02	-3.391206e-02	1.481500e+02	-2.676411e-03	1.481500e+02	-2.784202e-02	1.481500e+02	-8.821743e-03	1.481500e+02	1.069217e-03
1.381500e+02	-5.898435e-03	1.381500e+02	-4.704345e-02	1.381500e+02	-2.461940e-02	1.381500e+02	-3.228033e-03	1.501500e+02	-4.868992e-02	1.501500e+02	-2.202238e-02	1.501500e+02	-5.185625e-02	1.501500e+02	-4.442811e-03
1.401500e+02	-2.066697e-02	1.401500e+02	-1.496671e-02	1.401500e+02	-1.718686e-02	1.401500e+02	-8.041358e-02	1.521500e+02	-3.076393e-02	1.521500e+02	-2.466497e-02	1.521500e+02	-3.493961e-02	1.521500e+02	-2.047120e-02
1.421500e+02	-2.009546e-02	1.421500e+02	9.037039e-03	1.421500e+02	-2.424000e-02	1.421500e+02	-1.076272e-02	1.541500e+02	-2.598322e-02	1.541500e+02	-6.548870e-03	1.541500e+02	-6.947888e-02	1.541500e+02	-1.871675e-02
1.441500e+02	-1.535890e-02	1.441500e+02	5.456134e-03	1.441500e+02	-7.184432e-02	1.441500e+02	4.868002e-03	1.561500e+02	2.436045e-02	1.561500e+02	-2.286041e-03	1.561500e+02	-5.514612e-02	1.561500e+02	-5.238687e-02
1.461500e+02	-9.873972e-03	1.461500e+02	1.123490e-02	1.461500e+02	-4.020502e-02	1.461500e+02	-1.027033e-02	1.581500e+02	5.348597e-02	1.581500e+02	1.275807e-02	1.581500e+02	-9.604116e-04	1.581500e+02	3.418682e-02
1.481500e+02	-2.101513e-03	1.481500e+02	8.730967e-03	1.481500e+02	-9.487677e-03	1.481500e+02	2.431708e-02	1.601500e+02	4.836291e-02	1.601500e+02	3.323840e-03	1.601500e+02	-2.120255e-02	1.601500e+02	-3.380125e-02
1.501500e+02	-1.984400e-02	1.501500e+02	1.883058e-02	1.501500e+02	-2.558428e-02	1.501500e+02	-5.142936e-03	1.621500e+02	5.854045e-02	1.621500e+02	-2.646871e-02	1.621500e+02	-1.277045e-02	1.621500e+02	1.844834e-02
1.521500e+02	-1.865629e-02	1.521500e+02	-3.063646e-02	1.521500e+02	-2.444477e-02	1.521500e+02	3.532690e-02	1.641500e+02	2.021588e-03	1.641500e+02	1.510851e-02	1.641500e+02	-9.357734e-03	1.641500e+02	-2.988445e-02
1.541500e+02	-1.678432e-02	1.541500e+02	1.312960e-02	1.541500e+02	-4.526469e-02	1.541500e+02	3.537261e-02	1.661500e+02	-1.465193e-02	1.661500e+02	-3.102326e-02	1.661500e+02	-1.296965e-02	1.661500e+02	-2.153475e-02
1.561500e+02	-1.643745e-02	1.561500e+02	-1.240688e-02	1.561500e+02	1.034712e-02	1.561500e+02	-2.754383e-02	1.681500e+02	-5.808255e-04	1.681500e+02	-3.806509e-02	1.681500e+02	-5.557196e-02	1.681500e+02	4.665146e-03
