# Delay[ns]	Avg Transient	0233 Delay[ns]	0233 Transient	0234 Delay[ns]	0234 Transient	0235 Delay[ns]	0235 Transient	0236 Delay[ns]	0236 Transient	0237 Delay[ns]	0237 Transient	0241 Delay[ns]	0241 Transient	0256 Delay[ns]	0256 Transient	0260 Delay[ns]	0260 Transient
-4.585000e+01	3.347931e-03	-4.785000e+01	3.448437e-03	-4.785000e+01	6.668182e-03	-4.785000e+01	-1.193588e-02	-4.585000e+01	2.635947e-02	-4.585000e+01	3.611644e-05	-4.785000e+01	1.282015e-02	-4.785000e+01	9.476845e-03	-4.585000e+01	-1.851459e-02
-4.385000e+01	-2.188412e-04	-4.585000e+01	2.205207e-02	-4.385000e+01	1.073449e-02	-4.585000e+01	-5.716318e-03	-4.385000e+01	-1.762391e-02	-4.385000e+01	-1.273717e-02	-4.585000e+01	4.972182e-03	-4.585000e+01	1.942993e-02	-4.185000e+01	3.087522e-02
-4.185000e+01	2.131647e-03	-4.385000e+01	1.626512e-02	-4.185000e+01	-2.458816e-04	-4.385000e+01	2.159720e-02	-3.985000e+01	1.152033e-02	-4.185000e+01	3.326708e-02	-4.385000e+01	1.509222e-03	-4.385000e+01	6.388294e-03	-3.785000e+01	-3.679443e-03
-3.985000e+01	2.105562e-03	-4.185000e+01	3.215182e-05	-3.985000e+01	7.776860e-03	-4.185000e+01	-1.125566e-02	-3.785000e+01	-1.646580e-03	-3.985000e+01	-9.493162e-03	-4.185000e+01	-1.266923e-02	-3.985000e+01	-2.116690e-03	-3.385000e+01	2.501103e-02
-3.785000e+01	9.168438e-03	-3.985000e+01	-9.316692e-03	-3.785000e+01	1.416474e-02	-3.985000e+01	4.466477e-03	-3.585000e+01	2.056415e-02	-3.785000e+01	-6.714299e-03	-3.985000e+01	4.885989e-03	-3.785000e+01	8.565943e-03	-3.185000e+01	-2.433818e-02
-3.585000e+01	2.295749e-03	-3.785000e+01	2.076383e-02	-3.585000e+01	-8.903962e-03	-3.785000e+01	3.066713e-02	-3.385000e+01	7.232557e-03	-3.585000e+01	2.471610e-03	-3.785000e+01	1.122618e-02	-3.585000e+01	-1.009352e-02	-2.985000e+01	-9.092690e-03
-3.385000e+01	4.713770e-03	-3.585000e+01	-9.757671e-05	-3.185000e+01	5.294954e-03	-3.585000e+01	-6.528545e-03	-3.185000e+01	-6.076518e-03	-3.385000e+01	-7.125196e-03	-3.585000e+01	5.246149e-03	-3.185000e+01	4.351497e-03	-2.785000e+01	-7.829911e-03
-3.185000e+01	-1.063942e-02	-3.385000e+01	-8.571299e-04	-2.985000e+01	-5.239364e-05	-3.385000e+01	-3.340084e-03	-2.985000e+01	5.784940e-03	-3.185000e+01	-2.841410e-02	-3.385000e+01	-1.021733e-03	-2.985000e+01	1.633549e-02	-2.385000e+01	4.604012e-03
-2.785000e+01	5.842680e-03	-2.985000e+01	-1.125700e-02	-2.785000e+01	1.783359e-02	-2.985000e+01	-8.378543e-03	-2.785000e+01	9.183422e-03	-2.785000e+01	3.026734e-02	-3.185000e+01	1.673717e-02	-2.785000e+01	4.032608e-04	-1.985000e+01	3.784818e-03
-2.385000e+01	8.319920e-03	-2.785000e+01	-4.676275e-04	-2.585000e+01	6.883592e-03	-2.785000e+01	1.939528e-03	-2.585000e+01	-2.094464e-02	-2.585000e+01	-1.773245e-02	-2.785000e+01	-4.588161e-03	-2.585000e+01	1.531296e-02	-1.785000e+01	-1.062410e-02
