# Delay[ns]	Avg Transient	0233 Delay[ns]	0233 Transient	0234 Delay[ns]	0234 Transient	0235 Delay[ns]	0235 Transient	0236 Delay[ns]	0236 Transient	0237 Delay[ns]	0237 Transient	0241 Delay[ns]	0241 Transient	0256 Delay[ns]	0256 Transient	0260 Delay[ns]	0260 Transient
-4.415000e+01	-8.077923e-03	-4.415000e+01	4.496042e-03	-4.415000e+01	7.099132e-03	-4.415000e+01	-1.664072e-02	-4.415000e+01	-2.090489e-02	-4.415000e+01	-4.538432e-02	-4.415000e+01	1.429602e-02	-4.415000e+01	6.938595e-03	-4.415000e+01	-1.452325e-02
-4.215000e+01	3.713774e-03	-4.215000e+01	1.980247e-02	-4.215000e+01	-2.060966e-02	-4.215000e+01	-4.567255e-03	-4.215000e+01	2.790737e-02	-4.215000e+01	4.997613e-04	-4.215000e+01	6.862861e-03	-4.215000e+01	2.145108e-02	-4.215000e+01	-2.163644e-02
-4.015000e+01	5.848155e-04	-4.015000e+01	1.757901e-02	-4.015000e+01	1.284311e-02	-4.015000e+01	1.980490e-02	-4.015000e+01	-1.635399e-02	-4.015000e+01	-1.136216e-02	-4.015000e+01	3.403468e-03	-4.015000e+01	5.964784e-03	-4.015000e+01	-2.720060e-02
-3.815000e+01	5.547429e-04	-3.815000e+01	-1.852655e-03	-3.815000e+01	-3.962480e-03	-3.815000e+01	-1.250721e-02	-3.815000e+01	-7.818500e-03	-3.815000e+01	3.247003e-02	-3.815000e+01	-1.032548e-02	-3.815000e+01	-2.647137e-02	-3.815000e+01	3.490561e-02
-3.615000e+01	3.255063e-03	-3.615000e+01	-7.160182e-03	-3.615000e+01	9.529902e-03	-3.615000e+01	7.203530e-03	-3.615000e+01	1.385617e-02	-3.615000e+01	-9.814842e-03	-3.615000e+01	5.508106e-03	-3.615000e+01	-8.437477e-04	-3.615000e+01	7.761569e-03
-3.415000e+01	8.948605e-03	-3.415000e+01	1.996989e-02	-3.415000e+01	1.437388e-02	-3.415000e+01	3.595552e-02	-3.415000e+01	-2.084234e-04	-3.415000e+01	-7.656883e-03	-3.415000e+01	5.646112e-03	-3.415000e+01	8.729997e-03	-3.415000e+01	-5.221253e-03
-3.215000e+01	3.058359e-03	-3.215000e+01	-4.003266e-03	-3.215000e+01	-1.242237e-02	-3.215000e+01	-3.815433e-03	-3.215000e+01	2.430114e-02	-3.215000e+01	3.945233e-03	-3.215000e+01	6.142283e-03	-3.215000e+01	-7.410429e-03	-3.215000e+01	1.772971e-02
-3.015000e+01	3.847749e-03	-3.015000e+01	-1.894456e-03	-3.015000e+01	9.143934e-03	-3.015000e+01	-1.196507e-03	-3.015000e+01	4.677823e-03	-3.015000e+01	-1.098974e-02	-3.015000e+01	-3.569729e-03	-3.015000e+01	1.048164e-02	-3.015000e+01	2.412903e-02
-2.815000e+01	-1.024097e-02	-2.815000e+01	-3.048206e-02	-2.815000e+01	3.373593e-03	-2.815000e+01	-1.637225e-02	-2.815000e+01	-1.040404e-02	-2.815000e+01	-2.828058e-02	-2.815000e+01	1.789562e-02	-2.815000e+01	3.964153e-03	-2.815000e+01	-2.162222e-02
-2.615000e+01	-5.175661e-03	-2.615000e+01	-1.583127e-02	-2.615000e+01	-8.639677e-04	-2.615000e+01	-7.767548e-03	-2.615000e+01	6.341048e-03	-2.615000e+01	2.126721e-02	-2.615000e+01	-4.944905e-02	-2.615000e+01	1.721612e-02	-2.615000e+01	-1.231783e-02
-2.415000e+01	7.045484e-03	-2.415000e+01	-3.991830e-04	-2.415000e+01	1.910978e-02	-2.415000e+01	2.498275e-03	-2.415000e+01	9.483103e-03	-2.415000e+01	3.120963e-02	-2.415000e+01	-1.043147e-03	-2.415000e+01	6.602250e-04	-2.415000e+01	-5.154813e-03
-2.215000e+01	-9.845948e-04	-2.215000e+01	-3.196196e-02	-2.215000e+01	5.473402e-03	-2.215000e+01	-4.780842e-03	-2.215000e+01	-2.023000e-02	-2.215000e+01	-2.004374e-02	-2.215000e+01	1.805518e-02	-2.215000e+01	2.167961e-02	-2.215000e+01	2.393161e-02
-2.015000e+01	8.663316e-03	-2.015000e+01	7.834585e-03	-2.015000e+01	1.940925e-02	-2.015000e+01	4.576486e-03	-2.015000e+01	-2.998611e-03	-2.015000e+01	2.474009e-02	-2.015000e+01	2.489628e-03	-2.015000e+01	1.007019e-02	-2.015000e+01	3.184904e-03
-1.815000e+01	-2.417246e-03	-1.815000e+01	6.414199e-03	-1.815000e+01	-1.743206e-02	-1.815000e+01	3.903230e-03	-1.815000e+01	-1.403188e-02	-1.815000e+01	3.582130e-03	-1.815000e+01	-9.439356e-03	-1.815000e+01	1.247537e-02	-1.815000e+01	-4.809605e-03
-1.615000e+01	5.253303e-04	-1.615000e+01	4.014268e-03	-1.615000e+01	-6.950560e-03	-1.615000e+01	-8.535093e-03	-1.615000e+01	-1.363037e-03	-1.615000e+01	2.298837e-02	-1.615000e+01	-1.567409e-03	-1.615000e+01	-9.600974e-03	-1.615000e+01	5.217082e-03
-1.415000e+01	-8.460765e-03	-1.415000e+01	-1.511128e-02	-1.415000e+01	-3.115323e-02	-1.415000e+01	2.835387e-03	-1.415000e+01	-8.276309e-03	-1.415000e+01	-1.702771e-02	-1.415000e+01	-3.752955e-03	-1.415000e+01	1.801735e-02	-1.415000e+01	-1.321738e-02
-1.215000e+01	-4.842614e-03	-1.215000e+01	-6.683870e-04	-1.215000e+01	-4.020295e-03	-1.215000e+01	-1.137672e-02	-1.215000e+01	-1.165689e-03	-1.215000e+01	6.126424e-03	-1.215000e+01	-1.725536e-02	-1.215000e+01	-3.675221e-03	-1.215000e+01	-6.705664e-03
-1.015000e+01	-2.174005e-04	-1.015000e+01	1.303228e-03	-1.015000e+01	-1.117127e-02	-1.015000e+01	2.137894e-02	-1.015000e+01	-8.095121e-03	-1.015000e+01	-2.400433e-02	-1.015000e+01	-4.646094e-03	-1.015000e+01	1.822548e-02	-1.015000e+01	5.269958e-03
-8.150000e+00	6.857248e-03	-8.150000e+00	1.187916e-02	-8.150000e+00	-4.869504e-03	-8.150000e+00	-1.128435e-02	-8.150000e+00	2.357784e-02	-8.150000e+00	2.938178e-02	-8.150000e+00	1.517007e-02	-8.150000e+00	-6.618633e-03	-8.150000e+00	-2.378381e-03
-6.150000e+00	-8.283791e-04	-6.150000e+00	-2.685753e-03	-6.150000e+00	1.026739e-02	-6.150000e+00	-1.210877e-02	-6.150000e+00	-1.391424e-02	-6.150000e+00	-1.488629e-02	-6.150000e+00	-1.316885e-02	-6.150000e+00	2.653165e-02	-6.150000e+00	1.333783e-02
-4.150000e+00	-2.865133e-03	-4.150000e+00	4.778256e-03	-4.150000e+00	-1.822024e-02	-4.150000e+00	4.739991e-03	-4.150000e+00	1.014552e-02	-4.150000e+00	-5.211599e-04	-4.150000e+00	-7.937756e-03	-4.150000e+00	-1.134969e-02	-4.150000e+00	-4.555984e-03
-2.150000e+00	6.498878e-03	-2.150000e+00	1.125727e-03	-2.150000e+00	6.598238e-03	-2.150000e+00	1.729608e-02	-2.150000e+00	4.230850e-03	-2.150000e+00	8.708408e-03	-2.150000e+00	7.579962e-03	-2.150000e+00	8.120517e-03	-2.150000e+00	-1.668752e-03
