# Delay[ns]	Avg Transient	0233 Delay[ns]	0233 Transient	0234 Delay[ns]	0234 Transient	0235 Delay[ns]	0235 Transient	0236 Delay[ns]	0236 Transient	0237 Delay[ns]	0237 Transient	0241 Delay[ns]	0241 Transient	0256 Delay[ns]	0256 Transient	0260 Delay[ns]	0260 Transient
-4.415000e+01	-9.130446e-03	-4.415000e+01	2.175659e-03	-4.415000e+01	5.354659e-03	-4.415000e+01	-1.793794e-02	-4.415000e+01	-2.307022e-02	-4.415000e+01	-4.638195e-02	-4.415000e+01	1.456461e-02	-4.415000e+01	6.791627e-03	-4.415000e+01	-1.454001e-02
-4.215000e+01	4.467302e-03	-4.215000e+01	2.234500e-02	-4.215000e+01	-1.911865e-02	-4.215000e+01	-4.712530e-03	-4.215000e+01	2.858547e-02	-4.215000e+01	1.215155e-03	-4.215000e+01	7.227394e-03	-4.215000e+01	2.191321e-02	-4.215000e+01	-2.171663e-02
-4.015000e+01	-4.680868e-04	-4.015000e+01	1.561191e-02	-4.015000e+01	1.061634e-02	-4.015000e+01	1.858509e-02	-4.015000e+01	-1.813757e-02	-4.015000e+01	-1.262647e-02	-4.015000e+01	3.241115e-03	-4.015000e+01	5.271258e-03	-4.015000e+01	-2.630636e-02
-3.815000e+01	8.314885e-04	-3.815000e+01	-2.062403e-03	-3.815000e+01	-6.290125e-03	-3.815000e+01	-1.209380e-02	-3.815000e+01	-7.892703e-03	-3.815000e+01	3.440090e-02	-3.815000e+01	-9.715676e-03	-3.815000e+01	-2.554372e-02	-3.815000e+01	3.584943e-02
-3.615000e+01	3.111508e-03	-3.615000e+01	-1.003057e-02	-3.615000e+01	1.025277e-02	-3.615000e+01	8.015424e-03	-3.615000e+01	1.430262e-02	-3.615000e+01	-1.048685e-02	-3.615000e+01	5.907019e-03	-3.615000e+01	-5.915243e-04	-3.615000e+01	7.523175e-03
-3.415000e+01	8.766914e-03	-3.415000e+01	1.933408e-02	-3.415000e+01	1.366188e-02	-3.415000e+01	3.682224e-02	-3.415000e+01	9.426534e-04	-3.415000e+01	-8.256573e-03	-3.415000e+01	4.458548e-03	-3.415000e+01	8.371944e-03	-3.415000e+01	-5.199468e-03
-3.215000e+01	2.658778e-03	-3.215000e+01	-6.861397e-03	-3.215000e+01	-1.178568e-02	-3.215000e+01	-3.581999e-03	-3.215000e+01	2.584219e-02	-3.215000e+01	2.773455e-03	-3.215000e+01	6.050316e-03	-3.215000e+01	-9.702029e-03	-3.215000e+01	1.853537e-02
-3.015000e+01	4.372163e-03	-3.015000e+01	1.600971e-03	-3.015000e+01	8.732161e-03	-3.015000e+01	-1.151349e-03	-3.015000e+01	4.929570e-03	-3.015000e+01	-1.020428e-02	-3.015000e+01	-3.476849e-03	-3.015000e+01	1.081738e-02	-3.015000e+01	2.372971e-02
-2.815000e+01	-1.066474e-02	-2.815000e+01	-3.082233e-02	-2.815000e+01	2.017090e-03	-2.815000e+01	-1.724485e-02	-2.815000e+01	-1.129743e-02	-2.815000e+01	-2.891599e-02	-2.815000e+01	1.804540e-02	-2.815000e+01	3.777362e-03	-2.815000e+01	-2.087720e-02
-2.615000e+01	-4.743926e-03	-2.615000e+01	-1.545253e-02	-2.615000e+01	1.482640e-03	-2.615000e+01	-7.112208e-03	-2.615000e+01	7.812919e-03	-2.615000e+01	2.118028e-02	-2.615000e+01	-5.008339e-02	-2.615000e+01	1.745877e-02	-2.615000e+01	-1.323789e-02
-2.415000e+01	7.437499e-03	-2.415000e+01	-1.137302e-03	-2.415000e+01	1.904298e-02	-2.415000e+01	2.894260e-03	-2.415000e+01	1.066679e-02	-2.415000e+01	3.179976e-02	-2.415000e+01	-3.508310e-04	-2.415000e+01	1.501123e-03	-2.415000e+01	-4.916793e-03
-2.215000e+01	-1.655599e-03	-2.215000e+01	-3.809957e-02	-2.215000e+01	4.285536e-03	-2.215000e+01	-4.024163e-03	-2.215000e+01	-2.032323e-02	-2.215000e+01	-2.079330e-02	-2.215000e+01	1.794362e-02	-2.215000e+01	2.365591e-02	-2.215000e+01	2.411040e-02
-2.015000e+01	9.004425e-03	-2.015000e+01	7.916948e-03	-2.015000e+01	2.108297e-02	-2.015000e+01	3.401266e-03	-2.015000e+01	-3.899220e-03	-2.015000e+01	2.716455e-02	-2.015000e+01	2.675353e-03	-2.015000e+01	1.105079e-02	-2.015000e+01	2.642743e-03
-1.815000e+01	-2.465952e-03	-1.815000e+01	8.012122e-03	-1.815000e+01	-1.804569e-02	-1.815000e+01	3.808190e-03	-1.815000e+01	-1.552740e-02	-1.815000e+01	3.821729e-03	-1.815000e+01	-9.472664e-03	-1.815000e+01	1.202863e-02	-1.815000e+01	-4.352541e-03
-1.615000e+01	5.292172e-04	-1.615000e+01	4.745437e-03	-1.615000e+01	-7.118538e-03	-1.615000e+01	-8.378766e-03	-1.615000e+01	-5.918150e-04	-1.615000e+01	2.303659e-02	-1.615000e+01	-1.883113e-03	-1.615000e+01	-1.091914e-02	-1.615000e+01	5.343075e-03
-1.415000e+01	-8.049708e-03	-1.415000e+01	-1.134164e-02	-1.415000e+01	-2.918125e-02	-1.415000e+01	2.058368e-03	-1.415000e+01	-8.887113e-03	-1.415000e+01	-1.845014e-02	-1.415000e+01	-4.308338e-03	-1.415000e+01	1.917934e-02	-1.415000e+01	-1.346690e-02
-1.215000e+01	-5.505588e-03	-1.215000e+01	-1.007553e-03	-1.215000e+01	-3.453007e-03	-1.215000e+01	-1.198252e-02	-1.215000e+01	-1.738460e-03	-1.215000e+01	4.385522e-03	-1.215000e+01	-1.879032e-02	-1.215000e+01	-4.547332e-03	-1.215000e+01	-6.911038e-03
-1.015000e+01	-2.984324e-04	-1.015000e+01	1.980776e-03	-1.015000e+01	-1.301901e-02	-1.015000e+01	2.238096e-02	-1.015000e+01	-9.683509e-03	-1.015000e+01	-2.423337e-02	-1.015000e+01	-4.535437e-03	-1.015000e+01	1.974835e-02	-1.015000e+01	4.973775e-03
-8.150000e+00	7.563539e-03	-8.150000e+00	1.477875e-02	-8.150000e+00	-4.525170e-03	-8.150000e+00	-1.072678e-02	-8.150000e+00	2.423234e-02	-8.150000e+00	2.995940e-02	-8.150000e+00	1.662209e-02	-8.150000e+00	-6.351754e-03	-8.150000e+00	-3.480571e-03
-6.150000e+00	-1.514182e-03	-6.150000e+00	-4.639950e-03	-6.150000e+00	1.114934e-02	-6.150000e+00	-1.235595e-02	-6.150000e+00	-1.501863e-02	-6.150000e+00	-1.555933e-02	-6.150000e+00	-1.335338e-02	-6.150000e+00	2.485541e-02	-6.150000e+00	1.280904e-02
-4.150000e+00	-2.298137e-03	-4.150000e+00	4.186864e-03	-4.150000e+00	-1.413322e-02	-4.150000e+00	4.706877e-03	-4.150000e+00	1.197553e-02	-4.150000e+00	-9.882672e-04	-4.150000e+00	-8.009321e-03	-4.150000e+00	-1.187275e-02	-4.150000e+00	-4.250816e-03
-2.150000e+00	7.329167e-03	-2.150000e+00	5.431125e-03	-2.150000e+00	8.479253e-03	-2.150000e+00	1.764397e-02	-2.150000e+00	5.781267e-03	-2.150000e+00	9.301710e-03	-2.150000e+00	7.110306e-03	-2.150000e+00	6.996784e-03	-2.150000e+00	-2.111074e-03
-1.500000e-01	6.305417e-03	-1.500000e-01	6.928065e-03	-1.500000e-01	5.502387e-03	-1.500000e-01	2.116287e-02	-1.500000e-01	-1.382443e-02	-1.500000e-01	1.766218e-02	-1.500000e-01	1.055622e-02	-1.500000e-01	-7.338026e-03	-1.500000e-01	9.794055e-03
1.500000e-01	-2.561427e-03	1.500000e-01	6.902527e-03	1.500000e-01	5.018186e-03	1.500000e-01	-2.855117e-02	1.500000e-01	1.692080e-02	1.500000e-01	-8.773488e-03	1.500000e-01	9.461272e-03	1.500000e-01	-1.779757e-02	1.500000e-01	-3.671981e-03
2.150000e+00	4.948281e-02	2.150000e+00	4.447524e-02	2.150000e+00	6.020470e-02	2.150000e+00	7.149493e-02	2.150000e+00	3.451693e-02	2.150000e+00	4.790649e-02	2.150000e+00	4.541379e-02	2.150000e+00	5.236574e-02	2.150000e+00	3.948466e-02
4.150000e+00	4.004783e-02	4.150000e+00	3.432100e-02	4.150000e+00	3.992815e-02	4.150000e+00	7.309339e-02	4.150000e+00	2.109890e-02	4.150000e+00	3.712075e-02	4.150000e+00	2.864662e-02	4.150000e+00	2.719813e-02	4.150000e+00	5.897568e-02
6.150000e+00	3.712127e-02	6.150000e+00	4.537680e-02	6.150000e+00	-5.123715e-03	6.150000e+00	7.353691e-02	6.150000e+00	2.600237e-02	6.150000e+00	1.987274e-02	6.150000e+00	2.970464e-02	6.150000e+00	4.689255e-02	6.150000e+00	6.070787e-02
8.150000e+00	3.000582e-02	8.150000e+00	2.723237e-02	8.150000e+00	5.687965e-02	8.150000e+00	3.487985e-02	8.150000e+00	1.099041e-02	8.150000e+00	9.805580e-03	8.150000e+00	3.393932e-02	8.150000e+00	6.561726e-02	8.150000e+00	7.020915e-04
1.015000e+01	1.742038e-02	1.015000e+01	8.904643e-03	1.015000e+01	2.766478e-02	1.015000e+01	3.722282e-02	1.015000e+01	3.460937e-02	1.015000e+01	-4.071904e-03	1.015000e+01	1.852141e-02	1.015000e+01	1.062087e-02	1.015000e+01	5.891022e-03
1.215000e+01	2.722090e-02	1.215000e+01	2.062385e-02	1.215000e+01	1.103917e-02	1.215000e+01	2.427232e-02	1.215000e+01	4.338493e-02	1.215000e+01	3.655808e-02	1.215000e+01	3.112803e-02	1.215000e+01	3.028956e-02	1.215000e+01	2.047126e-02
1.415000e+01	1.811027e-02	1.415000e+01	2.153048e-02	1.415000e+01	1.379060e-02	1.415000e+01	5.258726e-02	1.415000e+01	1.435579e-02	1.415000e+01	1.261407e-02	1.415000e+01	1.125932e-02	1.415000e+01	9.784487e-04	1.415000e+01	1.776618e-02
1.615000e+01	2.206697e-02	1.615000e+01	1.624332e-02	1.615000e+01	1.523991e-02	1.615000e+01	8.113389e-03	1.615000e+01	2.772945e-02	1.615000e+01	2.370238e-02	1.615000e+01	3.445925e-02	1.615000e+01	2.762997e-02	1.615000e+01	2.341806e-02
1.815000e+01	2.261755e-02	1.815000e+01	2.517982e-02	1.815000e+01	3.201961e-02	1.815000e+01	2.478642e-02	1.815000e+01	1.371796e-02	1.815000e+01	2.831623e-02	1.815000e+01	3.765614e-02	1.815000e+01	2.223961e-02	1.815000e+01	-2.975371e-03
2.015000e+01	2.760044e-02	2.015000e+01	-5.763377e-03	2.015000e+01	2.192603e-02	2.015000e+01	5.358797e-02	2.015000e+01	3.611339e-02	2.015000e+01	4.497567e-02	2.015000e+01	4.003227e-02	2.015000e+01	1.315339e-02	2.015000e+01	1.677819e-02
2.215000e+01	1.769773e-02	2.215000e+01	-7.092281e-03	2.215000e+01	3.074712e-02	2.215000e+01	1.080069e-02	2.215000e+01	2.324531e-02	2.215000e+01	2.417873e-02	2.215000e+01	5.035967e-02	2.215000e+01	-1.985436e-02	2.215000e+01	2.919698e-02
2.415000e+01	1.518883e-02	2.415000e+01	2.154130e-02	2.415000e+01	7.144865e-03	2.415000e+01	-9.356403e-03	2.415000e+01	2.525396e-02	2.415000e+01	2.922269e-02	2.415000e+01	-1.819063e-02	2.415000e+01	4.606024e-02	2.415000e+01	1.983464e-02
2.615000e+01	2.369742e-02	2.615000e+01	1.164605e-02	2.615000e+01	2.327048e-02	2.615000e+01	1.575193e-02	2.615000e+01	1.864252e-02	2.615000e+01	4.318441e-02	2.615000e+01	4.178152e-02	2.615000e+01	2.833237e-02	2.615000e+01	6.970099e-03
2.815000e+01	1.352392e-02	2.815000e+01	-1.961409e-02	2.815000e+01	2.465426e-02	2.815000e+01	3.934608e-02	2.815000e+01	2.252964e-02	2.815000e+01	4.258271e-02	2.815000e+01	1.190032e-02	2.815000e+01	1.479639e-02	2.815000e+01	-2.800393e-02
3.015000e+01	2.229651e-02	3.015000e+01	3.745436e-02	3.015000e+01	2.098943e-02	3.015000e+01	3.448891e-02	3.015000e+01	-9.678532e-03	3.015000e+01	1.809476e-02	3.015000e+01	2.752710e-02	3.015000e+01	2.076610e-02	3.015000e+01	2.872999e-02
3.215000e+01	1.358631e-02	3.215000e+01	-3.912506e-03	3.215000e+01	3.869785e-02	3.215000e+01	3.718135e-02	3.215000e+01	-4.249808e-03	3.215000e+01	4.078318e-03	3.215000e+01	1.314214e-02	3.215000e+01	1.704889e-02	3.215000e+01	6.704258e-03
3.415000e+01	2.429869e-02	3.415000e+01	2.021805e-02	3.415000e+01	2.766482e-03	3.415000e+01	5.810441e-02	3.415000e+01	1.088824e-02	3.415000e+01	3.240397e-02	3.415000e+01	1.179877e-02	3.415000e+01	4.761416e-02	3.415000e+01	1.059543e-02
3.615000e+01	8.471298e-03	3.615000e+01	-3.284992e-02	3.615000e+01	1.460567e-02	3.615000e+01	-1.394459e-02	3.615000e+01	3.568546e-04	3.615000e+01	3.221052e-02	3.615000e+01	2.739576e-02	3.615000e+01	1.436010e-02	3.615000e+01	2.563599e-02
3.815000e+01	5.592440e-03	3.815000e+01	-5.647216e-03	3.815000e+01	-2.272066e-02	3.815000e+01	2.247600e-02	3.815000e+01	-3.617177e-05	3.815000e+01	2.185160e-04	3.815000e+01	4.405308e-02	3.815000e+01	1.890974e-02	3.815000e+01	-1.251377e-02
4.015000e+01	1.346658e-02	4.015000e+01	-3.143678e-03	4.015000e+01	1.228560e-02	4.015000e+01	3.989444e-03	4.015000e+01	2.911147e-02	4.015000e+01	1.121932e-02	4.015000e+01	3.317587e-02	4.015000e+01	-3.804782e-03	4.015000e+01	2.489939e-02
4.215000e+01	2.295075e-02	4.215000e+01	3.869077e-03	4.215000e+01	4.535317e-02	4.215000e+01	1.476258e-02	4.215000e+01	3.019148e-02	4.215000e+01	1.341577e-02	4.215000e+01	5.054203e-02	4.215000e+01	3.020948e-03	4.215000e+01	2.245099e-02
4.415000e+01	1.139622e-02	4.415000e+01	2.507460e-02	4.415000e+01	1.633270e-02	4.415000e+01	-1.652238e-03	4.415000e+01	9.102548e-03	4.415000e+01	1.301687e-02	4.415000e+01	5.426636e-03	4.415000e+01	1.200972e-02	4.415000e+01	1.185892e-02
4.615000e+01	1.659821e-02	4.615000e+01	3.001353e-02	4.615000e+01	4.699324e-02	4.615000e+01	3.152806e-02	4.615000e+01	1.381237e-02	4.615000e+01	-4.769507e-03	4.615000e+01	2.535931e-02	4.615000e+01	5.514692e-04	4.615000e+01	-1.070277e-02
4.815000e+01	4.895060e-03	4.815000e+01	-1.458293e-02	4.815000e+01	6.387065e-03	4.815000e+01	1.412633e-02	4.815000e+01	4.919891e-03	4.815000e+01	2.924688e-02	4.815000e+01	-3.067040e-02	4.815000e+01	8.613506e-03	4.815000e+01	2.112014e-02
