# Delay[ns]	Avg Transient	0233 Delay[ns]	0233 Transient	0234 Delay[ns]	0234 Transient	0235 Delay[ns]	0235 Transient	0236 Delay[ns]	0236 Transient	0237 Delay[ns]	0237 Transient	0241 Delay[ns]	0241 Transient	0256 Delay[ns]	0256 Transient	0260 Delay[ns]	0260 Transient
-4.785000e+01	-1.130938e-02	-4.785000e+01	-3.959519e-03	-4.785000e+01	2.341660e-02	-4.785000e+01	-2.283253e-03	-4.785000e+01	-2.479545e-02	-4.785000e+01	-1.780782e-02	-4.785000e+01	-1.625056e-02	-4.785000e+01	-2.150418e-02	-4.785000e+01	-2.729087e-02
-4.585000e+01	5.207805e-03	-4.585000e+01	6.099781e-02	-4.585000e+01	-2.163173e-02	-4.585000e+01	-7.082567e-03	-4.585000e+01	-4.910654e-03	-4.585000e+01	-1.267238e-02	-4.585000e+01	1.602515e-02	-4.585000e+01	2.163742e-02	-4.585000e+01	-1.070061e-02
-4.385000e+01	-1.240708e-02	-4.385000e+01	1.155711e-02	-4.385000e+01	-2.784734e-02	-4.385000e+01	-3.559363e-02	-4.385000e+01	4.674278e-03	-4.385000e+01	-2.445851e-02	-4.385000e+01	7.893246e-03	-4.385000e+01	-4.104239e-02	-4.385000e+01	5.560580e-03
-4.185000e+01	2.340542e-02	-4.185000e+01	3.657015e-02	-4.185000e+01	1.442045e-03	-4.185000e+01	-1.051909e-02	-4.185000e+01	2.666521e-03	-4.185000e+01	1.941792e-02	-4.185000e+01	3.520836e-02	-4.185000e+01	7.507799e-02	-4.185000e+01	2.737943e-02
-3.985000e+01	8.024303e-03	-3.985000e+01	-3.504638e-03	-3.985000e+01	-1.885828e-02	-3.985000e+01	8.136929e-03	-3.985000e+01	3.572619e-02	-3.985000e+01	1.439112e-02	-3.985000e+01	5.538961e-05	-3.985000e+01	-5.031612e-03	-3.985000e+01	3.327933e-02
-3.785000e+01	4.197519e-03	-3.785000e+01	-2.648658e-04	-3.785000e+01	3.005043e-02	-3.785000e+01	4.398494e-02	-3.785000e+01	-8.505923e-03	-3.785000e+01	-1.957688e-02	-3.785000e+01	-1.252073e-02	-3.785000e+01	5.302381e-03	-3.785000e+01	-4.889195e-03
-3.585000e+01	-5.130518e-03	-3.585000e+01	-1.060188e-02	-3.585000e+01	-3.471098e-02	-3.585000e+01	1.551006e-02	-3.585000e+01	8.285922e-03	-3.585000e+01	-1.866318e-02	-3.585000e+01	1.501063e-02	-3.585000e+01	-1.350441e-02	-3.585000e+01	-2.370307e-03
-3.385000e+01	-3.114024e-03	-3.385000e+01	1.183396e-02	-3.385000e+01	9.150605e-03	-3.385000e+01	6.285796e-03	-3.385000e+01	1.322548e-03	-3.385000e+01	-9.238437e-03	-3.385000e+01	5.308266e-03	-3.385000e+01	-5.727843e-02	-3.385000e+01	7.703506e-03
-3.185000e+01	-1.557232e-02	-3.185000e+01	-1.974484e-02	-3.185000e+01	-4.481590e-03	-3.185000e+01	-3.852294e-02	-3.185000e+01	-3.371281e-02	-3.185000e+01	1.998300e-02	-3.185000e+01	-2.942391e-02	-3.185000e+01	-2.250168e-02	-3.185000e+01	3.826217e-03
-2.985000e+01	4.131213e-04	-2.985000e+01	-2.419613e-02	-2.985000e+01	9.783807e-03	-2.985000e+01	1.088060e-02	-2.985000e+01	4.114288e-03	-2.985000e+01	2.284249e-02	-2.985000e+01	-1.554494e-02	-2.985000e+01	1.443518e-02	-2.985000e+01	-1.901034e-02
-2.785000e+01	-4.588775e-03	-2.785000e+01	-6.045999e-02	-2.785000e+01	2.342266e-02	-2.785000e+01	-2.677635e-03	-2.785000e+01	1.709481e-02	-2.785000e+01	7.109355e-04	-2.785000e+01	-8.371983e-03	-2.785000e+01	-1.277554e-02	-2.785000e+01	6.346546e-03
-2.585000e+01	1.255489e-02	-2.585000e+01	-3.320513e-02	-2.585000e+01	3.400709e-02	-2.585000e+01	1.772996e-02	-2.585000e+01	2.882527e-04	-2.585000e+01	1.433824e-02	-2.585000e+01	3.172243e-02	-2.585000e+01	-2.905518e-03	-2.585000e+01	3.846381e-02
-2.385000e+01	5.466168e-03	-2.385000e+01	-6.023585e-03	-2.385000e+01	-5.295743e-03	-2.385000e+01	-2.130640e-02	-2.385000e+01	7.822663e-03	-2.385000e+01	2.822886e-02	-2.385000e+01	7.782305e-04	-2.385000e+01	2.823182e-03	-2.385000e+01	3.670214e-02
-2.185000e+01	-6.125215e-03	-2.185000e+01	1.352169e-02	-2.185000e+01	1.474564e-02	-2.185000e+01	-2.810652e-02	-2.185000e+01	9.121466e-03	-2.185000e+01	-1.173732e-02	-2.185000e+01	-3.377272e-02	-2.185000e+01	4.894790e-03	-2.185000e+01	-1.766874e-02
-1.985000e+01	-4.174849e-03	-1.985000e+01	9.005227e-03	-1.985000e+01	9.420546e-05	-1.985000e+01	7.701850e-04	-1.985000e+01	9.264298e-03	-1.985000e+01	5.055766e-03	-1.985000e+01	3.960117e-03	-1.985000e+01	-1.875986e-02	-1.985000e+01	-4.278873e-02
-1.785000e+01	-6.700607e-03	-1.785000e+01	-1.696952e-02	-1.785000e+01	-2.458054e-02	-1.785000e+01	-1.994109e-02	-1.785000e+01	-8.429198e-04	-1.785000e+01	4.089138e-03	-1.785000e+01	1.710947e-02	-1.785000e+01	1.828785e-02	-1.785000e+01	-3.075725e-02
-1.585000e+01	-1.030768e-02	-1.585000e+01	-6.469365e-03	-1.585000e+01	-8.467711e-03	-1.585000e+01	-1.764653e-02	-1.585000e+01	-1.761236e-02	-1.585000e+01	-7.019456e-03	-1.585000e+01	7.303534e-03	-1.585000e+01	-9.929705e-03	-1.585000e+01	-2.261981e-02
-1.385000e+01	-1.008488e-02	-1.385000e+01	-2.143600e-02	-1.385000e+01	6.415050e-03	-1.385000e+01	1.021841e-02	-1.385000e+01	-2.177114e-02	-1.385000e+01	-2.045724e-02	-1.385000e+01	-4.919739e-03	-1.385000e+01	-1.716994e-02	-1.385000e+01	-1.155841e-02
-1.185000e+01	7.831259e-03	-1.185000e+01	3.853299e-02	-1.185000e+01	1.635214e-02	-1.185000e+01	-1.201085e-03	-1.185000e+01	6.495994e-03	-1.185000e+01	2.674550e-02	-1.185000e+01	6.761964e-03	-1.185000e+01	-4.806540e-02	-1.185000e+01	1.702797e-02
-9.850000e+00	-9.465374e-03	-9.850000e+00	8.997352e-03	-9.850000e+00	-1.017342e-02	-9.850000e+00	-1.452721e-02	-9.850000e+00	5.100352e-04	-9.850000e+00	-2.062215e-02	-9.850000e+00	-1.154089e-02	-9.850000e+00	-2.641515e-02	-9.850000e+00	-1.951563e-03
-7.850000e+00	-1.200290e-02	-7.850000e+00	-1.278896e-03	-7.850000e+00	-3.801707e-02	-7.850000e+00	3.035622e-02	-7.850000e+00	-3.279357e-03	-7.850000e+00	1.357375e-03	-7.850000e+00	-1.407676e-02	-7.850000e+00	-3.772145e-02	-7.850000e+00	-3.336324e-02
