# Delay[ns]	Avg Transient	0233 Delay[ns]	0233 Transient	0234 Delay[ns]	0234 Transient	0235 Delay[ns]	0235 Transient	0236 Delay[ns]	0236 Transient	0237 Delay[ns]	0237 Transient	0241 Delay[ns]	0241 Transient	0256 Delay[ns]	0256 Transient	0260 Delay[ns]	0260 Transient
-4.415000e+01	-6.081721e-03	-4.415000e+01	6.377123e-03	-4.415000e+01	1.774217e-03	-4.415000e+01	-1.723455e-02	-4.415000e+01	-1.139619e-02	-4.415000e+01	-3.979476e-02	-4.415000e+01	1.209535e-02	-4.415000e+01	7.723536e-03	-4.415000e+01	-8.198489e-03
-4.215000e+01	2.890741e-03	-4.215000e+01	1.886032e-02	-4.215000e+01	-1.766093e-02	-4.215000e+01	-1.522249e-04	-4.215000e+01	2.301765e-02	-4.215000e+01	5.959954e-05	-4.215000e+01	3.020903e-03	-4.215000e+01	1.925596e-02	-4.215000e+01	-2.327535e-02
-4.015000e+01	2.054314e-03	-4.015000e+01	1.864572e-02	-4.015000e+01	7.638154e-03	-4.015000e+01	2.055747e-02	-4.015000e+01	-7.971116e-03	-4.015000e+01	-9.205755e-03	-4.015000e+01	4.731107e-03	-4.015000e+01	6.230954e-03	-4.015000e+01	-2.419202e-02
-3.815000e+01	-1.750031e-03	-3.815000e+01	-2.978919e-04	-3.815000e+01	-7.547132e-03	-3.815000e+01	-1.597421e-02	-3.815000e+01	-1.004631e-02	-3.815000e+01	2.654795e-02	-3.815000e+01	-8.759646e-03	-3.815000e+01	-2.514788e-02	-3.815000e+01	2.722486e-02
-3.615000e+01	3.544868e-03	-3.615000e+01	-5.528306e-03	-3.615000e+01	1.290728e-02	-3.615000e+01	7.291197e-03	-3.615000e+01	1.574614e-02	-3.615000e+01	-8.369402e-03	-3.615000e+01	3.451671e-03	-3.615000e+01	8.176003e-05	-3.615000e+01	2.778596e-03
-3.415000e+01	7.616191e-03	-3.415000e+01	1.917064e-02	-3.415000e+01	7.671716e-03	-3.415000e+01	3.269950e-02	-3.415000e+01	-2.736350e-03	-3.415000e+01	-7.471826e-03	-3.415000e+01	7.870051e-03	-3.415000e+01	4.459999e-03	-3.415000e+01	-7.341958e-04
-3.215000e+01	3.849500e-03	-3.215000e+01	-2.784626e-03	-3.215000e+01	-8.820764e-03	-3.215000e+01	-5.038836e-03	-3.215000e+01	2.015933e-02	-3.215000e+01	6.461914e-03	-3.215000e+01	5.662329e-03	-3.215000e+01	-9.570864e-04	-3.215000e+01	1.611374e-02
-3.015000e+01	7.579050e-04	-3.015000e+01	-3.808694e-03	-3.015000e+01	6.866490e-03	-3.015000e+01	-2.854664e-03	-3.015000e+01	2.098077e-03	-3.015000e+01	-1.365240e-02	-3.015000e+01	-7.835923e-03	-3.015000e+01	9.885756e-03	-3.015000e+01	1.536460e-02
-2.815000e+01	-9.927143e-03	-2.815000e+01	-3.074965e-02	-2.815000e+01	2.070955e-03	-2.815000e+01	-1.214636e-02	-2.815000e+01	-9.965745e-03	-2.815000e+01	-2.763007e-02	-2.815000e+01	1.360428e-02	-2.815000e+01	4.595066e-03	-2.815000e+01	-1.919562e-02
-2.615000e+01	-4.419712e-03	-2.615000e+01	-1.634459e-02	-2.615000e+01	4.607212e-03	-2.615000e+01	-6.091238e-03	-2.615000e+01	1.742135e-03	-2.615000e+01	1.991254e-02	-2.615000e+01	-4.594180e-02	-2.615000e+01	1.406484e-02	-2.615000e+01	-7.306782e-03
-2.415000e+01	6.181976e-03	-2.415000e+01	-2.612557e-04	-2.415000e+01	1.628294e-02	-2.415000e+01	3.636899e-03	-2.415000e+01	5.495725e-03	-2.415000e+01	2.958775e-02	-2.415000e+01	-1.914655e-03	-2.415000e+01	-2.054874e-03	-2.415000e+01	-1.316727e-03
-2.215000e+01	-1.675365e-03	-2.215000e+01	-2.830041e-02	-2.215000e+01	3.293815e-03	-2.215000e+01	-6.938755e-03	-2.215000e+01	-1.932515e-02	-2.215000e+01	-1.859766e-02	-2.215000e+01	2.102737e-02	-2.215000e+01	1.831655e-02	-2.215000e+01	1.712132e-02
-2.015000e+01	7.898113e-03	-2.015000e+01	8.398084e-03	-2.015000e+01	1.758017e-02	-2.015000e+01	8.407922e-03	-2.015000e+01	-1.142066e-03	-2.015000e+01	2.183759e-02	-2.015000e+01	3.257231e-04	-2.015000e+01	7.903977e-03	-2.015000e+01	-1.264950e-04
