Photon Energy (eV)	SE Photon Energy (eV)	X ref norm	SE X ref norm	X ref	SE X ref	X pump norm	SE X pump norm	X pump	SE X pump	Y ref norm	SE Y ref norm	Y ref	SE Y ref	Y pump norm	SE Y pump norm	Y pump	SE Y pump	X all norm	SE X all norm	X all	SE X all	Y all norm	SE Y all norm	Y all	SE Y all	X all Y ref norm	SE X all Y ref norm	X all Y ref	SE X all Y ref	Y all X ref norm	SE Y all X ref norm	Y all X ref	SE Y all X ref	BC(X hist) norm	SE BC(X hist) norm	BC(Y hist) norm	SE BC(Y hist) norm	StS norm	SE StS norm	BCSC norm	SE BCSC norm	BCLR norm	SE BCLR norm	BC(X hist)	SE BC(X hist)	BC(Y hist)	SE BC(Y hist)	StS	SE StS	BCSC	SE BCSC	BCLR	SE BCLR		SE 	
1.130000E+3	0.000000E+0	-2.029420E+1	2.134506E+1	2.734963E+10	6.015547E+8	5.584242E-2	6.322297E-2	1.354797E+9	2.910829E+7	5.082951E-2	6.481624E-1	2.761553E+10	6.154636E+8	1.797028E+0	2.746016E+0	1.225449E+9	3.177048E+7	-3.613219E-1	6.233692E-1	1.973274E+11	3.930454E+9	-1.243150E+0	7.852275E-1	1.913800E+11	4.066621E+9	-3.281647E-1	5.849490E-1	2.249429E+11	4.543409E+9	-1.793740E+0	1.236211E+0	2.187297E+11	4.665328E+9	2.035003E+1	2.134903E+1	1.746197E+0	3.268366E+0	-1.741186E+0	2.749409E+0	1.860383E+1	1.818961E+1	1.849582E+0	1.261045E+0	-2.599483E+10	5.758647E+8	-2.639009E+10	5.903494E+8	1.293476E+8	2.736291E+7	3.952517E+8	6.909934E+7	-2.173749E+11	4.639778E+9	0.000000E+0	0.000000E+0
1.430000E+3	0.000000E+0	-4.324837E+0	5.414189E+0	2.751546E+10	6.092806E+8	-2.611857E-2	1.013535E-1	1.372039E+9	4.305780E+7	-3.427528E+0	3.278471E+0	2.750842E+10	6.164368E+8	2.889595E-1	2.377356E-1	1.167460E+9	2.812063E+7	4.929855E-1	7.771154E-1	1.979410E+11	3.979507E+9	-8.681805E-1	7.941019E-1	1.913104E+11	3.874808E+9	6.401361E-1	8.920028E-1	2.254494E+11	4.592638E+9	-1.374985E+0	1.278490E+0	2.188259E+11	4.483729E+9	4.298718E+0	5.338263E+0	3.716488E+0	3.488646E+0	-3.150779E-1	2.915752E-1	5.822298E-1	7.293071E+0	1.348867E+0	1.278750E+0	-2.614342E+10	5.751319E+8	-2.634096E+10	5.895632E+8	2.045787E+8	2.768036E+7	1.975342E+8	8.787305E+7	-2.174539E+11	4.448621E+9	0.000000E+0	0.000000E+0
1.730000E+3	0.000000E+0	2.461903E+1	2.672456E+1	2.728437E+10	4.012003E+8	-2.972387E-2	8.100970E-2	1.368149E+9	2.436913E+7	3.376699E+0	2.755237E+0	2.738741E+10	4.707878E+8	-2.085987E+0	2.707038E+0	1.141170E+9	3.095507E+7	-1.316633E-1	1.309044E+0	1.966098E+11	2.962829E+9	2.111330E+0	1.529791E+0	1.902983E+11	3.134996E+9	-3.119713E-1	1.373478E+0	2.239972E+11	3.432979E+9	3.168726E+0	2.475352E+0	2.175826E+11	3.531923E+9	-2.464876E+1	2.664756E+1	-5.462685E+0	3.630218E+0	2.056263E+0	2.784131E+0	-1.918606E+1	2.443175E+1	-3.198449E+0	2.476995E+0	-2.591622E+10	3.789748E+8	-2.624624E+10	4.442803E+8	2.269795E+8	1.659719E+7	3.300200E+8	8.281503E+7	-2.162145E+11	3.510934E+9	0.000000E+0	0.000000E+0
1.780000E+3	0.000000E+0	3.334640E+0	6.256400E+0	2.749846E+10	4.419043E+8	1.159808E-1	3.689017E-2	1.341653E+9	3.179885E+7	5.325220E+0	5.028415E+0	2.755431E+10	4.967144E+8	2.056092E+0	1.214962E+0	1.164125E+9	4.015588E+7	-7.976385E-1	1.242442E+0	1.968628E+11	3.134010E+9	2.534146E+0	2.189430E+0	1.909341E+11	3.439196E+9	-1.019630E+0	1.415901E+0	2.244171E+11	3.630332E+9	3.826775E+0	3.448687E+0	2.184326E+11	3.877844E+9	-3.218659E+0	6.275058E+0	-3.269128E+0	3.984770E+0	-1.940111E+0	1.196191E+0	5.046892E-2	8.933159E+0	-3.710794E+0	3.442910E+0	-2.615681E+10	4.126349E+8	-2.639019E+10	4.712860E+8	1.775277E+8	2.990972E+7	2.333807E+8	6.535655E+7	-2.170909E+11	3.848119E+9	0.000000E+0	0.000000E+0
1.880000E+3	0.000000E+0	9.050887E+0	1.043676E+1	2.717596E+10	3.868331E+8	1.341276E-2	8.629561E-2	1.360926E+9	2.339080E+7	1.733917E+0	1.666161E+0	2.722090E+10	4.378238E+8	-1.270824E-1	1.245208E+0	1.164607E+9	2.911566E+7	-6.799703E-1	1.117373E+0	1.958317E+11	2.556603E+9	2.318747E+0	2.175032E+0	1.894426E+11	2.665747E+9	-8.091457E-1	1.192240E+0	2.230526E+11	2.987836E+9	3.400523E+0	3.169206E+0	2.166185E+11	3.040072E+9	-9.037474E+0	1.041050E+1	-1.861000E+0	2.612690E+0	1.404951E-1	1.206328E+0	-7.176473E+0	1.205599E+1	-3.387111E+0	3.171253E+0	-2.581504E+10	3.819347E+8	-2.605629E+10	4.161731E+8	1.963194E+8	3.860360E+7	2.412516E+8	1.353269E+8	-2.152576E+11	3.033747E+9	0.000000E+0	0.000000E+0
1.980000E+3	0.000000E+0	-1.285120E+0	2.050322E+0	2.753214E+10	4.784811E+8	-5.583898E-2	5.948887E-2	1.379453E+9	3.812808E+7	7.630228E+0	6.997767E+0	2.749862E+10	4.453271E+8	1.851799E+0	1.072122E+0	1.158972E+9	2.856257E+7	-8.953720E-1	1.815747E+0	1.974263E+11	2.835496E+9	4.237715E+0	3.427549E+0	1.910046E+11	2.902005E+9	-1.220423E+0	2.081091E+0	2.249249E+11	3.278252E+9	5.805275E+0	4.993979E+0	2.185368E+11	3.377428E+9	1.229281E+0	2.072716E+0	-5.778429E+0	6.769288E+0	-1.907638E+0	1.115692E+0	7.007708E+0	8.818794E+0	-5.861114E+0	4.971490E+0	-2.615268E+10	4.475942E+8	-2.633965E+10	4.198250E+8	2.204806E+8	2.264610E+7	1.869649E+8	8.253597E+7	-2.171573E+11	3.347787E+9	0.000000E+0	0.000000E+0
2.030000E+3	0.000000E+0	2.896149E+1	3.033053E+1	2.717356E+10	5.261266E+8	1.809581E-2	6.498219E-2	1.357069E+9	2.435378E+7	3.132162E+0	1.451218E+0	2.734693E+10	5.403699E+8	-2.102852E+0	2.461142E+0	1.161988E+9	3.210006E+7	6.887148E-1	1.576525E+0	1.959054E+11	3.703246E+9	3.683028E+0	1.970422E+0	1.896974E+11	3.776901E+9	5.167719E-1	1.593733E+0	2.232523E+11	4.234663E+9	4.906212E+0	3.110454E+0	2.168710E+11	4.297811E+9	-2.894338E+1	3.030757E+1	-5.235013E+0	2.868917E+0	2.120948E+0	2.493762E+0	-2.370837E+1	2.820135E+1	-4.888116E+0	3.083666E+0	-2.581649E+10	5.055497E+8	-2.618494E+10	5.161987E+8	1.950810E+8	1.659074E+7	3.684509E+8	1.666634E+8	-2.155139E+11	4.277386E+9	0.000000E+0	0.000000E+0
2.055000E+3	0.000000E+0	-8.430085E+0	8.002091E+0	2.750454E+10	5.703405E+8	-3.195766E-2	1.419786E-1	1.361352E+9	3.869132E+7	8.132131E+0	7.317001E+0	2.752280E+10	4.567119E+8	2.771731E+0	2.158760E+0	1.190698E+9	3.021894E+7	-8.963267E-1	1.695666E+0	1.975173E+11	3.711838E+9	4.256252E+0	3.458932E+0	1.913125E+11	3.703186E+9	-1.148263E+0	1.962660E+0	2.250401E+11	4.164576E+9	5.722790E+0	4.923355E+0	2.188170E+11	4.268505E+9	8.398127E+0	8.032794E+0	-5.360400E+0	8.166620E+0	-2.803687E+0	2.123882E+0	1.375853E+1	9.953736E+0	-5.754746E+0	4.924030E+0	-2.614319E+10	5.349389E+8	-2.633210E+10	4.272249E+8	1.706546E+8	1.563461E+7	1.889066E+8	1.496534E+8	-2.174557E+11	4.232864E+9	0.000000E+0	0.000000E+0
2.080000E+3	0.000000E+0	-8.592812E-1	1.802643E+0	2.723554E+10	5.546136E+8	2.201329E-1	1.441006E-1	1.306002E+9	4.539461E+7	-3.225581E+0	4.191865E+0	2.721316E+10	5.930389E+8	4.773559E-1	1.048966E+0	1.161668E+9	2.977541E+7	4.105869E-1	4.284657E-1	1.959043E+11	4.043744E+9	-6.678650E-2	9.260331E-1	1.889303E+11	4.012841E+9	6.121998E-1	3.727653E-1	2.231175E+11	4.633201E+9	-3.227350E-1	1.157013E+0	2.161658E+11	4.561863E+9	1.079414E+0	1.802426E+0	3.702936E+0	4.177926E+0	-2.572230E-1	1.024147E+0	-2.623523E+0	4.962510E+0	5.428679E-1	1.225831E+0	-2.592954E+10	5.098211E+8	-2.605149E+10	5.695795E+8	1.443330E+8	2.883090E+7	1.219477E+8	9.135361E+7	-2.148598E+11	4.517487E+9	0.000000E+0	0.000000E+0
2.105000E+3	0.000000E+0	-2.277663E+1	2.481181E+1	2.739762E+10	6.733223E+8	4.177496E-1	6.379411E-2	1.271149E+9	2.756226E+7	-4.827853E+0	5.323269E+0	2.728068E+10	6.103102E+8	2.402583E+0	1.426607E+0	1.137076E+9	2.123739E+7	1.035925E+0	1.102906E+0	1.962131E+11	4.253340E+9	-2.196272E+0	2.557979E+0	1.896063E+11	4.310501E+9	1.303857E+0	1.232862E+0	2.234938E+11	4.862802E+9	-3.301375E+0	3.571199E+0	2.170039E+11	4.981375E+9	2.319439E+1	2.476555E+1	7.230436E+0	5.243633E+0	-1.984834E+0	1.468201E+0	1.596395E+1	2.491000E+1	3.719124E+0	3.586689E+0	-2.612647E+10	6.469748E+8	-2.614361E+10	5.979387E+8	1.340725E+8	2.223488E+7	1.713947E+7	7.551310E+7	-2.157328E+11	4.955551E+9	0.000000E+0	0.000000E+0
