5.300160E+2	-5.445269E-3	8.493072E+8	-4.534375E-3	5.386189E+7	-3.864831E-3	8.561444E+8	-4.478944E-3	5.120203E+7	-5.860695E-3	8.627092E+9	-6.368831E-3	8.493075E+9	-5.680853E-3	9.483236E+9	-6.285893E-3	9.342383E+9	9.108942E-4	-6.141131E-4	-5.543024E-5	1.525007E-3	1.751518E-3	-7.954453E+8	-8.049424E+8	2.659862E+6	9.497003E+6	-9.288521E+9
5.305130E+2	-5.395771E-3	8.502451E+8	-6.517809E-3	5.152275E+7	-5.197687E-3	8.309657E+8	-8.878745E-4	5.543590E+7	-4.760654E-3	8.836932E+9	-3.709905E-3	9.003725E+9	-4.800034E-3	9.667898E+9	-3.861299E-3	9.853970E+9	-1.122039E-3	4.309813E-3	-5.629935E-3	-5.431851E-3	-2.656510E-3	-7.987224E+8	-7.755298E+8	-3.913146E+6	-2.319261E+7	-9.802447E+9
5.310150E+2	-2.120967E-3	9.122966E+8	-2.117813E-3	5.671183E+7	-4.053405E-3	8.525821E+8	-5.887480E-3	4.954136E+7	-3.507331E-3	9.076012E+9	-3.601525E-3	9.024539E+9	-3.556537E-3	9.928594E+9	-3.468568E-3	9.936836E+9	3.154092E-6	-1.834076E-3	3.769667E-3	1.837230E-3	1.350755E-3	-8.555848E+8	-8.030407E+8	7.170464E+6	-5.254410E+7	-9.880124E+9
5.315130E+2	1.007838E-4	9.543947E+8	-2.546126E-3	5.620670E+7	-1.912457E-3	8.930263E+8	-1.021223E-2	4.444248E+7	-1.463852E-3	9.465819E+9	-1.095542E-3	9.505816E+9	-1.504275E-3	1.035885E+10	-9.881093E-4	1.046021E+10	-2.646910E-3	-8.299772E-3	7.666104E-3	5.652863E-3	-1.558016E-3	-8.981880E+8	-8.485838E+8	1.176422E+7	-4.960425E+7	-1.040400E+10
5.320070E+2	1.370131E-3	9.784465E+8	4.150106E-3	6.410381E+7	2.235053E-3	9.713760E+8	5.909193E-3	6.344964E+7	-2.322474E-4	9.700756E+9	5.118185E-4	9.814511E+9	-9.925326E-6	1.067213E+10	5.888968E-4	1.079296E+10	2.779975E-3	3.674140E-3	-1.759087E-3	-8.941653E-4	3.561209E-3	-9.143427E+8	-9.079264E+8	6.541706E+5	-6.416368E+6	-1.072885E+10
5.325070E+2	1.619220E-3	9.831663E+8	8.609779E-4	6.022482E+7	3.080376E-3	9.873448E+8	1.483391E-2	7.397188E+7	4.269178E-3	1.055943E+10	3.180194E-3	1.032698E+10	4.162058E-3	1.154678E+10	3.040016E-3	1.131014E+10	-7.582419E-4	1.175353E-2	-1.397293E-2	-1.251177E-2	-2.179038E-3	-9.229415E+8	-9.133729E+8	-1.374706E+7	-9.568539E+6	-1.124992E+10
5.330180E+2	9.871871E-3	1.139539E+9	1.070504E-2	7.183428E+7	9.712950E-3	1.112639E+9	7.234264E-4	5.733562E+7	1.155560E-2	1.194937E+10	1.108379E-2	1.184487E+10	1.138957E-2	1.306201E+10	1.097496E-2	1.298441E+10	8.331669E-4	-8.989524E-3	9.981612E-3	9.822691E-3	-2.699185E-4	-1.067705E+9	-1.055304E+9	1.449866E+7	-1.240085E+7	-1.291257E+10
5.331630E+2	1.130285E-2	1.166653E+9	9.713839E-3	7.066532E+7	1.300481E-2	1.174825E+9	1.931139E-2	7.925082E+7	1.252446E-2	1.213418E+10	1.266108E-2	1.214779E+10	1.256774E-2	1.330901E+10	1.253911E-2	1.331444E+10	-1.589009E-3	6.306577E-3	-9.597546E-3	-7.895586E-3	-2.825271E-3	-1.095988E+9	-1.095574E+9	-8.585503E+6	-4.135866E+5	-1.324378E+10
5.333130E+2	1.706767E-2	1.275886E+9	1.454007E-2	7.635707E+7	1.619322E-2	1.235057E+9	1.127388E-2	6.977460E+7	1.715183E-2	1.301688E+10	1.767755E-2	1.311121E+10	1.706545E-2	1.425194E+10	1.762278E-2	1.438710E+10	-2.527601E-3	-4.919339E-3	3.266192E-3	2.391739E-3	-3.082715E-3	-1.199529E+9	-1.165282E+9	6.582468E+6	-3.424685E+7	-1.431074E+10
5.334630E+2	1.840503E-2	1.301226E+9	1.811569E-2	8.057394E+7	1.756909E-2	1.261048E+9	2.212803E-2	8.257165E+7	2.048188E-2	1.365211E+10	2.024428E-2	1.360415E+10	2.021941E-2	1.491316E+10	2.007912E-2	1.490538E+10	-2.893305E-4	4.558942E-3	-4.012335E-3	-4.848273E-3	-1.963421E-3	-1.220653E+9	-1.178476E+9	-1.997714E+6	-4.217616E+7	-1.482481E+10
