# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0255 Delay[ns]	0255 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
7.215000e+01	1.118145e-02	5.015000e+01	5.503995e-02	4.415000e+01	2.861910e-02	4.615000e+01	1.402774e-02	4.215000e+01	2.856964e-02	3.815000e+01	2.476163e-02	5.015000e+01	7.542386e-03
7.615000e+01	2.992356e-02	5.415000e+01	4.068744e-02	4.815000e+01	6.280195e-02	5.015000e+01	-1.330458e-02	4.415000e+01	2.151210e-02	4.015000e+01	3.934572e-02	5.415000e+01	3.033354e-02
8.015000e+01	2.646551e-02	5.615000e+01	4.776219e-02	5.015000e+01	2.759436e-02	5.415000e+01	2.315381e-02	4.815000e+01	3.212976e-02	4.215000e+01	3.757917e-02	5.815000e+01	1.787669e-02
8.215000e+01	2.230609e-02	5.815000e+01	4.070621e-02	5.215000e+01	1.308093e-02	5.815000e+01	3.420071e-02	5.015000e+01	7.768808e-03	4.415000e+01	4.303826e-02	6.215000e+01	2.018048e-02
8.615000e+01	1.729893e-02	6.215000e+01	6.724449e-02	5.415000e+01	5.605454e-02	6.215000e+01	1.752108e-02	5.215000e+01	-2.688440e-03	4.615000e+01	7.244399e-03	6.415000e+01	2.233664e-02
9.015000e+01	2.424468e-02	6.415000e+01	3.684905e-02	5.615000e+01	2.038202e-02	6.615000e+01	1.854781e-02	5.415000e+01	3.889398e-02	4.815000e+01	1.446373e-02	6.815000e+01	2.075862e-02
9.415000e+01	1.679011e-02	6.815000e+01	2.870272e-02	5.815000e+01	1.698798e-02	7.015000e+01	1.712137e-02	5.615000e+01	1.346682e-02	5.215000e+01	2.603628e-02	7.015000e+01	3.795030e-02
9.815000e+01	2.166202e-02	7.015000e+01	2.515076e-02	6.215000e+01	3.526399e-02	7.215000e+01	-4.442224e-03	6.015000e+01	2.441498e-03	5.415000e+01	-1.408097e-03	7.215000e+01	1.354291e-02
1.021500e+02	2.166391e-02	7.415000e+01	3.491150e-02	6.615000e+01	3.465905e-02	7.415000e+01	1.409405e-02	6.415000e+01	4.692177e-02	5.615000e+01	4.190581e-02	7.415000e+01	2.092921e-02
1.061500e+02	2.310465e-02	7.615000e+01	4.749870e-02	6.815000e+01	4.216973e-02	7.615000e+01	2.201168e-02	6.615000e+01	7.236364e-03	5.815000e+01	2.006684e-02	7.615000e+01	4.318563e-02
1.101500e+02	1.798218e-02	7.815000e+01	1.865765e-02	7.215000e+01	5.918249e-03	7.815000e+01	4.616957e-02	7.015000e+01	3.267346e-02	6.015000e+01	3.230082e-02	8.015000e+01	3.489227e-02
1.141500e+02	2.356207e-02	8.015000e+01	5.109197e-02	7.615000e+01	2.847155e-02	8.015000e+01	4.660241e-02	7.215000e+01	2.090387e-02	6.215000e+01	1.546321e-02	8.215000e+01	3.619801e-02
1.161500e+02	2.019671e-02	8.215000e+01	8.136692e-03	7.815000e+01	-1.020334e-03	8.215000e+01	2.466509e-02	7.415000e+01	1.684425e-02	6.415000e+01	3.673285e-02	8.415000e+01	1.566970e-02
1.201500e+02	2.773539e-02	8.615000e+01	2.297304e-02	8.015000e+01	5.384539e-03	8.415000e+01	-3.748609e-04	7.815000e+01	2.592540e-02	6.615000e+01	2.887266e-02	8.615000e+01	2.525201e-02
1.221500e+02	2.099469e-02	9.015000e+01	3.229880e-02	8.215000e+01	2.289972e-02	8.615000e+01	1.019040e-02	8.015000e+01	-1.879138e-03	6.815000e+01	2.430329e-02	8.815000e+01	1.977026e-04
1.261500e+02	2.021205e-02	9.215000e+01	4.070291e-02	8.415000e+01	2.134054e-02	9.015000e+01	8.863993e-03	8.215000e+01	1.576981e-02	7.015000e+01	3.164027e-02	9.215000e+01	2.510757e-02
1.301500e+02	2.204710e-02	9.615000e+01	2.311943e-02	8.615000e+01	1.434451e-02	9.215000e+01	4.350732e-02	8.415000e+01	1.029583e-02	7.415000e+01	2.366549e-02	9.415000e+01	7.830920e-03
1.321500e+02	2.312249e-02	9.815000e+01	4.500866e-02	8.815000e+01	2.125453e-02	9.415000e+01	-4.248770e-04	8.815000e+01	1.226314e-02	7.615000e+01	1.519805e-02	9.615000e+01	2.486266e-02
1.361500e+02	1.293541e-02	1.001500e+02	1.855879e-02	9.215000e+01	2.141570e-02	9.615000e+01	2.745020e-02	9.015000e+01	2.069814e-02	7.815000e+01	3.093431e-02	9.815000e+01	-2.859313e-03
1.381500e+02	9.812358e-03	1.041500e+02	3.851022e-02	9.415000e+01	2.834652e-02	9.815000e+01	4.634628e-02	9.215000e+01	7.341735e-03	8.015000e+01	2.270100e-02	1.001500e+02	1.480510e-02
1.401500e+02	2.045876e-02	1.061500e+02	2.844732e-02	9.615000e+01	2.133818e-02	1.001500e+02	7.895059e-03	9.415000e+01	2.052251e-02	8.215000e+01	2.616724e-02	1.021500e+02	2.534879e-02
1.421500e+02	2.015621e-02	1.081500e+02	3.459241e-02	1.001500e+02	3.838681e-02	1.021500e+02	6.933908e-03	9.815000e+01	-3.729156e-03	8.415000e+01	3.576497e-02	1.041500e+02	4.873673e-02
1.441500e+02	2.020921e-02	1.101500e+02	3.928657e-02	1.021500e+02	2.752186e-02	1.041500e+02	5.443475e-03	1.001500e+02	5.820944e-03	8.815000e+01	2.390483e-02	1.061500e+02	2.262561e-02
1.461500e+02	1.833409e-02	1.121500e+02	2.263021e-02	1.041500e+02	-1.763029e-03	1.061500e+02	1.140228e-02	1.021500e+02	1.263879e-02	9.015000e+01	3.033680e-02	1.081500e+02	3.788088e-02
1.481500e+02	2.365386e-02	1.141500e+02	3.004490e-02	1.061500e+02	3.463064e-02	1.081500e+02	3.247440e-03	1.041500e+02	-1.821156e-02	9.215000e+01	-1.557253e-03	1.101500e+02	1.819438e-02
1.501500e+02	2.125767e-02	1.181500e+02	3.611065e-02	1.081500e+02	2.192216e-02	1.101500e+02	1.293985e-02	1.061500e+02	2.016409e-02	9.415000e+01	2.841540e-02	1.121500e+02	2.193761e-02
1.521500e+02	1.818405e-02	1.201500e+02	3.468762e-02	1.101500e+02	1.862025e-02	1.121500e+02	5.261426e-02	1.101500e+02	-7.384795e-04	9.615000e+01	1.808227e-02	1.141500e+02	1.690379e-03
1.541500e+02	2.361369e-02	1.221500e+02	3.795772e-02	1.121500e+02	1.850803e-03	1.141500e+02	3.732001e-02	1.121500e+02	-1.176528e-02	9.815000e+01	1.766063e-02	1.161500e+02	2.119816e-02
1.561500e+02	2.895634e-02	1.241500e+02	2.755846e-02	1.141500e+02	3.353892e-02	1.161500e+02	2.426544e-03	1.141500e+02	1.791952e-02	1.001500e+02	2.600391e-02	1.181500e+02	2.015911e-02
1.581500e+02	1.938924e-02	1.261500e+02	2.434165e-02	1.161500e+02	1.097561e-02	1.201500e+02	1.518328e-02	1.161500e+02	1.144148e-02	1.021500e+02	4.103808e-02	1.201500e+02	2.435610e-02
1.601500e+02	2.232310e-02	1.281500e+02	3.187560e-02	1.181500e+02	2.671118e-02	1.241500e+02	3.457117e-02	1.181500e+02	2.451893e-02	1.061500e+02	2.135798e-02	1.221500e+02	2.150552e-02
1.621500e+02	1.520105e-02	1.301500e+02	2.611324e-02	1.201500e+02	4.385425e-02	1.261500e+02	3.003238e-02	1.201500e+02	2.727166e-02	1.081500e+02	1.390740e-03	1.241500e+02	2.984605e-02
1.641500e+02	1.125260e-02	1.321500e+02	2.965386e-02	1.221500e+02	3.940401e-02	1.281500e+02	2.775513e-03	1.221500e+02	6.928533e-03	1.101500e+02	1.959054e-02	1.261500e+02	-1.459286e-03
1.661500e+02	2.454967e-02	1.341500e+02	7.262626e-03	1.241500e+02	8.653107e-03	1.301500e+02	2.625844e-02	1.241500e+02	2.222503e-02	1.121500e+02	2.530530e-02	1.281500e+02	2.996142e-02
1.681500e+02	2.140511e-02	1.361500e+02	1.113877e-02	1.261500e+02	2.814408e-02	1.321500e+02	1.238142e-02	1.261500e+02	2.385398e-02	1.141500e+02	2.085868e-02	1.301500e+02	3.804313e-02
1.701500e+02	8.537835e-03	1.381500e+02	3.181877e-02	1.281500e+02	1.506447e-02	1.341500e+02	6.308024e-03	1.281500e+02	1.869616e-02	1.161500e+02	1.627441e-02	1.321500e+02	2.605085e-02
1.721500e+02	1.877187e-02	1.401500e+02	1.432868e-02	1.301500e+02	3.415192e-03	1.381500e+02	6.047993e-05	1.301500e+02	1.001202e-02	1.181500e+02	3.788663e-02	1.341500e+02	2.719678e-02
1.741500e+02	1.559936e-02	1.421500e+02	1.776543e-02	1.321500e+02	2.340760e-03	1.401500e+02	8.039630e-03	1.321500e+02	3.349482e-02	1.201500e+02	2.105943e-02	1.361500e+02	1.937466e-02
1.761500e+02	2.896087e-02	1.441500e+02	5.036688e-02	1.341500e+02	3.208538e-02	1.421500e+02	2.896189e-02	1.341500e+02	2.775138e-02	1.221500e+02	2.139326e-02	1.401500e+02	3.414555e-02
1.781500e+02	1.032778e-02	1.461500e+02	4.523334e-03	1.361500e+02	2.028685e-02	1.461500e+02	3.688299e-02	1.361500e+02	1.762825e-02	1.241500e+02	2.534141e-02	1.421500e+02	1.394866e-02
1.801500e+02	1.402385e-02	1.481500e+02	2.428347e-02	1.381500e+02	1.438348e-02	1.481500e+02	2.390848e-02	1.381500e+02	2.188620e-03	1.261500e+02	1.635952e-02	1.441500e+02	4.186582e-02
1.821500e+02	1.869701e-02	1.501500e+02	1.990986e-02	1.401500e+02	3.376357e-02	1.501500e+02	2.450041e-02	1.401500e+02	1.355798e-02	1.281500e+02	2.867354e-02	1.461500e+02	1.645266e-02
1.841500e+02	1.667145e-02	1.521500e+02	-1.144189e-03	1.421500e+02	1.725235e-02	1.521500e+02	1.719430e-02	1.421500e+02	2.823415e-02	1.301500e+02	2.844056e-02	1.481500e+02	2.071487e-02
1.861500e+02	2.006916e-02	1.541500e+02	3.547480e-02	1.441500e+02	2.796518e-02	1.541500e+02	2.798280e-02	1.441500e+02	1.093141e-02	1.321500e+02	3.481325e-02	1.521500e+02	3.408166e-02
1.881500e+02	2.234952e-02	1.561500e+02	3.725252e-02	1.461500e+02	1.743539e-02	1.561500e+02	3.242352e-02	1.461500e+02	2.018108e-02	1.341500e+02	2.890158e-02	1.541500e+02	3.270995e-02
1.901500e+02	2.568189e-02	1.581500e+02	1.654444e-02	1.481500e+02	3.710509e-02	1.581500e+02	1.828584e-02	1.481500e+02	1.934034e-02	1.361500e+02	-4.600050e-03	1.561500e+02	4.144553e-02
1.921500e+02	5.440816e-03	1.601500e+02	3.131354e-02	1.501500e+02	1.688694e-02	1.621500e+02	9.108076e-03	1.521500e+02	1.639311e-02	1.381500e+02	-1.521497e-03	1.601500e+02	2.942762e-02
1.941500e+02	2.434930e-02	1.621500e+02	3.464541e-02	1.521500e+02	2.999914e-02	1.641500e+02	5.758216e-03	1.541500e+02	4.198783e-03	1.401500e+02	1.891713e-02	1.621500e+02	1.986208e-02
1.961500e+02	1.192672e-02	1.641500e+02	3.990820e-03	1.541500e+02	1.187175e-02	1.661500e+02	3.918895e-02	1.561500e+02	2.896084e-02	1.421500e+02	1.477476e-02	1.641500e+02	2.588360e-02
1.981500e+02	2.049957e-02	1.661500e+02	4.480954e-02	1.561500e+02	2.266609e-02	1.681500e+02	1.072112e-02	1.581500e+02	1.188462e-02	1.441500e+02	3.859612e-03	1.661500e+02	2.648087e-02
2.001500e+02	8.900447e-03	1.681500e+02	3.094640e-02	1.581500e+02	3.193645e-02	1.701500e+02	8.306194e-04	1.621500e+02	5.265334e-03	1.461500e+02	1.452908e-02	1.681500e+02	3.387431e-02
2.021500e+02	1.497695e-02	1.701500e+02	3.257893e-02	1.601500e+02	2.897580e-02	1.721500e+02	-5.536452e-03	1.641500e+02	1.248115e-03	1.481500e+02	1.657092e-02	1.721500e+02	2.523567e-02
2.041500e+02	1.632674e-02	1.741500e+02	2.862974e-02	1.621500e+02	1.715802e-02	1.741500e+02	-2.684277e-03	1.661500e+02	6.165593e-03	1.501500e+02	2.505377e-02	1.741500e+02	2.731546e-02
2.061500e+02	1.438067e-02	1.761500e+02	2.170840e-02	1.641500e+02	1.477625e-02	1.761500e+02	1.413085e-02	1.681500e+02	1.416877e-02	1.521500e+02	1.258026e-02	1.761500e+02	4.755267e-02
2.081500e+02	1.648598e-02	1.781500e+02	2.960083e-02	1.661500e+02	9.562833e-03	1.781500e+02	1.894717e-02	1.701500e+02	1.370776e-02	1.541500e+02	2.944409e-02	1.781500e+02	3.009983e-02
2.101500e+02	2.504486e-02	1.801500e+02	1.791116e-02	1.681500e+02	2.205898e-02	1.801500e+02	8.232221e-03	1.721500e+02	1.516260e-02	1.561500e+02	1.098956e-02	1.801500e+02	1.312397e-02
2.121500e+02	1.543825e-02	1.821500e+02	2.966888e-02	1.701500e+02	-2.982532e-03	1.821500e+02	1.354516e-02	1.741500e+02	1.140166e-02	1.581500e+02	1.072822e-02	1.821500e+02	7.704704e-03
2.141500e+02	1.734622e-02	1.841500e+02	1.379382e-02	1.721500e+02	2.953021e-02	1.841500e+02	1.144006e-02	1.761500e+02	1.122577e-02	1.601500e+02	3.417507e-02	1.861500e+02	2.732053e-02
2.161500e+02	2.623190e-02	1.861500e+02	3.893268e-02	1.741500e+02	1.511421e-02	1.861500e+02	8.709734e-03	1.781500e+02	1.133222e-02	1.621500e+02	5.167401e-03	1.881500e+02	4.778822e-02
2.181500e+02	2.374699e-02	1.881500e+02	1.612031e-02	1.761500e+02	3.777593e-02	1.881500e+02	2.236981e-02	1.801500e+02	1.615643e-02	1.641500e+02	1.585862e-02	1.901500e+02	2.817027e-02
2.201500e+02	2.116309e-02	1.901500e+02	1.553411e-02	1.781500e+02	-7.732596e-03	1.901500e+02	2.765605e-02	1.841500e+02	9.524755e-03	1.661500e+02	2.109021e-02	1.921500e+02	-5.436993e-03
2.221500e+02	2.242926e-02	1.921500e+02	4.512567e-03	1.801500e+02	5.460005e-03	1.921500e+02	2.543869e-05	1.861500e+02	3.660092e-03	1.681500e+02	1.666105e-02	1.941500e+02	3.747009e-02
2.241500e+02	1.784278e-02	1.941500e+02	1.435920e-02	1.821500e+02	1.857370e-02	1.961500e+02	8.531390e-03	1.881500e+02	8.192443e-03	1.701500e+02	4.323144e-03	1.961500e+02	3.063556e-02
2.261500e+02	2.392068e-02	1.961500e+02	1.873199e-02	1.841500e+02	2.801129e-02	1.981500e+02	1.594952e-02	1.901500e+02	3.212546e-02	1.721500e+02	3.105461e-02	1.981500e+02	-2.200457e-03
2.281500e+02	1.112166e-02	1.981500e+02	3.036453e-02	1.861500e+02	3.689829e-02	2.001500e+02	1.131153e-02	1.921500e+02	-6.357038e-04	1.741500e+02	1.381937e-02	2.001500e+02	2.034170e-02
2.301500e+02	1.855425e-02	2.001500e+02	-6.068152e-03	1.881500e+02	9.074033e-03	2.021500e+02	1.698982e-02	1.941500e+02	3.578685e-02	1.761500e+02	4.137158e-02	2.021500e+02	2.997232e-02
2.321500e+02	1.903745e-02	2.021500e+02	-3.829000e-03	1.901500e+02	3.110906e-02	2.041500e+02	1.775506e-02	1.961500e+02	-1.398989e-02	1.781500e+02	-2.028078e-02	2.041500e+02	3.168785e-02
2.341500e+02	1.526217e-02	2.041500e+02	2.110056e-02	1.921500e+02	8.096426e-03	2.061500e+02	2.702015e-02	1.981500e+02	4.097449e-02	1.801500e+02	2.325930e-02	2.061500e+02	1.606201e-02
2.361500e+02	1.079974e-02	2.061500e+02	1.349680e-02	1.941500e+02	2.563835e-02	2.081500e+02	5.702152e-03	2.001500e+02	-8.256704e-03	1.821500e+02	3.943238e-02	2.081500e+02	3.147829e-02
2.381500e+02	3.043827e-02	2.081500e+02	4.692989e-02	1.961500e+02	1.366533e-02	2.101500e+02	1.385973e-02	2.021500e+02	8.190105e-03	1.841500e+02	2.647335e-02	2.101500e+02	1.887280e-02
2.401500e+02	1.979035e-02	2.121500e+02	1.129201e-02	1.981500e+02	4.426703e-03	2.121500e+02	1.730635e-02	2.041500e+02	1.788919e-02	1.861500e+02	4.893617e-03	2.121500e+02	3.012422e-02
2.421500e+02	9.892064e-03	2.141500e+02	4.193108e-02	2.001500e+02	2.559378e-03	2.141500e+02	1.110133e-02	2.061500e+02	1.064352e-02	1.881500e+02	3.055231e-02	2.141500e+02	9.714312e-03
2.441500e+02	6.242905e-03	2.161500e+02	6.913357e-02	2.021500e+02	3.267093e-02	2.161500e+02	3.221046e-02	2.081500e+02	-1.462251e-02	1.901500e+02	1.949636e-02	2.161500e+02	6.734279e-03
2.461500e+02	1.378260e-02	2.181500e+02	1.621584e-02	2.041500e+02	1.508433e-02	2.201500e+02	3.342660e-02	2.101500e+02	-1.072082e-02	1.921500e+02	2.608316e-02	2.181500e+02	4.319357e-02
2.481500e+02	1.157794e-02	2.201500e+02	2.858386e-02	2.061500e+02	1.315813e-02	2.221500e+02	5.665296e-03	2.121500e+02	9.157432e-03	1.941500e+02	1.784868e-02	2.201500e+02	2.150407e-02
2.501500e+02	2.406525e-02	2.221500e+02	7.668990e-03	2.081500e+02	1.811289e-02	2.241500e+02	3.641709e-02	2.141500e+02	7.718349e-03	1.961500e+02	1.398592e-02	2.221500e+02	3.213680e-02
2.521500e+02	1.416775e-02	2.241500e+02	3.114985e-02	2.101500e+02	3.677473e-02	2.261500e+02	8.079268e-03	2.161500e+02	2.236938e-02	1.981500e+02	3.348262e-02	2.241500e+02	3.663962e-02
2.541500e+02	1.886156e-02	2.261500e+02	2.444575e-02	2.121500e+02	-6.257020e-03	2.281500e+02	1.537727e-02	2.181500e+02	1.561726e-02	2.001500e+02	3.351493e-02	2.261500e+02	4.813936e-02
2.561500e+02	7.266465e-03	2.281500e+02	2.239168e-03	2.141500e+02	4.453978e-03	2.301500e+02	1.839471e-02	2.201500e+02	2.917657e-03	2.021500e+02	5.867551e-03	2.281500e+02	-9.402448e-03
2.581500e+02	5.801384e-03	2.301500e+02	1.732874e-02	2.161500e+02	1.406961e-02	2.321500e+02	2.154455e-02	2.221500e+02	1.379894e-02	2.041500e+02	-5.556547e-03	2.301500e+02	4.047675e-02
2.601500e+02	1.717795e-02	2.321500e+02	2.784425e-02	2.181500e+02	3.538048e-02	2.341500e+02	1.129357e-02	2.241500e+02	8.290132e-03	2.061500e+02	5.903385e-03	2.321500e+02	1.426172e-02
2.621500e+02	1.834354e-02	2.341500e+02	1.554610e-02	2.201500e+02	8.739776e-03	2.361500e+02	2.165313e-02	2.261500e+02	9.464995e-03	2.081500e+02	1.131520e-02	2.341500e+02	1.702833e-02
2.641500e+02	2.438402e-02	2.361500e+02	1.898881e-02	2.221500e+02	5.470230e-02	2.381500e+02	2.179258e-02	2.281500e+02	-6.101368e-03	2.101500e+02	5.122568e-02	2.381500e+02	3.075938e-02
2.661500e+02	6.457027e-03	2.381500e+02	2.478946e-02	2.261500e+02	4.509441e-02	2.401500e+02	3.803342e-03	2.301500e+02	8.396859e-03	2.141500e+02	2.915827e-02	2.401500e+02	2.781687e-02
2.681500e+02	1.671271e-02	2.401500e+02	3.713400e-02	2.281500e+02	4.582347e-02	2.421500e+02	1.402286e-02	2.321500e+02	2.508857e-02	2.161500e+02	1.287407e-02	2.421500e+02	3.823193e-02
2.701500e+02	1.644878e-02	2.421500e+02	-5.310171e-03	2.301500e+02	1.154619e-02	2.441500e+02	1.803887e-03	2.341500e+02	1.021397e-02	2.181500e+02	3.834554e-03	2.441500e+02	3.129786e-02
2.721500e+02	1.795402e-02	2.441500e+02	1.809357e-02	2.321500e+02	3.140337e-02	2.461500e+02	2.958906e-02	2.361500e+02	6.065673e-03	2.201500e+02	3.180658e-02	2.461500e+02	-1.056045e-02
2.741500e+02	8.833597e-03	2.461500e+02	3.536645e-02	2.341500e+02	5.536335e-03	2.481500e+02	3.506291e-02	2.381500e+02	3.837615e-02	2.221500e+02	2.060325e-02	2.481500e+02	4.305616e-02
2.761500e+02	7.984115e-03	2.481500e+02	7.820609e-03	2.361500e+02	8.323691e-03	2.501500e+02	1.318279e-02	2.401500e+02	1.982006e-02	2.241500e+02	4.588390e-03	2.521500e+02	5.286578e-02
2.781500e+02	1.732712e-02	2.501500e+02	2.797512e-02	2.381500e+02	2.887479e-02	2.521500e+02	1.886420e-02	2.421500e+02	-1.273607e-02	2.261500e+02	8.300301e-03	2.541500e+02	1.893194e-02
