# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0255 Delay[ns]	0255 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
2.161500e+02	-5.968700e-03	2.181500e+02	-1.684371e-02	2.221500e+02	1.196960e-02	2.241500e+02	3.236692e-02	2.221500e+02	-2.838889e-02	1.981500e+02	9.657776e-03	2.061500e+02	-4.944282e-03
2.181500e+02	1.715011e-03	2.221500e+02	-5.387984e-03	2.261500e+02	8.399077e-03	2.261500e+02	-5.991443e-02	2.261500e+02	7.102288e-03	2.021500e+02	-1.039996e-02	2.081500e+02	2.888471e-02
2.201500e+02	1.136825e-02	2.241500e+02	4.759179e-02	2.281500e+02	-1.568770e-03	2.281500e+02	-3.500112e-02	2.281500e+02	-3.274170e-02	2.041500e+02	-4.521888e-02	2.101500e+02	-3.065792e-02
2.241500e+02	-8.304686e-03	2.261500e+02	-2.252779e-02	2.321500e+02	1.720170e-02	2.301500e+02	5.639917e-04	2.301500e+02	4.880726e-02	2.081500e+02	-5.815614e-02	2.141500e+02	1.401599e-02
2.261500e+02	-1.710304e-02	2.281500e+02	-3.395927e-02	2.341500e+02	-2.912768e-02	2.321500e+02	3.386458e-02	2.321500e+02	1.746247e-03	2.101500e+02	3.671719e-02	2.161500e+02	-2.732721e-02
2.281500e+02	-2.008040e-02	2.301500e+02	9.690969e-04	2.361500e+02	2.289636e-02	2.341500e+02	8.291506e-03	2.361500e+02	-2.242565e-02	2.121500e+02	-1.683956e-02	2.181500e+02	6.907820e-04
2.301500e+02	6.915988e-03	2.341500e+02	-1.395495e-02	2.381500e+02	-9.481973e-04	2.361500e+02	-3.684535e-03	2.381500e+02	1.159066e-02	2.141500e+02	1.302529e-02	2.201500e+02	4.582243e-02
2.321500e+02	5.332534e-03	2.361500e+02	-2.400402e-03	2.421500e+02	1.439186e-02	2.381500e+02	1.722547e-02	2.401500e+02	1.043237e-02	2.161500e+02	-7.857807e-03	2.221500e+02	7.420135e-03
2.341500e+02	-1.512088e-02	2.381500e+02	3.063928e-02	2.441500e+02	3.307352e-03	2.401500e+02	-1.193359e-02	2.421500e+02	-2.603663e-02	2.181500e+02	-2.916572e-02	2.241500e+02	9.158743e-03
2.381500e+02	1.197501e-02	2.421500e+02	-1.064634e-02	2.461500e+02	-2.754751e-02	2.421500e+02	-3.385901e-02	2.441500e+02	-4.211428e-02	2.221500e+02	1.888085e-02	2.261500e+02	1.555070e-02
2.401500e+02	5.344601e-03	2.441500e+02	-1.366014e-02	2.481500e+02	-1.916725e-02	2.461500e+02	1.144739e-02	2.461500e+02	-1.365315e-02	2.241500e+02	-3.636145e-02	2.301500e+02	2.398335e-02
2.421500e+02	-8.808099e-03	2.461500e+02	1.429145e-02	2.501500e+02	-2.669369e-02	2.481500e+02	3.294203e-02	2.481500e+02	1.381609e-02	2.261500e+02	-5.122810e-02	2.341500e+02	-9.643170e-03
2.441500e+02	-1.558310e-02	2.481500e+02	-3.044348e-02	2.521500e+02	-6.239215e-02	2.501500e+02	3.052747e-04	2.501500e+02	-1.289308e-02	2.281500e+02	5.919137e-03	2.381500e+02	1.511456e-02
2.461500e+02	-4.623435e-03	2.501500e+02	-2.904409e-03	2.541500e+02	2.531072e-03	2.521500e+02	-2.998801e-02	2.521500e+02	-7.076256e-02	2.321500e+02	-1.495487e-02	2.401500e+02	1.465056e-02
2.481500e+02	-4.925133e-03	2.521500e+02	-1.768284e-02	2.561500e+02	-1.790629e-02	2.541500e+02	7.692771e-03	2.541500e+02	2.168812e-02	2.341500e+02	-8.794456e-03	2.441500e+02	2.887626e-02
2.501500e+02	-1.508500e-02	2.541500e+02	1.417836e-02	2.581500e+02	-1.771879e-02	2.561500e+02	-1.668199e-02	2.561500e+02	9.180927e-03	2.381500e+02	-1.771731e-03	2.461500e+02	-3.366743e-02
2.521500e+02	-2.625067e-02	2.561500e+02	-2.228542e-03	2.601500e+02	3.507171e-03	2.581500e+02	8.573321e-03	2.581500e+02	-3.567182e-02	2.401500e+02	9.335321e-03	2.481500e+02	7.249729e-03
2.541500e+02	6.994799e-03	2.581500e+02	-1.528724e-02	2.621500e+02	-3.835012e-02	2.621500e+02	-3.476603e-02	2.601500e+02	2.164767e-02	2.441500e+02	-6.368362e-02	2.501500e+02	-2.424500e-02
2.561500e+02	-4.167154e-03	2.621500e+02	-1.619091e-02	2.641500e+02	-3.744557e-02	2.641500e+02	-1.482028e-02	2.621500e+02	-1.904921e-02	2.461500e+02	2.138863e-02	2.521500e+02	4.867472e-02
2.581500e+02	-1.525381e-02	2.641500e+02	1.025014e-02	2.661500e+02	-6.404323e-03	2.661500e+02	-5.418725e-02	2.661500e+02	-2.608152e-02	2.501500e+02	-2.407908e-02	2.561500e+02	6.312880e-04
2.601500e+02	-1.712625e-02	2.661500e+02	-6.445789e-02	2.681500e+02	-1.394156e-02	2.681500e+02	-1.067188e-02	2.701500e+02	-2.200608e-02	2.541500e+02	-1.309654e-02	2.581500e+02	-1.046847e-02
2.621500e+02	-2.447457e-02	2.681500e+02	-2.269318e-02	2.701500e+02	-2.053799e-02	2.701500e+02	1.165130e-02	2.721500e+02	2.227714e-02	2.561500e+02	2.001684e-03	2.601500e+02	-4.099588e-02
2.641500e+02	-7.849731e-03	2.701500e+02	1.399613e-02	2.721500e+02	-4.058142e-02	2.721500e+02	-3.729995e-02	2.741500e+02	-5.482348e-03	2.581500e+02	-2.094983e-02	2.621500e+02	-1.015464e-02
2.661500e+02	-3.137844e-02	2.721500e+02	7.603921e-03	2.741500e+02	-3.398792e-02	2.761500e+02	-2.088000e-02	2.761500e+02	-1.562334e-02	2.601500e+02	-3.597769e-02	2.641500e+02	4.919483e-03
2.681500e+02	-2.531584e-03	2.741500e+02	-2.458241e-02	2.781500e+02	1.226487e-03	   nan	   nan	2.781500e+02	-4.998286e-02	2.621500e+02	-2.833654e-02	2.661500e+02	-7.195931e-03
2.721500e+02	-1.182122e-02	2.761500e+02	-1.730752e-02	2.801500e+02	-4.075763e-03	   nan	   nan	2.801500e+02	-8.386912e-03	2.661500e+02	-2.994372e-02	2.701500e+02	2.957836e-03
2.761500e+02	-1.385004e-02	2.781500e+02	-1.411755e-02	   nan	   nan	   nan	   nan	   nan	   nan	2.681500e+02	1.600756e-02	2.721500e+02	1.167140e-02
2.781500e+02	-1.742309e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.701500e+02	-2.366327e-02	2.741500e+02	-1.323967e-02
2.801500e+02	-1.419418e-02	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.741500e+02	6.162599e-04	2.761500e+02	-7.478696e-03
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.761500e+02	-5.964779e-03	2.781500e+02	-1.237874e-02
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.781500e+02	-1.985066e-02	2.801500e+02	-5.178712e-02
   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	   nan	2.801500e+02	-3.880126e-03	   nan	   nan
