# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
-3.850000e+00	-1.035734e-02	-1.185000e+01	1.784054e-02	-7.850000e+00	2.364702e-02	-7.850000e+00	6.006658e-03	-1.585000e+01	-3.205259e-02	-1.585000e+01	-2.460800e-02
-1.850000e+00	4.039466e-03	-9.850000e+00	2.053402e-02	-3.850000e+00	-1.268192e-02	-5.850000e+00	-2.341257e-02	-1.385000e+01	-8.271793e-03	-1.385000e+01	-6.327617e-03
1.500000e-01	-4.878009e-02	-7.850000e+00	-5.810622e-02	-1.850000e+00	1.277588e-03	-3.850000e+00	-8.892223e-03	-1.185000e+01	-1.097369e-02	-1.185000e+01	2.793035e-02
4.150000e+00	-4.414558e-02	-5.850000e+00	-1.266073e-02	2.150000e+00	-5.138381e-02	-1.850000e+00	4.571305e-02	-9.850000e+00	-1.109373e-02	-7.850000e+00	3.427442e-02
6.150000e+00	-4.136778e-02	-3.850000e+00	-6.037012e-03	4.150000e+00	-6.010111e-02	1.500000e-01	-3.267013e-02	-7.850000e+00	2.556490e-02	-5.850000e+00	1.138590e-02
1.015000e+01	-2.174835e-02	1.500000e-01	-1.564449e-02	8.150000e+00	-4.532180e-02	2.150000e+00	-6.164929e-02	-3.850000e+00	1.987431e-03	-1.850000e+00	-1.316267e-02
1.215000e+01	-3.057294e-02	2.150000e+00	-3.855671e-02	1.015000e+01	-3.624887e-02	4.150000e+00	-2.498984e-02	-1.850000e+00	-1.538647e-02	1.500000e-01	-6.762511e-02
1.415000e+01	-1.908436e-02	4.150000e+00	-6.827343e-02	1.215000e+01	-5.507786e-02	6.150000e+00	-5.191913e-02	1.500000e-01	-5.523851e-02	2.150000e+00	-4.272391e-02
1.615000e+01	-1.468790e-02	6.150000e+00	-3.622907e-02	1.415000e+01	-2.042046e-02	1.015000e+01	-1.009736e-02	2.150000e+00	-3.707363e-02	4.150000e+00	-4.745865e-02
2.015000e+01	-4.149043e-02	8.150000e+00	-3.674537e-04	1.815000e+01	-7.686379e-03	1.215000e+01	-3.944460e-02	6.150000e+00	-6.306645e-03	8.150000e+00	-1.415342e-02
2.415000e+01	-2.281834e-02	1.015000e+01	-1.395374e-02	2.215000e+01	-1.597054e-02	1.615000e+01	-8.729607e-03	8.150000e+00	-3.501234e-02	1.215000e+01	5.899662e-04
2.815000e+01	-2.139112e-02	1.415000e+01	-9.820823e-03	2.615000e+01	-1.891764e-02	1.815000e+01	-8.143200e-03	1.015000e+01	-2.502186e-02	1.615000e+01	2.833648e-02
3.215000e+01	-1.242653e-02	1.615000e+01	-4.626119e-02	3.015000e+01	-1.796790e-02	2.215000e+01	2.121495e-03	1.215000e+01	-2.419144e-02	1.815000e+01	-7.614231e-03
3.615000e+01	-2.097949e-02	1.815000e+01	-4.552857e-02	3.215000e+01	1.591239e-04	2.415000e+01	-3.879300e-04	1.415000e+01	-2.914399e-02	2.015000e+01	-6.363811e-02
3.815000e+01	-2.143445e-03	2.015000e+01	-2.316635e-02	3.415000e+01	-1.321423e-02	2.615000e+01	-5.724524e-02	1.615000e+01	5.623346e-03	2.215000e+01	-9.394099e-04
4.215000e+01	-8.746060e-03	2.215000e+01	3.099043e-03	3.815000e+01	1.269176e-02	2.815000e+01	-1.247987e-02	1.815000e+01	5.981641e-03	2.415000e+01	-3.075429e-03
4.415000e+01	-2.597786e-03	2.415000e+01	-3.111022e-03	4.015000e+01	-4.695676e-03	3.215000e+01	1.597435e-02	2.015000e+01	-3.511325e-02	2.615000e+01	-1.029065e-03
4.615000e+01	-1.084258e-02	2.815000e+01	-5.678021e-02	4.415000e+01	-2.306109e-02	3.415000e+01	-3.993461e-02	2.215000e+01	1.241380e-02	3.015000e+01	1.424061e-02
4.815000e+01	-2.634990e-02	3.215000e+01	-3.731298e-02	4.615000e+01	-4.862822e-02	3.615000e+01	-4.969054e-02	2.415000e+01	-5.122550e-02	3.215000e+01	-2.941415e-02
5.215000e+01	-1.227022e-02	3.415000e+01	-2.050303e-02	5.015000e+01	-4.792199e-02	3.815000e+01	1.623592e-02	2.615000e+01	-2.346795e-02	3.615000e+01	-7.394760e-03
5.415000e+01	-2.614033e-03	3.615000e+01	-1.119017e-02	5.215000e+01	-3.197241e-02	4.015000e+01	-2.077431e-02	2.815000e+01	-9.664647e-03	3.815000e+01	-4.070684e-02
5.615000e+01	-1.707142e-02	3.815000e+01	-2.492835e-02	5.615000e+01	-1.289226e-02	4.215000e+01	4.734919e-03	3.215000e+01	-1.153898e-02	4.015000e+01	-1.861643e-02
5.815000e+01	-1.583702e-02	4.015000e+01	-4.004788e-02	5.815000e+01	-4.077655e-02	4.615000e+01	2.847793e-02	3.415000e+01	-4.036761e-02	4.215000e+01	-3.472984e-03
6.015000e+01	-2.255861e-02	4.415000e+01	-2.403493e-04	6.015000e+01	-3.113948e-02	4.815000e+01	9.879011e-03	3.615000e+01	-5.739449e-03	4.415000e+01	1.283662e-02
6.215000e+01	-1.485293e-02	4.615000e+01	-3.441033e-02	6.215000e+01	-4.529721e-02	5.015000e+01	-5.070956e-02	3.815000e+01	2.599027e-02	4.615000e+01	1.653508e-02
6.415000e+01	-2.356440e-02	4.815000e+01	-6.080730e-02	6.415000e+01	-8.000392e-02	5.215000e+01	-2.375158e-02	4.015000e+01	1.797924e-02	4.815000e+01	-3.729477e-02
6.615000e+01	-2.076304e-02	5.015000e+01	-8.580271e-03	6.615000e+01	-4.990223e-03	5.415000e+01	3.129918e-02	4.415000e+01	1.796958e-02	5.015000e+01	-2.073723e-02
6.815000e+01	-1.838309e-03	5.215000e+01	-7.965788e-03	6.815000e+01	8.939354e-03	5.815000e+01	-5.575070e-03	4.615000e+01	-1.618734e-02	5.215000e+01	4.693042e-03
7.015000e+01	-1.703381e-02	5.415000e+01	6.401971e-03	7.015000e+01	-2.276723e-02	6.015000e+01	-5.879726e-02	5.015000e+01	-1.382973e-02	5.615000e+01	-2.586362e-02
7.215000e+01	-3.437999e-02	5.615000e+01	-4.096838e-02	7.215000e+01	-2.312496e-02	6.215000e+01	-3.205343e-02	5.215000e+01	-2.354345e-03	5.815000e+01	-2.337446e-02
7.415000e+01	-5.546738e-03	5.815000e+01	-2.637233e-02	7.415000e+01	3.073442e-03	6.415000e+01	-1.563272e-02	5.415000e+01	-5.328659e-02	6.015000e+01	3.643624e-03
7.615000e+01	-9.708910e-03	6.015000e+01	-2.025659e-02	7.615000e+01	-3.479218e-02	6.615000e+01	-3.989849e-04	5.615000e+01	1.743177e-02	6.215000e+01	-2.672071e-02
7.815000e+01	-2.156391e-02	6.215000e+01	2.451960e-02	8.015000e+01	-4.499590e-02	7.015000e+01	-2.316214e-02	5.815000e+01	1.691333e-02	6.415000e+01	1.203030e-02
8.215000e+01	-8.612607e-03	6.615000e+01	-6.388498e-03	8.215000e+01	-2.294959e-02	7.215000e+01	-3.275945e-02	6.015000e+01	-6.243362e-03	6.615000e+01	-4.111880e-02
8.615000e+01	-1.518358e-02	6.815000e+01	3.136662e-02	8.615000e+01	-2.961581e-02	7.615000e+01	-1.338176e-02	6.215000e+01	5.287104e-03	6.815000e+01	-1.320518e-02
8.815000e+01	-1.443732e-02	7.015000e+01	-1.249222e-03	8.815000e+01	-1.440623e-03	7.815000e+01	-1.721477e-02	6.415000e+01	-2.900002e-02	7.015000e+01	-2.843882e-03
9.015000e+01	3.440063e-03	7.215000e+01	-1.593713e-02	9.015000e+01	-1.175692e-03	8.215000e+01	-1.885008e-02	6.815000e+01	-1.773930e-02	7.215000e+01	-1.355500e-02
9.215000e+01	-2.613145e-02	7.615000e+01	-8.666731e-03	9.215000e+01	-3.204364e-02	8.415000e+01	-5.730585e-02	7.015000e+01	-3.514659e-02	7.415000e+01	1.888192e-04
9.415000e+01	-3.256146e-03	7.815000e+01	-6.939174e-02	9.415000e+01	-1.082804e-02	8.615000e+01	1.870835e-02	7.215000e+01	-8.652342e-02	7.615000e+01	3.649966e-02
9.615000e+01	-1.203411e-02	8.015000e+01	-3.198502e-02	9.615000e+01	-1.084961e-02	9.015000e+01	1.055750e-02	7.415000e+01	-9.007270e-03	7.815000e+01	1.771451e-02
9.815000e+01	-1.765734e-02	8.415000e+01	2.529988e-02	9.815000e+01	1.294531e-02	9.215000e+01	-4.698551e-02	7.615000e+01	-2.820354e-02	8.015000e+01	-4.030233e-02
1.001500e+02	-9.957558e-03	8.615000e+01	-5.568297e-03	1.021500e+02	3.613033e-02	9.415000e+01	-2.823265e-03	7.815000e+01	-4.904156e-03	8.215000e+01	4.934527e-03
1.021500e+02	-3.495825e-03	8.815000e+01	-5.878561e-02	1.041500e+02	-1.105115e-02	9.615000e+01	-2.147942e-02	8.215000e+01	7.458668e-03	8.615000e+01	-2.616401e-02
1.041500e+02	-1.103184e-02	9.215000e+01	8.634832e-03	1.061500e+02	-2.203360e-02	9.815000e+01	-2.361262e-02	8.415000e+01	3.237790e-03	8.815000e+01	-1.328624e-02
1.061500e+02	-2.215385e-02	9.415000e+01	-5.097403e-02	1.081500e+02	-2.898545e-02	1.001500e+02	6.767141e-03	8.615000e+01	-3.327816e-02	9.015000e+01	-1.960141e-02
1.101500e+02	-1.701156e-02	9.615000e+01	7.125323e-03	1.101500e+02	-2.427284e-02	1.021500e+02	-2.252773e-02	9.015000e+01	-1.391001e-03	9.215000e+01	-8.466916e-03
1.121500e+02	-1.471939e-02	9.815000e+01	-2.903746e-02	1.121500e+02	-5.227873e-02	1.041500e+02	-6.517380e-02	9.215000e+01	-5.179605e-02	9.415000e+01	2.696762e-02
1.141500e+02	3.312968e-03	1.001500e+02	6.496597e-03	1.141500e+02	-1.536900e-02	1.061500e+02	-1.983057e-02	9.415000e+01	2.137698e-02	9.815000e+01	-6.546604e-02
1.161500e+02	-2.447700e-04	1.041500e+02	7.495978e-03	1.161500e+02	1.056197e-03	1.081500e+02	1.501652e-02	9.615000e+01	-1.733945e-02	1.001500e+02	-1.303028e-02
1.181500e+02	1.230648e-02	1.061500e+02	-1.207803e-02	1.181500e+02	-4.374874e-04	1.101500e+02	-2.106036e-02	9.815000e+01	1.688408e-02	1.041500e+02	1.441884e-02
1.201500e+02	-2.042742e-02	1.081500e+02	-5.730736e-02	1.201500e+02	-5.060912e-02	1.121500e+02	-5.500388e-02	1.001500e+02	-2.840955e-02	1.061500e+02	-1.658830e-02
1.221500e+02	-6.990364e-03	1.121500e+02	2.592977e-02	1.241500e+02	-4.578603e-02	1.161500e+02	-5.397440e-03	1.021500e+02	2.189264e-02	1.081500e+02	3.215355e-02
1.241500e+02	-1.787790e-02	1.141500e+02	1.678380e-02	1.261500e+02	-2.086994e-02	1.201500e+02	3.235715e-03	1.041500e+02	-8.490391e-04	1.101500e+02	-4.602220e-03
1.261500e+02	-2.449362e-02	1.181500e+02	4.587158e-02	1.281500e+02	-1.751736e-02	1.241500e+02	-4.843204e-02	1.061500e+02	-4.023875e-02	1.121500e+02	-3.595662e-03
1.281500e+02	-1.196861e-02	1.221500e+02	-8.116684e-03	1.301500e+02	7.640735e-04	1.261500e+02	-5.808673e-02	1.081500e+02	-2.512023e-03	1.141500e+02	-1.405765e-02
1.321500e+02	-1.356041e-02	1.241500e+02	2.874255e-02	1.321500e+02	-2.698493e-02	1.301500e+02	-5.739749e-02	1.121500e+02	1.135156e-02	1.161500e+02	-7.830514e-03
1.341500e+02	-8.406419e-03	1.281500e+02	-2.607594e-02	1.341500e+02	-1.043317e-02	1.321500e+02	1.323891e-03	1.141500e+02	1.947469e-02	1.201500e+02	-9.971952e-03
1.361500e+02	-2.047896e-02	1.301500e+02	-1.553757e-02	1.361500e+02	-2.361373e-02	1.341500e+02	-1.038457e-02	1.161500e+02	-3.147394e-02	1.221500e+02	6.021777e-03
1.381500e+02	-2.516030e-02	1.321500e+02	1.520063e-02	1.381500e+02	-2.453767e-02	1.361500e+02	-3.494540e-03	1.181500e+02	2.384608e-02	1.261500e+02	-1.525068e-02
1.401500e+02	6.118056e-03	1.341500e+02	1.655862e-02	1.401500e+02	9.481984e-03	1.381500e+02	-3.542787e-02	1.201500e+02	-5.366125e-03	1.281500e+02	-3.490769e-02
1.421500e+02	-1.176696e-02	1.361500e+02	-2.191590e-02	1.441500e+02	-2.419904e-02	1.401500e+02	1.552126e-02	1.221500e+02	-7.146562e-03	1.301500e+02	3.076302e-02
1.441500e+02	-6.908901e-03	1.381500e+02	-2.373425e-03	1.461500e+02	-1.599120e-02	1.441500e+02	-6.712638e-03	1.241500e+02	-1.368478e-02	1.321500e+02	-5.398122e-02
1.461500e+02	-5.229936e-03	1.401500e+02	-2.479421e-02	1.481500e+02	-2.042557e-02	1.461500e+02	-8.375369e-03	1.281500e+02	3.096747e-02	1.341500e+02	-7.842195e-04
1.481500e+02	-1.126543e-03	1.441500e+02	1.494693e-02	1.501500e+02	-4.235774e-02	1.481500e+02	-3.085453e-02	1.301500e+02	-1.053479e-02	1.381500e+02	-1.890575e-02
1.501500e+02	-9.482195e-03	1.461500e+02	-2.103362e-02	1.521500e+02	2.780733e-02	1.501500e+02	-4.658298e-03	1.321500e+02	-3.360432e-03	1.401500e+02	1.214019e-02
1.521500e+02	-7.896087e-03	1.501500e+02	9.906538e-03	1.561500e+02	-1.114810e-02	1.541500e+02	-1.286489e-02	1.341500e+02	-3.698875e-02	1.421500e+02	-5.869466e-03
1.541500e+02	-1.211227e-02	1.521500e+02	-6.326906e-02	1.581500e+02	-2.746017e-02	1.561500e+02	-1.608435e-02	1.361500e+02	-3.148645e-02	1.441500e+02	-1.840955e-02
1.561500e+02	-9.446051e-03	1.561500e+02	-2.354992e-02	1.601500e+02	7.197756e-03	1.581500e+02	-3.974109e-02	1.381500e+02	-4.455679e-02	1.461500e+02	2.263641e-02
1.601500e+02	-4.667723e-03	1.601500e+02	2.062762e-02	1.621500e+02	-3.207423e-02	1.601500e+02	-3.860599e-02	1.401500e+02	1.824105e-02	1.481500e+02	1.481607e-02
1.621500e+02	-5.677588e-03	1.621500e+02	-8.440070e-03	1.661500e+02	-2.353098e-02	1.621500e+02	-2.953960e-03	1.421500e+02	3.081244e-02	1.501500e+02	-1.504409e-02
1.641500e+02	-7.473288e-03	1.641500e+02	1.618782e-02	1.701500e+02	-4.041150e-02	1.661500e+02	-3.512694e-03	1.441500e+02	-1.702031e-04	1.521500e+02	-3.789329e-03
1.661500e+02	-1.446699e-02	1.681500e+02	1.668165e-02	1.721500e+02	1.921980e-02	1.701500e+02	-2.622214e-02	1.461500e+02	-3.385914e-03	1.541500e+02	2.370140e-02
1.681500e+02	1.696094e-03	1.701500e+02	-9.064553e-05	1.741500e+02	-1.589870e-02	1.741500e+02	-1.196000e-02	1.481500e+02	4.242261e-03	1.561500e+02	-1.027030e-02
1.701500e+02	-1.746278e-02	1.721500e+02	-6.573784e-02	1.761500e+02	1.558008e-02	1.761500e+02	-1.223726e-02	1.521500e+02	1.261217e-02	1.581500e+02	-2.030984e-02
1.721500e+02	-2.478269e-02	1.741500e+02	-5.386187e-03	1.781500e+02	-2.145516e-02	1.801500e+02	-5.587890e-02	1.541500e+02	-2.572599e-04	1.621500e+02	3.158114e-02
1.741500e+02	-1.161262e-02	1.761500e+02	-3.387229e-03	1.801500e+02	-1.720646e-02	1.821500e+02	-5.862190e-03	1.561500e+02	1.382242e-02	1.661500e+02	1.030281e-03
1.761500e+02	1.382777e-02	1.781500e+02	-1.937451e-03	1.821500e+02	-4.402800e-02	1.841500e+02	-1.593263e-03	1.581500e+02	-2.452349e-02	1.681500e+02	1.167666e-02
1.781500e+02	-8.149097e-03	1.801500e+02	-4.059404e-02	1.841500e+02	2.219317e-02	1.861500e+02	-3.226029e-02	1.601500e+02	5.985173e-03	1.701500e+02	-2.715097e-02
1.801500e+02	-3.009912e-02	1.821500e+02	3.543229e-02	1.861500e+02	-1.294225e-02	1.881500e+02	1.531939e-02	1.641500e+02	-8.956286e-03	1.721500e+02	2.016008e-02
1.841500e+02	-1.113429e-03	1.841500e+02	-2.482902e-02	1.881500e+02	2.049187e-03	1.901500e+02	-5.409605e-03	1.661500e+02	-1.107014e-02	1.741500e+02	-1.467114e-02
1.861500e+02	-2.967760e-03	1.861500e+02	-2.128107e-03	1.901500e+02	9.678517e-03	1.941500e+02	-1.225263e-02	1.701500e+02	6.561364e-03	1.761500e+02	3.819138e-02
1.881500e+02	6.116106e-03	1.881500e+02	-4.548654e-02	1.921500e+02	-4.220911e-02	1.961500e+02	-2.905878e-02	1.721500e+02	-4.152459e-02	1.781500e+02	1.632766e-02
1.901500e+02	5.357439e-03	1.901500e+02	-3.275833e-02	1.941500e+02	-3.003720e-02	1.981500e+02	5.103643e-03	1.741500e+02	-1.014706e-02	1.801500e+02	-8.469186e-03
1.921500e+02	-1.567734e-02	1.941500e+02	1.902934e-02	1.961500e+02	-2.051320e-03	2.001500e+02	-1.732722e-02	1.761500e+02	3.099185e-02	1.821500e+02	-3.342837e-02
1.941500e+02	3.786111e-03	1.961500e+02	1.769459e-02	1.981500e+02	-2.860921e-02	2.021500e+02	-2.226334e-02	1.781500e+02	-2.276684e-02	1.841500e+02	1.362488e-02
1.961500e+02	-8.660399e-03	2.001500e+02	-2.964500e-02	2.021500e+02	-1.180364e-02	2.041500e+02	-3.690852e-02	1.801500e+02	-2.834700e-02	1.861500e+02	2.203440e-02
1.981500e+02	-1.340203e-02	2.021500e+02	1.023998e-02	2.061500e+02	-1.174396e-02	2.061500e+02	-6.908968e-03	1.821500e+02	-2.086772e-02	1.881500e+02	1.881075e-02
2.001500e+02	-5.012822e-03	2.041500e+02	-2.483480e-02	2.081500e+02	-7.393219e-03	2.081500e+02	-4.466971e-02	1.841500e+02	-1.496291e-02	1.901500e+02	4.650107e-02
2.021500e+02	-6.427680e-03	2.061500e+02	-6.246997e-02	2.101500e+02	-5.675303e-04	2.101500e+02	-6.025075e-02	1.861500e+02	1.045745e-02	1.921500e+02	-5.495753e-02
2.041500e+02	-3.053097e-02	2.081500e+02	5.618520e-03	2.121500e+02	-2.098857e-02	2.121500e+02	-1.609562e-02	1.881500e+02	3.988774e-02	1.941500e+02	3.045674e-02
2.061500e+02	-1.523195e-02	2.101500e+02	-1.170329e-02	2.141500e+02	-1.667452e-02	2.141500e+02	-2.510140e-02	1.901500e+02	8.775537e-03	1.981500e+02	-4.310262e-02
2.081500e+02	-1.514317e-02	2.121500e+02	1.621849e-02	2.161500e+02	5.580926e-03	2.161500e+02	-1.800856e-02	1.921500e+02	2.142502e-02	2.001500e+02	-2.377508e-02
2.101500e+02	-1.329246e-02	2.141500e+02	-1.601736e-02	2.181500e+02	4.618503e-02	2.181500e+02	1.736429e-04	1.941500e+02	1.173429e-02	2.021500e+02	2.088567e-03
2.121500e+02	-1.187413e-02	2.161500e+02	2.168515e-02	2.201500e+02	5.966168e-04	2.201500e+02	-2.636126e-02	1.961500e+02	-4.074530e-02	2.041500e+02	-1.240326e-02
2.141500e+02	-6.150400e-03	2.181500e+02	-1.684371e-02	2.221500e+02	1.196960e-02	2.221500e+02	-2.838889e-02	1.981500e+02	9.657776e-03	2.061500e+02	-4.944282e-03
2.161500e+02	-5.185501e-03	2.221500e+02	-5.387984e-03	2.261500e+02	8.399077e-03	2.261500e+02	7.102288e-03	2.021500e+02	-1.039996e-02	2.081500e+02	2.888471e-02
2.181500e+02	2.080054e-04	2.241500e+02	4.759179e-02	2.281500e+02	-1.568770e-03	2.281500e+02	-3.274170e-02	2.041500e+02	-4.521888e-02	2.101500e+02	-3.065792e-02
2.221500e+02	8.987400e-04	2.261500e+02	-2.252779e-02	2.321500e+02	1.720170e-02	2.301500e+02	4.880726e-02	2.081500e+02	-5.815614e-02	2.141500e+02	1.401599e-02
2.241500e+02	-1.643901e-02	2.281500e+02	-3.395927e-02	2.341500e+02	-2.912768e-02	2.321500e+02	1.746247e-03	2.101500e+02	3.671719e-02	2.161500e+02	-2.732721e-02
2.281500e+02	-1.709626e-02	2.301500e+02	9.690969e-04	2.361500e+02	2.289636e-02	2.361500e+02	-2.242565e-02	2.121500e+02	-1.683956e-02	2.181500e+02	6.907820e-04
2.301500e+02	8.186387e-03	2.341500e+02	-1.395495e-02	2.381500e+02	-9.481973e-04	2.381500e+02	1.159066e-02	2.141500e+02	1.302529e-02	2.201500e+02	4.582243e-02
2.321500e+02	-3.738755e-04	2.361500e+02	-2.400402e-03	2.421500e+02	1.439186e-02	2.401500e+02	1.043237e-02	2.161500e+02	-7.857807e-03	2.221500e+02	7.420135e-03
2.341500e+02	-1.980336e-02	2.381500e+02	3.063928e-02	2.441500e+02	3.307352e-03	2.421500e+02	-2.603663e-02	2.181500e+02	-2.916572e-02	2.241500e+02	9.158743e-03
2.381500e+02	1.092492e-02	2.421500e+02	-1.064634e-02	2.461500e+02	-2.754751e-02	2.441500e+02	-4.211428e-02	2.221500e+02	1.888085e-02	2.261500e+02	1.555070e-02
2.421500e+02	-3.797917e-03	2.441500e+02	-1.366014e-02	2.481500e+02	-1.916725e-02	2.461500e+02	-1.365315e-02	2.241500e+02	-3.636145e-02	2.301500e+02	2.398335e-02
2.441500e+02	-1.745489e-02	2.461500e+02	1.429145e-02	2.501500e+02	-2.669369e-02	2.481500e+02	1.381609e-02	2.261500e+02	-5.122810e-02	2.341500e+02	-9.643170e-03
2.461500e+02	-7.837600e-03	2.481500e+02	-3.044348e-02	2.521500e+02	-6.239215e-02	2.501500e+02	-1.289308e-02	2.281500e+02	5.919137e-03	2.381500e+02	1.511456e-02
2.481500e+02	-1.249857e-02	2.501500e+02	-2.904409e-03	2.541500e+02	2.531072e-03	2.521500e+02	-7.076256e-02	2.321500e+02	-1.495487e-02	2.401500e+02	1.465056e-02
2.501500e+02	-1.816305e-02	2.521500e+02	-1.768284e-02	2.561500e+02	-1.790629e-02	2.541500e+02	2.168812e-02	2.341500e+02	-8.794456e-03	2.441500e+02	2.887626e-02
2.521500e+02	-2.550320e-02	2.541500e+02	1.417836e-02	2.581500e+02	-1.771879e-02	2.561500e+02	9.180927e-03	2.381500e+02	-1.771731e-03	2.461500e+02	-3.366743e-02
2.541500e+02	6.855205e-03	2.561500e+02	-2.228542e-03	2.601500e+02	3.507171e-03	2.581500e+02	-3.567182e-02	2.401500e+02	9.335321e-03	2.481500e+02	7.249729e-03
2.581500e+02	-2.001923e-02	2.581500e+02	-1.528724e-02	2.621500e+02	-3.835012e-02	2.601500e+02	2.164767e-02	2.441500e+02	-6.368362e-02	2.501500e+02	-2.424500e-02
2.601500e+02	-1.559889e-02	2.621500e+02	-1.619091e-02	2.641500e+02	-3.744557e-02	2.621500e+02	-1.904921e-02	2.461500e+02	2.138863e-02	2.521500e+02	4.867472e-02
2.621500e+02	-2.241628e-02	2.641500e+02	1.025014e-02	2.661500e+02	-6.404323e-03	2.661500e+02	-2.608152e-02	2.501500e+02	-2.407908e-02	2.561500e+02	6.312880e-04
2.641500e+02	-6.455620e-03	2.661500e+02	-6.445789e-02	2.681500e+02	-1.394156e-02	2.701500e+02	-2.200608e-02	2.541500e+02	-1.309654e-02	2.581500e+02	-1.046847e-02
2.661500e+02	-2.681668e-02	2.681500e+02	-2.269318e-02	2.701500e+02	-2.053799e-02	2.721500e+02	2.227714e-02	2.561500e+02	2.001684e-03	2.601500e+02	-4.099588e-02
2.681500e+02	-9.035251e-04	2.701500e+02	1.399613e-02	2.721500e+02	-4.058142e-02	2.741500e+02	-5.482348e-03	2.581500e+02	-2.094983e-02	2.621500e+02	-1.015464e-02
2.701500e+02	-9.850675e-03	2.721500e+02	7.603921e-03	2.741500e+02	-3.398792e-02	2.761500e+02	-1.562334e-02	2.601500e+02	-3.597769e-02	2.641500e+02	4.919483e-03
2.721500e+02	-6.725469e-03	2.741500e+02	-2.458241e-02	2.781500e+02	1.226487e-03	2.781500e+02	-4.998286e-02	2.621500e+02	-2.833654e-02	2.661500e+02	-7.195931e-03
2.761500e+02	-1.244405e-02	2.761500e+02	-1.730752e-02	2.801500e+02	-4.075763e-03	2.801500e+02	-8.386912e-03	2.661500e+02	-2.994372e-02	2.701500e+02	2.957836e-03
2.781500e+02	-1.902067e-02	2.781500e+02	-1.411755e-02	   nan	   nan	   nan	   nan	2.681500e+02	1.600756e-02	2.721500e+02	1.167140e-02
