# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
-1.500000e-01	1.854595e-04	-1.500000e-01	6.399894e-03	-1.500000e-01	-1.307007e-02	-1.500000e-01	-1.689135e-02	-1.500000e-01	5.488822e-03	-1.500000e-01	1.900000e-02
1.500000e-01	-6.935159e-03	1.500000e-01	-7.532612e-03	1.500000e-01	-2.929527e-03	1.500000e-01	1.159829e-02	1.500000e-01	-1.296541e-02	1.500000e-01	-2.284653e-02
2.150000e+00	1.101371e-01	2.150000e+00	1.454374e-01	2.150000e+00	1.016488e-01	2.150000e+00	1.032490e-01	2.150000e+00	9.238546e-02	2.150000e+00	1.079647e-01
4.150000e+00	7.936538e-02	4.150000e+00	7.802175e-02	4.150000e+00	5.423372e-02	4.150000e+00	7.329877e-02	4.150000e+00	1.104235e-01	4.150000e+00	8.084914e-02
6.150000e+00	6.673004e-02	6.150000e+00	5.389310e-02	6.150000e+00	7.738426e-02	6.150000e+00	5.147489e-02	6.150000e+00	7.425012e-02	6.150000e+00	7.664781e-02
8.150000e+00	6.268868e-02	8.150000e+00	6.735119e-02	8.150000e+00	6.425952e-02	8.150000e+00	4.051909e-02	8.150000e+00	6.361970e-02	8.150000e+00	7.769392e-02
1.015000e+01	5.338533e-02	1.015000e+01	5.823719e-02	1.015000e+01	5.687772e-02	1.015000e+01	3.466451e-02	1.015000e+01	5.757642e-02	1.015000e+01	5.957079e-02
1.215000e+01	5.865465e-02	1.215000e+01	7.653406e-02	1.215000e+01	5.183915e-02	1.215000e+01	6.099099e-02	1.215000e+01	4.559209e-02	1.215000e+01	5.831696e-02
1.415000e+01	4.259636e-02	1.415000e+01	3.710753e-02	1.415000e+01	3.440437e-02	1.415000e+01	4.003671e-02	1.415000e+01	4.334002e-02	1.415000e+01	5.809317e-02
1.615000e+01	3.967567e-02	1.615000e+01	5.268380e-02	1.615000e+01	5.015861e-02	1.615000e+01	1.627157e-02	1.615000e+01	1.724159e-02	1.615000e+01	6.202280e-02
1.815000e+01	4.647018e-02	1.815000e+01	3.752167e-02	1.815000e+01	4.446186e-02	1.815000e+01	5.399099e-02	1.815000e+01	2.956339e-02	1.815000e+01	6.681298e-02
2.015000e+01	3.557430e-02	2.015000e+01	4.094094e-02	2.015000e+01	3.846259e-02	2.015000e+01	2.930584e-02	2.015000e+01	1.904021e-02	2.015000e+01	5.012191e-02
2.215000e+01	4.063252e-02	2.215000e+01	6.448451e-02	2.215000e+01	2.449329e-02	2.215000e+01	2.534362e-02	2.215000e+01	4.560752e-02	2.215000e+01	4.323364e-02
2.415000e+01	4.399330e-02	2.415000e+01	4.928195e-02	2.415000e+01	4.262730e-02	2.415000e+01	2.362479e-02	2.415000e+01	3.649617e-02	2.415000e+01	6.793632e-02
2.615000e+01	4.807160e-02	2.615000e+01	6.936109e-02	2.615000e+01	5.012490e-02	2.615000e+01	3.245438e-02	2.615000e+01	5.467516e-02	2.615000e+01	3.374250e-02
2.815000e+01	4.106021e-02	2.815000e+01	4.281936e-02	2.815000e+01	9.345953e-02	2.815000e+01	3.048856e-02	2.815000e+01	8.630683e-03	2.815000e+01	2.990290e-02
3.015000e+01	5.093393e-02	3.015000e+01	5.575504e-02	3.015000e+01	6.358798e-02	3.015000e+01	5.507687e-02	3.015000e+01	3.443331e-02	3.015000e+01	4.581643e-02
3.215000e+01	2.764448e-02	3.215000e+01	2.984707e-02	3.215000e+01	3.339748e-02	3.215000e+01	2.451432e-02	3.215000e+01	2.518313e-02	3.215000e+01	2.528037e-02
3.415000e+01	4.116348e-02	3.415000e+01	5.003705e-02	3.415000e+01	5.218052e-02	3.415000e+01	4.113850e-02	3.415000e+01	1.053941e-02	3.415000e+01	5.192192e-02
3.615000e+01	3.707213e-02	3.615000e+01	3.934839e-02	3.615000e+01	5.842149e-02	3.615000e+01	1.648879e-02	3.615000e+01	2.107156e-02	3.615000e+01	5.003044e-02
3.815000e+01	2.291795e-02	3.815000e+01	3.174341e-02	3.815000e+01	2.392946e-02	3.815000e+01	1.208571e-03	3.815000e+01	3.260198e-02	3.815000e+01	2.510631e-02
4.015000e+01	4.208737e-02	4.015000e+01	5.140224e-02	4.015000e+01	4.641071e-02	4.015000e+01	5.969874e-02	4.015000e+01	2.417514e-02	4.015000e+01	2.875003e-02
4.215000e+01	3.507002e-02	4.215000e+01	6.755603e-02	4.215000e+01	5.107710e-02	4.215000e+01	9.229335e-04	4.215000e+01	3.825149e-02	4.215000e+01	1.754254e-02
4.415000e+01	3.760946e-02	4.415000e+01	4.751379e-02	4.415000e+01	2.464196e-02	4.415000e+01	2.626630e-02	4.415000e+01	3.784573e-02	4.415000e+01	5.177953e-02
4.615000e+01	3.893540e-02	4.615000e+01	5.073018e-02	4.615000e+01	3.015113e-02	4.615000e+01	1.925190e-02	4.615000e+01	4.533665e-02	4.615000e+01	4.920711e-02
4.815000e+01	2.951979e-02	4.815000e+01	3.849658e-02	4.815000e+01	1.100701e-02	4.815000e+01	4.546519e-02	4.815000e+01	5.954946e-03	4.815000e+01	4.667521e-02
5.015000e+01	3.685636e-02	5.015000e+01	3.433526e-02	5.015000e+01	6.679448e-02	5.015000e+01	3.193463e-02	5.015000e+01	1.319341e-02	5.015000e+01	3.802400e-02
5.215000e+01	2.215885e-02	5.215000e+01	5.993450e-02	5.215000e+01	2.775830e-02	5.215000e+01	4.044656e-03	5.215000e+01	6.926732e-03	5.215000e+01	1.213006e-02
5.415000e+01	2.541749e-02	5.415000e+01	5.324250e-02	5.415000e+01	1.279990e-02	5.415000e+01	-1.718806e-03	5.415000e+01	2.721240e-02	5.415000e+01	3.555148e-02
5.615000e+01	3.217145e-02	5.615000e+01	4.652902e-02	5.615000e+01	5.596578e-02	5.615000e+01	3.264811e-02	5.615000e+01	-7.976558e-04	5.615000e+01	2.651199e-02
5.815000e+01	3.025178e-02	5.815000e+01	5.293651e-02	5.815000e+01	1.785425e-02	5.815000e+01	1.086049e-02	5.815000e+01	3.859831e-02	5.815000e+01	3.100934e-02
6.015000e+01	1.737749e-02	6.015000e+01	3.749740e-02	6.015000e+01	1.737202e-02	6.015000e+01	-2.788605e-03	6.015000e+01	1.601794e-02	6.015000e+01	1.878868e-02
6.215000e+01	2.505836e-02	6.215000e+01	3.420023e-02	6.215000e+01	3.254360e-02	6.215000e+01	-1.400969e-03	6.215000e+01	3.362046e-02	6.215000e+01	2.632846e-02
6.415000e+01	3.128762e-02	6.415000e+01	6.964190e-02	6.415000e+01	3.841758e-02	6.415000e+01	2.123117e-02	6.415000e+01	1.555488e-02	6.415000e+01	1.159258e-02
6.615000e+01	3.025806e-02	6.615000e+01	3.321379e-02	6.615000e+01	1.724882e-02	6.615000e+01	4.171970e-02	6.615000e+01	3.571131e-02	6.615000e+01	2.339667e-02
6.815000e+01	2.936057e-02	6.815000e+01	2.733109e-02	6.815000e+01	3.843099e-02	6.815000e+01	5.334164e-03	6.815000e+01	2.927067e-02	6.815000e+01	4.643592e-02
7.015000e+01	2.493059e-02	7.015000e+01	3.075723e-02	7.015000e+01	4.393557e-02	7.015000e+01	3.630090e-04	7.015000e+01	2.743926e-02	7.015000e+01	2.215788e-02
7.215000e+01	3.488072e-02	7.215000e+01	2.252653e-02	7.215000e+01	5.002807e-02	7.215000e+01	2.966321e-02	7.215000e+01	3.573373e-02	7.215000e+01	3.645205e-02
7.415000e+01	1.455199e-02	7.415000e+01	4.955523e-02	7.415000e+01	1.539373e-03	7.415000e+01	2.088339e-02	7.415000e+01	-1.499611e-02	7.415000e+01	1.577806e-02
7.615000e+01	2.445704e-02	7.615000e+01	3.415086e-02	7.615000e+01	3.195994e-02	7.615000e+01	1.301201e-02	7.615000e+01	1.964551e-02	7.615000e+01	2.351689e-02
7.815000e+01	3.229354e-02	7.815000e+01	5.088803e-02	7.815000e+01	2.862011e-02	7.815000e+01	2.461094e-02	7.815000e+01	1.348256e-02	7.815000e+01	4.386604e-02
8.015000e+01	1.954305e-02	8.015000e+01	1.791044e-02	8.015000e+01	-2.375091e-03	8.015000e+01	2.389907e-02	8.015000e+01	2.843834e-02	8.015000e+01	2.984251e-02
8.215000e+01	2.497362e-02	8.215000e+01	5.670942e-02	8.215000e+01	6.706349e-03	8.215000e+01	-2.282852e-03	8.215000e+01	2.404292e-02	8.215000e+01	3.969225e-02
8.415000e+01	2.360574e-02	8.415000e+01	5.389364e-03	8.415000e+01	2.501609e-02	8.415000e+01	1.709476e-02	8.415000e+01	3.385843e-02	8.415000e+01	3.667004e-02
8.615000e+01	2.786770e-02	8.615000e+01	4.677336e-02	8.615000e+01	2.375246e-02	8.615000e+01	1.035129e-02	8.615000e+01	4.050444e-02	8.615000e+01	1.795696e-02
8.815000e+01	1.892279e-02	8.815000e+01	2.436609e-02	8.815000e+01	1.438640e-02	8.815000e+01	1.461530e-02	8.815000e+01	1.673283e-02	8.815000e+01	2.451330e-02
9.015000e+01	1.394757e-02	9.015000e+01	1.494632e-02	9.015000e+01	2.475772e-02	9.015000e+01	1.176532e-02	9.015000e+01	2.675761e-02	9.015000e+01	-8.489088e-03
9.215000e+01	2.715573e-02	9.215000e+01	3.560169e-02	9.215000e+01	1.792402e-02	9.215000e+01	1.701129e-02	9.215000e+01	3.379304e-02	9.215000e+01	3.144863e-02
9.415000e+01	1.839550e-02	9.415000e+01	4.013900e-02	9.415000e+01	2.360359e-02	9.415000e+01	2.587591e-03	9.415000e+01	2.443230e-03	9.415000e+01	2.320409e-02
9.615000e+01	1.999509e-02	9.615000e+01	1.400348e-02	9.615000e+01	3.011808e-02	9.615000e+01	1.720002e-02	9.615000e+01	3.117046e-02	9.615000e+01	7.483384e-03
9.815000e+01	1.716526e-02	9.815000e+01	2.098478e-02	9.815000e+01	1.869821e-02	9.815000e+01	5.849830e-03	9.815000e+01	1.596833e-02	9.815000e+01	2.432517e-02
1.001500e+02	1.557643e-02	1.001500e+02	4.650941e-02	1.001500e+02	3.044772e-02	1.001500e+02	-1.072600e-02	1.001500e+02	1.504928e-02	1.001500e+02	-3.398274e-03
1.021500e+02	1.930939e-02	1.021500e+02	1.562176e-02	1.021500e+02	3.898944e-02	1.021500e+02	2.106639e-03	1.021500e+02	2.940792e-02	1.021500e+02	1.042118e-02
1.041500e+02	2.466628e-02	1.041500e+02	1.694948e-02	1.041500e+02	2.790078e-02	1.041500e+02	1.076384e-02	1.041500e+02	4.321626e-02	1.041500e+02	2.450105e-02
1.061500e+02	1.610017e-02	1.061500e+02	3.942646e-02	1.061500e+02	-1.909488e-03	1.061500e+02	-2.368900e-02	1.061500e+02	1.564922e-02	1.061500e+02	5.102366e-02
1.081500e+02	2.415371e-02	1.081500e+02	2.600681e-02	1.081500e+02	3.790493e-02	1.081500e+02	1.821478e-02	1.081500e+02	1.805803e-02	1.081500e+02	2.058399e-02
1.101500e+02	2.409280e-02	1.101500e+02	4.025313e-02	1.101500e+02	2.441732e-02	1.101500e+02	1.727762e-02	1.101500e+02	1.712610e-03	1.101500e+02	3.680332e-02
1.121500e+02	1.925781e-02	1.121500e+02	4.094860e-02	1.121500e+02	1.692171e-02	1.121500e+02	-1.741876e-03	1.121500e+02	2.108791e-02	1.121500e+02	1.907271e-02
1.141500e+02	1.083209e-02	1.141500e+02	2.181701e-02	1.141500e+02	9.125334e-04	1.141500e+02	-1.407015e-02	1.141500e+02	2.441910e-02	1.141500e+02	2.108194e-02
1.161500e+02	2.075732e-02	1.161500e+02	3.293828e-02	1.161500e+02	3.529334e-02	1.161500e+02	1.269892e-02	1.161500e+02	2.330759e-02	1.161500e+02	-4.515188e-04
1.181500e+02	2.192971e-02	1.181500e+02	6.060534e-02	1.181500e+02	1.041042e-02	1.181500e+02	3.386654e-03	1.181500e+02	1.549948e-02	1.181500e+02	1.974666e-02
1.201500e+02	2.920886e-02	1.201500e+02	3.748264e-02	1.201500e+02	2.623843e-02	1.201500e+02	2.066246e-02	1.201500e+02	3.469199e-02	1.201500e+02	2.696881e-02
1.221500e+02	2.927792e-02	1.221500e+02	3.274312e-02	1.221500e+02	4.528075e-02	1.221500e+02	2.219781e-02	1.221500e+02	1.965309e-02	1.221500e+02	2.651484e-02
1.241500e+02	2.611174e-02	1.241500e+02	3.792347e-02	1.241500e+02	3.774194e-02	1.241500e+02	5.391344e-03	1.241500e+02	2.599258e-02	1.241500e+02	2.350939e-02
1.261500e+02	2.275700e-02	1.261500e+02	2.735176e-02	1.261500e+02	1.062564e-02	1.261500e+02	2.126822e-02	1.261500e+02	2.611429e-02	1.261500e+02	2.842510e-02
1.281500e+02	1.581586e-02	1.281500e+02	1.835088e-02	1.281500e+02	2.962060e-02	1.281500e+02	2.329594e-02	1.281500e+02	1.392696e-02	1.281500e+02	-6.115045e-03
1.301500e+02	2.704852e-02	1.301500e+02	3.301281e-02	1.301500e+02	1.993523e-02	1.301500e+02	1.802040e-02	1.301500e+02	2.998326e-02	1.301500e+02	3.429088e-02
1.321500e+02	2.068699e-02	1.321500e+02	2.341649e-02	1.321500e+02	7.333970e-04	1.321500e+02	8.456196e-03	1.321500e+02	3.167712e-02	1.321500e+02	3.915175e-02
1.341500e+02	2.511581e-02	1.341500e+02	3.260775e-02	1.341500e+02	4.879512e-03	1.341500e+02	3.028665e-02	1.341500e+02	3.175800e-02	1.341500e+02	2.604716e-02
1.361500e+02	2.533150e-02	1.361500e+02	7.541676e-03	1.361500e+02	3.600212e-02	1.361500e+02	2.798321e-02	1.361500e+02	3.008093e-02	1.361500e+02	2.504954e-02
1.381500e+02	1.191920e-02	1.381500e+02	7.930474e-03	1.381500e+02	2.578875e-02	1.381500e+02	1.562553e-02	1.381500e+02	-5.343124e-03	1.381500e+02	1.559439e-02
1.401500e+02	1.170814e-02	1.401500e+02	3.254024e-02	1.401500e+02	1.665533e-02	1.401500e+02	-1.498790e-03	1.401500e+02	-1.188742e-03	1.401500e+02	1.203267e-02
1.421500e+02	2.217171e-02	1.421500e+02	1.597831e-02	1.421500e+02	3.455092e-02	1.421500e+02	9.466916e-03	1.421500e+02	1.824432e-02	1.421500e+02	3.261810e-02
1.441500e+02	1.775353e-02	1.441500e+02	1.908253e-02	1.441500e+02	2.133843e-02	1.441500e+02	2.376216e-02	1.441500e+02	1.029044e-02	1.441500e+02	1.429408e-02
1.461500e+02	2.802109e-02	1.461500e+02	5.623024e-02	1.461500e+02	3.067373e-02	1.461500e+02	3.883889e-03	1.461500e+02	4.266169e-03	1.461500e+02	4.505142e-02
1.481500e+02	1.447216e-02	1.481500e+02	4.852340e-03	1.481500e+02	2.101994e-02	1.481500e+02	1.600197e-02	1.481500e+02	1.663875e-02	1.481500e+02	1.384779e-02
1.501500e+02	2.286834e-02	1.501500e+02	2.043896e-02	1.501500e+02	3.338833e-02	1.501500e+02	1.784213e-02	1.501500e+02	2.003895e-02	1.501500e+02	2.263334e-02
1.521500e+02	2.160808e-02	1.521500e+02	2.099697e-02	1.521500e+02	2.064793e-02	1.521500e+02	5.091973e-03	1.521500e+02	2.685869e-02	1.521500e+02	3.444485e-02
1.541500e+02	1.777594e-02	1.541500e+02	-2.905816e-03	1.541500e+02	3.043041e-02	1.541500e+02	1.107405e-02	1.541500e+02	1.217133e-02	1.541500e+02	3.810970e-02
1.561500e+02	2.334613e-02	1.561500e+02	3.622379e-02	1.561500e+02	1.156448e-02	1.561500e+02	3.294393e-03	1.561500e+02	3.210967e-02	1.561500e+02	3.353832e-02
1.581500e+02	2.892100e-02	1.581500e+02	4.081283e-02	1.581500e+02	2.175967e-02	1.581500e+02	2.606548e-02	1.581500e+02	1.420129e-02	1.581500e+02	4.176571e-02
1.601500e+02	1.967838e-02	1.601500e+02	1.340546e-02	1.601500e+02	3.284845e-02	1.601500e+02	1.325184e-02	1.601500e+02	1.015591e-02	1.601500e+02	2.873026e-02
1.621500e+02	2.311560e-02	1.621500e+02	2.570616e-02	1.621500e+02	3.171390e-02	1.621500e+02	-4.734594e-03	1.621500e+02	3.457937e-02	1.621500e+02	2.831317e-02
1.641500e+02	1.674116e-02	1.641500e+02	3.665838e-02	1.641500e+02	1.543881e-02	1.641500e+02	4.207369e-03	1.641500e+02	8.867596e-03	1.641500e+02	1.853365e-02
1.661500e+02	1.119325e-02	1.661500e+02	1.546747e-03	1.661500e+02	1.877677e-02	1.661500e+02	-1.535172e-03	1.661500e+02	1.484695e-02	1.661500e+02	2.233093e-02
1.681500e+02	2.021291e-02	1.681500e+02	4.424694e-02	1.681500e+02	8.063548e-03	1.681500e+02	-4.560272e-04	1.681500e+02	2.461114e-02	1.681500e+02	2.459895e-02
1.701500e+02	2.395604e-02	1.701500e+02	3.081554e-02	1.701500e+02	2.609835e-02	1.701500e+02	1.030054e-02	1.701500e+02	1.822460e-02	1.701500e+02	3.434118e-02
1.721500e+02	6.986672e-03	1.721500e+02	3.430349e-02	1.721500e+02	-9.235804e-03	1.721500e+02	6.470913e-03	1.721500e+02	2.755971e-03	1.721500e+02	6.387936e-04
1.741500e+02	2.329196e-02	1.741500e+02	1.724033e-02	1.741500e+02	3.194592e-02	1.741500e+02	1.399448e-02	1.741500e+02	2.967388e-02	1.741500e+02	2.360518e-02
1.761500e+02	1.894622e-02	1.761500e+02	2.942789e-02	1.761500e+02	1.222492e-02	1.761500e+02	8.213744e-03	1.761500e+02	1.566376e-02	1.761500e+02	2.920080e-02
1.781500e+02	3.251935e-02	1.781500e+02	2.822094e-02	1.781500e+02	3.847938e-02	1.781500e+02	1.255876e-02	1.781500e+02	4.100428e-02	1.781500e+02	4.233337e-02
1.801500e+02	9.410687e-03	1.801500e+02	2.695883e-02	1.801500e+02	-5.869058e-03	1.801500e+02	1.000381e-02	1.801500e+02	-1.980897e-02	1.801500e+02	3.576882e-02
1.821500e+02	1.375276e-02	1.821500e+02	1.922633e-02	1.821500e+02	3.969927e-03	1.821500e+02	1.357395e-02	1.821500e+02	2.231873e-02	1.821500e+02	9.674853e-03
1.841500e+02	1.710165e-02	1.841500e+02	2.447108e-02	1.841500e+02	1.888684e-02	1.841500e+02	-1.770411e-03	1.841500e+02	3.778586e-02	1.841500e+02	6.134897e-03
1.861500e+02	1.715686e-02	1.861500e+02	1.536448e-02	1.861500e+02	2.572514e-02	1.861500e+02	8.210777e-03	1.861500e+02	2.931800e-02	1.861500e+02	7.165928e-03
1.881500e+02	2.298796e-02	1.881500e+02	3.673490e-02	1.881500e+02	4.215446e-02	1.881500e+02	7.070844e-04	1.881500e+02	5.568998e-03	1.881500e+02	2.977435e-02
1.901500e+02	2.248116e-02	1.901500e+02	1.847687e-02	1.901500e+02	8.764838e-03	1.901500e+02	5.105206e-03	1.901500e+02	3.141036e-02	1.901500e+02	4.864854e-02
1.921500e+02	2.467702e-02	1.921500e+02	1.443263e-02	1.921500e+02	3.239219e-02	1.921500e+02	2.802738e-02	1.921500e+02	2.029281e-02	1.921500e+02	2.824011e-02
1.941500e+02	6.372524e-03	1.941500e+02	3.287226e-03	1.941500e+02	1.079871e-02	1.941500e+02	-3.734283e-03	1.941500e+02	2.793667e-02	1.941500e+02	-6.425706e-03
1.961500e+02	2.690012e-02	1.961500e+02	1.571850e-02	1.961500e+02	2.829153e-02	1.961500e+02	3.677571e-02	1.961500e+02	1.850208e-02	1.961500e+02	3.521278e-02
1.981500e+02	1.266187e-02	1.981500e+02	1.764643e-02	1.981500e+02	1.302304e-02	1.981500e+02	-1.365150e-02	1.981500e+02	1.364937e-02	1.981500e+02	3.264199e-02
2.001500e+02	2.315298e-02	2.001500e+02	2.926176e-02	2.001500e+02	5.699444e-03	2.001500e+02	4.333984e-02	2.001500e+02	3.585019e-02	2.001500e+02	1.613649e-03
2.021500e+02	8.365391e-03	2.021500e+02	-5.429150e-03	2.021500e+02	2.113353e-03	2.021500e+02	-1.228504e-02	2.021500e+02	3.408795e-02	2.021500e+02	2.333985e-02
2.041500e+02	1.301686e-02	2.041500e+02	-5.107614e-03	2.041500e+02	3.525637e-02	2.041500e+02	4.393811e-03	2.041500e+02	6.457077e-03	2.041500e+02	2.408466e-02
2.061500e+02	1.569277e-02	2.061500e+02	2.194968e-02	2.061500e+02	1.288177e-02	2.061500e+02	1.912990e-02	2.061500e+02	-7.299304e-03	2.061500e+02	3.180179e-02
2.081500e+02	1.101566e-02	2.081500e+02	1.389852e-02	2.081500e+02	1.412661e-02	2.081500e+02	8.962237e-03	2.081500e+02	3.636155e-03	2.081500e+02	1.445478e-02
2.101500e+02	2.027447e-02	2.101500e+02	5.414264e-02	2.101500e+02	1.488693e-02	2.101500e+02	-1.449634e-02	2.101500e+02	1.096508e-02	2.101500e+02	3.587403e-02
2.121500e+02	2.862896e-02	2.121500e+02	4.015234e-02	2.121500e+02	3.927411e-02	2.121500e+02	-1.355026e-02	2.121500e+02	5.351543e-02	2.121500e+02	2.375318e-02
2.141500e+02	1.471893e-02	2.141500e+02	8.345431e-03	2.141500e+02	-7.516097e-03	2.141500e+02	5.929655e-03	2.141500e+02	3.370421e-02	2.141500e+02	3.313145e-02
2.161500e+02	2.031260e-02	2.161500e+02	4.791415e-02	2.161500e+02	4.867955e-03	2.161500e+02	6.006244e-03	2.161500e+02	3.001592e-02	2.161500e+02	1.275871e-02
2.181500e+02	2.576433e-02	2.181500e+02	7.202331e-02	2.181500e+02	1.355139e-02	2.181500e+02	2.096176e-02	2.181500e+02	1.412648e-02	2.181500e+02	8.158706e-03
2.201500e+02	2.497253e-02	2.201500e+02	1.382492e-02	2.201500e+02	4.104557e-02	2.201500e+02	1.736446e-02	2.201500e+02	5.783246e-03	2.201500e+02	4.684444e-02
2.221500e+02	1.952707e-02	2.221500e+02	2.996388e-02	2.221500e+02	4.816776e-03	2.221500e+02	-7.385865e-04	2.221500e+02	3.796740e-02	2.221500e+02	2.562589e-02
2.241500e+02	2.603341e-02	2.241500e+02	7.276337e-03	2.241500e+02	5.522291e-02	2.241500e+02	1.393742e-02	2.241500e+02	2.106653e-02	2.241500e+02	3.266385e-02
2.261500e+02	1.626013e-02	2.261500e+02	3.275704e-02	2.261500e+02	-8.180866e-03	2.261500e+02	5.668876e-03	2.261500e+02	9.841618e-03	2.261500e+02	4.121400e-02
2.281500e+02	2.862062e-02	2.281500e+02	2.906030e-02	2.281500e+02	4.455250e-02	2.281500e+02	1.233973e-02	2.281500e+02	6.999098e-03	2.281500e+02	5.015150e-02
2.301500e+02	9.367734e-03	2.301500e+02	-7.923366e-05	2.301500e+02	4.629088e-02	2.301500e+02	-4.471398e-03	2.301500e+02	2.144298e-02	2.301500e+02	-1.634456e-02
2.321500e+02	1.975717e-02	2.321500e+02	2.323286e-02	2.321500e+02	1.585064e-02	2.321500e+02	7.838358e-03	2.321500e+02	1.727741e-02	2.321500e+02	3.458657e-02
