# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
2.221500e+02	2.637073e-02	2.221500e+02	7.136367e-03	2.221500e+02	5.654685e-02	2.221500e+02	1.486169e-02	2.221500e+02	2.063302e-02	2.221500e+02	3.267571e-02
2.241500e+02	1.540308e-02	2.241500e+02	3.422688e-02	2.241500e+02	-9.175472e-03	2.241500e+02	5.813105e-03	2.241500e+02	7.661937e-03	2.241500e+02	3.848895e-02
2.261500e+02	2.885777e-02	2.261500e+02	2.765213e-02	2.261500e+02	4.679774e-02	2.261500e+02	1.027946e-02	2.261500e+02	8.978413e-03	2.261500e+02	5.058109e-02
2.281500e+02	1.042793e-02	2.281500e+02	1.502150e-03	2.281500e+02	4.717047e-02	2.281500e+02	-5.232092e-03	2.281500e+02	2.135091e-02	2.281500e+02	-1.265178e-02
2.301500e+02	1.986050e-02	2.301500e+02	2.053954e-02	2.301500e+02	1.450875e-02	2.301500e+02	8.647592e-03	2.301500e+02	1.806145e-02	2.301500e+02	3.754518e-02
2.321500e+02	1.958555e-02	2.321500e+02	2.956386e-02	2.321500e+02	3.138103e-02	2.321500e+02	2.410846e-02	2.321500e+02	-3.395109e-03	2.321500e+02	1.626952e-02
2.341500e+02	1.442046e-02	2.341500e+02	1.030014e-02	2.341500e+02	4.137986e-03	2.341500e+02	6.302863e-03	2.341500e+02	3.382428e-02	2.341500e+02	1.753705e-02
2.361500e+02	8.234513e-03	2.361500e+02	1.549910e-02	2.361500e+02	7.589563e-03	2.361500e+02	4.054821e-03	2.361500e+02	3.503496e-03	2.361500e+02	1.052558e-02
2.381500e+02	3.241781e-02	2.381500e+02	2.495844e-02	2.381500e+02	2.911362e-02	2.381500e+02	3.846513e-02	2.381500e+02	4.103803e-02	2.381500e+02	2.851381e-02
2.401500e+02	2.242662e-02	2.401500e+02	3.809650e-02	2.401500e+02	1.069888e-03	2.401500e+02	1.923908e-02	2.401500e+02	2.975493e-02	2.401500e+02	2.397269e-02
2.421500e+02	8.197034e-03	2.421500e+02	-1.934785e-03	2.421500e+02	1.536782e-02	2.421500e+02	-1.801662e-02	2.421500e+02	5.392546e-03	2.421500e+02	4.017621e-02
2.441500e+02	6.400115e-03	2.441500e+02	1.622467e-02	2.441500e+02	1.056370e-02	2.441500e+02	-1.382256e-02	2.441500e+02	-1.449161e-02	2.441500e+02	3.352638e-02
2.461500e+02	1.061583e-02	2.461500e+02	3.657467e-02	2.461500e+02	-5.175268e-03	2.461500e+02	-3.646252e-03	2.461500e+02	3.898300e-02	2.461500e+02	-1.365701e-02
2.481500e+02	7.174124e-03	2.481500e+02	8.115770e-03	2.481500e+02	-8.262795e-03	2.481500e+02	1.519545e-02	2.481500e+02	-2.293822e-02	2.481500e+02	4.376041e-02
2.501500e+02	2.606565e-02	2.501500e+02	2.847848e-02	2.501500e+02	2.529131e-02	2.501500e+02	2.385775e-02	2.501500e+02	3.964790e-03	2.501500e+02	4.873594e-02
2.521500e+02	1.389140e-02	2.521500e+02	1.113306e-02	2.521500e+02	3.621282e-04	2.521500e+02	-9.177512e-03	2.521500e+02	9.329079e-03	2.521500e+02	5.781025e-02
2.541500e+02	2.004420e-02	2.541500e+02	1.010820e-03	2.541500e+02	4.755415e-02	2.541500e+02	2.208651e-02	2.541500e+02	9.680124e-03	2.541500e+02	1.988937e-02
2.561500e+02	7.639507e-03	2.561500e+02	6.181663e-03	2.561500e+02	3.041819e-02	2.561500e+02	-1.400598e-02	2.561500e+02	2.671787e-03	2.561500e+02	1.293187e-02
2.581500e+02	4.130349e-03	2.581500e+02	2.293793e-02	2.581500e+02	-1.623106e-03	2.581500e+02	-2.026183e-02	2.581500e+02	-1.475101e-02	2.581500e+02	3.434976e-02
2.601500e+02	1.789761e-02	2.601500e+02	8.269698e-03	2.601500e+02	2.074735e-02	2.601500e+02	4.915380e-02	2.601500e+02	6.149617e-03	2.601500e+02	5.167601e-03
2.621500e+02	2.218771e-02	2.621500e+02	2.648140e-02	2.621500e+02	3.969800e-02	2.621500e+02	1.225655e-02	2.621500e+02	9.177020e-03	2.621500e+02	2.332557e-02
2.641500e+02	2.635502e-02	2.641500e+02	3.736279e-02	2.641500e+02	2.543192e-02	2.641500e+02	1.548403e-02	2.641500e+02	4.788464e-02	2.641500e+02	5.611736e-03
2.661500e+02	5.353204e-04	2.661500e+02	4.060998e-03	2.661500e+02	-7.599656e-03	2.661500e+02	-6.791516e-03	2.661500e+02	-2.414736e-03	2.661500e+02	1.542151e-02
2.681500e+02	1.824706e-02	2.681500e+02	2.272242e-02	2.681500e+02	-1.675310e-03	2.681500e+02	3.533546e-02	2.681500e+02	1.078392e-02	2.681500e+02	2.406880e-02
2.701500e+02	1.888343e-02	2.701500e+02	3.793142e-02	2.701500e+02	2.551464e-02	2.701500e+02	1.483208e-02	2.701500e+02	-2.276224e-03	2.701500e+02	1.841524e-02
2.721500e+02	1.611793e-02	2.721500e+02	1.341684e-02	2.721500e+02	2.659686e-02	2.721500e+02	8.549192e-03	2.721500e+02	6.749545e-03	2.721500e+02	2.527720e-02
2.741500e+02	8.680794e-03	2.741500e+02	1.609783e-02	2.741500e+02	-5.507748e-03	2.741500e+02	2.390385e-03	2.741500e+02	1.528838e-02	2.741500e+02	1.513512e-02
2.761500e+02	5.351317e-03	2.761500e+02	6.580554e-04	2.761500e+02	3.345786e-02	2.761500e+02	-1.341857e-02	2.761500e+02	6.445259e-03	2.761500e+02	-3.860159e-04
2.781500e+02	1.885026e-02	2.781500e+02	1.515998e-02	2.781500e+02	4.886310e-02	2.781500e+02	-1.824904e-03	2.781500e+02	2.392097e-02	2.781500e+02	8.132150e-03
2.801500e+02	2.572993e-03	2.801500e+02	2.631316e-02	2.801500e+02	-8.987355e-03	2.801500e+02	1.063378e-03	2.801500e+02	-1.033777e-04	2.801500e+02	-5.420842e-03
