Photon Energy (eV)	SE Photon Energy (eV)	X ref norm	SE X ref norm	X ref	SE X ref	X pump norm	SE X pump norm	X pump	SE X pump	Y ref norm	SE Y ref norm	Y ref	SE Y ref	Y pump norm	SE Y pump norm	Y pump	SE Y pump	X all norm	SE X all norm	X all	SE X all	Y all norm	SE Y all norm	Y all	SE Y all	X all Y ref norm	SE X all Y ref norm	X all Y ref	SE X all Y ref	Y all X ref norm	SE Y all X ref norm	Y all X ref	SE Y all X ref	BC(X hist) norm	SE BC(X hist) norm	BC(Y hist) norm	SE BC(Y hist) norm	StS norm	SE StS norm	BCSC norm	SE BCSC norm	BCLR norm	SE BCLR norm	BC(X hist)	SE BC(X hist)	BC(Y hist)	SE BC(Y hist)	StS	SE StS	BCSC	SE BCSC	BCLR	SE BCLR		SE 	
2.790032E+2	3.239418E-4	-3.658583E-3	6.277617E-4	4.318687E+8	1.203623E+7	-2.945796E-3	1.320206E-3	2.174780E+7	1.109173E+6	-3.606704E-3	5.589732E-4	4.318296E+8	8.929408E+6	-4.659548E-3	1.842352E-3	1.974524E+7	8.570171E+5	-3.632301E-3	3.178672E-4	3.401121E+9	6.679425E+7	-3.531471E-3	3.176852E-4	3.422154E+9	7.058642E+7	-3.630013E-3	3.276636E-4	3.832950E+9	7.402179E+7	-3.545723E-3	3.111870E-4	3.854022E+9	7.916004E+7	7.127875E-4	1.089181E-3	-1.052843E-3	1.928032E-3	1.713753E-3	2.451718E-3	1.765631E-3	2.049134E-3	5.999272E-4	1.320491E-3	-4.101209E+8	1.164419E+7	-4.120844E+8	9.181283E+6	2.002561E+6	1.610570E+6	1.963424E+6	6.969578E+6	-3.832275E+9	7.905167E+7	0.000000E+0	0.000000E+0
2.795017E+2	8.975275E-4	-3.155401E-3	6.124238E-4	4.371072E+8	1.250504E+7	-1.544275E-3	1.971516E-3	2.246896E+7	1.039974E+6	-2.979366E-3	3.369268E-4	4.382008E+8	1.048382E+7	5.934511E-4	2.069516E-3	2.233624E+7	1.129249E+6	-3.128199E-3	2.037098E-4	3.441055E+9	6.962628E+7	-3.031939E-3	3.230693E-4	3.464251E+9	6.447567E+7	-3.110647E-3	1.907447E-4	3.879256E+9	7.760913E+7	-3.045622E-3	3.297107E-4	3.901358E+9	7.456906E+7	1.611126E-3	1.893855E-3	3.572817E-3	2.144890E-3	-2.137727E-3	3.313849E-3	-1.961691E-3	3.153385E-3	1.501348E-3	1.848546E-3	-4.146382E+8	1.225325E+7	-4.158645E+8	1.023115E+7	1.327187E+5	1.589139E+6	1.226342E+6	6.838073E+6	-3.878889E+9	7.418372E+7	0.000000E+0	0.000000E+0
2.800034E+2	5.800170E-4	-1.606490E-3	5.529085E-4	4.544312E+8	8.836927E+6	-4.787757E-3	2.710050E-3	2.083325E+7	1.765696E+6	-2.236576E-3	5.235578E-4	4.466125E+8	1.035158E+7	-1.299711E-3	3.003749E-3	2.130553E+7	1.663167E+6	-2.241142E-3	2.898186E-4	3.514734E+9	7.150805E+7	-2.339913E-3	2.905851E-4	3.522351E+9	6.826073E+7	-2.241760E-3	2.875296E-4	3.961346E+9	8.007727E+7	-2.257751E-3	2.854217E-4	3.976782E+9	7.513235E+7	-3.181266E-3	2.501812E-3	9.368644E-4	2.627620E-3	-3.488044E-3	3.635598E-3	-4.118131E-3	3.150385E-3	-2.530005E-3	2.760477E-3	-4.335980E+8	8.406236E+6	-4.253070E+8	9.113072E+6	-4.722824E+5	1.722682E+6	-8.290991E+6	6.101409E+6	-3.955949E+9	7.467306E+7	0.000000E+0	0.000000E+0
2.805046E+2	4.120110E-4	-2.475532E-3	4.815280E-4	4.455898E+8	9.664454E+6	-2.589002E-3	1.763774E-3	2.197193E+7	1.027522E+6	-1.088419E-3	6.689364E-4	4.577646E+8	7.223431E+6	-3.167292E-3	3.365562E-3	2.015680E+7	1.455345E+6	-1.292758E-3	2.528480E-4	3.590800E+9	6.448340E+7	-1.112447E-3	3.364169E-4	3.618492E+9	5.614178E+7	-1.268750E-3	2.893239E-4	4.048565E+9	6.848754E+7	-1.266910E-3	3.300841E-4	4.064081E+9	6.414267E+7	-1.134692E-4	1.948122E-3	-2.078873E-3	3.111158E-3	5.782910E-4	3.382469E-3	1.965403E-3	2.959415E-3	-1.322092E-3	1.700760E-3	-4.236179E+8	9.715218E+6	-4.376077E+8	6.961742E+6	1.815124E+6	1.676705E+6	1.398988E+7	6.368546E+6	-4.042110E+9	6.386544E+7	0.000000E+0	0.000000E+0
2.810063E+2	4.409586E-4	2.065105E-4	5.841164E-4	4.732889E+8	1.441141E+7	-1.984190E-4	2.675496E-3	2.325561E+7	1.637893E+6	-5.560115E-4	4.285747E-4	4.635986E+8	1.049308E+7	-1.270436E-3	3.438217E-3	2.131089E+7	1.711973E+6	-1.880960E-4	1.987453E-4	3.680420E+9	8.085487E+7	-3.944522E-4	2.523521E-4	3.677539E+9	7.526042E+7	-2.306496E-4	1.576870E-4	4.144019E+9	8.864842E+7	-3.273349E-4	2.780757E-4	4.150828E+9	8.796749E+7	-4.049312E-4	2.769142E-3	-7.144245E-4	3.369923E-3	1.072017E-3	4.518632E-3	3.094951E-4	4.444561E-3	1.289157E-4	2.792308E-3	-4.500333E+8	1.369141E+7	-4.422877E+8	1.163673E+7	1.944720E+6	2.188652E+6	-7.745524E+6	9.088960E+6	-4.127573E+9	8.725599E+7	0.000000E+0	0.000000E+0
2.815019E+2	3.888889E-4	1.682618E-3	5.497385E-4	4.886819E+8	1.504321E+7	3.583609E-3	2.347689E-3	2.495420E+7	1.528722E+6	1.546252E-3	5.757003E-4	4.857304E+8	1.348057E+7	2.500203E-3	3.481650E-3	2.307355E+7	1.830056E+6	1.134974E-3	3.099735E-4	3.792641E+9	9.249358E+7	1.180392E-3	2.714765E-4	3.809106E+9	8.281201E+7	1.181853E-3	3.121258E-4	4.278371E+9	1.037068E+8	1.236319E-3	2.909860E-4	4.297788E+9	9.633817E+7	1.900992E-3	2.264214E-3	9.539507E-4	3.718246E-3	1.083407E-3	3.350675E-3	9.470410E-4	3.448971E-3	2.347291E-3	2.334535E-3	-4.637277E+8	1.459203E+7	-4.626568E+8	1.297214E+7	1.880651E+6	1.589336E+6	-1.070910E+6	7.685824E+6	-4.272834E+9	9.567067E+7	0.000000E+0	0.000000E+0
2.820048E+2	4.006168E-4	3.029362E-3	7.869897E-4	5.031611E+8	1.704843E+7	5.440220E-3	1.643207E-3	2.586075E+7	8.859920E+5	3.866886E-3	5.803523E-4	5.085746E+8	1.059477E+7	1.322407E-3	2.119789E-3	2.250664E+7	1.067552E+6	3.485482E-3	2.717709E-4	3.983145E+9	9.442782E+7	3.555305E-3	1.713990E-4	3.998585E+9	7.210250E+7	3.528741E-3	2.245103E-4	4.491719E+9	1.011028E+8	3.495946E-3	1.767689E-4	4.501746E+9	8.614773E+7	2.410858E-3	1.766907E-3	-2.544480E-3	2.292474E-3	4.117814E-3	2.361551E-3	4.955339E-3	2.201730E-3	1.944273E-3	1.554469E-3	-4.773003E+8	1.650444E+7	-4.860679E+8	1.089714E+7	3.354102E+6	1.118975E+6	8.767615E+6	1.117806E+7	-4.475885E+9	8.580563E+7	0.000000E+0	0.000000E+0
2.825036E+2	1.756821E-4	5.977515E-3	9.798880E-4	5.318120E+8	1.370544E+7	3.041419E-3	1.792575E-3	2.476885E+7	1.043599E+6	5.053938E-3	6.406730E-4	5.215707E+8	1.513940E+7	5.980928E-3	1.444225E-3	2.471091E+7	9.076040E+5	5.862041E-3	2.158710E-4	4.169575E+9	9.105462E+7	5.674525E-3	3.770741E-4	4.169404E+9	8.794006E+7	5.771227E-3	2.198400E-4	4.691146E+9	1.017967E+8	5.711076E-3	3.036740E-4	4.701216E+9	9.491588E+7	-2.936098E-3	1.867464E-3	9.269893E-4	1.763650E-3	-2.939510E-3	2.357275E-3	-3.863087E-3	2.691942E-3	-2.669659E-3	1.965641E-3	-5.070431E+8	1.389529E+7	-4.968598E+8	1.534429E+7	5.793631E+4	1.131855E+6	-1.018328E+7	1.219554E+7	-4.676447E+9	9.457982E+7	0.000000E+0	0.000000E+0
2.830040E+2	2.886751E-4	1.109553E-2	7.055084E-4	5.862238E+8	1.560354E+7	5.791747E-3	2.377275E-3	2.615375E+7	9.644273E+5	9.627676E-3	7.492875E-4	5.694794E+8	1.381840E+7	1.417143E-2	2.619364E-3	2.869328E+7	1.330682E+6	1.123469E-2	4.197284E-4	4.607542E+9	1.047029E+8	1.102697E-2	6.593745E-4	4.608050E+9	1.040723E+8	1.105039E-2	4.245524E-4	5.177021E+9	1.165014E+8	1.103410E-2	6.464643E-4	5.194274E+9	1.180029E+8	-5.303779E-3	2.679807E-3	4.543754E-3	3.033327E-3	-8.379685E-3	3.634689E-3	-9.847533E-3	3.717611E-3	-5.242360E-3	2.798761E-3	-5.600701E+8	1.531213E+7	-5.407861E+8	1.355700E+7	-2.539534E+6	1.383684E+6	-1.928398E+7	6.749061E+6	-5.168120E+9	1.177624E+8	0.000000E+0	0.000000E+0
2.835023E+2	3.333333E-4	2.164943E-2	9.798856E-4	6.950354E+8	2.061946E+7	2.435042E-2	2.216520E-3	3.505867E+7	1.290774E+6	2.015568E-2	1.315388E-3	6.796340E+8	2.244505E+7	2.298492E-2	3.944287E-3	3.315583E+7	1.854598E+6	2.156088E-2	9.860882E-4	5.447903E+9	1.649971E+8	2.128286E-2	7.436417E-4	5.452498E+9	1.544417E+8	2.140007E-2	9.647151E-4	6.127537E+9	1.848488E+8	2.132344E-2	7.491579E-4	6.147534E+9	1.733789E+8	2.700992E-3	2.369358E-3	2.829245E-3	4.435821E-3	1.365497E-3	4.010572E-3	-1.282529E-4	3.746224E-3	3.026983E-3	2.122097E-3	-6.599767E+8	1.960896E+7	-6.464782E+8	2.174675E+7	1.902849E+6	2.124521E+6	-1.349851E+7	1.112964E+7	-6.112475E+9	1.723061E+8	0.000000E+0	0.000000E+0
