Photon Energy (eV)	SE Photon Energy (eV)	X ref norm	SE X ref norm	X ref	SE X ref	X pump norm	SE X pump norm	X pump	SE X pump	Y ref norm	SE Y ref norm	Y ref	SE Y ref	Y pump norm	SE Y pump norm	Y pump	SE Y pump	X all norm	SE X all norm	X all	SE X all	Y all norm	SE Y all norm	Y all	SE Y all	X all Y ref norm	SE X all Y ref norm	X all Y ref	SE X all Y ref	Y all X ref norm	SE Y all X ref norm	Y all X ref	SE Y all X ref	BC(X hist) norm	SE BC(X hist) norm	BC(Y hist) norm	SE BC(Y hist) norm	StS norm	SE StS norm	BCSC norm	SE BCSC norm	BCLR norm	SE BCLR norm	BC(X hist)	SE BC(X hist)	BC(Y hist)	SE BC(Y hist)	StS	SE StS	BCSC	SE BCSC	BCLR	SE BCLR		SE 	
2.790032E+2	3.239418E-4	-3.658583E-3	6.277617E-4	4.318687E+8	1.203623E+7	-4.337901E-3	8.070878E-4	1.018312E+8	2.618225E+6	-3.606704E-3	5.589732E-4	4.318296E+8	8.929408E+6	-2.619066E-3	1.208640E-3	1.040526E+8	3.998512E+6	-3.632301E-3	3.178672E-4	3.401121E+9	6.679425E+7	-3.531471E-3	3.176852E-4	3.422154E+9	7.058642E+7	-3.630013E-3	3.276636E-4	3.832950E+9	7.402179E+7	-3.545723E-3	3.111870E-4	3.854022E+9	7.916004E+7	-6.793174E-4	1.121914E-3	9.876382E-4	1.224570E-3	-1.718835E-3	1.388580E-3	-1.666956E-3	1.385729E-3	-7.921776E-4	8.785735E-4	-3.300375E+8	1.258160E+7	-3.277770E+8	8.712495E+6	-2.221381E+6	3.731176E+6	-2.260518E+6	7.978697E+6	-3.752191E+9	7.839060E+7	0.000000E+0	0.000000E+0
2.795017E+2	8.975275E-4	-3.155401E-3	6.124238E-4	4.371072E+8	1.250504E+7	-1.447049E-3	1.015547E-3	1.091970E+8	3.357365E+6	-2.979366E-3	3.369268E-4	4.382008E+8	1.048382E+7	-3.235174E-3	7.903749E-4	1.018030E+8	1.953761E+6	-3.128199E-3	2.037098E-4	3.441055E+9	6.962628E+7	-3.031939E-3	3.230693E-4	3.464251E+9	6.447567E+7	-3.110647E-3	1.907447E-4	3.879256E+9	7.760913E+7	-3.045622E-3	3.297107E-4	3.901358E+9	7.456906E+7	1.708352E-3	1.051099E-3	-2.558086E-4	1.051631E-3	1.788126E-3	1.530202E-3	1.964161E-3	1.564934E-3	1.598574E-3	8.867308E-4	-3.279102E+8	1.234074E+7	-3.363978E+8	1.056495E+7	7.394028E+6	4.052742E+6	8.487649E+6	7.428328E+6	-3.792161E+9	7.314269E+7	0.000000E+0	0.000000E+0
2.800034E+2	5.800170E-4	-1.606490E-3	5.529085E-4	4.544312E+8	8.836927E+6	-3.210710E-3	9.498117E-4	1.044750E+8	3.567584E+6	-2.236576E-3	5.235578E-4	4.466125E+8	1.035158E+7	-2.084452E-3	1.012614E-3	1.044720E+8	2.611766E+6	-2.241142E-3	2.898186E-4	3.514734E+9	7.150805E+7	-2.339913E-3	2.905851E-4	3.522351E+9	6.826073E+7	-2.241760E-3	2.875296E-4	3.961346E+9	8.007727E+7	-2.257751E-3	2.854217E-4	3.976782E+9	7.513235E+7	-1.604220E-3	1.087741E-3	1.521242E-4	1.182879E-3	-1.126258E-3	1.171337E-3	-1.756344E-3	1.437458E-3	-9.529585E-4	1.052856E-3	-3.499562E+8	8.989992E+6	-3.421405E+8	9.816971E+6	2.976733E+3	2.872970E+6	-7.815732E+6	7.991747E+6	-3.872307E+9	7.368309E+7	0.000000E+0	0.000000E+0
2.805046E+2	4.120110E-4	-2.475532E-3	4.815280E-4	4.455898E+8	9.664454E+6	2.087870E-4	4.704895E-4	1.131348E+8	2.607915E+6	-1.088419E-3	6.689364E-4	4.577646E+8	7.223431E+6	4.305802E-5	1.024047E-3	1.093687E+8	2.753793E+6	-1.292758E-3	2.528480E-4	3.590800E+9	6.448340E+7	-1.112447E-3	3.364169E-4	3.618492E+9	5.614178E+7	-1.268750E-3	2.893239E-4	4.048565E+9	6.848754E+7	-1.266910E-3	3.300841E-4	4.064081E+9	6.414267E+7	2.684318E-3	7.509725E-4	1.131477E-3	1.092636E-3	1.657289E-4	1.042144E-3	1.552842E-3	8.415541E-4	1.475697E-3	5.861418E-4	-3.324550E+8	8.029942E+6	-3.483959E+8	6.779071E+6	3.766130E+6	3.316865E+6	1.594089E+7	5.498014E+6	-3.950947E+9	6.212506E+7	0.000000E+0	0.000000E+0
2.810063E+2	4.409586E-4	2.065105E-4	5.841164E-4	4.732889E+8	1.441141E+7	-4.238019E-4	6.520225E-4	1.115853E+8	2.182918E+6	-5.560115E-4	4.285747E-4	4.635986E+8	1.049308E+7	-8.129428E-4	1.034179E-3	1.082953E+8	3.024408E+6	-1.880960E-4	1.987453E-4	3.680420E+9	8.085487E+7	-3.944522E-4	2.523521E-4	3.677539E+9	7.526042E+7	-2.306496E-4	1.576870E-4	4.144019E+9	8.864842E+7	-3.273349E-4	2.780757E-4	4.150828E+9	8.796749E+7	-6.303123E-4	1.040968E-3	-2.569314E-4	8.965882E-4	3.891409E-4	1.242757E-3	-3.733813E-4	1.445872E-3	-9.646707E-5	8.419531E-4	-3.617036E+8	1.348852E+7	-3.553033E+8	9.024158E+6	3.289968E+6	2.930165E+6	-6.400278E+6	1.026505E+7	-4.039243E+9	8.687039E+7	0.000000E+0	0.000000E+0
2.815019E+2	3.888889E-4	1.682618E-3	5.497385E-4	4.886819E+8	1.504321E+7	6.849415E-4	1.029325E-3	1.145853E+8	3.658308E+6	1.546252E-3	5.757003E-4	4.857304E+8	1.348057E+7	1.316689E-3	1.277553E-3	1.129596E+8	3.249665E+6	1.134974E-3	3.099735E-4	3.792641E+9	9.249358E+7	1.180392E-3	2.714765E-4	3.809106E+9	8.281201E+7	1.181853E-3	3.121258E-4	4.278371E+9	1.037068E+8	1.236319E-3	2.909860E-4	4.297788E+9	9.633817E+7	-9.976760E-4	8.377602E-4	-2.295630E-4	1.530319E-3	-6.317471E-4	1.565237E-3	-7.681131E-4	1.832420E-3	-5.513771E-4	8.678772E-4	-3.740966E+8	1.216004E+7	-3.727708E+8	1.239065E+7	1.625728E+6	3.613474E+6	-1.325834E+6	7.951924E+6	-4.183202E+9	9.295214E+7	0.000000E+0	0.000000E+0
2.820048E+2	4.006168E-4	3.029362E-3	7.869897E-4	5.031611E+8	1.704843E+7	3.177757E-3	6.060657E-4	1.206375E+8	3.045194E+6	3.866886E-3	5.803523E-4	5.085746E+8	1.059477E+7	2.270142E-3	1.171129E-3	1.154186E+8	4.236145E+6	3.485482E-3	2.717709E-4	3.983145E+9	9.442782E+7	3.555305E-3	1.713990E-4	3.998585E+9	7.210250E+7	3.528741E-3	2.245103E-4	4.491719E+9	1.011028E+8	3.495946E-3	1.767689E-4	4.501746E+9	8.614773E+7	1.483945E-4	7.029565E-4	-1.596744E-3	1.603252E-3	9.076154E-4	1.596336E-3	1.745138E-3	1.889122E-3	-3.181899E-4	5.762409E-4	-3.825236E+8	1.532872E+7	-3.931559E+8	1.122504E+7	5.218834E+6	4.842862E+6	1.063235E+7	1.317415E+7	-4.381109E+9	8.403162E+7	0.000000E+0	0.000000E+0
2.825036E+2	1.756821E-4	5.977515E-3	9.798880E-4	5.318120E+8	1.370544E+7	5.347976E-3	1.218005E-3	1.259396E+8	3.641629E+6	5.053938E-3	6.406730E-4	5.215707E+8	1.513940E+7	5.121747E-3	1.453872E-3	1.226299E+8	4.859127E+6	5.862041E-3	2.158710E-4	4.169575E+9	9.105462E+7	5.674525E-3	3.770741E-4	4.169404E+9	8.794006E+7	5.771227E-3	2.198400E-4	4.691146E+9	1.017967E+8	5.711076E-3	3.036740E-4	4.701216E+9	9.491588E+7	-6.295396E-4	1.443408E-3	6.780783E-5	1.456123E-3	2.262300E-4	1.958083E-3	-6.973473E-4	1.509133E-3	-3.631005E-4	1.350893E-3	-4.058723E+8	1.330970E+7	-3.989409E+8	1.407276E+7	3.309737E+6	4.392421E+6	-6.931483E+6	1.002937E+7	-4.575276E+9	9.338281E+7	0.000000E+0	0.000000E+0
2.830040E+2	2.886751E-4	1.109553E-2	7.055084E-4	5.862238E+8	1.560354E+7	9.057732E-3	9.639761E-4	1.349348E+8	2.801946E+6	9.627676E-3	7.492875E-4	5.694794E+8	1.381840E+7	1.018066E-2	9.514881E-4	1.350120E+8	4.176821E+6	1.123469E-2	4.197284E-4	4.607542E+9	1.047029E+8	1.102697E-2	6.593745E-4	4.608050E+9	1.040723E+8	1.105039E-2	4.245524E-4	5.177021E+9	1.165014E+8	1.103410E-2	6.464643E-4	5.194274E+9	1.180029E+8	-2.037793E-3	1.442879E-3	5.529783E-4	8.584291E-4	-1.122922E-3	1.800352E-3	-2.590771E-3	1.900259E-3	-1.976372E-3	1.456000E-3	-4.512890E+8	1.460187E+7	-4.344674E+8	1.019014E+7	-7.722769E+4	3.891339E+6	-1.682168E+7	8.204598E+6	-5.059339E+9	1.166325E+8	0.000000E+0	0.000000E+0
2.835023E+2	3.333333E-4	2.164943E-2	9.798856E-4	6.950354E+8	2.061946E+7	2.210745E-2	2.154555E-3	1.672855E+8	7.214362E+6	2.015568E-2	1.315388E-3	6.796340E+8	2.244505E+7	2.115472E-2	1.008329E-3	1.619506E+8	4.889172E+6	2.156088E-2	9.860882E-4	5.447903E+9	1.649971E+8	2.128286E-2	7.436417E-4	5.452498E+9	1.544417E+8	2.140007E-2	9.647151E-4	6.127537E+9	1.848488E+8	2.132344E-2	7.491579E-4	6.147534E+9	1.733789E+8	4.580187E-4	1.857338E-3	9.990403E-4	1.119735E-3	9.527283E-4	1.723765E-3	-5.410216E-4	1.826715E-3	7.840093E-4	1.648148E-3	-5.277499E+8	1.546188E+7	-5.176834E+8	1.868047E+7	5.334916E+6	4.046652E+6	-1.006644E+7	1.084880E+7	-5.980248E+9	1.668749E+8	0.000000E+0	0.000000E+0
