Photon Energy (eV)	SE Photon Energy (eV)	X ref norm	SE X ref norm	X ref	SE X ref	X pump norm	SE X pump norm	X pump	SE X pump	Y ref norm	SE Y ref norm	Y ref	SE Y ref	Y pump norm	SE Y pump norm	Y pump	SE Y pump	X all norm	SE X all norm	X all	SE X all	Y all norm	SE Y all norm	Y all	SE Y all	X all Y ref norm	SE X all Y ref norm	X all Y ref	SE X all Y ref	Y all X ref norm	SE Y all X ref norm	Y all X ref	SE Y all X ref	BC(X hist) norm	SE BC(X hist) norm	BC(Y hist) norm	SE BC(Y hist) norm	StS norm	SE StS norm	BCSC norm	SE BCSC norm	BCLR norm	SE BCLR norm	BC(X hist)	SE BC(X hist)	BC(Y hist)	SE BC(Y hist)	StS	SE StS	BCSC	SE BCSC	BCLR	SE BCLR		SE 	
2.790020E+2	5.773503E-4	-4.677505E-3	6.628340E-4	5.956297E+8	1.405171E+7	-6.343629E-3	1.361460E-3	1.292748E+8	4.935796E+6	-3.903828E-3	4.658177E-4	6.054697E+8	8.600948E+6	-4.725847E-3	4.912223E-4	1.359520E+8	3.291008E+6	-4.293563E-3	3.106086E-4	4.562329E+9	4.531403E+7	-3.957780E-3	2.678431E-4	4.614704E+9	3.312851E+7	-4.247817E-3	2.377842E-4	5.167798E+9	4.488332E+7	-4.041767E-3	2.346072E-4	5.210334E+9	4.463085E+7	-1.666125E-3	1.410915E-3	-8.220188E-4	4.864237E-4	-1.617783E-3	9.464618E-4	-8.441057E-4	1.223192E-3	-2.301862E-3	1.272035E-3	-4.663550E+8	1.008126E+7	-4.695177E+8	6.152404E+6	-6.677310E+6	3.097077E+6	3.162687E+6	1.389935E+7	-5.081059E+9	3.997129E+7	0.000000E+0	0.000000E+0
2.795050E+2	4.082483E-4	-3.248820E-3	3.632188E-4	6.174753E+8	1.030105E+7	-8.411038E-4	1.132218E-3	1.481818E+8	3.285593E+6	-3.491943E-3	3.605825E-4	6.116695E+8	1.448495E+6	-1.569137E-3	1.908025E-4	1.468541E+8	2.373716E+6	-3.190113E-3	5.385466E-4	4.690180E+9	5.153284E+7	-3.951363E-3	4.365782E-4	4.616294E+9	2.438710E+7	-3.225553E-3	5.147803E-4	5.301849E+9	5.202550E+7	-3.869633E-3	4.172367E-4	5.233769E+9	2.967821E+7	2.407717E-3	9.646074E-4	1.922806E-3	4.980644E-4	7.280332E-4	1.008895E-3	4.849109E-4	8.694411E-4	3.028529E-3	1.181101E-3	-4.692936E+8	1.042199E+7	-4.648155E+8	1.877858E+6	1.327668E+6	2.569036E+6	-4.478128E+6	9.991908E+6	-5.085588E+9	3.082552E+7	0.000000E+0	0.000000E+0
2.800035E+2	8.660254E-4	-2.739924E-3	1.330572E-3	6.256055E+8	1.709958E+7	-2.425285E-3	8.268700E-4	1.427556E+8	2.644620E+6	-2.537758E-3	1.095881E-3	6.261302E+8	1.172320E+7	-1.933578E-3	1.895029E-3	1.458667E+8	6.827174E+6	-3.420371E-3	1.131864E-3	4.664343E+9	1.042245E+8	-3.444308E-3	9.114977E-4	4.673997E+9	8.136702E+7	-3.316993E-3	1.122111E-3	5.290473E+9	1.145097E+8	-3.362173E-3	9.514297E-4	5.299603E+9	9.398352E+7	3.146391E-4	9.436234E-4	6.041798E-4	2.450049E-3	-4.917066E-4	2.427228E-3	-2.895408E-4	2.991718E-3	9.368878E-4	5.008621E-4	-4.828499E+8	1.750499E+7	-4.802635E+8	1.574861E+7	-3.111029E+6	9.260742E+6	-2.586360E+6	2.314968E+7	-5.156847E+9	9.273769E+7	0.000000E+0	0.000000E+0
2.805045E+2	5.000000E-4	-2.907574E-3	1.148164E-3	6.226822E+8	1.333588E+7	-1.719981E-3	1.084122E-3	1.452524E+8	2.707295E+6	-3.758572E-3	1.792235E-3	6.078760E+8	2.413957E+7	-3.861505E-3	1.235650E-3	1.391408E+8	3.863578E+6	-2.836074E-3	1.132847E-3	4.730273E+9	1.145681E+8	-3.132953E-3	1.139752E-3	4.710322E+9	1.086977E+8	-2.944292E-3	1.209595E-3	5.338149E+9	1.382701E+8	-3.106797E-3	1.138703E-3	5.333004E+9	1.214702E+8	1.187593E-3	4.685077E-4	-1.029325E-4	1.501406E-3	2.141524E-3	9.735137E-4	1.290526E-3	1.275649E-3	1.386816E-3	3.199953E-4	-4.774298E+8	1.070363E+7	-4.687351E+8	2.227746E+7	6.111606E+6	3.219951E+6	-8.694636E+6	1.305827E+7	-5.187752E+9	1.187691E+8	0.000000E+0	0.000000E+0
2.810048E+2	2.500000E-4	-1.567674E-3	7.979115E-4	6.426865E+8	1.855998E+7	-7.881974E-4	1.399903E-3	1.484015E+8	3.995786E+6	-1.387586E-3	1.239454E-3	6.436117E+8	2.168434E+7	-2.625634E-3	1.065495E-3	1.432121E+8	3.690840E+6	-1.536092E-3	6.023509E-4	4.876530E+9	9.147081E+7	-1.449877E-3	7.183591E-4	4.903129E+9	7.583667E+7	-1.518541E-3	6.745976E-4	5.520141E+9	1.129499E+8	-1.463675E-3	7.084086E-4	5.545816E+9	9.181841E+7	7.794763E-4	1.160254E-3	-1.238047E-3	1.547894E-3	1.837436E-3	6.131443E-4	2.017524E-3	1.057410E-3	6.754777E-4	1.074001E-3	-4.942850E+8	1.830424E+7	-5.003996E+8	2.100371E+7	5.189348E+6	7.104598E+5	6.114553E+6	6.557745E+6	-5.397414E+9	9.029862E+7	0.000000E+0	0.000000E+0
2.815015E+2	5.000000E-4	4.069313E-4	7.039400E-4	6.723855E+8	1.467847E+7	-1.708834E-3	1.311304E-3	1.453132E+8	4.834187E+6	4.839177E-5	7.081150E-4	6.654449E+8	1.029743E+7	2.399593E-4	9.989725E-4	1.532995E+8	2.810569E+6	1.516681E-4	6.366062E-4	5.069116E+9	1.002129E+8	5.242733E-5	7.681895E-4	5.074629E+9	1.019925E+8	1.395705E-4	6.179308E-4	5.734561E+9	1.094044E+8	9.349237E-5	7.373827E-4	5.747015E+9	1.161006E+8	-2.115766E-3	1.072671E-3	1.915678E-4	3.191751E-4	-1.948793E-3	6.414729E-4	-2.307333E-3	9.112997E-4	-1.802327E-3	6.341613E-4	-5.270724E+8	1.085797E+7	-5.121454E+8	7.514251E+6	-7.986281E+6	2.335789E+6	-1.492691E+7	1.005752E+7	-5.601701E+9	1.115416E+8	0.000000E+0	0.000000E+0
2.820048E+2	7.500000E-4	8.737027E-4	8.910138E-4	6.795080E+8	2.125577E+7	4.725624E-4	1.015329E-3	1.527625E+8	4.206298E+6	1.397342E-3	1.420551E-3	6.854041E+8	2.449625E+7	5.704031E-4	1.088110E-3	1.543064E+8	3.763248E+6	1.351914E-3	1.271361E-3	5.203701E+9	1.711226E+8	1.493508E-3	1.037493E-3	5.237386E+9	1.402853E+8	1.357262E-3	1.279397E-3	5.889106E+9	1.948974E+8	1.421545E-3	1.014157E-3	5.916894E+9	1.588817E+8	-4.011401E-4	9.381803E-4	-8.269392E-4	8.254275E-4	-9.784080E-5	4.061416E-4	4.257990E-4	7.189581E-4	-9.489829E-4	8.909979E-4	-5.267456E+8	1.999387E+7	-5.310978E+8	2.120986E+7	-1.543900E+6	2.188633E+6	4.352221E+6	1.208167E+7	-5.764131E+9	1.562420E+8	0.000000E+0	0.000000E+0
2.825048E+2	7.500000E-4	3.049168E-3	1.071378E-3	7.120152E+8	1.421659E+7	4.444262E-3	2.474250E-3	1.661969E+8	9.617030E+6	4.011367E-3	1.679152E-3	7.243314E+8	2.657803E+7	4.044069E-3	1.161738E-3	1.661427E+8	4.736496E+6	3.533385E-3	1.255337E-3	5.450447E+9	1.494938E+8	4.014939E-3	1.201849E-3	5.525227E+9	1.540723E+8	3.589277E-3	1.300972E-3	6.174778E+9	1.750625E+8	3.902634E-3	1.171963E-3	6.237242E+9	1.682153E+8	1.395093E-3	1.707398E-3	3.270273E-5	1.003040E-3	4.001920E-4	1.870821E-3	1.362390E-3	2.601983E-3	5.416275E-4	1.327604E-3	-5.458182E+8	5.203009E+6	-5.581888E+8	2.318157E+7	5.425700E+4	7.594416E+6	1.237052E+7	1.895184E+7	-6.071045E+9	1.586784E+8	0.000000E+0	0.000000E+0
2.830048E+2	7.500000E-4	1.081169E-2	5.874151E-4	8.294734E+8	1.617794E+7	8.910209E-3	8.509475E-4	1.817850E+8	2.417548E+6	9.622587E-3	1.583156E-3	8.088642E+8	2.702190E+7	9.861269E-3	2.262878E-3	1.861041E+8	8.062556E+6	1.023925E-2	9.729202E-4	6.213245E+9	8.689883E+7	1.037540E-2	1.007757E-3	6.253327E+9	1.153239E+8	1.016708E-2	9.767197E-4	7.022109E+9	1.066211E+8	1.042637E-2	9.143082E-4	7.082800E+9	1.179791E+8	-1.901487E-3	1.400454E-3	2.386820E-4	1.764129E-3	-9.510608E-4	2.205477E-3	-2.140169E-3	1.092271E-3	-1.516166E-3	1.285120E-3	-6.476884E+8	1.855710E+7	-6.227601E+8	2.258460E+7	-4.319148E+6	8.031634E+6	-2.492832E+7	1.346362E+7	-6.901016E+9	1.185884E+8	0.000000E+0	0.000000E+0
2.835017E+2	2.500000E-4	2.221611E-2	1.618995E-3	1.001284E+9	1.826362E+7	2.323647E-2	1.239984E-3	2.309915E+8	3.470067E+6	2.283628E-2	1.886671E-3	1.008840E+9	2.439485E+7	2.007256E-2	9.951670E-4	2.219917E+8	3.058677E+6	2.309935E-2	1.506344E-3	7.676136E+9	1.456161E+8	2.249703E-2	1.257925E-3	7.643683E+9	1.211947E+8	2.306825E-2	1.515272E-3	8.684976E+9	1.650292E+8	2.246438E-2	1.289050E-3	8.644967E+9	1.384303E+8	1.020357E-3	1.313045E-3	-2.763722E-3	2.346899E-3	3.163904E-3	2.065730E-3	3.784078E-3	2.040306E-3	7.720792E-4	8.967130E-4	-7.702925E+8	1.576782E+7	-7.868479E+8	2.614770E+7	8.999825E+6	5.755359E+6	1.655544E+7	1.189078E+7	-8.413975E+9	1.358090E+8	0.000000E+0	0.000000E+0
