# Delay[ns]	Avg Transient	0242 Delay[ns]	0242 Transient	0243 Delay[ns]	0243 Transient	0255 Delay[ns]	0255 Transient	0257 Delay[ns]	0257 Transient	0258 Delay[ns]	0258 Transient	0259 Delay[ns]	0259 Transient
   nan	   nan	2.481500e+02	7.173777e-03	2.341500e+02	6.201857e-03	2.501500e+02	1.331102e-02	2.461500e+02	-4.877846e-03	2.381500e+02	3.789720e-02	2.641500e+02	7.066910e-03
   nan	   nan	2.501500e+02	2.815253e-02	2.361500e+02	9.430737e-03	2.521500e+02	2.012432e-02	2.501500e+02	2.652366e-02	2.401500e+02	2.658131e-02	2.661500e+02	1.443632e-02
   nan	   nan	2.521500e+02	1.289331e-02	2.381500e+02	2.791002e-02	2.541500e+02	1.993586e-02	2.541500e+02	1.898865e-02	2.421500e+02	1.082956e-02	2.681500e+02	2.248119e-02
   nan	   nan	2.541500e+02	1.113034e-04	2.401500e+02	5.329822e-03	2.561500e+02	-7.277899e-04	2.581500e+02	-1.904835e-02	2.441500e+02	-1.668514e-02	2.721500e+02	2.626550e-02
   nan	   nan	2.581500e+02	2.219638e-02	2.421500e+02	1.688808e-02	2.581500e+02	-1.417759e-03	2.601500e+02	4.680324e-02	2.461500e+02	3.530965e-02	2.741500e+02	1.464395e-02
   nan	   nan	2.621500e+02	3.226135e-02	2.441500e+02	1.228462e-02	2.601500e+02	1.488529e-02	2.621500e+02	1.553003e-02	2.481500e+02	-2.514690e-02	2.761500e+02	-1.347254e-04
   nan	   nan	2.641500e+02	3.526169e-02	2.461500e+02	-4.362414e-03	2.621500e+02	-5.260962e-03	2.641500e+02	1.793418e-02	2.501500e+02	4.431031e-03	2.781500e+02	1.097406e-02
   nan	   nan	2.661500e+02	7.165538e-03	2.481500e+02	-5.969781e-03	2.641500e+02	1.500918e-02	2.661500e+02	-2.131743e-03	2.521500e+02	7.318655e-03	2.801500e+02	-5.522681e-03
   nan	   nan	2.681500e+02	2.475954e-02	2.501500e+02	2.603875e-02	2.661500e+02	3.070304e-02	2.701500e+02	1.602799e-02	2.541500e+02	9.155754e-03	   nan	   nan
   nan	   nan	2.701500e+02	3.510746e-02	2.521500e+02	4.894385e-04	2.681500e+02	2.489586e-03	2.741500e+02	2.084588e-03	2.581500e+02	-9.766602e-03	   nan	   nan
   nan	   nan	2.721500e+02	1.552996e-02	2.561500e+02	3.204450e-02	2.701500e+02	1.241910e-02	2.761500e+02	-1.111252e-02	2.601500e+02	1.171160e-03	   nan	   nan
   nan	   nan	2.741500e+02	1.750037e-02	2.581500e+02	4.978196e-03	2.721500e+02	2.363560e-02	2.781500e+02	-4.766972e-03	2.621500e+02	9.771088e-03	   nan	   nan
   nan	   nan	2.781500e+02	1.329547e-02	2.601500e+02	2.026105e-02	2.741500e+02	8.610758e-03	2.801500e+02	3.097932e-03	2.641500e+02	4.451100e-02	   nan	   nan
   nan	   nan	2.801500e+02	2.703081e-02	2.621500e+02	3.428667e-02	2.761500e+02	1.783028e-02	   nan	   nan	2.661500e+02	-1.360127e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.641500e+02	2.549400e-02	2.781500e+02	1.472254e-02	   nan	   nan	2.681500e+02	1.157805e-02	   nan	   nan
   nan	   nan	   nan	   nan	2.681500e+02	8.254684e-04	   nan	   nan	   nan	   nan	2.701500e+02	-4.849966e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.721500e+02	2.735508e-02	   nan	   nan	   nan	   nan	2.721500e+02	4.122148e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.741500e+02	-7.088852e-03	   nan	   nan	   nan	   nan	2.741500e+02	1.636640e-02	   nan	   nan
   nan	   nan	   nan	   nan	2.761500e+02	3.211306e-02	   nan	   nan	   nan	   nan	2.761500e+02	8.499732e-03	   nan	   nan
   nan	   nan	   nan	   nan	2.781500e+02	4.281288e-02	   nan	   nan	   nan	   nan	2.781500e+02	2.835006e-02	   nan	   nan
   nan	   nan	   nan	   nan	2.801500e+02	-6.466873e-03	   nan	   nan	   nan	   nan	2.801500e+02	-6.549459e-04	   nan	   nan
